osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,width,bridge
28935431,False,,Emerald Street,residential,False,151.937,,,"LINESTRING (121.1515106 14.5274709, 121.1518062 14.5275771, 121.1523581 14.5277754, 121.1528339 14.5279464)",,
28935428,False,,Topaz Street,residential,True,58.138,,,"LINESTRING (121.1528339 14.5279464, 121.1526979 14.5284524)",,
28935428,False,,Topaz Street,residential,False,45.206,,,"LINESTRING (121.1528339 14.5279464, 121.152931 14.5276357, 121.1529736 14.5275649)",,
28935431,False,,Emerald Street,residential,True,151.93699999999998,,,"LINESTRING (121.1528339 14.5279464, 121.1523581 14.5277754, 121.1518062 14.5275771, 121.1515106 14.5274709)",,
28935366,False,,,residential,False,61.97,,,"LINESTRING (121.1509586 14.5253669, 121.1511512 14.5248417)",,
28935366,False,,,residential,True,60.926,,,"LINESTRING (121.1509586 14.5253669, 121.1507966 14.5258919)",,
28935488,False,,Doña Nieves Street,residential,False,131.968,,,"LINESTRING (121.1509586 14.5253669, 121.1497989 14.5249819)",,
28935488,False,,Doña Nieves Street,residential,True,132.27,,,"LINESTRING (121.1509586 14.5253669, 121.1521092 14.5257845)",,
28935366,False,,,residential,False,60.926,,,"LINESTRING (121.1507966 14.5258919, 121.1509586 14.5253669)",,
"[970815993, 970815991]",False,2,"['A. Ibañez Street', 'A. Ibañez']",tertiary,False,153.852,,,"LINESTRING (121.1507966 14.5258919, 121.1495964 14.5254954, 121.1494439 14.525445)",,
970815993,False,2,A. Ibañez Street,tertiary,True,113.773,,,"LINESTRING (121.1507966 14.5258919, 121.1511986 14.5260269, 121.1518002 14.5262127)",,
28935364,False,,1st Street,residential,True,253.227,,,"LINESTRING (121.1515146 14.5266289, 121.1492976 14.5258671)",,
278584759,False,2,Mauricia Diaz Street,tertiary,False,5.005,,,"LINESTRING (121.1515146 14.5266289, 121.1515369 14.5265894)",,
278584759,False,2,Mauricia Diaz Street,tertiary,True,51.396,,,"LINESTRING (121.1515146 14.5266289, 121.1512616 14.5270209)",,
278584759,False,2,Mauricia Diaz Street,tertiary,False,51.396,,,"LINESTRING (121.1512616 14.5270209, 121.1515146 14.5266289)",,
278584759,False,2,Mauricia Diaz Street,tertiary,True,50.955,,,"LINESTRING (121.1512616 14.5270209, 121.1510076 14.5274076)",,
"[28935399, 28935375]",False,,"['F Blanco', '2nd Street']",residential,True,233.408,,,"LINESTRING (121.1512616 14.5270209, 121.149701 14.5264901, 121.149652 14.5264914, 121.1496024 14.5265154, 121.1495796 14.5265511, 121.149471 14.5268899)",,
28935372,False,,3rd Street,residential,False,175.131,,,"LINESTRING (121.149471 14.5268899, 121.1510076 14.5274076)",,
28935399,False,,F Blanco,residential,True,50.302,,,"LINESTRING (121.149471 14.5268899, 121.1493221 14.5273187)",,
"[28935375, 28935399]",False,,"['2nd Street', 'F Blanco']",residential,False,233.408,,,"LINESTRING (121.149471 14.5268899, 121.1495796 14.5265511, 121.1496024 14.5265154, 121.149652 14.5264914, 121.149701 14.5264901, 121.1512616 14.5270209)",,
28935366,False,,,residential,True,61.97,,,"LINESTRING (121.1511512 14.5248417, 121.1509586 14.5253669)",,
1079692346,False,,E. Rodriguez Street,residential,True,146.288,,,"LINESTRING (121.1511512 14.5248417, 121.1517936 14.5250689, 121.1520836 14.5251929, 121.1523855 14.5253793)",,
1085316008,False,2,E. Rodriguez Street,residential,False,133.177,,,"LINESTRING (121.1511512 14.5248417, 121.1505276 14.5246059, 121.1499826 14.5244519)",,
28935403,False,,Perez Street,residential,False,67.016,,,"LINESTRING (121.1484893 14.5257043, 121.1488072 14.5251861)",,
28935403,False,,Perez Street,residential,True,32.047,,,"LINESTRING (121.1484893 14.5257043, 121.1483401 14.5259537)",,
28935364,False,,1st Street,residential,False,90.68799999999999,,,"LINESTRING (121.1484893 14.5257043, 121.1486113 14.5256858, 121.1486606 14.5256774, 121.1487401 14.5256835, 121.1488155 14.5257014, 121.1492976 14.5258671)",,
28935403,False,,Perez Street,residential,False,32.047,,,"LINESTRING (121.1483401 14.5259537, 121.1484893 14.5257043)",,
28935405,False,,Acle Street,residential,False,141.3,,,"LINESTRING (121.1483401 14.5259537, 121.1485624 14.5260659, 121.1486318 14.5261161, 121.148668 14.5261833, 121.1486707 14.526247, 121.1486552 14.5263154, 121.1484127 14.5270115)",,
28935372,False,,3rd Street,residential,True,175.131,,,"LINESTRING (121.1510076 14.5274076, 121.149471 14.5268899)",,
278584759,False,2,Mauricia Diaz Street,tertiary,False,50.955,,,"LINESTRING (121.1510076 14.5274076, 121.1512616 14.5270209)",,
278584759,False,2,Mauricia Diaz Street,tertiary,True,51.293,,,"LINESTRING (121.1510076 14.5274076, 121.1508201 14.5276971, 121.1507639 14.5278036)",,
28935399,False,,F Blanco,residential,False,50.302,,,"LINESTRING (121.1493221 14.5273187, 121.149471 14.5268899)",,
28935482,False,2,J. Senson Street,residential,False,46.676,,,"LINESTRING (121.1493221 14.5273187, 121.1489157 14.5271723)",,
28935482,False,2,J. Senson Street,residential,True,164.295,,,"LINESTRING (121.1493221 14.5273187, 121.1507639 14.5278036)",,
28935397,False,,Ipil,residential,False,150.841,,,"LINESTRING (121.1489157 14.5271723, 121.1492976 14.5258671)",,
28935482,False,2,J. Senson Street,residential,True,46.676,,,"LINESTRING (121.1489157 14.5271723, 121.1493221 14.5273187)",,
28935482,False,2,J. Senson Street,residential,False,57.02,,,"LINESTRING (121.1489157 14.5271723, 121.1484128 14.5270115, 121.1484127 14.5270115)",,
28935364,False,,1st Street,residential,False,253.227,,,"LINESTRING (121.1492976 14.5258671, 121.1515146 14.5266289)",,
28935397,False,,Ipil,residential,False,49.507,,,"LINESTRING (121.1492976 14.5258671, 121.1494439 14.525445)",,
28935397,False,,Ipil,residential,True,150.841,,,"LINESTRING (121.1492976 14.5258671, 121.1489157 14.5271723)",,
28935364,False,,1st Street,residential,True,90.688,,,"LINESTRING (121.1492976 14.5258671, 121.1488155 14.5257014, 121.1487401 14.5256835, 121.1486606 14.5256774, 121.1486113 14.5256858, 121.1484893 14.5257043)",,
28935403,False,,Perez Street,residential,True,67.016,,,"LINESTRING (121.1488072 14.5251861, 121.1484893 14.5257043)",,
164906843,False,2,A. Ibañez,tertiary,True,5.131,,,"LINESTRING (121.1488072 14.5251861, 121.1488484 14.5252093)",,
28935340,False,2,Bloomingdale Avenue,residential,True,51.762,,,"LINESTRING (121.1505804 14.5216858, 121.1501783 14.5214305)",,
28935340,False,2,Bloomingdale Avenue,residential,False,290.552,,,"LINESTRING (121.1505804 14.5216858, 121.1515459 14.5220488, 121.1531065 14.5226063)",,
164906828,False,2,Goodman Street,residential,False,41.796,,,"LINESTRING (121.1505804 14.5216858, 121.1506923 14.5214519, 121.1507787 14.5213685)",,
1062554360,False,2,Victoria Guido Street,residential,True,46.96,,,"LINESTRING (121.1505804 14.5216858, 121.15046 14.5219073, 121.1504097 14.5219871, 121.1503735 14.5220574)",,
28935340,False,2,Bloomingdale Avenue,residential,False,51.762,,,"LINESTRING (121.1501783 14.5214305, 121.1505804 14.5216858)",,
28935340,False,2,Bloomingdale Avenue,residential,True,12.542,,,"LINESTRING (121.1501783 14.5214305, 121.150082 14.521367)",,
28935340,False,2,Bloomingdale Avenue,residential,False,12.542,,,"LINESTRING (121.150082 14.521367, 121.1501783 14.5214305)",,
860131846,False,2,Tiffany Street,residential,True,37.241,,,"LINESTRING (121.1532463 14.5217941, 121.1534846 14.5220369)",,
28935438,False,2,Macy's Street,residential,True,36.643,,,"LINESTRING (121.1534846 14.5220369, 121.1532448 14.5222708)",7,
860131846,False,2,Tiffany Street,residential,False,37.241,,,"LINESTRING (121.1534846 14.5220369, 121.1532463 14.5217941)",,
"[1150128512, 28935438]",False,2,"['Inang Teresita Road', ""Macy's Street""]",residential,False,35.819,,,"LINESTRING (121.1534846 14.5220369, 121.1536201 14.5219141, 121.1537259 14.5218151)",7,
28935342,False,2,Christian Dior Street,residential,False,41.409,,,"LINESTRING (121.1507787 14.5213685, 121.1511373 14.5215033)",,
164906828,False,2,Goodman Street,residential,True,41.796,,,"LINESTRING (121.1507787 14.5213685, 121.1506923 14.5214519, 121.1505804 14.5216858)",,
28935438,False,2,Macy's Street,residential,True,45.661,,,"LINESTRING (121.1531065 14.5226063, 121.1529573 14.5229907)",7,
28935340,False,2,Bloomingdale Avenue,residential,True,290.552,,,"LINESTRING (121.1531065 14.5226063, 121.1515459 14.5220488, 121.1505804 14.5216858)",,
28935438,False,2,Macy's Street,residential,False,40.168,,,"LINESTRING (121.1531065 14.5226063, 121.1531927 14.5223933, 121.1532448 14.5222708)",7,
28935342,False,2,Christian Dior Street,residential,True,41.409,,,"LINESTRING (121.1511373 14.5215033, 121.1507787 14.5213685)",,
28935342,False,2,Christian Dior Street,residential,False,116.197,,,"LINESTRING (121.1511373 14.5215033, 121.1516816 14.5217052, 121.1521453 14.5218772)",,
28935334,False,2,Gilmbels Street,residential,False,53.89,,,"LINESTRING (121.1521453 14.5218772, 121.1524995 14.5215347)",5,
28935342,False,2,Christian Dior Street,residential,False,105.04,,,"LINESTRING (121.1521453 14.5218772, 121.1530617 14.5222018)",,
28935342,False,2,Christian Dior Street,residential,True,116.197,,,"LINESTRING (121.1521453 14.5218772, 121.1516816 14.5217052, 121.1511373 14.5215033)",,
28935342,False,2,Christian Dior Street,residential,True,21.15,,,"LINESTRING (121.1532448 14.5222708, 121.1530617 14.5222018)",,
28935438,False,2,Macy's Street,residential,False,36.643,,,"LINESTRING (121.1532448 14.5222708, 121.1534846 14.5220369)",7,
28935438,False,2,Macy's Street,residential,True,40.168,,,"LINESTRING (121.1532448 14.5222708, 121.1531927 14.5223933, 121.1531065 14.5226063)",7,
28935342,False,2,Christian Dior Street,residential,False,21.15,,,"LINESTRING (121.1530617 14.5222018, 121.1532448 14.5222708)",,
28935342,False,2,Christian Dior Street,residential,True,105.04,,,"LINESTRING (121.1530617 14.5222018, 121.1521453 14.5218772)",,
28935336,False,2,Sac's Street,residential,True,97.107,,,"LINESTRING (121.1530617 14.5222018, 121.1530336 14.5220921, 121.1524995 14.5215347)",,
28935296,False,2,Don Justo,residential,False,45.607,,,"LINESTRING (121.1572759 14.5286743, 121.1569638 14.5283969)",4.5,
859828205,False,2,Doña Elena Street,residential,False,49.591,,,"LINESTRING (121.1572759 14.5286743, 121.1575875 14.5283458)",4.5,
28935338,False,2,,residential,True,79.691,,,"LINESTRING (121.1572759 14.5286743, 121.1570714 14.5288932, 121.157016 14.528969, 121.1569785 14.5290495, 121.1569543 14.5291599, 121.1569637 14.5292871)",4.5,
859828205,False,2,Doña Elena Street,residential,True,49.591,,,"LINESTRING (121.1575875 14.5283458, 121.1572759 14.5286743)",4.5,
28935398,False,2,Don Francisco Street,residential,False,68.881,,,"LINESTRING (121.1575875 14.5283458, 121.157183 14.5279811, 121.1571208 14.527922)",4.5,
28935334,False,2,Gilmbels Street,residential,True,53.89,,,"LINESTRING (121.1524995 14.5215347, 121.1521453 14.5218772)",5,
28935336,False,2,Sac's Street,residential,False,97.107,,,"LINESTRING (121.1524995 14.5215347, 121.1530336 14.5220921, 121.1530617 14.5222018)",,
28935290,False,2,Doña Justa Street,residential,False,72.376,,,"LINESTRING (121.1567313 14.5269509, 121.1570069 14.5263572)",5,
28935290,False,2,Doña Justa Street,residential,True,51.22,,,"LINESTRING (121.1567313 14.5269509, 121.1565422 14.5273736)",5,
1190690862,False,2,Doña Aurora Street,tertiary,False,75.744,,,"LINESTRING (121.1567313 14.5269509, 121.1572307 14.5274308)",,
28935415,False,2,Doña Aurora Street,tertiary,True,135.142,,,"LINESTRING (121.1567313 14.5269509, 121.1565211 14.5267718, 121.1561656 14.5264839, 121.1560438 14.5263679, 121.1559816 14.5262992, 121.1558298 14.5261109)",,
28935290,False,2,Doña Justa Street,residential,False,51.22,,,"LINESTRING (121.1565422 14.5273736, 121.1567313 14.5269509)",5,
859828202,False,2,Don Francisco Street,residential,True,74.736,,,"LINESTRING (121.1565422 14.5273736, 121.1570368 14.5278453)",5,
"[28935290, 29045982]",False,2,"['Don Justo Street', 'Doña Justa Street']",residential,True,114.173,,,"LINESTRING (121.1565422 14.5273736, 121.1563676 14.5277408, 121.1563709 14.5277994, 121.1564045 14.5278474, 121.1566983 14.528122, 121.1567788 14.5282004)",5,
80676151,False,4,M. L. Quezon Avenue,secondary,True,32.223,601,50,"LINESTRING (121.1531637 14.5236633, 121.1529584 14.5238742)",,
"[1191288509, 1191297166]",False,4,M. L. Quezon Avenue,secondary,False,68.498,601,50,"LINESTRING (121.1531637 14.5236633, 121.1533791 14.5234451, 121.1536033 14.5232179)",,
28935290,False,2,Doña Justa Street,residential,False,63.447,,,"LINESTRING (121.1570069 14.5263572, 121.1572753 14.5258492)",5,
28935290,False,2,Doña Justa Street,residential,True,72.376,,,"LINESTRING (121.1570069 14.5263572, 121.1567313 14.5269509)",5,
28935287,False,2,Don Benito Street,residential,False,73.491,,,"LINESTRING (121.1570069 14.5263572, 121.1574659 14.526751, 121.1575167 14.5267968)",4.5,
893245354,False,,Perdiguerra Street,residential,True,51.806,,,"LINESTRING (121.1539462 14.5280863, 121.1534819 14.5279636)",,
28935300,False,,Perdiguerra Street,residential,False,63.307,,,"LINESTRING (121.1539462 14.5280863, 121.1543794 14.5281926, 121.1545134 14.5282358)",,
60966347,False,,Doña Nieves Street,residential,False,93.928,,,"LINESTRING (121.1539462 14.5280863, 121.1539704 14.5277847, 121.1540045 14.5272435)",,
60966347,False,,Doña Nieves Street,residential,True,104.92699999999999,,,"LINESTRING (121.1539462 14.5280863, 121.1538916 14.5282989, 121.1536007 14.5289665)",,
28935484,True,,P. Tolentino Street,residential,False,51.655,,,"LINESTRING (121.1529206 14.5263739, 121.1526536 14.5267599)",,
28935298,False,,Doña Nieves Street,residential,False,151.899,,,"LINESTRING (121.1529206 14.5263739, 121.1538497 14.5270736, 121.1540045 14.5272435)",,
28935300,False,,Perdiguerra Street,residential,True,63.307,,,"LINESTRING (121.1545134 14.5282358, 121.1543794 14.5281926, 121.1539462 14.5280863)",,
28935448,False,4,M. L. Quezon Avenue,secondary,False,137.77900000000002,601,40,"LINESTRING (121.1545134 14.5282358, 121.1545962 14.5276412, 121.1545882 14.5273052, 121.154567 14.5271534, 121.1545192 14.5270109)",,
970534594,False,4,M. L. Quezon Avenue,secondary,True,107.988,601,40,"LINESTRING (121.1545134 14.5282358, 121.1544271 14.5285236, 121.1543161 14.5288876, 121.1542307 14.5291676)",,
859828207,False,2,Don Benito Street,residential,False,12.961,,,"LINESTRING (121.1575167 14.5267968, 121.157607 14.5268739)",4.5,
28935287,False,2,Don Benito Street,residential,True,73.491,,,"LINESTRING (121.1575167 14.5267968, 121.1574659 14.526751, 121.1570069 14.5263572)",4.5,
28935261,False,,Santo Niño Street,residential,True,3.824,,,"LINESTRING (121.1536007 14.5289665, 121.1535851 14.5289974)",,
28935279,True,,Concepcion Street,residential,False,71.405,,,"LINESTRING (121.1536007 14.5289665, 121.1540759 14.5291182, 121.1542307 14.5291676)",,
60966347,False,,Doña Nieves Street,residential,False,104.92699999999999,,,"LINESTRING (121.1536007 14.5289665, 121.1538916 14.5282989, 121.1539462 14.5280863)",,
970534594,False,4,M. L. Quezon Avenue,secondary,True,2.96,601,40,"LINESTRING (121.1542307 14.5291676, 121.1542228 14.5291931)",,
970534594,False,4,M. L. Quezon Avenue,secondary,False,107.988,601,40,"LINESTRING (121.1542307 14.5291676, 121.1543161 14.5288876, 121.1544271 14.5285236, 121.1545134 14.5282358)",,
"[28935292, 971043830]",False,2,E. Dela Paz Street,residential,False,125.675,,,"LINESTRING (121.1501253 14.5230946, 121.1497427 14.5229499, 121.1496131 14.5228924, 121.1493091 14.5227255, 121.1491219 14.5225825, 121.1491011 14.522567)","['4', '5']",
164906858,False,2,Capitan Aliano Street,tertiary,False,67.571,,,"LINESTRING (121.1501253 14.5230946, 121.1502069 14.5228036, 121.1502776 14.5225052)",5,
"[164906802, 971042325]",False,2,"['Capitan Allano', 'Capitan Aliano Street']",tertiary,True,83.779,,,"LINESTRING (121.1501253 14.5230946, 121.1500801 14.5235182, 121.1500402 14.5238435)",,
"[164906825, 1191676905]",True,2,E. Dela Paz Street,residential,False,320.54,,,"LINESTRING (121.1501253 14.5230946, 121.1504328 14.5231792, 121.1507839 14.52326, 121.1512214 14.5233732, 121.1526706 14.5236689, 121.1527724 14.5237058, 121.1529584 14.5238742)",5,
28935294,False,,S. Orca,residential,True,60.329,,,"LINESTRING (121.1490824 14.5247163, 121.1488484 14.5252093)",,
28935488,False,,Doña Nieves Street,residential,True,82.586,,,"LINESTRING (121.1490824 14.5247163, 121.1497989 14.5249819)",,
80676151,False,4,M. L. Quezon Avenue,secondary,False,32.223,601,50,"LINESTRING (121.1529584 14.5238742, 121.1531637 14.5236633)",,
1191297165,False,4,M. L. Quezon Avenue,secondary,True,21.363,601,50,"LINESTRING (121.1529584 14.5238742, 121.1528623 14.5240423)",,
28935294,False,,S. Orca,residential,False,60.329,,,"LINESTRING (121.1488484 14.5252093, 121.1490824 14.5247163)",,
164906843,False,2,A. Ibañez,tertiary,False,5.131,,,"LINESTRING (121.1488484 14.5252093, 121.1488072 14.5251861)",,
164906843,False,2,A. Ibañez,tertiary,True,69.289,,,"LINESTRING (121.1488484 14.5252093, 121.1490466 14.5252981, 121.1491143 14.5253231, 121.1494439 14.525445)",,
28935481,False,2,R. Tolentino Street,tertiary,False,58.992,,,"LINESTRING (121.1540045 14.5272435, 121.1535129 14.527478)",,
28935481,False,2,R. Tolentino Street,tertiary,True,61.142,,,"LINESTRING (121.1540045 14.5272435, 121.1545192 14.5270109)",,
28935298,False,,Doña Nieves Street,residential,True,151.899,,,"LINESTRING (121.1540045 14.5272435, 121.1538497 14.5270736, 121.1529206 14.5263739)",,
60966347,False,,Doña Nieves Street,residential,True,93.928,,,"LINESTRING (121.1540045 14.5272435, 121.1539704 14.5277847, 121.1539462 14.5280863)",,
28935260,False,1,St. Clement Street,residential,True,99.892,,,"LINESTRING (121.1491011 14.522567, 121.1486739 14.5233645)",2.5,
"[28935292, 971043830]",False,2,E. Dela Paz Street,residential,True,125.67500000000001,,,"LINESTRING (121.1491011 14.522567, 121.1491219 14.5225825, 121.1493091 14.5227255, 121.1496131 14.5228924, 121.1497427 14.5229499, 121.1501253 14.5230946)","['4', '5']",
28935487,False,,Don V Reyes Street,residential,True,49.522,,,"LINESTRING (121.1532319 14.5286155, 121.1530582 14.5290279)",,
28935482,False,2,J. Senson Street,residential,False,60.275000000000006,,,"LINESTRING (121.1532319 14.5286155, 121.1530432 14.5285555, 121.1529158 14.528517, 121.1526979 14.5284524)",,
28935487,False,,Don V Reyes Street,residential,False,77.351,,,"LINESTRING (121.1532319 14.5286155, 121.1534343 14.5281104, 121.1534819 14.5279636)",,
28935481,False,2,R. Tolentino Street,tertiary,True,58.992,,,"LINESTRING (121.1535129 14.527478, 121.1540045 14.5272435)",,
80676153,False,,R. Tolentino Street,residential,False,58.849,,,"LINESTRING (121.1535129 14.527478, 121.1529736 14.5275649)",,
28935487,False,,Don V Reyes Street,residential,True,54.572,,,"LINESTRING (121.1535129 14.527478, 121.1535318 14.527563, 121.1534968 14.5278955, 121.1534819 14.5279636)",,
970815993,False,2,A. Ibañez Street,tertiary,False,122.73299999999999,,,"LINESTRING (121.1535129 14.527478, 121.1534791 14.5274229, 121.1534433 14.5273787, 121.1526536 14.5267599)",,
28935481,False,2,R. Tolentino Street,tertiary,False,61.142,,,"LINESTRING (121.1545192 14.5270109, 121.1540045 14.5272435)",,
28935419,False,2,Paso Street,tertiary,False,86.073,,,"LINESTRING (121.1545192 14.5270109, 121.1545812 14.5269795, 121.1546322 14.526925, 121.1546952 14.5268315, 121.1548018 14.526701, 121.1548997 14.5266257, 121.1550912 14.5264833)",,
28935448,False,4,M. L. Quezon Avenue,secondary,False,185.54999999999998,601,40,"LINESTRING (121.1545192 14.5270109, 121.1543753 14.5268104, 121.1542626 14.5267007, 121.1539137 14.5264293, 121.1536668 14.5262414, 121.1532218 14.5259283)",,
28935448,False,4,M. L. Quezon Avenue,secondary,True,137.779,601,40,"LINESTRING (121.1545192 14.5270109, 121.154567 14.5271534, 121.1545882 14.5273052, 121.1545962 14.5276412, 121.1545134 14.5282358)",,
28935261,False,,Santo Niño Street,residential,False,22.53,,,"LINESTRING (121.1534896 14.5291777, 121.1535851 14.5289974)",,
28935261,False,,Santo Niño Street,residential,True,54.135,,,"LINESTRING (121.1534896 14.5291777, 121.1532726 14.5296169)",,
263171602,False,,Colonel F. Villaluz Street,residential,True,49.333,,,"LINESTRING (121.1534896 14.5291777, 121.1530582 14.5290279)",,
28935448,False,4,M. L. Quezon Avenue,secondary,False,75.636,601,40,"LINESTRING (121.1532218 14.5259283, 121.1531465 14.5258737, 121.1530915 14.5258338, 121.152812 14.5256265, 121.1527757 14.5255996, 121.1526707 14.525507)",,
28935448,False,4,M. L. Quezon Avenue,secondary,True,185.54999999999998,601,40,"LINESTRING (121.1532218 14.5259283, 121.1536668 14.5262414, 121.1539137 14.5264293, 121.1542626 14.5267007, 121.1543753 14.5268104, 121.1545192 14.5270109)",,
28935484,True,,P. Tolentino Street,residential,False,59.214,,,"LINESTRING (121.1532218 14.5259283, 121.1529236 14.5263699, 121.1529206 14.5263739)",,
970815993,False,2,A. Ibañez Street,tertiary,False,110.295,,,"LINESTRING (121.1526536 14.5267599, 121.1518688 14.5262428, 121.1518002 14.5262127)",,
970815993,False,2,A. Ibañez Street,tertiary,True,122.733,,,"LINESTRING (121.1526536 14.5267599, 121.1534433 14.5273787, 121.1534791 14.5274229, 121.1535129 14.527478)",,
28935482,False,2,J. Senson Street,residential,False,164.295,,,"LINESTRING (121.1507639 14.5278036, 121.1493221 14.5273187)",,
28935482,False,2,J. Senson Street,residential,True,49.41,,,"LINESTRING (121.1507639 14.5278036, 121.1511936 14.5279599)",,
278584759,False,2,Mauricia Diaz Street,tertiary,False,51.293,,,"LINESTRING (121.1507639 14.5278036, 121.1508201 14.5276971, 121.1510076 14.5274076)",,
"[970534592, 278584759]",False,2,Mauricia Diaz Street,tertiary,True,50.583,,,"LINESTRING (121.1507639 14.5278036, 121.1506841 14.5280107, 121.1505996 14.5282298)",,
28935482,False,2,J. Senson Street,residential,False,49.41,,,"LINESTRING (121.1511936 14.5279599, 121.1507639 14.5278036)",,
28935482,False,2,J. Senson Street,residential,True,170.932,,,"LINESTRING (121.1511936 14.5279599, 121.1526979 14.5284524)",,
28935483,False,,Turquoise Street,residential,False,64.194,,,"LINESTRING (121.1511936 14.5279599, 121.1515106 14.5274709)",,
28935278,False,2,Mauricia Diaz Street,residential,True,40.474,,,"LINESTRING (121.1502612 14.5291954, 121.1501389 14.5295396)",,
