osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,width
"[22732424, 388815594, 388815597, 852027062]",True,3,195,Ninoy Aquino Avenue,primary,60,False,134.167,"LINESTRING (121.0023255 14.5103411, 121.0023124 14.5102911, 121.0021675 14.5097567, 121.0021208 14.5096069, 121.0021095 14.509576, 121.0020618 14.5094465, 121.0019895 14.5092545, 121.0019643 14.5091874)",,yes,
1076696757,False,2,,4th Street,residential,,True,37.318,"LINESTRING (121.0023255 14.5103411, 121.0022303 14.5103616, 121.0019881 14.5104181)",,,
29175163,False,,,Road 7,residential,,False,76.162,"LINESTRING (121.0019881 14.5104181, 121.0020907 14.5110958)",,,
1076696757,False,2,,4th Street,residential,,False,37.318,"LINESTRING (121.0019881 14.5104181, 121.0022303 14.5103616, 121.0023255 14.5103411)",,,
22732415,False,2,,Vitalez Street,residential,,False,70.26,"LINESTRING (121.0053713 14.5106532, 121.0056935 14.5106965, 121.0059252 14.5107, 121.0060123 14.5106617)",,,
22732415,False,2,,Vitalez Street,residential,,True,98.55399999999997,"LINESTRING (121.0053713 14.5106532, 121.0051369 14.5105476, 121.0050982 14.5105149, 121.0050788 14.5104726, 121.0049377 14.5101836, 121.0048536 14.5100093, 121.0048443 14.5099828)",,,
"[224811952, 224811953, 224811954]",False,,,Sampaguita B Street,residential,,True,36.056,"LINESTRING (121.0053713 14.5106532, 121.005411 14.5107067, 121.0054479 14.5107643, 121.0054989 14.5109484)",,yes,
81179835,False,,,Firemen's Row,residential,,False,38.446,"LINESTRING (121.0058555 14.5109293, 121.0054989 14.5109484)",,,
81179835,False,,,Firemen's Row,residential,,True,45.354,"LINESTRING (121.0058555 14.5109293, 121.006182 14.510914, 121.0062655 14.5108713)",,,
164043077,False,,,Sampaguita A Street,residential,,True,120.667,"LINESTRING (121.0058555 14.5109293, 121.0058965 14.5112696, 121.0058962 14.5113496, 121.0058965 14.5115107, 121.0058556 14.5120106)",,,
295991556,True,3,195,Ninoy Aquino Avenue,primary,60,False,79.03,"LINESTRING (121.002537 14.5110217, 121.0023255 14.5103411)",,,
918540545,False,,,3rd Street,residential,,True,48.758,"LINESTRING (121.002537 14.5110217, 121.0024327 14.5110434, 121.0020907 14.5110958)",,,
164043098,False,1,,San MIguel Street,residential,,True,27.269,"LINESTRING (121.0048097 14.5111566, 121.0047401 14.5113924)",,,
164043089,False,,,Neptune Street,residential,,False,40.32,"LINESTRING (121.0047401 14.5113924, 121.0051087 14.5114568)",,,
164043098,False,1,,San MIguel Street,residential,,False,27.269,"LINESTRING (121.0047401 14.5113924, 121.0048097 14.5111566)",,,
164043098,False,1,,San MIguel Street,residential,,True,53.219,"LINESTRING (121.0047401 14.5113924, 121.0047244 14.5114651, 121.0047093 14.511593, 121.0046959 14.5118683)",,,
164043089,False,,,Neptune Street,residential,,True,40.437,"LINESTRING (121.0054785 14.5115207, 121.0051087 14.5114568)",,,
"[164043099, 224811951]",False,,,Sampaguita B Street,residential,,True,47.783,"LINESTRING (121.0054785 14.5115207, 121.0054668 14.5115544, 121.0054106 14.5119448)",,,
224811955,False,,,Sampaguita B Street,residential,,False,64.00999999999999,"LINESTRING (121.0054785 14.5115207, 121.0055127 14.5112492, 121.0055205 14.5111597, 121.0054989 14.5109484)",,,
81179832,False,2,,Sun Valley Drive,residential,,True,32.686,"LINESTRING (121.0046959 14.5118683, 121.0049977 14.5119006)",,,
918550342,False,2,,Sun Valley Drive,residential,,False,38.121,"LINESTRING (121.0046959 14.5118683, 121.0043429 14.511841)",,,
164043098,False,1,,San MIguel Street,residential,,False,53.219,"LINESTRING (121.0046959 14.5118683, 121.0047093 14.511593, 121.0047244 14.5114651, 121.0047401 14.5113924)",,,
81179832,False,2,,Sun Valley Drive,residential,,False,44.719,"LINESTRING (121.0054106 14.5119448, 121.0049977 14.5119006)",,,
81179832,False,2,,Sun Valley Drive,residential,,True,8.675,"LINESTRING (121.0054106 14.5119448, 121.0054902 14.511957)",,,
"[164043099, 224811951]",False,,,Sampaguita B Street,residential,,False,47.783,"LINESTRING (121.0054106 14.5119448, 121.0054668 14.5115544, 121.0054785 14.5115207)",,,
81179832,False,2,,Sun Valley Drive,residential,,False,39.783,"LINESTRING (121.0058556 14.5120106, 121.0054902 14.511957)",,,
81179832,False,2,,Sun Valley Drive,residential,,True,47.042,"LINESTRING (121.0058556 14.5120106, 121.0062892 14.5120633)",,,
164043077,False,,,Sampaguita A Street,residential,,False,120.667,"LINESTRING (121.0058556 14.5120106, 121.0058965 14.5115107, 121.0058962 14.5113496, 121.0058965 14.5112696, 121.0058555 14.5109293)",,,
918539220,False,,,2nd Street,residential,,False,33.544,"LINESTRING (121.0022331 14.5122659, 121.0025447 14.5122631)",,,
29175163,False,,,Road 7,residential,,True,49.074,"LINESTRING (121.0027376 14.5126617, 121.0027075 14.5126229, 121.0026711 14.5125405, 121.0025447 14.5122631)",,,
51007331,False,,,1st Street,residential,,False,51.701,"LINESTRING (121.0027376 14.5126617, 121.0031057 14.5127064, 121.0032121 14.5126822)",,,
51007331,False,,,1st Street,residential,,True,51.701,"LINESTRING (121.0032121 14.5126822, 121.0031057 14.5127064, 121.0027376 14.5126617)",,,
388815588,True,5,195,Ninoy Aquino Avenue,primary,60,False,49.474999999999994,"LINESTRING (121.0032121 14.5126822, 121.003114 14.5124217, 121.0030546 14.5122642)",,,
767767967,True,2,195,Ninoy Aquino Avenue,primary,60,False,55.351,"LINESTRING (121.0033101 14.5131665, 121.0032237 14.5129082, 121.0032121 14.5126822)",,,
1101601680,False,,,Macopa Street,residential,,False,37.252,"LINESTRING (121.0033101 14.5131665, 121.0032249 14.513164, 121.0029642 14.5131564)",,,
767767966,True,2,195,Ninoy Aquino Avenue,primary,60,False,78.113,"LINESTRING (121.0035353 14.5138343, 121.0033101 14.5131665)",,,
164043078,False,,,Sampaloc Street,residential,,True,34.552,"LINESTRING (121.0035353 14.5138343, 121.0034705 14.5138632, 121.003359 14.5139131, 121.0032623 14.5139925)",,,
164043050,False,,,Langka Street,residential,,False,98.352,"LINESTRING (121.0032623 14.5139925, 121.0029642 14.5131564)",,,
164043078,False,,,Sampaloc Street,residential,,False,34.552,"LINESTRING (121.0032623 14.5139925, 121.003359 14.5139131, 121.0034705 14.5138632, 121.0035353 14.5138343)",,,
164043078,False,,,Sampaloc Street,residential,,True,43.282,"LINESTRING (121.0032623 14.5139925, 121.0031552 14.5141138, 121.0030233 14.5143047)",,,
51485255,False,,,,residential,,True,73.346,"LINESTRING (121.0030233 14.5143047, 121.0024568 14.5139382)",,,
918539217,False,,,Sampaloc Street,residential,,True,63.045,"LINESTRING (121.0030233 14.5143047, 121.0026838 14.5147667)",,,
164043078,False,,,Sampaloc Street,residential,,False,43.282,"LINESTRING (121.0030233 14.5143047, 121.0031552 14.5141138, 121.0032623 14.5139925)",,,
164043073,False,,,Road 4,residential,,False,47.203,"LINESTRING (121.0026838 14.5147667, 121.0023054 14.5145522)",,,
918539217,False,,,Sampaloc Street,residential,,False,63.045,"LINESTRING (121.0026838 14.5147667, 121.0030233 14.5143047)",,,
164043073,False,,,Road 4,residential,,True,93.88,"LINESTRING (121.0026838 14.5147667, 121.0031227 14.5150001, 121.0034421 14.5151835)",,,
164043073,False,,,Road 4,residential,,False,93.88,"LINESTRING (121.0034421 14.5151835, 121.0031227 14.5150001, 121.0026838 14.5147667)",,,
224065168,True,,,Chapel Road,residential,,False,80.274,"LINESTRING (121.0034421 14.5151835, 121.0034643 14.5150913, 121.0034951 14.5150014, 121.0035343 14.5149147, 121.0035816 14.5148318, 121.0036365 14.5147534, 121.0036987 14.5146803, 121.0037541 14.5146253, 121.0038136 14.5145743)",,,
388815602,True,2,195,Ninoy Aquino Avenue,primary,60,False,87.578,"LINESTRING (121.0038136 14.5145743, 121.0036983 14.5142844, 121.0035353 14.5138343)",,,
"[506006632, 164043039]",False,,,"['Dahlia Street', 'Kadena de Amor Street']",residential,,False,122.86099999999999,"LINESTRING (121.0025871 14.5158767, 121.0025652 14.5158315, 121.0024336 14.5155605, 121.0024349 14.515484, 121.0024464 14.5154161, 121.0024722 14.5152713, 121.0020005 14.5151932)",,,
691386370,True,,,NAIA Service Road,residential,,False,95.64200000000001,"LINESTRING (121.0025871 14.5158767, 121.0031865 14.5155623, 121.0032155 14.5155593, 121.0032476 14.5155658, 121.0032771 14.5156101, 121.0033261 14.5156836)",,,
1119151260,False,,,Dahlia Street,residential,,True,16.523,"LINESTRING (121.0025871 14.5158767, 121.0026215 14.5159304, 121.0026696 14.516002)",,,
224811956,False,,,Mercury Street,residential,,False,34.14,"LINESTRING (121.0040265 14.5113635, 121.0038264 14.5111253)",,,
224811956,False,,,Mercury Street,residential,,True,37.287,"LINESTRING (121.0040265 14.5113635, 121.0042423 14.5116258)",,,
894483133,False,,,Pluto Street,residential,,False,45.916,"LINESTRING (121.0040265 14.5113635, 121.0042602 14.5111659, 121.0043098 14.5111347, 121.0043668 14.5111314)",,,
164043079,False,,,Sunriser Street,residential,,False,46.481,"LINESTRING (121.0026915 14.513588, 121.0025788 14.5137406, 121.0025476 14.5137839, 121.0025065 14.5138582, 121.0024568 14.5139382)",,,
271145971,False,,,Venus Street,residential,,False,50.424,"LINESTRING (121.0039732 14.5105664, 121.0035797 14.5108124)",,,
271145971,False,,,Venus Street,residential,,True,50.424,"LINESTRING (121.0035797 14.5108124, 121.0039732 14.5105664)",,,
918551878,False,,,Mercury Street,residential,,False,41.108,"LINESTRING (121.0035797 14.5108124, 121.0033475 14.5105189)",,,
918551878,False,,,Mercury Street,residential,,True,39.176,"LINESTRING (121.0035797 14.5108124, 121.0037995 14.5110932)",,,
"[451513300, 290695534, 451513303]",True,1,,,motorway_link,40,False,480.76699999999994,"LINESTRING (121.0034125 14.5157247, 121.0038793 14.5155022, 121.0044885 14.5152012, 121.0046302 14.5151272, 121.0050648 14.5149066, 121.0052995 14.5147923, 121.0057126 14.5145664, 121.0061135 14.5142886, 121.0061981 14.514221, 121.0064113 14.5140494, 121.0065629 14.5139009, 121.0067879 14.5136724, 121.0070464 14.5133143)",,viaduct,
"[290695537, 451513293, 451513295]",True,1,,,motorway_link,40,False,379.662,"LINESTRING (121.0034125 14.5157247, 121.003662 14.5155892, 121.0038525 14.5154178, 121.0039238 14.5153015, 121.0039812 14.5151184, 121.0039918 14.5150336, 121.0039846 14.5149264, 121.0039621 14.5148256, 121.0039269 14.5147156, 121.0037877 14.5143305, 121.0034258 14.5132983, 121.0033168 14.5129886, 121.0032121 14.5126822)",,"['viaduct', 'yes']",
"[303145668, 1240685742]",True,3,,,tertiary,20,False,29.586999999999996,"LINESTRING (121.0027266 14.5080013, 121.0026841 14.5079298, 121.0026581 14.5078864, 121.0026365 14.5078278, 121.0026308 14.5077897, 121.0026308 14.507757)",,,
"[636737612, 636737613, 22732333, 636737583, 1241788663, 307852414]",True,"['4', '3']",,,primary_link,,False,286.45300000000003,"LINESTRING (121.0037999 14.5085927, 121.0036084 14.5085914, 121.0034585 14.5085982, 121.0033728 14.50861, 121.003302 14.5086253, 121.0032024 14.5086645, 121.0031254 14.5087138, 121.0030191 14.5088148, 121.0029506 14.5088963, 121.0028729 14.5090083, 121.0026779 14.5093483, 121.002574 14.5095301, 121.0025617 14.5095617, 121.0025324 14.5096544, 121.0025153 14.5097486, 121.0025075 14.5098491, 121.0025057 14.509941, 121.0025047 14.5100425, 121.0025141 14.5101622, 121.002544 14.5104372)",,viaduct,
"[1240685737, 1240685738, 303145667, 1240685741]",True,"['1', '2', '4']",,,tertiary,20,False,136.784,"LINESTRING (121.0037999 14.5085927, 121.0037409 14.5085886, 121.0036789 14.5085738, 121.0036087 14.5085581, 121.0035254 14.5085335, 121.0034798 14.5085114, 121.0034011 14.5084707, 121.003302 14.5084199, 121.0031898 14.5083602, 121.0031048 14.5083121, 121.0030426 14.5082599, 121.0029794 14.5081901, 121.0029352 14.5081407, 121.0028426 14.5080505, 121.0027937 14.508009, 121.0027266 14.5080013)",,,12
"[793350755, 22731709]",True,"['2', '3']",194,NAIA Road,primary,60,False,62.664,"LINESTRING (121.0096903 14.5102698, 121.0095649 14.5102889, 121.0094441 14.5103265, 121.0093308 14.5103818, 121.0092181 14.5105434)",yes,,
"[1018284568, 897436066]",True,2,,,primary,20,False,583.099,"LINESTRING (121.011099 14.5088404, 121.0111436 14.5088654, 121.0114155 14.5090012, 121.0116573 14.509122, 121.0123192 14.5094739, 121.0123611 14.5094962, 121.0124249 14.5095346, 121.0124737 14.5095759, 121.0125235 14.5096427, 121.0125482 14.5097069, 121.0125499 14.5097336, 121.0125563 14.5097887, 121.012554 14.5098634, 121.0125322 14.5099276, 121.0124724 14.5100284, 121.0123571 14.5101519, 121.0121263 14.5103757, 121.0119433 14.5105532, 121.0117634 14.5107293, 121.0115685 14.5109239, 121.0115393 14.5109422, 121.0115007 14.5109607, 121.0114525 14.5109711, 121.0114073 14.5109742, 121.0113515 14.5109582, 121.0112133 14.5108973, 121.0100515 14.5103727, 121.009956 14.5103298, 121.0098874 14.510316, 121.0098125 14.5103028, 121.0096903 14.5102698)",,,
"[506006632, 164043039]",False,,,"['Dahlia Street', 'Kadena de Amor Street']",residential,,True,122.861,"LINESTRING (121.0020005 14.5151932, 121.0024722 14.5152713, 121.0024464 14.5154161, 121.0024349 14.515484, 121.0024336 14.5155605, 121.0025652 14.5158315, 121.0025871 14.5158767)",,,
918539215,False,,,Rosas Street,residential,,False,79.078,"LINESTRING (121.0020005 14.5151932, 121.0020565 14.5149875, 121.0021175 14.5148526, 121.0023054 14.5145522)",,,
451687977,True,2,195,Ninoy Aquino Avenue,primary,60,False,40.831,"LINESTRING (121.0040311 14.5149893, 121.003955 14.5148881, 121.0038524 14.5146674)",,,
"[636737617, 636737615]",True,1,195,Ninoy Aquino Avenue,primary,60,False,272.332,"LINESTRING (121.0040311 14.5149893, 121.0040242 14.5148738, 121.0033287 14.5128653, 121.0032121 14.5126822)",,,
636737579,True,4,194,NAIA Road,primary,60,False,48.461,"LINESTRING (121.0037598 14.5154765, 121.0041652 14.515287)",,,
636737582,True,1,,,primary_link,40,False,63.13699999999999,"LINESTRING (121.0037598 14.5154765, 121.0038414 14.5154023, 121.0039105 14.515317, 121.0039654 14.5152226, 121.0040085 14.5151087, 121.0040311 14.5149893)",no,,
"[333019442, 1076164950]",True,"['4', '5']",194,NAIA Road,primary,60,False,215.338,"LINESTRING (121.0088577 14.5110531, 121.0087637 14.511185, 121.0085797 14.5114431, 121.0079344 14.5123481, 121.0077214 14.5126469)",yes,,
224811950,False,2,,Sun Valley Drive,residential,,True,56.633,"LINESTRING (121.0035267 14.5122424, 121.0039803 14.5119844)",,,
693442956,False,,,Apollo Street,residential,,False,85.016,"LINESTRING (121.0035267 14.5122424, 121.0032784 14.5115166)",,,
224811950,False,2,,Sun Valley Drive,residential,,False,31.88,"LINESTRING (121.0035267 14.5122424, 121.0033529 14.5123411, 121.0032742 14.512392)",,,
22731692,False,,,Deciembre Street,residential,,False,156.57,"LINESTRING (121.0053 14.5121847, 121.0052395 14.5122512, 121.0048918 14.5127641, 121.004863 14.512801, 121.0048436 14.5128215, 121.0048227 14.5128414, 121.0047872 14.5128563, 121.0047644 14.5128628, 121.0047363 14.5128628, 121.0047148 14.5128589, 121.0046897 14.5128478, 121.0046766 14.5128332, 121.004625 14.5127453, 121.0045599 14.5126615, 121.0044922 14.5125875, 121.0044037 14.512472)",,,
"[1123519256, 22731692, 1123519255]",False,,,Deciembre Street,residential,,True,32.562,"LINESTRING (121.0053 14.5121847, 121.005367 14.5121045, 121.005437 14.5120207, 121.0054902 14.511957)",,,
894479198,False,,,Cinco de Junio,residential,,True,135.10999999999999,"LINESTRING (121.0053 14.5121847, 121.0049643 14.5121759, 121.0047148 14.5121682, 121.0045914 14.5121682, 121.0044922 14.5121578, 121.0044171 14.5121292, 121.0043366 14.5120877, 121.0043018 14.5120656, 121.0042736 14.512037, 121.0042226 14.5119682, 121.0041671 14.5118823)",,,
224811950,False,2,,Sun Valley Drive,residential,,False,23.092,"LINESTRING (121.0041671 14.5118823, 121.0039803 14.5119844)",,,
224811950,False,2,,Sun Valley Drive,residential,,True,19.474,"LINESTRING (121.0041671 14.5118823, 121.0043429 14.511841)",,,
894479198,False,,,Cinco de Junio,residential,,False,135.11,"LINESTRING (121.0041671 14.5118823, 121.0042226 14.5119682, 121.0042736 14.512037, 121.0043018 14.5120656, 121.0043366 14.5120877, 121.0044171 14.5121292, 121.0044922 14.5121578, 121.0045914 14.5121682, 121.0047148 14.5121682, 121.0049643 14.5121759, 121.0053 14.5121847)",,,
224811950,False,2,,Sun Valley Drive,residential,,False,56.633,"LINESTRING (121.0039803 14.5119844, 121.0035267 14.5122424)",,,
224811950,False,2,,Sun Valley Drive,residential,,True,23.092,"LINESTRING (121.0039803 14.5119844, 121.0041671 14.5118823)",,,
894478822,False,,,,residential,,True,31.795,"LINESTRING (121.0039803 14.5119844, 121.0038263 14.5117404)",,,
894478822,False,,,,residential,,False,31.795,"LINESTRING (121.0038263 14.5117404, 121.0039803 14.5119844)",,,
894483133,False,,,Pluto Street,residential,,True,45.916,"LINESTRING (121.0043668 14.5111314, 121.0043098 14.5111347, 121.0042602 14.5111659, 121.0040265 14.5113635)",,,
894483691,False,,,Neptune Street,residential,,True,30.466,"LINESTRING (121.004452 14.5114418, 121.0042423 14.5116258)",,,
224811956,False,,,Mercury Street,residential,,False,37.287,"LINESTRING (121.0042423 14.5116258, 121.0040265 14.5113635)",,,
894483691,False,,,Neptune Street,residential,,False,30.466,"LINESTRING (121.0042423 14.5116258, 121.004452 14.5114418)",,,
"[22731690, 224811956]",False,,,Mercury Street,residential,,True,26.318,"LINESTRING (121.0042423 14.5116258, 121.0042518 14.5116374, 121.0043429 14.511841)",,,
81179832,False,2,,Sun Valley Drive,residential,,False,32.686,"LINESTRING (121.0049977 14.5119006, 121.0046959 14.5118683)",,,
81179832,False,2,,Sun Valley Drive,residential,,True,44.719,"LINESTRING (121.0049977 14.5119006, 121.0054106 14.5119448)",,,
894488207,False,1,,Ocho de Mayo Street,residential,,True,50.774,"LINESTRING (121.0049977 14.5119006, 121.0051087 14.5114568)",,,
164043089,False,,,Neptune Street,residential,,False,40.437,"LINESTRING (121.0051087 14.5114568, 121.0054785 14.5115207)",,,
164043089,False,,,Neptune Street,residential,,True,40.32,"LINESTRING (121.0051087 14.5114568, 121.0047401 14.5113924)",,,
894488207,False,1,,Ocho de Mayo Street,residential,,False,50.774,"LINESTRING (121.0051087 14.5114568, 121.0049977 14.5119006)",,,
22731692,False,,,Deciembre Street,residential,,True,156.57,"LINESTRING (121.0044037 14.512472, 121.0044922 14.5125875, 121.0045599 14.5126615, 121.004625 14.5127453, 121.0046766 14.5128332, 121.0046897 14.5128478, 121.0047148 14.5128589, 121.0047363 14.5128628, 121.0047644 14.5128628, 121.0047872 14.5128563, 121.0048227 14.5128414, 121.0048436 14.5128215, 121.004863 14.512801, 121.0048918 14.5127641, 121.0052395 14.5122512, 121.0053 14.5121847)",,,
"[1123521075, 164043094, 902528895]",False,,,L. Garcia Street,residential,,"[False, True]",183.50100000000003,"LINESTRING (121.0069811 14.5100516, 121.0069316 14.5098995, 121.0069297 14.5098948, 121.0069273 14.5098909, 121.006926 14.509889, 121.006924 14.5098871, 121.0069227 14.5098866, 121.0069215 14.5098865, 121.0069198 14.5098867, 121.0060734 14.5100766, 121.0061008 14.5102564, 121.0060968 14.5103174, 121.0061257 14.5104349, 121.0061083 14.5105719, 121.0060123 14.5106617)",,,
388815588,True,5,195,Ninoy Aquino Avenue,primary,60,False,0.768,"LINESTRING (121.0030546 14.5122642, 121.0030522 14.5122577)",,,
"[1076695393, 918539220]",False,,,2nd Street,residential,,True,54.894999999999996,"LINESTRING (121.0030546 14.5122642, 121.0029056 14.5122606, 121.0025447 14.5122631)",,,
"[1076161649, 223091525]",True,"['4', '3']",194,NAIA Road,primary,60,False,109.774,"LINESTRING (121.0085092 14.5112646, 121.0087317 14.5109528, 121.0087923 14.5108678, 121.0089859 14.5105981, 121.0090872 14.5104513)",yes,,
934640233,True,1,,,primary_link,,False,44.388,"LINESTRING (121.0085092 14.5112646, 121.0086597 14.5111568, 121.0087643 14.5111009, 121.0088577 14.5110531)",,,
1087445811,False,,,Natalia Street,residential,,False,97.726,"LINESTRING (121.0084518 14.5075351, 121.0084464 14.5076156, 121.0084364 14.5078629, 121.0084297 14.507885, 121.0084149 14.5078967, 121.0083875 14.5079116, 121.0079135 14.5080481)",,,
1101601680,False,,,Macopa Street,residential,,True,85.55799999999999,"LINESTRING (121.0021737 14.513204, 121.0026066 14.5131459, 121.0029642 14.5131564)",,,
691386373,True,5,194,NAIA Road,primary,60,False,79.042,"LINESTRING (121.0026696 14.516002, 121.0028171 14.5159292, 121.0033261 14.5156836)",,,
1119151260,False,,,Dahlia Street,residential,,False,16.523,"LINESTRING (121.0026696 14.516002, 121.0026215 14.5159304, 121.0025871 14.5158767)",,,
224811956,False,,,Mercury Street,residential,,False,4.596,"LINESTRING (121.0038264 14.5111253, 121.0037995 14.5110932)",,,
224811956,False,,,Mercury Street,residential,,True,34.14,"LINESTRING (121.0038264 14.5111253, 121.0040265 14.5113635)",,,
22731691,False,,,Jupiter Street,residential,,True,73.502,"LINESTRING (121.0038264 14.5111253, 121.0035279 14.5113684, 121.0032784 14.5115166)",,,
224811947,False,,,Airlane Road,residential,,True,15.509,"LINESTRING (121.0034256 14.5104017, 121.0033475 14.5105189)",,,
1257340028,False,,,,living_street,,False,21.728,"LINESTRING (121.0034256 14.5104017, 121.0035977 14.5105038)",,,
"[119543683, 224811947, 22732419]",False,2,,Airlane Road,residential,,False,169.678,"LINESTRING (121.0034256 14.5104017, 121.0034951 14.5102973, 121.0037968 14.5098445, 121.0039217 14.5096543, 121.0041249 14.5093607, 121.0042033 14.5090869)",,yes,
1257340028,False,,,,living_street,,True,21.728,"LINESTRING (121.0035977 14.5105038, 121.0034256 14.5104017)",,,
1258535029,False,,,,living_street,,False,20.874,"LINESTRING (121.0048443 14.5099828, 121.005027 14.5099199)",,,
22732415,False,2,,Vitalez Street,residential,,False,98.554,"LINESTRING (121.0048443 14.5099828, 121.0048536 14.5100093, 121.0049377 14.5101836, 121.0050788 14.5104726, 121.0050982 14.5105149, 121.0051369 14.5105476, 121.0053713 14.5106532)",,,
22732415,False,2,,Vitalez Street,residential,,True,130.76,"LINESTRING (121.0048443 14.5099828, 121.0047945 14.509841, 121.0047106 14.5096095, 121.0046186 14.5093877, 121.00457 14.5092729, 121.0045477 14.5092242, 121.0044922 14.509182, 121.0044332 14.5091534, 121.0042033 14.5090869)",,,
1258535029,False,,,,living_street,,True,20.874,"LINESTRING (121.005027 14.5099199, 121.0048443 14.5099828)",,,
