osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
338474578,2,National Road,secondary,40,False,False,60.718,"LINESTRING (120.5286281 17.9511546, 120.5281118 17.9513932)",
835011012,,Salmasan Street,residential,30,False,False,56.825,"LINESTRING (120.5286281 17.9511546, 120.5288896 17.951601)",
835011012,,Salmasan Street,residential,30,False,True,60.488,"LINESTRING (120.5286281 17.9511546, 120.5283375 17.9506861)",
338474578,2,National Road,secondary,40,False,True,64.23400000000001,"LINESTRING (120.5286281 17.9511546, 120.5287032 17.9511201, 120.5287743 17.9511048, 120.5288681 17.9510972, 120.5292249 17.9510972)",
208191028,,,residential,,False,False,56.596,"LINESTRING (120.5263075 17.9504793, 120.5258299 17.9507087)",
208191028,,,residential,,False,True,59.033,"LINESTRING (120.5263075 17.9504793, 120.5268066 17.9502418)",
835011010,,,residential,,False,True,112.705,"LINESTRING (120.5263075 17.9504793, 120.5260746 17.9500746, 120.5260706 17.9500593, 120.5260706 17.9500491, 120.5260733 17.9500382, 120.5260853 17.9500261, 120.5263938 17.9498711, 120.5264595 17.9498373, 120.5265467 17.9497901)",
208191038,,,residential,,False,False,59.116,"LINESTRING (120.5283375 17.9506861, 120.5278382 17.9509249)",
208191038,,,residential,,False,True,60.271,"LINESTRING (120.5283375 17.9506861, 120.5288493 17.9504479)",
835011012,,Salmasan Street,residential,30,False,False,60.488,"LINESTRING (120.5283375 17.9506861, 120.5286281 17.9511546)",
835011012,,Salmasan Street,residential,30,False,True,61.058,"LINESTRING (120.5283375 17.9506861, 120.5280608 17.9502042)",
208191034,,,residential,,False,True,52.714,"LINESTRING (120.5261256 17.9523552, 120.5263506 17.9527782)",
338474578,2,National Road,secondary,40,False,False,64.337,"LINESTRING (120.5261256 17.9523552, 120.5255771 17.9526052)",
338474578,2,National Road,secondary,40,False,True,58.18,"LINESTRING (120.5261256 17.9523552, 120.5266191 17.9521242)",
220969288,,,residential,,False,False,58.97,"LINESTRING (120.528395 17.9518591, 120.5279033 17.952109)",
220969288,,,residential,,False,True,59.674,"LINESTRING (120.528395 17.9518591, 120.5288896 17.951601)",
832480054,,,residential,,False,False,59.844,"LINESTRING (120.528395 17.9518591, 120.5281118 17.9513932)",
832480054,,,residential,,False,True,57.423,"LINESTRING (120.528395 17.9518591, 120.5286566 17.9523116)",
208191031,,,residential,,False,True,63.697,"LINESTRING (120.5263506 17.9527782, 120.5258057 17.953022)",
208191034,,,residential,,False,False,52.714,"LINESTRING (120.5263506 17.9527782, 120.5261256 17.9523552)",
208191034,,,residential,,False,True,52.239,"LINESTRING (120.5263506 17.9527782, 120.5265144 17.9532214)",
208191037,,,residential,,False,True,57.259,"LINESTRING (120.5265467 17.9497901, 120.5268066 17.9502418)",
835011010,,,residential,,False,False,112.705,"LINESTRING (120.5265467 17.9497901, 120.5264595 17.9498373, 120.5263938 17.9498711, 120.5260853 17.9500261, 120.5260733 17.9500382, 120.5260706 17.9500491, 120.5260706 17.9500593, 120.5260746 17.9500746, 120.5263075 17.9504793)",
835011010,,,residential,,False,True,58.968999999999994,"LINESTRING (120.5265467 17.9497901, 120.5268592 17.9496319, 120.5270385 17.9495404)",
208191028,,,residential,,False,True,59.094,"LINESTRING (120.524373 17.95141, 120.5248756 17.951178)",
208191033,,,residential,,False,True,60.561,"LINESTRING (120.524373 17.95141, 120.5245869 17.9519152)",
208191028,,,residential,,False,False,96.253,"LINESTRING (120.524373 17.95141, 120.5240952 17.9515565, 120.5238364 17.9517032, 120.5235855 17.9518435)",
208191033,,,residential,,False,False,130.453,"LINESTRING (120.524373 17.95141, 120.5242266 17.9510333, 120.5239835 17.9502972)",
208191033,,,residential,,False,False,60.561,"LINESTRING (120.5245869 17.9519152, 120.524373 17.95141)",
208191033,,,residential,,False,True,57.523,"LINESTRING (120.5245869 17.9519152, 120.5248006 17.9523909)",
835011013,,,residential,,False,True,61.263,"LINESTRING (120.5245869 17.9519152, 120.5250975 17.9516552)",
835011013,,,residential,,False,False,200.58699999999996,"LINESTRING (120.5245869 17.9519152, 120.5239732 17.9522365, 120.5237251 17.9523488, 120.5234293 17.9524617, 120.5232737 17.9525076, 120.5231322 17.9525337, 120.5229565 17.9525554, 120.5228385 17.952558)",
208191033,,,residential,,False,False,48.948,"LINESTRING (120.525457 17.9536629, 120.5252713 17.9532597)",
