osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,maxspeed,geometry
162810341,residential,False,True,90.654,,,,,,"LINESTRING (123.0934677 8.5134601, 123.0942891 8.5133911)"
162810347,residential,False,True,60.416,,,,,,"LINESTRING (123.0934677 8.5134601, 123.0934798 8.5140033)"
"[1184525955, 162810341]",residential,False,False,142.293,,,,,,"LINESTRING (123.0934677 8.5134601, 123.0928034 8.5135101, 123.0927474 8.5135231, 123.0927167 8.5135456, 123.0926999 8.5135821, 123.0926965 8.5136325, 123.0927153 8.5140676)"
162810326,residential,False,False,68.306,,,,,,"LINESTRING (123.0949375 8.5138806, 123.0943186 8.5139327)"
867666359,tertiary,False,False,62.142,,,,,,"LINESTRING (123.0949375 8.5138806, 123.0949147 8.5133222)"
867666359,tertiary,False,True,59.28,,,,,,"LINESTRING (123.0949375 8.5138806, 123.0949415 8.5144137)"
162810326,residential,False,False,92.576,,,,,,"LINESTRING (123.0943186 8.5139327, 123.0934798 8.5140033)"
162810326,residential,False,True,68.306,,,,,,"LINESTRING (123.0943186 8.5139327, 123.0949375 8.5138806)"
162810334,residential,False,False,59.119,,,,,,"LINESTRING (123.0943186 8.5139327, 123.0943475 8.5144636)"
162810334,residential,False,True,60.311,,,,,,"LINESTRING (123.0943186 8.5139327, 123.0942891 8.5133911)"
162810326,residential,False,False,84.375,,,,,,"LINESTRING (123.0934798 8.5140033, 123.0927153 8.5140676)"
162810326,residential,False,True,92.576,,,,,,"LINESTRING (123.0934798 8.5140033, 123.0943186 8.5139327)"
162810347,residential,False,False,60.416,,,,,,"LINESTRING (123.0934798 8.5140033, 123.0934677 8.5134601)"
162810347,residential,False,True,60.404,,,,,,"LINESTRING (123.0934798 8.5140033, 123.0934918 8.5145464)"
162810326,residential,False,True,84.375,,,,,,"LINESTRING (123.0927153 8.5140676, 123.0934798 8.5140033)"
1184525955,residential,False,False,62.387,,,,,,"LINESTRING (123.0927153 8.5140676, 123.0927233 8.5146286)"
"[1184525955, 162810341]",residential,False,True,142.29299999999998,,,,,,"LINESTRING (123.0927153 8.5140676, 123.0926965 8.5136325, 123.0926999 8.5135821, 123.0927167 8.5135456, 123.0927474 8.5135231, 123.0928034 8.5135101, 123.0934677 8.5134601)"
162810339,residential,False,False,65.557,,,,,,"LINESTRING (123.0949415 8.5144137, 123.0943475 8.5144636)"
867666359,tertiary,False,False,59.28,,,,,,"LINESTRING (123.0949415 8.5144137, 123.0949375 8.5138806)"
867666359,tertiary,False,True,123.781,,,,,,"LINESTRING (123.0949415 8.5144137, 123.0949617 8.514943, 123.094984 8.5155261)"
162810334,residential,False,True,59.119,,,,,,"LINESTRING (123.0943475 8.5144636, 123.0943186 8.5139327)"
162810339,residential,False,False,94.55,,,,,,"LINESTRING (123.0943475 8.5144636, 123.0934918 8.5145464)"
162810339,residential,False,True,65.557,,,,,,"LINESTRING (123.0943475 8.5144636, 123.0949415 8.5144137)"
162810339,residential,False,False,85.004,,,,,,"LINESTRING (123.0934918 8.5145464, 123.0927233 8.5146286)"
162810339,residential,False,True,94.55,,,,,,"LINESTRING (123.0934918 8.5145464, 123.0943475 8.5144636)"
162810347,residential,False,False,60.404,,,,,,"LINESTRING (123.0934918 8.5145464, 123.0934798 8.5140033)"
162810347,residential,False,True,60.669,,,,,,"LINESTRING (123.0934918 8.5145464, 123.0934808 8.5150919)"
162810339,residential,False,True,85.004,,,,,,"LINESTRING (123.0927233 8.5146286, 123.0934918 8.5145464)"
1184525955,residential,False,False,60.788,,,,,,"LINESTRING (123.0927233 8.5146286, 123.0927374 8.5151751)"
1184525955,residential,False,True,62.387,,,,,,"LINESTRING (123.0927233 8.5146286, 123.0927153 8.5140676)"
162810343,residential,False,False,82.273,,,,,,"LINESTRING (123.0934808 8.5150919, 123.0927374 8.5151751)"
162810347,residential,False,False,60.669,,,,,,"LINESTRING (123.0934808 8.5150919, 123.0934918 8.5145464)"
162810347,residential,False,True,64.417,,,,,,"LINESTRING (123.0934808 8.5150919, 123.093469 8.5156711)"
"[847153234, 162810343]",residential,False,"[False, True]",164.55599999999998,,,,,,"LINESTRING (123.0934808 8.5150919, 123.0940729 8.5150256, 123.0943758 8.5149917, 123.0944122 8.5155797)"
162810343,residential,False,True,82.273,,,,,,"LINESTRING (123.0927374 8.5151751, 123.0934808 8.5150919)"
1184525955,residential,False,False,62.543,,,,,,"LINESTRING (123.0927374 8.5151751, 123.0927237 8.5157374)"
1184525955,residential,False,True,60.788,,,,,,"LINESTRING (123.0927374 8.5151751, 123.0927233 8.5146286)"
162810340,residential,False,False,80.288,,,,,,"LINESTRING (123.094984 8.5155261, 123.0950097 8.5162477)"
707980442,trunk,False,False,63.163,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.094984 8.5155261, 123.0945077 8.5155705, 123.0944122 8.5155797)"
707980442,trunk,False,True,291.866,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.094984 8.5155261, 123.0953278 8.515494, 123.0955088 8.5154748, 123.0956912 8.5154403, 123.0958146 8.5154005, 123.0959259 8.5153541, 123.0960576 8.5152932, 123.0962813 8.515183, 123.096571 8.5150265, 123.0974012 8.51454)"
867666359,tertiary,False,False,123.781,,,,,,"LINESTRING (123.094984 8.5155261, 123.0949617 8.514943, 123.0949415 8.5144137)"
162810342,residential,False,False,77.811,,,,,,"LINESTRING (123.0944122 8.5155797, 123.0944431 8.5162788)"
707980442,trunk,False,False,104.22,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.0944122 8.5155797, 123.0943529 8.5155855, 123.0940788 8.515612, 123.0937146 8.5156473, 123.093469 8.5156711)"
707980442,trunk,False,True,63.163,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.0944122 8.5155797, 123.0945077 8.5155705, 123.094984 8.5155261)"
"[847153234, 162810343]",residential,False,"[False, True]",164.55599999999998,,,,,,"LINESTRING (123.0944122 8.5155797, 123.0943758 8.5149917, 123.0940729 8.5150256, 123.0934808 8.5150919)"
162810347,residential,False,False,64.417,,,,,,"LINESTRING (123.093469 8.5156711, 123.0934808 8.5150919)"
1184525954,residential,False,True,73.612,,,,,,"LINESTRING (123.093469 8.5156711, 123.0934568 8.516333)"
707980442,trunk,False,False,82.299,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.093469 8.5156711, 123.0928378 8.5157236, 123.0927237 8.5157374)"
707980442,trunk,False,True,104.22,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.093469 8.5156711, 123.0937146 8.5156473, 123.0940788 8.515612, 123.0943529 8.5155855, 123.0944122 8.5155797)"
1184525955,residential,False,True,62.543,,,,,,"LINESTRING (123.0927237 8.5157374, 123.0927374 8.5151751)"
1184525956,residential,False,False,70.721,,,,,,"LINESTRING (123.0927237 8.5157374, 123.0927213 8.5163734)"
707980442,trunk,False,True,82.299,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.0927237 8.5157374, 123.0928378 8.5157236, 123.093469 8.5156711)"
162810346,residential,False,False,192.86299999999997,,,,,,"LINESTRING (123.0968298 8.5162686, 123.0968258 8.5163469, 123.0968224 8.5164099, 123.0968204 8.5164715, 123.0967896 8.5166459, 123.0967212 8.5172083, 123.096697 8.5174232, 123.0966762 8.5175439, 123.0966541 8.5176407, 123.0966367 8.5177156, 123.0966105 8.5177792, 123.096577 8.5178502, 123.0965542 8.5179112, 123.0965388 8.5179703)"
162810338,residential,False,False,62.404,,,,,,"LINESTRING (123.0950097 8.5162477, 123.0944431 8.5162788)"
162810340,residential,False,True,80.288,,,,,,"LINESTRING (123.0950097 8.5162477, 123.094984 8.5155261)"
162810340,residential,False,False,107.128,,,,,,"LINESTRING (123.0950097 8.5162477, 123.0950068 8.5164364, 123.0950009 8.516827, 123.0950005 8.5170717, 123.0949965 8.517211)"
162810338,residential,False,True,62.404,,,,,,"LINESTRING (123.0944431 8.5162788, 123.0950097 8.5162477)"
162810342,residential,False,False,94.425,,,,,,"LINESTRING (123.0944431 8.5162788, 123.0944748 8.5171274)"
162810342,residential,False,True,77.811,,,,,,"LINESTRING (123.0944431 8.5162788, 123.0944122 8.5155797)"
162810338,residential,False,False,108.63,,,,,,"LINESTRING (123.0944431 8.5162788, 123.0937717 8.5163157, 123.0934568 8.516333)"
162810338,residential,False,False,81.007,,,,,,"LINESTRING (123.0934568 8.516333, 123.0927213 8.5163734)"
1184525954,residential,False,False,73.612,,,,,,"LINESTRING (123.0934568 8.516333, 123.093469 8.5156711)"
1184525954,residential,False,True,77.534,,,,,,"LINESTRING (123.0934568 8.516333, 123.093441 8.5170301)"
162810338,residential,False,True,108.63,,,,,,"LINESTRING (123.0934568 8.516333, 123.0937717 8.5163157, 123.0944431 8.5162788)"
162810338,residential,False,True,81.007,,,,,,"LINESTRING (123.0927213 8.5163734, 123.0934568 8.516333)"
1184525956,residential,False,True,70.721,,,,,,"LINESTRING (123.0927213 8.5163734, 123.0927237 8.5157374)"
1184525956,residential,False,False,65.16,,,,,,"LINESTRING (123.0927213 8.5163734, 123.0927119 8.5166977, 123.0926979 8.5169589)"
162810349,residential,False,True,82.1,,,,,,"LINESTRING (123.0926979 8.5169589, 123.093441 8.5170301)"
"[1017726377, 1184525956]",residential,False,False,139.64299999999997,,,Sagario Street,,,"LINESTRING (123.0926979 8.5169589, 123.0926637 8.5172607, 123.0926388 8.5174802, 123.0933735 8.5175628)"
1184525956,residential,False,True,65.16,,,,,,"LINESTRING (123.0926979 8.5169589, 123.0927119 8.5166977, 123.0927213 8.5163734)"
162810349,residential,False,False,82.1,,,,,,"LINESTRING (123.093441 8.5170301, 123.0926979 8.5169589)"
162810349,residential,False,True,114.199,,,,,,"LINESTRING (123.093441 8.5170301, 123.0944748 8.5171274)"
1184525954,residential,False,False,77.534,,,,,,"LINESTRING (123.093441 8.5170301, 123.0934568 8.516333)"
1184525954,residential,False,True,59.697,,,,,,"LINESTRING (123.093441 8.5170301, 123.0933735 8.5175628)"
162810342,residential,False,False,61.932,,,,,,"LINESTRING (123.0944748 8.5171274, 123.0943919 8.5176783)"
162810342,residential,False,True,94.425,,,,,,"LINESTRING (123.0944748 8.5171274, 123.0944431 8.5162788)"
162810349,residential,False,False,114.199,,,,,,"LINESTRING (123.0944748 8.5171274, 123.093441 8.5170301)"
162810349,residential,False,True,58.119,,,,,,"LINESTRING (123.0944748 8.5171274, 123.0949965 8.517211)"
162810349,residential,False,False,58.119,,,,,,"LINESTRING (123.0949965 8.517211, 123.0944748 8.5171274)"
162810340,residential,False,True,107.128,,,,,,"LINESTRING (123.0949965 8.517211, 123.0950005 8.5170717, 123.0950009 8.516827, 123.0950068 8.5164364, 123.0950097 8.5162477)"
"[162810349, 1184525957]",residential,False,True,77.288,,,,,,"LINESTRING (123.0949965 8.517211, 123.0950669 8.5172276, 123.0951279 8.5172507, 123.0951655 8.5172746, 123.0951789 8.5173045, 123.0951829 8.5173429, 123.0951749 8.5173827, 123.0951072 8.5177799)"
1017726377,residential,False,False,112.726,,,Sagario Street,,,"LINESTRING (123.0933735 8.5175628, 123.0943919 8.5176783)"
1184525954,residential,False,False,59.697,,,,,,"LINESTRING (123.0933735 8.5175628, 123.093441 8.5170301)"
"[1017726377, 1184525956]",residential,False,True,139.643,,,Sagario Street,,,"LINESTRING (123.0933735 8.5175628, 123.0926388 8.5174802, 123.0926637 8.5172607, 123.0926979 8.5169589)"
162810342,residential,False,False,54.312,,,,,,"LINESTRING (123.0943919 8.5176783, 123.0943447 8.5181645)"
162810342,residential,False,True,61.932,,,,,,"LINESTRING (123.0943919 8.5176783, 123.0944748 8.5171274)"
1017726377,residential,False,False,79.468,,,Sagario Street,,,"LINESTRING (123.0943919 8.5176783, 123.0951072 8.5177799)"
1017726377,residential,False,True,112.726,,,Sagario Street,,,"LINESTRING (123.0943919 8.5176783, 123.0933735 8.5175628)"
1017726377,residential,False,False,78.678,,,Sagario Street,,,"LINESTRING (123.0951072 8.5177799, 123.0958153 8.5178811)"
1017726377,residential,False,True,79.468,,,Sagario Street,,,"LINESTRING (123.0951072 8.5177799, 123.0943919 8.5176783)"
1184525957,residential,False,True,57.083,,,,,,"LINESTRING (123.0951072 8.5177799, 123.0950251 8.5182868)"
"[162810349, 1184525957]",residential,False,False,77.28800000000001,,,,,,"LINESTRING (123.0951072 8.5177799, 123.0951749 8.5173827, 123.0951829 8.5173429, 123.0951789 8.5173045, 123.0951655 8.5172746, 123.0951279 8.5172507, 123.0950669 8.5172276, 123.0949965 8.517211)"
1017726377,residential,False,True,80.178,,,Sagario Street,,,"LINESTRING (123.0965388 8.5179703, 123.0958153 8.5178811)"
"[162810337, 162810346]",residential,False,"[False, True]",138.44299999999998,,,,,,"LINESTRING (123.0965388 8.5179703, 123.0964664 8.5184358, 123.0964536 8.5184719, 123.0964275 8.5185021, 123.0963936 8.5185137, 123.0963376 8.5185134, 123.0957339 8.5184142)"
162810346,residential,False,True,192.863,,,,,,"LINESTRING (123.0965388 8.5179703, 123.0965542 8.5179112, 123.096577 8.5178502, 123.0966105 8.5177792, 123.0966367 8.5177156, 123.0966541 8.5176407, 123.0966762 8.5175439, 123.096697 8.5174232, 123.0967212 8.5172083, 123.0967896 8.5166459, 123.0968204 8.5164715, 123.0968224 8.5164099, 123.0968258 8.5163469, 123.0968298 8.5162686)"
162810337,residential,False,False,76.048,,,,,,"LINESTRING (123.0943447 8.5181645, 123.0950251 8.5182868)"
162810342,residential,False,False,53.538,,,,,,"LINESTRING (123.0943447 8.5181645, 123.0942676 8.5186399)"
162810342,residential,False,True,54.312,,,,,,"LINESTRING (123.0943447 8.5181645, 123.0943919 8.5176783)"
162810337,residential,False,False,79.222,,,,,,"LINESTRING (123.0950251 8.5182868, 123.0957339 8.5184142)"
162810337,residential,False,True,76.048,,,,,,"LINESTRING (123.0950251 8.5182868, 123.0943447 8.5181645)"
1184525957,residential,False,False,57.083,,,,,,"LINESTRING (123.0950251 8.5182868, 123.0951072 8.5177799)"
1184525957,residential,False,True,38.514,,,,,,"LINESTRING (123.0950251 8.5182868, 123.0949697 8.5186288)"
162810342,residential,False,True,53.538,,,,,,"LINESTRING (123.0942676 8.5186399, 123.0943447 8.5181645)"
1184525957,residential,False,False,38.514,,,,,,"LINESTRING (123.0949697 8.5186288, 123.0950251 8.5182868)"
668836366,residential,False,False,63.268,,,,,,"LINESTRING (123.097124 8.5126232, 123.0972643 8.513175)"
162809977,residential,False,False,48.867,,,,,,"LINESTRING (123.0972643 8.513175, 123.0968306 8.5132707)"
162809977,residential,False,True,36.212,,,,,,"LINESTRING (123.0972643 8.513175, 123.0975868 8.5131092)"
668836366,residential,False,True,63.268,,,,,,"LINESTRING (123.0972643 8.513175, 123.097124 8.5126232)"
668836366,residential,False,False,95.326,,,,,,"LINESTRING (123.0972643 8.513175, 123.0973917 8.5137108, 123.0974085 8.5137738, 123.097436 8.5138116, 123.0974762 8.5138361, 123.0975252 8.513858, 123.097615 8.5138925)"
162809979,residential,False,False,52.422999999999995,,,,,,"LINESTRING (123.097615 8.5138925, 123.097735 8.5139296, 123.0977954 8.513925, 123.0978846 8.5139131, 123.0980207 8.5138945, 123.0980824 8.5138819)"
162809979,residential,False,True,88.218,,,,,,"LINESTRING (123.097615 8.5138925, 123.0976211 8.5138036, 123.097616 8.5137267, 123.0976177 8.5136776, 123.0976251 8.5136266, 123.0976371 8.5135855, 123.0976526 8.5135092, 123.0976492 8.5134389, 123.0976382 8.5133673, 123.0976016 8.5131988, 123.0975868 8.5131092)"
668836366,residential,False,True,95.326,,,,,,"LINESTRING (123.097615 8.5138925, 123.0975252 8.513858, 123.0974762 8.5138361, 123.097436 8.5138116, 123.0974085 8.5137738, 123.0973917 8.5137108, 123.0972643 8.513175)"
707980437,residential,False,True,49.704,,,,,,"LINESTRING (123.0973542 8.5122929, 123.0976573 8.512212, 123.0977927 8.5121855)"
707980439,residential,False,True,59.291,,,,,,"LINESTRING (123.0941798 8.5118579, 123.0941838 8.5123911)"
707980440,residential,False,True,69.023,,,,,,"LINESTRING (123.0938324 8.5117704, 123.0938391 8.5123911)"
162810348,residential,False,False,37.907,,,,,,"LINESTRING (123.0941838 8.5123911, 123.0938391 8.5123911)"
162810348,residential,False,True,57.221,,,,,,"LINESTRING (123.0941838 8.5123911, 123.0947041 8.5123858)"
707980439,residential,False,False,59.291,,,,,,"LINESTRING (123.0941838 8.5123911, 123.0941798 8.5118579)"
162810348,residential,False,False,35.169,,,,,,"LINESTRING (123.0938391 8.5123911, 123.0935193 8.5123898)"
162810348,residential,False,True,37.907,,,,,,"LINESTRING (123.0938391 8.5123911, 123.0941838 8.5123911)"
707980440,residential,False,False,69.023,,,,,,"LINESTRING (123.0938391 8.5123911, 123.0938324 8.5117704)"
847126872,residential,False,True,59.95,,,,,,"LINESTRING (123.0958153 8.5178811, 123.0957339 8.5184142)"
1017726377,residential,False,False,80.178,,,Sagario Street,,,"LINESTRING (123.0958153 8.5178811, 123.0965388 8.5179703)"
1017726377,residential,False,True,78.678,,,Sagario Street,,,"LINESTRING (123.0958153 8.5178811, 123.0951072 8.5177799)"
162810337,residential,False,True,79.222,,,,,,"LINESTRING (123.0957339 8.5184142, 123.0950251 8.5182868)"
847126872,residential,False,False,59.95,,,,,,"LINESTRING (123.0957339 8.5184142, 123.0958153 8.5178811)"
847126872,residential,False,True,38.515,,,,,,"LINESTRING (123.0957339 8.5184142, 123.0956778 8.5187561)"
"[162810337, 162810346]",residential,False,"[False, True]",138.443,,,,,,"LINESTRING (123.0957339 8.5184142, 123.0963376 8.5185134, 123.0963936 8.5185137, 123.0964275 8.5185021, 123.0964536 8.5184719, 123.0964664 8.5184358, 123.0965388 8.5179703)"
162810344,residential,False,True,94.113,,,,,,"LINESTRING (123.091802 8.5132121, 123.091806 8.5129999, 123.0917926 8.5123659)"
847126872,residential,False,False,38.515,,,,,,"LINESTRING (123.0956778 8.5187561, 123.0957339 8.5184142)"
867675492,residential,False,True,69.935,,,,,,"LINESTRING (123.0977257 8.5150809, 123.0974012 8.51454)"
867675492,residential,False,False,69.935,,,,,,"LINESTRING (123.0974012 8.51454, 123.0977257 8.5150809)"
707980442,trunk,False,False,291.866,4,79,Dipolog-Sindangan-Liloy Road,,40,"LINESTRING (123.0974012 8.51454, 123.096571 8.5150265, 123.0962813 8.515183, 123.0960576 8.5152932, 123.0959259 8.5153541, 123.0958146 8.5154005, 123.0956912 8.5154403, 123.0955088 8.5154748, 123.0953278 8.515494, 123.094984 8.5155261)"
"[166118337, 707980442, 166118219]",trunk,False,True,94.122,"['2', '4']",79,Dipolog-Sindangan-Liloy Road,yes,40,"LINESTRING (123.0974012 8.51454, 123.0976903 8.5143766, 123.0980584 8.5141657, 123.0981481 8.5141279)"
