osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,width
288733736,residential,False,True,24.509,"LINESTRING (120.5321692 16.884934, 120.5321619 16.8851543)",,,,
288733736,residential,False,False,24.509,"LINESTRING (120.5321619 16.8851543, 120.5321692 16.884934)",,,,
288733736,residential,False,True,101.591,"LINESTRING (120.5321619 16.8851543, 120.5322619 16.8860629)",,,,
288733737,residential,False,False,70.222,"LINESTRING (120.5321619 16.8851543, 120.531502 16.8851638)",,,,
288733732,residential,False,True,36.887,"LINESTRING (120.531502 16.8851638, 120.531543 16.8848344)",,,,
288733737,residential,False,True,70.222,"LINESTRING (120.531502 16.8851638, 120.5321619 16.8851543)",,,,
288733732,residential,False,False,119.496,"LINESTRING (120.531502 16.8851638, 120.5314752 16.8852668, 120.5314675 16.8853689, 120.5315825 16.8858161, 120.5316563 16.8860573, 120.5316944 16.8862072)",,,,
288733737,residential,False,False,83.771,"LINESTRING (120.531502 16.8851638, 120.5312969 16.8851603, 120.5310367 16.8851731, 120.530717 16.8852069)",,,,
288733733,residential,False,False,42.239,"LINESTRING (120.530717 16.8852069, 120.5306387 16.8848345)",,,,
288733733,residential,False,True,134.512,"LINESTRING (120.530717 16.8852069, 120.5310346 16.8863778)",,,,
288733737,residential,False,False,90.32,"LINESTRING (120.530717 16.8852069, 120.5302683 16.8852745, 120.52988 16.8853419)",,,,
288733737,residential,False,True,83.771,"LINESTRING (120.530717 16.8852069, 120.5310367 16.8851731, 120.5312969 16.8851603, 120.531502 16.8851638)",,,,
288733728,residential,False,False,140.262,"LINESTRING (120.52988 16.8853419, 120.5300269 16.8858141, 120.530291 16.8865401)",,,,
288733737,residential,False,False,92.217,"LINESTRING (120.52988 16.8853419, 120.5294824 16.885408, 120.529026 16.8854833)",,,,
288733737,residential,False,True,90.32,"LINESTRING (120.52988 16.8853419, 120.5302683 16.8852745, 120.530717 16.8852069)",,,,
288733734,residential,False,True,151.456,"LINESTRING (120.529026 16.8854833, 120.5295007 16.8867674)",,,,
344306777,residential,False,False,42.284,"LINESTRING (120.529026 16.8854833, 120.5288917 16.8851254)",,,,
288733737,residential,False,True,92.217,"LINESTRING (120.529026 16.8854833, 120.5294824 16.885408, 120.52988 16.8853419)",,,,
288733738,residential,False,True,82.035,"LINESTRING (120.5330184 16.8859205, 120.5322619 16.8860629)",,,,
288733736,residential,False,False,101.591,"LINESTRING (120.5322619 16.8860629, 120.5321619 16.8851543)",,,,
288733736,residential,False,True,88.475,"LINESTRING (120.5322619 16.8860629, 120.5323349 16.8868555)",,,,
288733738,residential,False,False,82.035,"LINESTRING (120.5322619 16.8860629, 120.5330184 16.8859205)",,,,
288733738,residential,False,True,62.478,"LINESTRING (120.5322619 16.8860629, 120.5316944 16.8862072)",,,,
288733738,residential,False,False,62.478,"LINESTRING (120.5316944 16.8862072, 120.5322619 16.8860629)",,,,
288733738,residential,False,True,72.721,"LINESTRING (120.5316944 16.8862072, 120.5310346 16.8863778)",,,,
288733732,residential,False,True,119.496,"LINESTRING (120.5316944 16.8862072, 120.5316563 16.8860573, 120.5315825 16.8858161, 120.5314675 16.8853689, 120.5314752 16.8852668, 120.531502 16.8851638)",,,,
288733733,residential,False,False,134.512,"LINESTRING (120.5310346 16.8863778, 120.530717 16.8852069)",,,,
288733733,residential,False,True,77.536,"LINESTRING (120.5310346 16.8863778, 120.5311859 16.8870599)",,,,
288733738,residential,False,False,72.721,"LINESTRING (120.5310346 16.8863778, 120.5316944 16.8862072)",,,,
288733738,residential,False,True,81.152,"LINESTRING (120.5310346 16.8863778, 120.530291 16.8865401)",,,,
288733738,residential,False,False,81.152,"LINESTRING (120.530291 16.8865401, 120.5310346 16.8863778)",,,,
288733738,residential,False,True,87.805,"LINESTRING (120.530291 16.8865401, 120.5295007 16.8867674)",,,,
288733728,residential,False,True,140.262,"LINESTRING (120.530291 16.8865401, 120.5300269 16.8858141, 120.52988 16.8853419)",,,,
288733734,residential,False,False,151.456,"LINESTRING (120.5295007 16.8867674, 120.529026 16.8854833)",,,,
288733734,residential,False,True,74.174,"LINESTRING (120.5295007 16.8867674, 120.5296745 16.8874134)",,,,
288733738,residential,False,False,87.805,"LINESTRING (120.5295007 16.8867674, 120.530291 16.8865401)",,,,
288733738,residential,False,True,40.667,"LINESTRING (120.5295007 16.8867674, 120.5291327 16.8868662)",,,,
288733736,residential,False,False,88.475,"LINESTRING (120.5323349 16.8868555, 120.5322619 16.8860629)",,,,
820494575,tertiary,False,False,124.57900000000001,"LINESTRING (120.5323349 16.8868555, 120.5322316 16.8868568, 120.5320922 16.8868748, 120.5317435 16.8869376, 120.5311859 16.8870599)",2,Alilem-Sugpon-Sudipen Road,60,6
288733733,residential,False,False,77.536,"LINESTRING (120.5311859 16.8870599, 120.5310346 16.8863778)",,,,
820494575,tertiary,False,False,165.547,"LINESTRING (120.5311859 16.8870599, 120.5296745 16.8874134)",2,Alilem-Sugpon-Sudipen Road,60,6
820494575,tertiary,False,True,124.57900000000001,"LINESTRING (120.5311859 16.8870599, 120.5317435 16.8869376, 120.5320922 16.8868748, 120.5322316 16.8868568, 120.5323349 16.8868555)",2,Alilem-Sugpon-Sudipen Road,60,6
288733734,residential,False,False,74.174,"LINESTRING (120.5296745 16.8874134, 120.5295007 16.8867674)",,,,
820494575,tertiary,False,True,165.547,"LINESTRING (120.5296745 16.8874134, 120.5311859 16.8870599)",2,Alilem-Sugpon-Sudipen Road,60,6
820494575,tertiary,False,False,137.435,"LINESTRING (120.5296745 16.8874134, 120.5293157 16.8875041, 120.5284168 16.8876941)",2,Alilem-Sugpon-Sudipen Road,60,6
820494575,tertiary,False,False,88.11800000000001,"LINESTRING (120.5268058 16.888165, 120.5265909 16.8886187, 120.5265561 16.8887278, 120.5265112 16.8888707, 120.5265046 16.8889011)",2,Alilem-Sugpon-Sudipen Road,60,6
820494575,tertiary,False,True,181.424,"LINESTRING (120.5268058 16.888165, 120.5268719 16.8880971, 120.5269524 16.8880425, 120.5270476 16.8880105, 120.5284168 16.8876941)",2,Alilem-Sugpon-Sudipen Road,60,6
288733733,residential,False,True,42.239,"LINESTRING (120.5306387 16.8848345, 120.530717 16.8852069)",,,,
288733732,residential,False,False,36.887,"LINESTRING (120.531543 16.8848344, 120.531502 16.8851638)",,,,
344306777,residential,False,True,42.284,"LINESTRING (120.5288917 16.8851254, 120.529026 16.8854833)",,,,
288733738,residential,False,False,40.667,"LINESTRING (120.5291327 16.8868662, 120.5295007 16.8867674)",,,,
608354244,residential,False,True,147.898,"LINESTRING (120.5284168 16.8876941, 120.5283243 16.8874028, 120.5282881 16.8872739, 120.5282298 16.8870891, 120.5282211 16.8870499, 120.5282164 16.88703, 120.528205 16.8870191, 120.5281781 16.8870185, 120.5280937 16.8870339, 120.5275766 16.8871776)",,,,
820494575,tertiary,False,False,181.424,"LINESTRING (120.5284168 16.8876941, 120.5270476 16.8880105, 120.5269524 16.8880425, 120.5268719 16.8880971, 120.5268058 16.888165)",2,Alilem-Sugpon-Sudipen Road,60,6
820494575,tertiary,False,True,137.435,"LINESTRING (120.5284168 16.8876941, 120.5293157 16.8875041, 120.5296745 16.8874134)",2,Alilem-Sugpon-Sudipen Road,60,6
608354244,residential,False,False,147.89800000000002,"LINESTRING (120.5275766 16.8871776, 120.5280937 16.8870339, 120.5281781 16.8870185, 120.528205 16.8870191, 120.5282164 16.88703, 120.5282211 16.8870499, 120.5282298 16.8870891, 120.5282881 16.8872739, 120.5283243 16.8874028, 120.5284168 16.8876941)",,,,
820494575,tertiary,False,True,88.118,"LINESTRING (120.5265046 16.8889011, 120.5265112 16.8888707, 120.5265561 16.8887278, 120.5265909 16.8886187, 120.5268058 16.888165)",2,Alilem-Sugpon-Sudipen Road,60,6
