osmid,highway,oneway,reversed,length,lanes,name,geometry,bridge
542209001,residential,False,False,27.587,,,"LINESTRING (121.9145553 20.3709488, 121.9148096 20.3708801)",
830627537,residential,False,True,54.133,,,"LINESTRING (121.9145553 20.3709488, 121.9140603 20.371096)",
833731713,secondary,False,False,49.211,2,National Road,"LINESTRING (121.9145553 20.3709488, 121.9144312 20.3705218)",
833731713,secondary,False,True,35.728,2,National Road,"LINESTRING (121.9145553 20.3709488, 121.9146372 20.3712608)",
542208999,residential,False,False,27.119,,,"LINESTRING (121.914891 20.3721769, 121.915139 20.3721032)",
830619879,secondary,False,False,34.502,2,National Road,"LINESTRING (121.914891 20.3721769, 121.9148065 20.3718769)",
830619879,secondary,False,True,50.052,2,National Road,"LINESTRING (121.914891 20.3721769, 121.9150522 20.3726009)",
542208997,residential,False,True,51.679,,,"LINESTRING (121.9140603 20.371096, 121.9139327 20.3706469)",
740688695,residential,False,True,41.427,,,"LINESTRING (121.9140603 20.371096, 121.9141654 20.3714553)",
830627537,residential,False,False,54.133,,,"LINESTRING (121.9140603 20.371096, 121.9145553 20.3709488)",
830627537,residential,False,True,48.668,,,"LINESTRING (121.9140603 20.371096, 121.9136172 20.3712339)",
295951791,unclassified,False,False,139.86,,,"LINESTRING (121.9161347 20.3745046, 121.9158924 20.3743287, 121.9154549 20.3739515, 121.9151279 20.3736743)",
830619879,secondary,False,False,135.265,2,National Road,"LINESTRING (121.9161347 20.3745046, 121.9158773 20.3741263, 121.9157352 20.3738962, 121.915499 20.3734458)",
295951791,unclassified,False,False,73.728,,,"LINESTRING (121.9151279 20.3736743, 121.9146395 20.3731947)",
295951791,unclassified,False,True,139.86,,,"LINESTRING (121.9151279 20.3736743, 121.9154549 20.3739515, 121.9158924 20.3743287, 121.9161347 20.3745046)",
518755882,residential,False,False,46.293000000000006,,,"LINESTRING (121.9151279 20.3736743, 121.9152993 20.3735637, 121.9153771 20.3735158, 121.915499 20.3734458)",
295951791,unclassified,False,True,45.405,,,"LINESTRING (121.9143715 20.3728728, 121.9146395 20.3731947)",
627512608,residential,False,False,41.683,,,"LINESTRING (121.9143715 20.3728728, 121.9147452 20.3727394)",
295951791,unclassified,False,False,157.387,,,"LINESTRING (121.9143715 20.3728728, 121.9141543 20.3725686, 121.9137505 20.3715899)",
295951791,unclassified,False,True,41.953,,,"LINESTRING (121.9136172 20.3712339, 121.9137505 20.3715899)",
830627537,residential,False,False,48.668,,,"LINESTRING (121.9136172 20.3712339, 121.9140603 20.371096)",
830627538,unclassified,False,False,338.78599999999994,,,"LINESTRING (121.9136172 20.3712339, 121.9134928 20.3708663, 121.9133641 20.3705281, 121.9133037 20.3703546, 121.9132662 20.3701862, 121.9132662 20.3700466, 121.9132715 20.3698681, 121.9132923 20.3695613, 121.913293 20.36944, 121.9133118 20.3693375, 121.9133534 20.3691753, 121.9134124 20.3689918, 121.9134888 20.3685706, 121.9134969 20.3684298, 121.9134888 20.3682601)",
627512632,residential,False,False,27.969,,,"LINESTRING (121.9155206 20.3724467, 121.915652 20.372666)",
627512632,residential,False,True,50.08,,,"LINESTRING (121.9155206 20.3724467, 121.9153805 20.3720159)",
830631006,residential,False,False,23.68,,,"LINESTRING (121.9155206 20.3724467, 121.9152995 20.3724956)",
518755881,residential,False,True,52.975,,,"LINESTRING (121.915652 20.372666, 121.9152041 20.3728911)",
627512632,residential,False,False,67.339,,,"LINESTRING (121.915652 20.372666, 121.9160087 20.3731709)",
627512632,residential,False,True,27.969,,,"LINESTRING (121.915652 20.372666, 121.9155206 20.3724467)",
627512632,residential,False,False,37.278,,,"LINESTRING (121.9160087 20.3731709, 121.9161965 20.3734562)",
627512632,residential,False,True,67.339,,,"LINESTRING (121.9160087 20.3731709, 121.915652 20.372666)",
518755882,residential,False,True,61.322,,,"LINESTRING (121.9160087 20.3731709, 121.915758 20.3733154, 121.915499 20.3734458)",
830619879,secondary,False,False,68.916,2,National Road,"LINESTRING (121.915499 20.3734458, 121.9152041 20.3728911)",
518755882,residential,False,False,61.322,,,"LINESTRING (121.915499 20.3734458, 121.915758 20.3733154, 121.9160087 20.3731709)",
518755882,residential,False,True,46.293000000000006,,,"LINESTRING (121.915499 20.3734458, 121.9153771 20.3735158, 121.9152993 20.3735637, 121.9151279 20.3736743)",
830619879,secondary,False,True,135.26500000000001,2,National Road,"LINESTRING (121.915499 20.3734458, 121.9157352 20.3738962, 121.9158773 20.3741263, 121.9161347 20.3745046)",
627512608,residential,False,True,35.514,,,"LINESTRING (121.9150522 20.3726009, 121.9147452 20.3727394)",
830619879,secondary,False,False,50.052,2,National Road,"LINESTRING (121.9150522 20.3726009, 121.914891 20.3721769)",
830619879,secondary,False,True,35.944,2,National Road,"LINESTRING (121.9150522 20.3726009, 121.9152041 20.3728911)",
830631006,residential,False,True,28.313,,,"LINESTRING (121.9150522 20.3726009, 121.9152995 20.3724956)",
295951791,unclassified,False,False,45.405,,,"LINESTRING (121.9146395 20.3731947, 121.9143715 20.3728728)",
295951791,unclassified,False,True,73.728,,,"LINESTRING (121.9146395 20.3731947, 121.9151279 20.3736743)",
518755881,residential,False,False,67.853,,,"LINESTRING (121.9146395 20.3731947, 121.9149426 20.3730275, 121.9152041 20.3728911)",
518755881,residential,False,False,52.975,,,"LINESTRING (121.9152041 20.3728911, 121.915652 20.372666)",
830619879,secondary,False,False,35.944,2,National Road,"LINESTRING (121.9152041 20.3728911, 121.9150522 20.3726009)",
830619879,secondary,False,True,68.916,2,National Road,"LINESTRING (121.9152041 20.3728911, 121.915499 20.3734458)",
518755881,residential,False,True,67.853,,,"LINESTRING (121.9152041 20.3728911, 121.9149426 20.3730275, 121.9146395 20.3731947)",
833731713,secondary,False,True,48.758,2,National Road,"LINESTRING (121.9141017 20.3690854, 121.9141855 20.3695168)",
542208997,residential,False,False,81.81400000000001,,,"LINESTRING (121.9141017 20.3690854, 121.9138549 20.3691137, 121.913836 20.3691197, 121.9138226 20.3691276, 121.913809 20.3691386, 121.9137993 20.3691533, 121.9137906 20.3692357, 121.913805 20.369445, 121.9138187 20.3695869)",
