osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,access,junction
70548620,2,Aduana Street,unclassified,False,True,122.686,"LINESTRING (122.5726086 10.6942817, 122.5725907 10.6942216, 122.5725551 10.694169, 122.5723606 10.6938715, 122.5721032 10.6934435, 122.5720758 10.6934015, 122.5720366 10.6933351, 122.5720365 10.693335)",,,,
71284723,4,Muelle Loney Street,secondary,False,True,131.672,"LINESTRING (122.5726086 10.6942817, 122.5735937 10.6943756, 122.5738007 10.694434)",50,,,
307043419,4,Muelle Loney Street,secondary,False,False,124.65,"LINESTRING (122.5726086 10.6942817, 122.5723469 10.6943963, 122.5720295 10.6945922, 122.5718956 10.6947481, 122.5717356 10.6949641)",50,531,,
80801596,2,Calasanz Street,unclassified,False,False,51.138999999999996,"LINESTRING (122.5732704 10.6937444, 122.5735067 10.6935221, 122.573625 10.6934469)",,,,
80801597,2,Ortiz Street,unclassified,True,False,96.299,"LINESTRING (122.5732704 10.6937444, 122.5736784 10.6942351, 122.5738007 10.694434)",,,,
80801596,2,Calasanz Street,unclassified,False,True,51.138999999999996,"LINESTRING (122.573625 10.6934469, 122.5735067 10.6935221, 122.5732704 10.6937444)",,,,
307094345,2,I. De la Rama Street,unclassified,False,True,90.648,"LINESTRING (122.573625 10.6934469, 122.5738642 10.6936869, 122.5741172 10.6939409, 122.5742054 10.6940294)",,,,
80932674,4,Calasanz Street,unclassified,True,False,147.978,"LINESTRING (122.5745021 10.6924331, 122.5740606 10.6929422, 122.5740332 10.6929715, 122.5739572 10.6930528, 122.573625 10.6934469)",,,,
108398742,4,Zamora Street,tertiary,False,False,122.733,"LINESTRING (122.5745021 10.6924331, 122.5745654 10.6924929, 122.5748637 10.6927659, 122.5752249 10.6930924, 122.5753244 10.693185)",30,,,
821393607,4,Zamora Street,tertiary,False,True,28.812,"LINESTRING (122.5745021 10.6924331, 122.5744247 10.6923626, 122.5743104 10.6922552)",30,,,
72370781,4,Ramon L. Muzones Street,secondary,True,False,159.59,"LINESTRING (122.5738117 10.6917985, 122.5739018 10.6917064, 122.5742366 10.6914252, 122.5749566 10.6909109)",50,,,
908660543,4,J.M. Basa Street,secondary,False,True,142.20499999999998,"LINESTRING (122.5738117 10.6917985, 122.5737669 10.6918449, 122.5733492 10.6922802, 122.573307 10.6923242, 122.5729055 10.6927162)",50,,,
936557565,4,Burgos Street,secondary,False,False,26.973,"LINESTRING (122.5738117 10.6917985, 122.5737625 10.6917378, 122.573738 10.6917075, 122.5736338 10.6916336)",40,,,
"[795863322, 936560605, 936560606]",4,Zamora Street,secondary,False,False,74.513,"LINESTRING (122.5738117 10.6917985, 122.573945 10.6919243, 122.5740416 10.6920053, 122.574175 10.6921351, 122.5743104 10.6922552)",30,,,
1123799278,2,Guanco Street,unclassified,True,False,8.312,"LINESTRING (122.5709977 10.694014, 122.5709546 10.6939524)",,,,
49257737,2,Guanco Street,unclassified,False,False,132.899,"LINESTRING (122.5709977 10.694014, 122.5710177 10.6940397, 122.5717027 10.694919, 122.5717356 10.6949641)",,,,
80729012,2,J.M. Basa Street,secondary,True,False,105.346,"LINESTRING (122.5709977 10.694014, 122.5709644 10.6940711, 122.5705509 10.6947807, 122.570516 10.6948346)",50,532,,
