osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,bridge
242223732,residential,False,False,63.519,"LINESTRING (121.0887545 16.2837822, 121.0883367 16.284189)",,,,
242225158,residential,False,True,82.42,"LINESTRING (121.0887545 16.2837822, 121.0891675 16.2844085)",,,,
242218253,residential,False,True,149.812,"LINESTRING (121.0887545 16.2837822, 121.0886224 16.2835389, 121.0884963 16.2833252, 121.0884051 16.2831663, 121.0883266 16.2830259, 121.0882462 16.2828148, 121.0881543 16.2825683)",,,,
242223696,residential,False,False,231.54000000000002,"LINESTRING (121.0887545 16.2837822, 121.089083 16.2835132, 121.0891923 16.2834166, 121.0892473 16.2833439, 121.0892708 16.2832718, 121.0892889 16.2831914, 121.089311 16.2830935, 121.0893499 16.2830176, 121.0893948 16.2829493, 121.0894391 16.2828972, 121.0895001 16.2828303, 121.0895813 16.2827389, 121.0896684 16.2826443, 121.0897797 16.28254, 121.0898736 16.2824775, 121.0899447 16.2824325, 121.0901901 16.2823031)",,,,
242225158,residential,False,False,50.286,"LINESTRING (121.0900433 16.2858953, 121.0898025 16.2855066)",,,,
242227998,unclassified,False,True,50.198,"LINESTRING (121.0900433 16.2858953, 121.089657 16.2861528)",,,,
242225158,residential,False,True,104.236,"LINESTRING (121.0900433 16.2858953, 121.0902102 16.2861708, 121.0903215 16.2863626, 121.0903772 16.2864547, 121.0904215 16.286519, 121.0904771 16.286586, 121.0905713 16.2866793)",,,,
242227998,unclassified,False,False,221.463,"LINESTRING (121.0900433 16.2858953, 121.0903027 16.2857512, 121.0904073 16.285692, 121.0904931 16.2856508, 121.0905736 16.2856276, 121.090705 16.2855993, 121.0908257 16.2855813, 121.091279 16.2855652, 121.0916062 16.2855504, 121.091861 16.2855453, 121.0920418 16.2855381)",,,,
242211940,residential,False,False,83.027,"LINESTRING (121.0925753 16.2835467, 121.0923607 16.282829)",,,,
242212181,tertiary,False,False,21.876,"LINESTRING (121.0925753 16.2835467, 121.0923761 16.283593)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
242212181,tertiary,False,True,42.056,"LINESTRING (121.0925753 16.2835467, 121.092832 16.2835268, 121.0929682 16.2835183)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
242212181,tertiary,False,True,45.454,"LINESTRING (121.0917545 16.2838865, 121.0921273 16.2836889)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
242213786,residential,False,True,68.296,"LINESTRING (121.0917545 16.2838865, 121.0914212 16.2833622)",Cutaran Street,,,
242212181,tertiary,False,False,36.323,"LINESTRING (121.0917545 16.2838865, 121.0916694 16.2839464, 121.091776 16.2841472)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
199993974,residential,False,True,70.237,"LINESTRING (121.0921273 16.2836889, 121.0917904 16.2831463)",,,,
242212181,tertiary,False,False,45.454,"LINESTRING (121.0921273 16.2836889, 121.0917545 16.2838865)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
242212181,tertiary,False,True,28.617,"LINESTRING (121.0921273 16.2836889, 121.0923761 16.283593)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
202522524,residential,False,False,75.034,"LINESTRING (121.0923761 16.283593, 121.0920905 16.2829764)",Dallot Street,,,
242212181,tertiary,False,False,28.617,"LINESTRING (121.0923761 16.283593, 121.0921273 16.2836889)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
242212181,tertiary,False,True,21.876,"LINESTRING (121.0923761 16.283593, 121.0925753 16.2835467)",Palabotan-Banila-Caino-Anayo-Canarem Road,,,
202522524,residential,False,True,52.411,"LINESTRING (121.0923761 16.283593, 121.0924499 16.2837146, 121.0925176 16.2838389, 121.0925847 16.2839451, 121.0926303 16.2839947)",Dallot Street,,,
202522524,residential,False,True,91.551,"LINESTRING (121.0914487 16.2817489, 121.0918377 16.2824827)",Dallot Street,,,
242211940,residential,False,False,49.145,"LINESTRING (121.0914487 16.2817489, 121.0910356 16.2819441)",,,,
242211940,residential,False,True,4.039,"LINESTRING (121.0914487 16.2817489, 121.0914823 16.2817322)",,,,
199993974,residential,False,False,95.052,"LINESTRING (121.0910356 16.2819441, 121.0915037 16.2826713)",,,,
