osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,bridge,geometry
118715881,residential,False,True,90.382,,,,,,"LINESTRING (124.3136005 7.0253878, 124.314082 7.0247303)"
335287640,unclassified,False,False,93.822,,,,,,"LINESTRING (124.3136005 7.0253878, 124.3128294 7.0250325)"
335287640,unclassified,False,True,72.349,,,,,,"LINESTRING (124.3136005 7.0253878, 124.3141866 7.0256793)"
335287396,trunk,False,True,59.445,2,1,Cotabato-Koronadal Highway,60,,"LINESTRING (124.31501 7.0261252, 124.3151844 7.0256194)"
"[865076846, 335121307, 335287398]",trunk,False,False,99.011,2,1,Cotabato-Koronadal Highway,60,yes,"LINESTRING (124.31501 7.0261252, 124.3149698 7.026273, 124.3149497 7.0263515, 124.3149295 7.0264533, 124.3149108 7.0265631, 124.3148873 7.0267295, 124.3148551 7.0269645, 124.3148518 7.0270004)"
335287640,unclassified,False,False,103.533,,,,,,"LINESTRING (124.31501 7.0261252, 124.3145259 7.0258723, 124.3141866 7.0256793)"
"[335287640, 88776608, 335287638]",unclassified,False,True,173.30100000000002,,,,,yes,"LINESTRING (124.31501 7.0261252, 124.3152715 7.0262823, 124.3154083 7.0263542, 124.3155337 7.026428, 124.3156403 7.0264766, 124.3157054 7.0265066, 124.3157449 7.0265245, 124.3162277 7.0267255, 124.3164222 7.0267987)"
335287396,trunk,False,False,59.445,2,1,Cotabato-Koronadal Highway,60,,"LINESTRING (124.3151844 7.0256194, 124.31501 7.0261252)"
118715885,residential,False,False,89.27699999999999,,,,,,"LINESTRING (124.3151844 7.0256194, 124.3149081 7.0254118, 124.3145554 7.025115)"
335287396,trunk,False,True,66.977,2,1,Cotabato-Koronadal Highway,60,,"LINESTRING (124.3151844 7.0256194, 124.315289 7.0253905, 124.3153439 7.0252681, 124.3154325 7.0250697)"
118715893,residential,False,False,41.014,,,,,,"LINESTRING (124.3131586 7.0232915, 124.313463 7.0235031)"
118715893,residential,False,True,54.976,,,,,,"LINESTRING (124.3131586 7.0232915, 124.3127529 7.0230046)"
118715889,residential,False,True,113.676,,,,,,"LINESTRING (124.3131586 7.0232915, 124.3134396 7.0228901, 124.3137467 7.0224522)"
118715893,residential,False,False,78.569,,,,,,"LINESTRING (124.3154325 7.0250697, 124.3160065 7.0254877)"
118715893,residential,False,True,79.34100000000001,,,,,,"LINESTRING (124.3154325 7.0250697, 124.3151079 7.0248261, 124.3148705 7.0246252)"
335287396,trunk,False,False,66.977,2,1,Cotabato-Koronadal Highway,60,,"LINESTRING (124.3154325 7.0250697, 124.3153439 7.0252681, 124.315289 7.0253905, 124.3151844 7.0256194)"
335287396,trunk,False,True,105.971,2,1,Cotabato-Koronadal Highway,60,,"LINESTRING (124.3154325 7.0250697, 124.3156604 7.0247223, 124.3158013 7.0245253, 124.3159816 7.0242884)"
118715887,residential,False,False,104.978,,,,,,"LINESTRING (124.3197334 7.0236561, 124.3190601 7.024323)"
118715890,residential,False,False,77.337,,,,,,"LINESTRING (124.3197334 7.0236561, 124.3200385 7.0238958, 124.3200455 7.0239121, 124.3200465 7.0239314, 124.3200402 7.0239473, 124.3198554 7.0241247)"
118715890,residential,False,True,68.157,,,,,,"LINESTRING (124.3197334 7.0236561, 124.3194477 7.0233647, 124.3192855 7.0232356)"
118715883,residential,False,False,99.921,,,,,,"LINESTRING (124.3151072 7.0211072, 124.3145996 7.0218513)"
118715893,residential,False,False,49.346,,,,,,"LINESTRING (124.3140585 7.023961, 124.3144025 7.0242445)"
118715893,residential,False,True,37.908,,,,,,"LINESTRING (124.3140585 7.023961, 124.313793 7.0237447)"
118715897,residential,False,False,107.757,,,,,,"LINESTRING (124.3140585 7.023961, 124.3146057 7.0231584)"
118715878,residential,False,False,103.262,,,,,,"LINESTRING (124.319783 7.0256421, 124.3188509 7.0255609)"
118715878,residential,False,True,77.632,,,,,,"LINESTRING (124.319783 7.0256421, 124.3196905 7.0263342)"
118715891,residential,False,False,139.043,,,,,,"LINESTRING (124.319783 7.0256421, 124.3198661 7.0251043, 124.3198702 7.0250498, 124.3198729 7.0250112, 124.3198675 7.0249766, 124.3198501 7.0249486, 124.3198259 7.0249246, 124.3194155 7.0246158)"
118715889,residential,False,False,82.837,,,,,,"LINESTRING (124.314719 7.0209941, 124.3143053 7.0216157)"
118715880,residential,False,True,106.497,,,,,,"LINESTRING (124.3192855 7.0232356, 124.3186256 7.0239344)"
118715890,residential,False,True,61.12,,,,,,"LINESTRING (124.3192855 7.0232356, 124.3188724 7.0228695)"
118715890,residential,False,False,68.157,,,,,,"LINESTRING (124.3192855 7.0232356, 124.3194477 7.0233647, 124.3197334 7.0236561)"
