osmid,highway,oneway,reversed,length,maxspeed,geometry,bridge
222977987,residential,False,True,72.891,,"LINESTRING (123.1696263 13.6471037, 123.1695834 13.6464495)",
816376177,tertiary,False,True,53.681,30,"LINESTRING (123.1696263 13.6471037, 123.1701225 13.6470802)",
904916513,tertiary,False,False,46.073,30,"LINESTRING (123.1696263 13.6471037, 123.1696933 13.6475129)",
907225868,tertiary,False,False,56.510999999999996,,"LINESTRING (123.1696263 13.6471037, 123.1693307 13.6471215, 123.1691046 13.6471389)",
222264320,tertiary,False,False,79.691,40,"LINESTRING (123.170034 13.6463687, 123.1701225 13.6470802)",
222977976,residential,False,True,49.512,,"LINESTRING (123.170034 13.6463687, 123.1695834 13.6464495)",
222977976,residential,False,False,228.52299999999997,,"LINESTRING (123.170034 13.6463687, 123.1707428 13.6462399, 123.1709892 13.6462198, 123.1712333 13.6461934, 123.1713289 13.6462067, 123.1713724 13.6462657, 123.1714609 13.6469695)",
222977976,residential,False,False,49.512,,"LINESTRING (123.1695834 13.6464495, 123.170034 13.6463687)",
222977987,residential,False,False,72.891,,"LINESTRING (123.1695834 13.6464495, 123.1696263 13.6471037)",
222977976,residential,False,True,129.68900000000002,,"LINESTRING (123.1695834 13.6464495, 123.1690751 13.6464677, 123.1690751 13.6466476, 123.1691046 13.6471389)",
222977982,residential,False,False,67.067,,"LINESTRING (123.1714609 13.6469695, 123.170844 13.6470359)",
222977976,residential,False,False,149.50900000000001,,"LINESTRING (123.1714609 13.6469695, 123.1715816 13.6480277, 123.1716058 13.6483066)",
222977976,residential,False,True,228.523,,"LINESTRING (123.1714609 13.6469695, 123.1713724 13.6462657, 123.1713289 13.6462067, 123.1712333 13.6461934, 123.1709892 13.6462198, 123.1707428 13.6462399, 123.170034 13.6463687)",
222977982,residential,False,True,67.067,,"LINESTRING (123.170844 13.6470359, 123.1714609 13.6469695)",
222978037,tertiary,False,False,78.118,,"LINESTRING (123.170844 13.6470359, 123.1701225 13.6470802)",
222978037,tertiary,False,True,129.227,,"LINESTRING (123.170844 13.6470359, 123.1710452 13.6481815)",
222264320,tertiary,False,True,79.691,40,"LINESTRING (123.1701225 13.6470802, 123.170034 13.6463687)",
222978037,tertiary,False,True,78.118,,"LINESTRING (123.1701225 13.6470802, 123.170844 13.6470359)",
816376177,tertiary,False,False,53.681,30,"LINESTRING (123.1701225 13.6470802, 123.1696263 13.6471037)",
222978008,residential,False,True,51.028,,"LINESTRING (123.1691046 13.6471389, 123.1691902 13.6475902)",
222977976,residential,False,False,129.68900000000002,,"LINESTRING (123.1691046 13.6471389, 123.1690751 13.6466476, 123.1690751 13.6464677, 123.1695834 13.6464495)",
907225868,tertiary,False,True,56.510999999999996,,"LINESTRING (123.1691046 13.6471389, 123.1693307 13.6471215, 123.1696263 13.6471037)",
222977983,residential,False,True,55.038,,"LINESTRING (123.1696933 13.6475129, 123.1691902 13.6475902)",
904916513,tertiary,False,False,38.686,30,"LINESTRING (123.1696933 13.6475129, 123.1697617 13.6478544)",
904916513,tertiary,False,True,46.073,30,"LINESTRING (123.1696933 13.6475129, 123.1696263 13.6471037)",
222977983,residential,False,False,55.038,,"LINESTRING (123.1691902 13.6475902, 123.1696933 13.6475129)",
222978008,residential,False,False,51.028,,"LINESTRING (123.1691902 13.6475902, 123.1691046 13.6471389)",
222978008,residential,False,True,49.47,,"LINESTRING (123.1691902 13.6475902, 123.1692936 13.6480236)",
904916513,tertiary,False,False,28.545,30,"LINESTRING (123.1697617 13.6478544, 123.1697993 13.6481085)",
904916513,tertiary,False,True,38.686,30,"LINESTRING (123.1697617 13.6478544, 123.1696933 13.6475129)",
222977978,residential,False,False,54.178,,"LINESTRING (123.1697617 13.6478544, 123.1695319 13.6479604, 123.1692936 13.6480236)",
222978008,residential,False,False,49.47,,"LINESTRING (123.1692936 13.6480236, 123.1691902 13.6475902)",
222977978,residential,False,True,54.178,,"LINESTRING (123.1692936 13.6480236, 123.1695319 13.6479604, 123.1697617 13.6478544)",
222977994,residential,False,True,134.871,,"LINESTRING (123.1697993 13.6481085, 123.1710452 13.6481815)",
904916513,tertiary,False,True,28.545,30,"LINESTRING (123.1697993 13.6481085, 123.1697617 13.6478544)",
904916513,tertiary,False,False,273.28,30,"LINESTRING (123.1697993 13.6481085, 123.1698087 13.6482336, 123.1698033 13.648403, 123.1689051 13.6503818)",
222977994,residential,False,False,134.871,,"LINESTRING (123.1710452 13.6481815, 123.1697993 13.6481085)",
222978037,tertiary,False,False,129.227,,"LINESTRING (123.1710452 13.6481815, 123.170844 13.6470359)",
222978037,tertiary,False,True,62.152,,"LINESTRING (123.1710452 13.6481815, 123.1716058 13.6483066)",
