osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry,ref
"[4201770, 224057428]","['Primero de Mayo Street', 'Figueroa Street']",residential,False,True,158.799,1,,,"LINESTRING (120.9961587 14.5447348, 120.9961543 14.5447538, 120.996003 14.5454091, 120.996699 14.5455272, 120.9967531 14.5455366)",
4202493,Offarel Street,residential,False,True,84.959,1,,,"LINESTRING (120.9961587 14.5447348, 120.9963536 14.5448097, 120.9965219 14.5448743, 120.9968342 14.5449943, 120.9968924 14.5450166)",
4203372,Palm Court,residential,False,True,94.753,,,,"LINESTRING (120.9949551 14.5454933, 120.9941003 14.5452895)",
909949888,Roxas Boulevard Service Road,residential,False,False,48.994,3,20,,"LINESTRING (120.9915636 14.5450142, 120.9914912 14.5454492)",
"[4075792, 894892642]",Roxas Boulevard Service Road,residential,False,True,253.797,"['2', '3']",20,,"LINESTRING (120.9915636 14.5450142, 120.991699 14.5444108, 120.9916431 14.5442965, 120.9917678 14.543589, 120.9919286 14.5427831)",
4263521,Derham Street,residential,True,False,272.52099999999996,,,,"LINESTRING (120.9915636 14.5450142, 120.992518 14.5452699, 120.9925844 14.5452888, 120.9939969 14.5456915)",
1078234919,A. Arnaiz Avenue,secondary,False,False,20.789,4,50,,"LINESTRING (120.9961989 14.5468852, 120.9963809 14.5469478)",
"[1078234920, 1078234921]",A. Arnaiz Avenue,secondary,False,True,153.845,4,50,,"LINESTRING (120.9961989 14.5468852, 120.9954456 14.5466275, 120.9952055 14.5465454, 120.9950983 14.546509, 120.9948498 14.5464281)",
1078021889,Valhalla Extension,residential,False,False,49.046,2,,,"LINESTRING (120.9958717 14.5449724, 120.9959741 14.5445426)",
"[4203378, 1056569911]","['Valhalla Extension', 'Valhalla Street']",residential,True,False,201.016,2,,,"LINESTRING (120.9958717 14.5449724, 120.9958335 14.5451589, 120.9944665 14.5448632, 120.9942025 14.5448062)",
224039657,Figueroa Street,residential,False,True,23.277,1,,,"LINESTRING (120.9962054 14.5445304, 120.9961587 14.5447348)",
224039657,Figueroa Street,residential,False,False,114.606,1,,,"LINESTRING (120.9962054 14.5445304, 120.9963925 14.5437127, 120.9964356 14.5435241)",
1056569814,Pasadeña Street,residential,False,True,28.017999999999997,1,,,"LINESTRING (120.9962054 14.5445304, 120.9960137 14.544493, 120.9959741 14.5445426)",
8348538,Galvez Avenue,residential,True,False,70.506,,,,"LINESTRING (120.9984336 14.5432286, 120.997793 14.5430961)",
77849204,P. Villanueva Street,residential,False,False,18.377,,,,"LINESTRING (120.9984336 14.5432286, 120.9983946 14.5433895)",
224039662,Park Avenue,tertiary,True,False,126.252,2,,,"LINESTRING (120.9971224 14.5441046, 120.9974094 14.5430037)",
224057399,Commander Garcia Street,residential,False,False,112.236,1,,,"LINESTRING (120.9971224 14.5441046, 120.9981353 14.5443445)",
224039662,Park Avenue,tertiary,True,False,104.388,2,,,"LINESTRING (120.9968924 14.5450166, 120.9971224 14.5441046)",
4202493,Offarel Street,residential,False,False,84.959,1,,,"LINESTRING (120.9968924 14.5450166, 120.9968342 14.5449943, 120.9965219 14.5448743, 120.9963536 14.5448097, 120.9961587 14.5447348)",
224057420,Park Avenue,tertiary,True,False,59.734,2,,,"LINESTRING (120.9967531 14.5455366, 120.9968924 14.5450166)",
"[4201770, 224057428]","['Primero de Mayo Street', 'Figueroa Street']",residential,False,False,158.799,1,,,"LINESTRING (120.9967531 14.5455366, 120.996699 14.5455272, 120.996003 14.5454091, 120.9961543 14.5447538, 120.9961587 14.5447348)",
224057416,P. Villanueva Street,residential,False,True,152.377,1,,,"LINESTRING (120.9977531 14.5457942, 120.9978334 14.5454896, 120.9979683 14.5449779, 120.9980995 14.5444655)",
224057427,Primero de Mayo Street,residential,False,True,132.80599999999998,2,,,"LINESTRING (120.9977531 14.5457942, 120.9983679 14.5459425, 120.9989507 14.5460818)",
"[1123774225, 224057415]",P. Villanueva Street,residential,False,True,88.65299999999999,2,,,"LINESTRING (120.9977531 14.5457942, 120.9977009 14.5461638, 120.9976692 14.5463253, 120.997616 14.54658)",
4202495,Remy Street,residential,False,False,119.051,2,,,"LINESTRING (120.9965517 14.5462885, 120.9965964 14.5462995, 120.997616 14.54658)",
224057423,Park Avenue,tertiary,True,False,30.051000000000002,2,,,"LINESTRING (120.9965517 14.5462885, 120.9966144 14.5460546, 120.9966218 14.5460269)",
4202496,Pestañas Street,residential,False,False,130.30599999999998,1,,,"LINESTRING (120.9966218 14.5460269, 120.9965896 14.5460193, 120.9958584 14.5458879, 120.99544 14.5457769)",
224039661,Park Avenue,tertiary,True,False,56.324,2,,,"LINESTRING (120.9966218 14.5460269, 120.9966842 14.5457828, 120.9967531 14.5455366)",
"[1123774224, 22738753, 378929020]",Taft Avenue,primary,True,False,181.017,2,60,,"LINESTRING (120.9985849 14.5476707, 120.9985911 14.5476361, 120.9986765 14.5472699, 120.9988283 14.5466154, 120.9989507 14.5460818)",170
"[1078234914, 1078234915]",A. Arnaiz Avenue,secondary,False,False,10.634,4,50,,"LINESTRING (120.9985849 14.5476707, 120.9986417 14.5476823, 120.9986816 14.5476903)",
"[1078234916, 1078234917, 1078234918]",A. Arnaiz Avenue,secondary,False,True,127.51,4,50,,"LINESTRING (120.9985849 14.5476707, 120.9985463 14.5476633, 120.9985383 14.5476617, 120.9985108 14.5476562, 120.9983273 14.5475978, 120.9980589 14.5475114, 120.9974604 14.5473116)",
224028345,F. B. Harrison Street,secondary,False,False,48.622,4,40,9,"LINESTRING (120.9938787 14.5461135, 120.993905 14.5460274, 120.9939712 14.5457892, 120.9939969 14.5456915)",
"[4202498, 947624062]",A. Arnaiz Avenue,secondary,False,True,133.481,4,50,11,"LINESTRING (120.9938787 14.5461135, 120.9935606 14.5460213, 120.9931978 14.5459247, 120.9926868 14.545782)",
1078234922,A. Arnaiz Avenue,secondary,False,False,110.22699999999999,4,50,11,"LINESTRING (120.9938787 14.5461135, 120.9939657 14.5461381, 120.9948498 14.5464281)",
4202497,Park Avenue,tertiary,True,False,75.581,2,,,"LINESTRING (120.9963809 14.5469478, 120.9965517 14.5462885)",
1078234918,A. Arnaiz Avenue,secondary,False,False,123.028,4,50,,"LINESTRING (120.9963809 14.5469478, 120.9974604 14.5473116)",
1078234919,A. Arnaiz Avenue,secondary,False,True,20.789,4,50,,"LINESTRING (120.9963809 14.5469478, 120.9961989 14.5468852)",
1059061389,F. B. Harrison Street,secondary,False,False,46.065,2,40,9,"LINESTRING (120.9939969 14.5456915, 120.9941003 14.5452895)",
224028345,F. B. Harrison Street,secondary,False,True,48.62200000000001,4,40,9,"LINESTRING (120.9939969 14.5456915, 120.9939712 14.5457892, 120.993905 14.5460274, 120.9938787 14.5461135)",
909949888,Roxas Boulevard Service Road,residential,False,True,48.994,3,20,,"LINESTRING (120.9914912 14.5454492, 120.9915636 14.5450142)",
4202498,A. Arnaiz Avenue,secondary,False,False,133.905,4,50,11,"LINESTRING (120.9914912 14.5454492, 120.9915496 14.5454638, 120.9923828 14.5456934, 120.9926868 14.545782)",
4443908,Roxas Boulevard Service Road,tertiary,False,False,250.516,3,20,,"LINESTRING (120.9914912 14.5454492, 120.9912359 14.5464476, 120.9912304 14.5464706, 120.991004 14.5474064, 120.9909476 14.5476398)",
909949884,A. Arnaiz Avenue,secondary,False,True,25.926000000000002,4,50,11,"LINESTRING (120.9914912 14.5454492, 120.9913408 14.5454115, 120.991258 14.5453908)",
4203372,Palm Court,residential,False,False,94.753,,,,"LINESTRING (120.9941003 14.5452895, 120.9949551 14.5454933)",
1059061389,F. B. Harrison Street,secondary,False,True,46.065,2,40,9,"LINESTRING (120.9941003 14.5452895, 120.9939969 14.5456915)",
224039654,F. B. Harrison Street,secondary,False,False,54.861000000000004,2,40,9,"LINESTRING (120.9941003 14.5452895, 120.9941346 14.5451439, 120.9942025 14.5448062)",
224039654,F. B. Harrison Street,secondary,False,False,24.6,2,40,9,"LINESTRING (120.9942025 14.5448062, 120.9942542 14.5445907)",
224039654,F. B. Harrison Street,secondary,False,True,54.861000000000004,2,40,9,"LINESTRING (120.9942025 14.5448062, 120.9941346 14.5451439, 120.9941003 14.5452895)",
224039654,F. B. Harrison Street,secondary,False,False,47.327,2,40,9,"LINESTRING (120.9942542 14.5445907, 120.9943486 14.544175)",
224039654,F. B. Harrison Street,secondary,False,True,24.6,2,40,9,"LINESTRING (120.9942542 14.5445907, 120.9942025 14.5448062)",
4203381,Moana Street,residential,True,False,179.20000000000002,,,,"LINESTRING (120.9942542 14.5445907, 120.9944106 14.5446234, 120.9958717 14.5449724)",
224039654,F. B. Harrison Street,secondary,False,True,47.327,2,40,9,"LINESTRING (120.9943486 14.544175, 120.9942542 14.5445907)",
4203379,Pasadeña Street,residential,False,False,179.667,2,,,"LINESTRING (120.9943486 14.544175, 120.994984 14.5443187, 120.9953697 14.5444059, 120.9956038 14.5444589, 120.9959741 14.5445426)",
224039654,F. B. Harrison Street,secondary,False,False,202.519,2,40,9,"LINESTRING (120.9943486 14.544175, 120.9943565 14.5441426, 120.9944021 14.5439552, 120.9944881 14.543593, 120.9945528 14.5433205, 120.9945718 14.5432379, 120.9945904 14.5431649, 120.9946455 14.5429102, 120.9947653 14.542399)",
1077773869,Park Avenue,tertiary,False,False,74.148,2,,,"LINESTRING (120.9982068 14.5399776, 120.9982341 14.5393113)",
1077773870,Park Avenue,tertiary,False,True,70.237,2,,,"LINESTRING (120.9982068 14.5399776, 120.9981455 14.5402204, 120.9980519 14.5405912)",
4245389,P. Ignacio Street,tertiary,True,False,105.843,2,,,"LINESTRING (120.9953859 14.5396069, 120.996353 14.5397793)",
224039651,F. B. Harrison Street,secondary,False,True,215.846,2,40,8,"LINESTRING (120.9953859 14.5396069, 120.9953139 14.5399645, 120.9952246 14.5403724, 120.9951423 14.5407786, 120.9950455 14.5412014, 120.9949722 14.5415061)",
4245522,Interior Ignacio,residential,False,False,63.301,,,,"LINESTRING (120.996353 14.5397793, 120.9962652 14.5403422)",
4245389,P. Ignacio Street,tertiary,True,False,79.34,2,,,"LINESTRING (120.996353 14.5397793, 120.9967012 14.5398331, 120.9970809 14.5398918)",
750874603,P. Ignacio Street,tertiary,True,False,5.599,2,,,"LINESTRING (120.9970809 14.5398918, 120.9971329 14.539893)",
224039656,Figueroa Street,residential,False,True,287.181,,,,"LINESTRING (120.9970809 14.5398918, 120.9970627 14.5400883, 120.9970475 14.5402523, 120.9970444 14.5402859, 120.9970351 14.5403848, 120.9970219 14.5405243, 120.9970052 14.5407521, 120.9969638 14.5410582, 120.9968782 14.5415525, 120.9967795 14.5420118, 120.9966901 14.5424434)",
4245522,Interior Ignacio,residential,False,True,63.301,,,,"LINESTRING (120.9962652 14.5403422, 120.996353 14.5397793)",
909949886,Roxas Boulevard,trunk,True,False,68.606,4,60,,"LINESTRING (120.9921364 14.5407518, 120.9920816 14.5410759, 120.9920323 14.5413605)",120
4075802,Roxas Boulevard Service Road,residential,False,False,69.954,3,20,,"LINESTRING (120.9923207 14.5407776, 120.9922058 14.5413968)",
4245590,,trunk_link,True,False,20.043,1,,,"LINESTRING (120.9923207 14.5407776, 120.9921364 14.5407518)",
4075802,Roxas Boulevard Service Road,residential,False,True,105.426,3,20,,"LINESTRING (120.9923207 14.5407776, 120.9923441 14.5406575, 120.992486 14.5398431)",
909949885,Roxas Boulevard,trunk,True,False,48.418,4,60,,"LINESTRING (120.9913559 14.5449658, 120.991258 14.5453908)",120
909949887,Derham Street,residential,True,False,22.994,,,,"LINESTRING (120.9913559 14.5449658, 120.9915636 14.5450142)",
924805076,Williams Street,residential,False,True,23.485,,,,"LINESTRING (120.9909476 14.5476398, 120.9907363 14.5475871)",
4443908,Roxas Boulevard Service Road,tertiary,False,True,250.51600000000002,3,20,,"LINESTRING (120.9909476 14.5476398, 120.991004 14.5474064, 120.9912304 14.5464706, 120.9912359 14.5464476, 120.9914912 14.5454492)",
"[1078234914, 1078234915]",A. Arnaiz Avenue,secondary,False,True,10.634,4,50,,"LINESTRING (120.9986816 14.5476903, 120.9986417 14.5476823, 120.9985849 14.5476707)",
"[4202498, 947624062]",A. Arnaiz Avenue,secondary,False,False,133.481,4,50,11,"LINESTRING (120.9926868 14.545782, 120.9931978 14.5459247, 120.9935606 14.5460213, 120.9938787 14.5461135)",
4202498,A. Arnaiz Avenue,secondary,False,True,133.905,4,50,11,"LINESTRING (120.9926868 14.545782, 120.9923828 14.5456934, 120.9915496 14.5454638, 120.9914912 14.5454492)",
22694356,Roberts Street,residential,False,False,250.72500000000002,2,,,"LINESTRING (120.9926868 14.545782, 120.9923015 14.5473067, 120.9921348 14.5479726)",
4263523,Williams Street,residential,True,False,133.029,,,,"LINESTRING (120.9921348 14.5479726, 120.9909476 14.5476398)",
22694356,Roberts Street,residential,False,True,250.72500000000002,2,,,"LINESTRING (120.9921348 14.5479726, 120.9923015 14.5473067, 120.9926868 14.545782)",
909949886,Roxas Boulevard,trunk,True,False,115.035,4,60,,"LINESTRING (120.9922493 14.5397231, 120.9921523 14.5406344, 120.9921364 14.5407518)",120
1078021889,Valhalla Extension,residential,False,True,49.046,2,,,"LINESTRING (120.9959741 14.5445426, 120.9958717 14.5449724)",
4203379,Pasadeña Street,residential,False,True,179.66699999999997,2,,,"LINESTRING (120.9959741 14.5445426, 120.9956038 14.5444589, 120.9953697 14.5444059, 120.994984 14.5443187, 120.9943486 14.544175)",
1056569814,Pasadeña Street,residential,False,False,28.017999999999997,1,,,"LINESTRING (120.9959741 14.5445426, 120.9960137 14.544493, 120.9962054 14.5445304)",
224057415,P. Villanueva Street,residential,False,True,83.056,2,,,"LINESTRING (120.997616 14.54658, 120.9974604 14.5473116)",
4202495,Remy Street,residential,False,True,119.051,2,,,"LINESTRING (120.997616 14.54658, 120.9965964 14.5462995, 120.9965517 14.5462885)",
"[1123774225, 224057415]",P. Villanueva Street,residential,False,False,88.65299999999999,2,,,"LINESTRING (120.997616 14.54658, 120.9976692 14.5463253, 120.9977009 14.5461638, 120.9977531 14.5457942)",
78907328,P. Villanueva Street,residential,True,False,25.239,,,,"LINESTRING (120.9986358 14.5424776, 120.9985785 14.5426977)",
30105770,P. Villanueva Street,residential,True,False,61.059,,,,"LINESTRING (120.9985785 14.5426977, 120.9984336 14.5432286)",
36998281,P. Reyes Street,residential,True,False,42.006,,,,"LINESTRING (120.9975667 14.5423696, 120.9979556 14.5424013)",
1123774228,Park Avenue,tertiary,False,True,29.088,2,,,"LINESTRING (120.9975667 14.5423696, 120.9975008 14.5426233)",
224039664,Park Avenue,tertiary,False,False,204.559,2,,,"LINESTRING (120.9975667 14.5423696, 120.9977653 14.5416771, 120.9977791 14.5416289, 120.9978953 14.5412239, 120.9980519 14.5405912)",
1255327451,Lancaster Street,unclassified,False,False,15.294,,,,"LINESTRING (120.992486 14.5398431, 120.9926269 14.5398609)",
4075802,Roxas Boulevard Service Road,residential,False,False,105.426,3,20,,"LINESTRING (120.992486 14.5398431, 120.9923441 14.5406575, 120.9923207 14.5407776)",
224057415,P. Villanueva Street,residential,False,False,83.056,2,,,"LINESTRING (120.9974604 14.5473116, 120.997616 14.54658)",
1078234918,A. Arnaiz Avenue,secondary,False,True,123.028,4,50,,"LINESTRING (120.9974604 14.5473116, 120.9963809 14.5469478)",
"[1078234916, 1078234917, 1078234918]",A. Arnaiz Avenue,secondary,False,False,127.51,4,50,,"LINESTRING (120.9974604 14.5473116, 120.9980589 14.5475114, 120.9983273 14.5475978, 120.9985108 14.5476562, 120.9985383 14.5476617, 120.9985463 14.5476633, 120.9985849 14.5476707)",
224057427,Primero de Mayo Street,residential,False,False,132.80599999999998,2,,,"LINESTRING (120.9989507 14.5460818, 120.9983679 14.5459425, 120.9977531 14.5457942)",
224057430,Taft Avenue,primary,True,False,103.667,2,60,,"LINESTRING (120.9989507 14.5460818, 120.9990495 14.5456416, 120.9991114 14.5453655, 120.9991514 14.54517)",170
750874603,P. Ignacio Street,tertiary,True,False,115.971,2,,,"LINESTRING (120.9971329 14.539893, 120.9975451 14.5399255, 120.9982068 14.5399776)",
90972245,P. Villanueva Street,residential,False,True,167.425,,,,"LINESTRING (120.999058 14.5408298, 120.9991314 14.5404292, 120.9991753 14.5400081, 120.9992262 14.5393343)",
224057413,P. Villanueva Street,residential,True,False,106.815,,,,"LINESTRING (120.999058 14.5408298, 120.9988326 14.5416694, 120.9988075 14.5417593)",
90972244,F. Sanchez Street,tertiary,True,False,111.494,2,,,"LINESTRING (120.9980519 14.5405912, 120.9985808 14.5407193, 120.999058 14.5408298)",
224039664,Park Avenue,tertiary,False,True,204.559,2,,,"LINESTRING (120.9980519 14.5405912, 120.9978953 14.5412239, 120.9977791 14.5416289, 120.9977653 14.5416771, 120.9975667 14.5423696)",
1077773870,Park Avenue,tertiary,False,False,70.237,2,,,"LINESTRING (120.9980519 14.5405912, 120.9981455 14.5402204, 120.9982068 14.5399776)",
224039657,Figueroa Street,residential,False,False,40.345,1,,,"LINESTRING (120.9964356 14.5435241, 120.996524 14.5431715)",
101967887,,residential,False,False,105.456,,,,"LINESTRING (120.9964356 14.5435241, 120.9961378 14.5434484, 120.9962062 14.543117, 120.996524 14.5431715)",
224039657,Figueroa Street,residential,False,True,114.606,1,,,"LINESTRING (120.9964356 14.5435241, 120.9963925 14.5437127, 120.9962054 14.5445304)",
224039657,Figueroa Street,residential,False,False,39.885,1,,,"LINESTRING (120.996524 14.5431715, 120.9966037 14.5428212)",
224039657,Figueroa Street,residential,False,True,40.345,1,,,"LINESTRING (120.996524 14.5431715, 120.9964356 14.5435241)",
101967887,,residential,False,True,105.456,,,,"LINESTRING (120.996524 14.5431715, 120.9962062 14.543117, 120.9961378 14.5434484, 120.9964356 14.5435241)",
128969901,,trunk_link,False,False,19.106,2,,,"LINESTRING (120.9920323 14.5413605, 120.9922058 14.5413968)",
331335837,Roxas Boulevard,trunk,True,False,157.233,4,60,,"LINESTRING (120.9920323 14.5413605, 120.9919019 14.5420547, 120.9917809 14.5427534)",120
4075802,Roxas Boulevard Service Road,residential,False,True,69.954,3,20,,"LINESTRING (120.9922058 14.5413968, 120.9923207 14.5407776)",
128969901,,trunk_link,False,True,19.106,2,,,"LINESTRING (120.9922058 14.5413968, 120.9920323 14.5413605)",
894892642,Roxas Boulevard Service Road,residential,False,False,157.013,2,20,,"LINESTRING (120.9922058 14.5413968, 120.9919918 14.5424519, 120.9919286 14.5427831)",
2667105,E. Manaloto Street,residential,False,False,129.271,,,,"LINESTRING (120.9937997 14.5412542, 120.9949722 14.5415061)",
"[1078234920, 1078234921]",A. Arnaiz Avenue,secondary,False,False,153.845,4,50,,"LINESTRING (120.9948498 14.5464281, 120.9950983 14.546509, 120.9952055 14.5465454, 120.9954456 14.5466275, 120.9961989 14.5468852)",
1078234922,A. Arnaiz Avenue,secondary,False,True,110.22699999999999,4,50,11,"LINESTRING (120.9948498 14.5464281, 120.9939657 14.5461381, 120.9938787 14.5461135)",
4202496,Pestañas Street,residential,False,True,130.306,1,,,"LINESTRING (120.99544 14.5457769, 120.9958584 14.5458879, 120.9965896 14.5460193, 120.9966218 14.5460269)",
1077773869,Park Avenue,tertiary,False,True,74.148,2,,,"LINESTRING (120.9982341 14.5393113, 120.9982068 14.5399776)",
224057404,H. Domingo Street,residential,False,True,106.814,2,,,"LINESTRING (120.9982341 14.5393113, 120.9991963 14.5393336, 120.9992262 14.5393343)",
90972245,P. Villanueva Street,residential,False,False,167.425,,,,"LINESTRING (120.9992262 14.5393343, 120.9991753 14.5400081, 120.9991314 14.5404292, 120.999058 14.5408298)",
224057404,H. Domingo Street,residential,False,False,106.814,2,,,"LINESTRING (120.9992262 14.5393343, 120.9991963 14.5393336, 120.9982341 14.5393113)",
224057412,P. Villanueva Street,residential,True,False,25.451,,,,"LINESTRING (120.9988075 14.5417593, 120.9987542 14.5419823)",
77849204,P. Villanueva Street,residential,False,True,18.377,,,,"LINESTRING (120.9983946 14.5433895, 120.9984336 14.5432286)",
224057414,P. Villanueva Street,residential,False,False,109.798,1,,,"LINESTRING (120.9983946 14.5433895, 120.9982681 14.5438539, 120.9981957 14.5441265, 120.9981353 14.5443445)",
224057399,Commander Garcia Street,residential,False,True,112.236,1,,,"LINESTRING (120.9981353 14.5443445, 120.9971224 14.5441046)",
924030161,P. Villanueva Street,residential,False,False,13.995,1,,,"LINESTRING (120.9981353 14.5443445, 120.9980995 14.5444655)",
224057414,P. Villanueva Street,residential,False,True,109.798,1,,,"LINESTRING (120.9981353 14.5443445, 120.9981957 14.5441265, 120.9982681 14.5438539, 120.9983946 14.5433895)",
224057400,Escobal Street,residential,False,False,128.346,1,,,"LINESTRING (120.9980995 14.5444655, 120.9992819 14.5446151)",
924030161,P. Villanueva Street,residential,False,True,13.995,1,,,"LINESTRING (120.9980995 14.5444655, 120.9981353 14.5443445)",
224057416,P. Villanueva Street,residential,False,False,152.377,1,,,"LINESTRING (120.9980995 14.5444655, 120.9979683 14.5449779, 120.9978334 14.5454896, 120.9977531 14.5457942)",
224057400,Escobal Street,residential,False,True,128.346,1,,,"LINESTRING (120.9992819 14.5446151, 120.9980995 14.5444655)",
1255327451,Lancaster Street,unclassified,False,True,15.294,,,,"LINESTRING (120.9926269 14.5398609, 120.992486 14.5398431)",
8348538,Galvez Avenue,residential,True,False,42.556,,,,"LINESTRING (120.997793 14.5430961, 120.9977697 14.5430885, 120.9974094 14.5430037)",
623362262,Ibarra Street,residential,False,True,79.22500000000001,,,,"LINESTRING (120.997793 14.5430961, 120.9978269 14.5429309, 120.997906 14.5426025, 120.9979556 14.5424013)",
36998281,P. Reyes Street,residential,True,False,73.81,,,,"LINESTRING (120.9979556 14.5424013, 120.9984538 14.5424411, 120.9986358 14.5424776)",
623362262,Ibarra Street,residential,False,False,79.225,,,,"LINESTRING (120.9979556 14.5424013, 120.997906 14.5426025, 120.9978269 14.5429309, 120.997793 14.5430961)",
799270935,,primary_link,False,True,9.677,2,,,"LINESTRING (120.9992387 14.5451908, 120.9991514 14.54517)",
"[378929022, 1065803126]",Taft Avenue,primary,True,False,284.334,2,60,,"LINESTRING (120.9992387 14.5451908, 120.9990319 14.5460941, 120.9989118 14.5466675, 120.9987698 14.5472886, 120.998689 14.5476574, 120.998686 14.5476705, 120.9986816 14.5476903)",170
799270935,,primary_link,False,False,9.677,2,,,"LINESTRING (120.9991514 14.54517, 120.9992387 14.5451908)",
224057430,Taft Avenue,primary,True,False,63.282999999999994,2,60,,"LINESTRING (120.9991514 14.54517, 120.9992744 14.5446426, 120.9992819 14.5446151)",170
924805076,Williams Street,residential,False,False,23.485,,,,"LINESTRING (120.9907363 14.5475871, 120.9909476 14.5476398)",
1074348058,,trunk_link,False,True,16.237,2,,,"LINESTRING (120.9917809 14.5427534, 120.9919286 14.5427831)",
331335837,Roxas Boulevard,trunk,True,False,250.23899999999998,4,60,,"LINESTRING (120.9917809 14.5427534, 120.9917589 14.5428803, 120.991637 14.5435647, 120.9913559 14.5449658)",120
1074348058,,trunk_link,False,False,16.237,2,,,"LINESTRING (120.9919286 14.5427831, 120.9917809 14.5427534)",
"[4075792, 894892642]",Roxas Boulevard Service Road,residential,False,False,253.797,"['2', '3']",20,,"LINESTRING (120.9919286 14.5427831, 120.9917678 14.543589, 120.9916431 14.5442965, 120.991699 14.5444108, 120.9915636 14.5450142)",
894892642,Roxas Boulevard Service Road,residential,False,True,157.013,2,20,,"LINESTRING (120.9919286 14.5427831, 120.9919918 14.5424519, 120.9922058 14.5413968)",
1156494822,,residential,False,False,12.788,,,,"LINESTRING (120.9986055 14.5420968, 120.9987233 14.5421118)",
224057412,P. Villanueva Street,residential,True,False,41.751,,,,"LINESTRING (120.9987233 14.5421118, 120.9986358 14.5424776)",
1156494822,,residential,False,False,22.995,,,,"LINESTRING (120.9987233 14.5421118, 120.9989315 14.5421582)",
1156494822,,residential,False,True,12.788,,,,"LINESTRING (120.9987233 14.5421118, 120.9986055 14.5420968)",
