osmid,highway,oneway,reversed,length,name,geometry,maxspeed,bridge,lanes
97660026,residential,False,False,84.846,,"LINESTRING (125.2941462 6.1061161, 125.2949135 6.1061278)",,,
97660026,residential,False,True,131.731,,"LINESTRING (125.2941462 6.1061161, 125.2929551 6.1060875)",,,
97660056,unclassified,False,False,77.374,,"LINESTRING (125.2941462 6.1061161, 125.294226 6.1054248)",,,
97660056,unclassified,False,True,33.053,,"LINESTRING (125.2941462 6.1061161, 125.294125 6.1064126)",,,
97660045,residential,False,False,137.601,Carnation Street,"LINESTRING (125.2928529 6.1067893, 125.2940974 6.1067992)",,,
97660045,residential,False,True,76.607,Carnation Street,"LINESTRING (125.2928529 6.1067893, 125.2921601 6.1067791)",,,
97660054,residential,False,False,78.851,,"LINESTRING (125.2928529 6.1067893, 125.2929551 6.1060875)",,,
97660032,unclassified,False,False,83.083,,"LINESTRING (125.2898549 6.1014791, 125.2903977 6.1009624)",,,
97660032,unclassified,False,True,130.876,,"LINESTRING (125.2898549 6.1014791, 125.2889812 6.1022732)",,,
97660035,residential,False,True,82.849,,"LINESTRING (125.2898549 6.1014791, 125.2893131 6.1009644)",,,
97660039,residential,False,True,81.219,,"LINESTRING (125.2878495 6.1034563, 125.2878566 6.1034847, 125.2878613 6.1035134, 125.2878633 6.10355, 125.2878643 6.1035865, 125.2878758 6.1041853)",,,
155438531,unclassified,False,True,210.055,,"LINESTRING (125.2878495 6.1034563, 125.288503 6.103454, 125.2885942 6.1034474, 125.2886827 6.1034274, 125.2887632 6.1034007, 125.2888463 6.103362, 125.2889094 6.103322, 125.2889845 6.103262, 125.2895075 6.1027753)",,,
952821533,unclassified,False,False,81.708,,"LINESTRING (125.2878495 6.1034563, 125.2878365 6.103428, 125.2878224 6.1033914, 125.2878167 6.103356, 125.2878139 6.103328, 125.2878085 6.1027275)",,,
97660061,tertiary,False,True,80.807,Magsaysay Street,"LINESTRING (125.2909398 6.1014498, 125.2903977 6.1009624)",,,
155438531,unclassified,False,False,216.338,,"LINESTRING (125.2909398 6.1014498, 125.2895075 6.1027753)",,,
952821534,tertiary,False,True,159.686,,"LINESTRING (125.2909398 6.1014498, 125.2919404 6.1004142)",,,
97660061,tertiary,False,False,78.458,Magsaysay Street,"LINESTRING (125.2909398 6.1014498, 125.2913279 6.1018115, 125.2914585 6.1019313)",,,
97660052,residential,False,False,71.721,Melendres Street,"LINESTRING (125.2885066 6.1045545, 125.2891549 6.1045767)",,,
952821531,unclassified,False,True,170.774,Avocado Street,"LINESTRING (125.2898306 6.0983294, 125.2887517 6.0994284)",,,
97659969,unclassified,False,True,109.028,,"LINESTRING (125.2898306 6.0983294, 125.2901937 6.0986873, 125.2905309 6.0990197)",,,
97660012,residential,False,False,74.272,H.C. Navarro Street,"LINESTRING (125.2917901 6.1047462, 125.2918953 6.1040865)",20,,
97660012,residential,False,True,227.391,H.C. Navarro Street,"LINESTRING (125.2917901 6.1047462, 125.2914901 6.1067693)",20,,
97660044,residential,False,False,76.511,,"LINESTRING (125.2917901 6.1047462, 125.2924821 6.1047435)",,,
97659969,unclassified,False,False,70.951,,"LINESTRING (125.2914383 6.099913, 125.2909784 6.099468)",,,
97659969,unclassified,False,True,78.663,,"LINESTRING (125.2914383 6.099913, 125.2919404 6.1004142)",,,
97660018,residential,False,False,139.19600000000003,,"LINESTRING (125.2914383 6.099913, 125.291942 6.0994564, 125.2920788 6.0993433, 125.2921471 6.0992924, 125.2921546 6.0992868, 125.2922345 6.0992251, 125.292325 6.0991644, 125.2924048 6.0991143)",,,
97660059,residential,False,False,77.082,,"LINESTRING (125.2895075 6.1027753, 125.2899852 6.1032802)",,,
97660059,residential,False,True,80.643,,"LINESTRING (125.2895075 6.1027753, 125.2889812 6.1022732)",,,
155438531,unclassified,False,True,216.338,,"LINESTRING (125.2895075 6.1027753, 125.2909398 6.1014498)",,,
155438531,unclassified,False,False,210.055,,"LINESTRING (125.2895075 6.1027753, 125.2889845 6.103262, 125.2889094 6.103322, 125.2888463 6.103362, 125.2887632 6.1034007, 125.2886827 6.1034274, 125.2885942 6.1034474, 125.288503 6.103454, 125.2878495 6.1034563)",,,
97659969,unclassified,False,False,70.235,,"LINESTRING (125.2909784 6.099468, 125.2905309 6.0990197)",,,
97659969,unclassified,False,True,70.951,,"LINESTRING (125.2909784 6.099468, 125.2914383 6.099913)",,,
"[952648992, 97660030, 952648991]",residential,False,True,163.14499999999998,,"LINESTRING (125.2909784 6.099468, 125.2915504 6.0989577, 125.2916532 6.0988789, 125.2917347 6.098815, 125.2918028 6.098761, 125.2920127 6.0986014, 125.2921173 6.0985387)",,yes,
97660032,unclassified,False,False,146.4,,"LINESTRING (125.2878085 6.1027275, 125.2882408 6.1027303, 125.2883247 6.1027246, 125.2884118 6.1027046, 125.2884909 6.1026644, 125.2885956 6.1025939, 125.2887858 6.1024474, 125.2889812 6.1022732)",,,
952821533,unclassified,False,False,78.774,,"LINESTRING (125.2878085 6.1027275, 125.2878069 6.1025432, 125.2878049 6.1023206, 125.2878022 6.1020191)",,,
