osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,width,bridge
29397946,Kiamzon Street,tertiary,False,True,130.017,"LINESTRING (120.9730038 14.2213067, 120.9717978 14.2212837)",2,30,,,
1018266784,Kiamzon Street,tertiary,False,False,53.193,"LINESTRING (120.9730038 14.2213067, 120.9734973 14.2213081)",2,30,,,
29397946,Kiamzon Street,tertiary,False,False,130.017,"LINESTRING (120.9717978 14.2212837, 120.9730038 14.2213067)",2,30,,,
30092663,P. Montoya Street,tertiary,False,True,81.486,"LINESTRING (120.9717978 14.2212837, 120.9717923 14.2205509)",2,30,,,
29397945,M. H. del Pilar Street,secondary,True,False,88.562,"LINESTRING (120.9734973 14.2213081, 120.973453 14.2205128)",2,30,410,,
1018266784,Kiamzon Street,tertiary,False,False,44.412,"LINESTRING (120.9734973 14.2213081, 120.9739093 14.2213133)",2,30,,,
1018266784,Kiamzon Street,tertiary,False,True,53.193,"LINESTRING (120.9734973 14.2213081, 120.9730038 14.2213067)",2,30,,,
29397941,H. Ame Street,secondary,True,False,76.804,"LINESTRING (120.9744138 14.2275531, 120.973703 14.2276017)",2,30,410,,
29397938,Villanueva Street,residential,False,True,207.227,"LINESTRING (120.9726605 14.2257789, 120.9727276 14.2276414)",2,30,,,
29397942,E. Montoya Street,residential,False,False,56.0,"LINESTRING (120.9726605 14.2257789, 120.9731795 14.2257557)",2,30,,,
29397942,E. Montoya Street,residential,False,True,83.004,"LINESTRING (120.9726605 14.2257789, 120.9718912 14.2258126)",2,30,,,
29397938,Villanueva Street,residential,False,False,249.43900000000002,"LINESTRING (120.9726605 14.2257789, 120.9726239 14.2250872, 120.9725418 14.2235386)",2,30,,,
29397942,E. Montoya Street,residential,False,False,47.225,"LINESTRING (120.9731795 14.2257557, 120.9736169 14.2257311)",2,30,,,
29397942,E. Montoya Street,residential,False,True,56.0,"LINESTRING (120.9731795 14.2257557, 120.9726605 14.2257789)",2,30,,,
29397939,E. Gonzales Street,residential,False,False,248.53900000000002,"LINESTRING (120.9731795 14.2257557, 120.9731689 14.2255867, 120.9731318 14.2247025, 120.9730995 14.223522)",2,30,,,
29397939,E. Gonzales Street,residential,False,True,206.53,"LINESTRING (120.9731795 14.2257557, 120.9732189 14.226647, 120.9732674 14.2276111)",2,30,,,
298928172,Madlancasay,residential,True,False,103.196,"LINESTRING (120.9743219 14.2232745, 120.9742885 14.222347)",2,30,,,
298929126,Plaza LIbertad,residential,False,False,34.194,"LINESTRING (120.9743219 14.2232745, 120.9740333 14.2232903, 120.9740052 14.2232923)",2,30,,,
298929126,Plaza LIbertad,residential,False,True,42.188,"LINESTRING (120.9743219 14.2232745, 120.9745031 14.2232686, 120.9747128 14.2232561)",2,30,,,
29397639,Valley Side Road,tertiary,False,False,35.969,"LINESTRING (120.9739093 14.2213133, 120.974243 14.221312)",,,,,
641129168,J. P. Rizal Street,secondary,True,False,115.427,"LINESTRING (120.9739093 14.2213133, 120.9739529 14.2223505)",2,40,410,9,
1018266784,Kiamzon Street,tertiary,False,True,44.412,"LINESTRING (120.9739093 14.2213133, 120.9734973 14.2213081)",2,30,,,
29397639,Valley Side Road,tertiary,False,True,35.969,"LINESTRING (120.974243 14.221312, 120.9739093 14.2213133)",,,,,
298928170,,residential,False,True,115.191,"LINESTRING (120.974243 14.221312, 120.9742885 14.222347)",2,30,,,
29397639,Valley Side Road,tertiary,False,False,191.453,"LINESTRING (120.974243 14.221312, 120.9747792 14.2213133, 120.9760192 14.2213164)",,,,,
30092266,V. Toledo Street,tertiary,True,False,50.915,"LINESTRING (120.9740219 14.2234849, 120.9735503 14.223511)",2,30,,,
"[712641393, 641129172]",J. P. Rizal Street,secondary,True,False,246.001,"LINESTRING (120.9740219 14.2234849, 120.9740307 14.2236062, 120.9740367 14.22366, 120.9740721 14.2240306, 120.974111 14.2245617, 120.9741893 14.2254969, 120.9741993 14.2255757, 120.9742136 14.2256892)",2,40,410,9,
641129171,J. P. Rizal Street,secondary,True,False,21.492,"LINESTRING (120.9740052 14.2232923, 120.9740219 14.2234849)",2,40,410,9,
298929126,Plaza LIbertad,residential,False,True,34.194,"LINESTRING (120.9740052 14.2232923, 120.9740333 14.2232903, 120.9743219 14.2232745)",2,30,,,
641129162,M. Belen Street,tertiary,True,False,132.63,"LINESTRING (120.9718288 14.222414, 120.9730587 14.2223773)",2,30,,,
641129163,P. Montoya Street,tertiary,True,False,125.72899999999998,"LINESTRING (120.9718288 14.222414, 120.9718033 14.2215051, 120.9718012 14.2214194, 120.9717978 14.2212837)",2,30,,,
29397944,E. Gonzales Street,tertiary,True,False,127.361,"LINESTRING (120.9730587 14.2223773, 120.9730995 14.223522)",2,30,,,
92000322,M. Belen Street,tertiary,True,False,48.643,"LINESTRING (120.9730587 14.2223773, 120.973354 14.2223649, 120.9735096 14.2223591)",2,30,,,
641129169,J. P. Rizal Street,secondary,True,False,104.875,"LINESTRING (120.9739529 14.2223505, 120.9740052 14.2232923)",2,40,410,9,
641129161,M. Belen Street,tertiary,True,False,47.792,"LINESTRING (120.9735096 14.2223591, 120.9739529 14.2223505)",2,30,,,
29397945,M. H. del Pilar Street,secondary,True,False,116.878,"LINESTRING (120.9735096 14.2223591, 120.973511 14.2222229, 120.9734983 14.2214435, 120.9734973 14.2213081)",2,30,410,,
30092266,V. Toledo Street,tertiary,True,False,72.305,"LINESTRING (120.9725418 14.2235386, 120.9718712 14.2235552)",2,30,,,
29397938,Villanueva Street,residential,False,True,249.43900000000002,"LINESTRING (120.9725418 14.2235386, 120.9726239 14.2250872, 120.9726605 14.2257789)",2,30,,,
298928170,,residential,False,False,115.191,"LINESTRING (120.9742885 14.222347, 120.974243 14.221312)",2,30,,,
880447046,M. Belen Street,residential,True,False,36.175,"LINESTRING (120.9742885 14.222347, 120.9739529 14.2223505)",2,30,,,
"[298928173, 30092429]",M. Belen Street,residential,True,False,90.064,"LINESTRING (120.9742885 14.222347, 120.9746872 14.2223567, 120.9746992 14.2227799)",2,30,,,
48581225,H. Ame Street,residential,False,False,58.279,"LINESTRING (120.9732674 14.2276111, 120.9727276 14.2276414)",2,30,,,
48581225,H. Ame Street,residential,False,True,46.963,"LINESTRING (120.9732674 14.2276111, 120.973703 14.2276017)",2,30,,,
29397939,E. Gonzales Street,residential,False,False,206.53,"LINESTRING (120.9732674 14.2276111, 120.9732189 14.226647, 120.9731795 14.2257557)",2,30,,,
48581225,H. Ame Street,residential,False,False,46.963,"LINESTRING (120.973703 14.2276017, 120.9732674 14.2276111)",2,30,,,
29397940,M. H. del Pilar Street,secondary,True,False,208.20999999999998,"LINESTRING (120.973703 14.2276017, 120.9736201 14.2258412, 120.9736169 14.2257311)",2,30,410,,
48581225,H. Ame Street,residential,False,True,88.426,"LINESTRING (120.9719072 14.2276429, 120.9727276 14.2276414)",2,30,,,
92000675,P. Montoya Street,tertiary,False,True,65.531,"LINESTRING (120.9719072 14.2276429, 120.9719029 14.2273206, 120.9719003 14.2270536)",2,30,,,
92000675,P. Montoya Street,tertiary,False,False,60.757,"LINESTRING (120.9718712 14.2235552, 120.9718821 14.2241015)",2,30,,,
92000676,P. Montoya Street,tertiary,True,False,126.982,"LINESTRING (120.9718712 14.2235552, 120.9718573 14.2232851, 120.9718288 14.222414)",2,30,,,
29369549,Iba Road,tertiary,False,True,54.108,"LINESTRING (120.9769774 14.2209134, 120.9769801 14.2214)",,,,,
29369549,Iba Road,tertiary,False,False,183.994,"LINESTRING (120.9769774 14.2209134, 120.9769706 14.2200198, 120.9769813 14.2192588)",,,,,
"[107403091, 107403094, 29397639]",Valley Side Road,tertiary,False,True,127.34100000000001,"LINESTRING (120.9769774 14.2209134, 120.9767612 14.2209586, 120.9766995 14.2209936, 120.9766649 14.2210513, 120.9765781 14.2212688, 120.9765398 14.221311, 120.9764889 14.2213193, 120.9762436 14.221317, 120.9760192 14.2213164)",,,,,yes
162933010,,residential,False,True,183.93399999999997,"LINESTRING (120.9769774 14.2209134, 120.9775612 14.220915, 120.9775827 14.2208682, 120.977572 14.2204366, 120.9776792 14.2203703, 120.9781755 14.2203404)",,,,,
79143780,Kapitan Victor Street,residential,False,False,43.357,"LINESTRING (120.973855 14.2204992, 120.973453 14.2205128)",,30,,,
641129167,J. P. Rizal Street,secondary,True,False,90.713,"LINESTRING (120.973855 14.2204992, 120.9739093 14.2213133)",2,40,410,9,
79143780,Kapitan Victor Street,residential,False,False,51.925,"LINESTRING (120.973453 14.2205128, 120.9729721 14.2205402)",,30,,,
79143780,Kapitan Victor Street,residential,False,True,43.357,"LINESTRING (120.973453 14.2205128, 120.973855 14.2204992)",,30,,,
79143780,Kapitan Victor Street,residential,False,True,51.925,"LINESTRING (120.9729721 14.2205402, 120.973453 14.2205128)",,30,,,
1018266783,E. Gonzales Street,residential,True,False,85.299,"LINESTRING (120.9729721 14.2205402, 120.9730038 14.2213067)",2,30,,,
79143780,Kapitan Victor Street,residential,False,False,127.23400000000001,"LINESTRING (120.9729721 14.2205402, 120.9721471 14.2205638, 120.9717923 14.2205509)",,30,,,
90123051,E. Gonzales Street,residential,False,False,125.653,"LINESTRING (120.9729721 14.2205402, 120.9729517 14.2202762, 120.9727643 14.2194302)",2,30,,,
92001282,,residential,False,True,126.954,"LINESTRING (120.9711272 14.2238473, 120.9699515 14.2237787)",,,,,
92001371,,residential,False,False,23.266,"LINESTRING (120.9711272 14.2238473, 120.9711232 14.2240565)",,,,,
"[92001371, 92001279]",,residential,False,True,166.59300000000002,"LINESTRING (120.9711272 14.2238473, 120.9711309 14.2234794, 120.9699666 14.2234178)",,,,,
106596743,Paredes,residential,False,False,172.70600000000002,"LINESTRING (120.9742989 14.2266279, 120.9743399 14.226625, 120.974544 14.2266025, 120.9747492 14.2266129, 120.9757698 14.2265271, 120.975895 14.2265144)",,,,,
641129173,J. P. Rizal Street,secondary,True,False,103.63,"LINESTRING (120.9742989 14.2266279, 120.9743279 14.2268886, 120.9744 14.2274702, 120.9744138 14.2275531)",2,40,410,9,
106596743,Paredes,residential,False,True,70.894,"LINESTRING (120.9765476 14.2264349, 120.975895 14.2265144)",,,,,
962106104,,residential,False,False,44.046,"LINESTRING (120.9783124 14.2236294, 120.9784037 14.2240155)",,,,,
107403087,,residential,False,True,66.336,"LINESTRING (120.9783124 14.2236294, 120.978012 14.223645, 120.9776989 14.2236749)",,,,,
107403088,,residential,False,True,184.38799999999998,"LINESTRING (120.9778725 14.2253245, 120.9777505 14.224241, 120.9776989 14.2236749)",,,,,
107403087,,residential,False,False,66.336,"LINESTRING (120.9776989 14.2236749, 120.978012 14.223645, 120.9783124 14.2236294)",,,,,
107403087,,residential,False,True,58.875,"LINESTRING (120.9776989 14.2236749, 120.977322 14.223684, 120.9771531 14.2236938)",,,,,
107403088,,residential,False,False,184.38799999999998,"LINESTRING (120.9776989 14.2236749, 120.9777505 14.224241, 120.9778725 14.2253245)",,,,,
29369549,Iba Road,tertiary,False,False,126.52000000000001,"LINESTRING (120.9771531 14.2236938, 120.9770789 14.2231919, 120.9769865 14.2225675)",,,,,
29369549,Iba Road,tertiary,False,True,295.59,"LINESTRING (120.9771531 14.2236938, 120.9772829 14.2244915, 120.9774034 14.225467, 120.9774916 14.2262017, 120.9775119 14.2263288)",,,,,
107403087,,residential,False,False,58.875,"LINESTRING (120.9771531 14.2236938, 120.977322 14.223684, 120.9776989 14.2236749)",,,,,
30092663,P. Montoya Street,tertiary,False,False,81.486,"LINESTRING (120.9717923 14.2205509, 120.9717978 14.2212837)",2,30,,,
30092663,P. Montoya Street,tertiary,False,True,68.23,"LINESTRING (120.9717923 14.2205509, 120.9717803 14.2199374)",2,30,,,
79143780,Kapitan Victor Street,residential,False,True,127.23400000000001,"LINESTRING (120.9717923 14.2205509, 120.9721471 14.2205638, 120.9729721 14.2205402)",,30,,,
162933010,,residential,False,False,183.934,"LINESTRING (120.9781755 14.2203404, 120.9776792 14.2203703, 120.977572 14.2204366, 120.9775827 14.2208682, 120.9775612 14.220915, 120.9769774 14.2209134)",,,,,
29369549,Iba Road,tertiary,False,False,295.59000000000003,"LINESTRING (120.9775119 14.2263288, 120.9774916 14.2262017, 120.9774034 14.225467, 120.9772829 14.2244915, 120.9771531 14.2236938)",,,,,
882228788,,residential,False,True,75.12199999999999,"LINESTRING (120.9776741 14.2192224, 120.9773871 14.2192289, 120.9773 14.2192549, 120.9769813 14.2192588)",,,,,
29369549,Iba Road,tertiary,False,True,183.994,"LINESTRING (120.9769813 14.2192588, 120.9769706 14.2200198, 120.9769774 14.2209134)",,,,,
882228788,,residential,False,False,75.122,"LINESTRING (120.9769813 14.2192588, 120.9773 14.2192549, 120.9773871 14.2192289, 120.9776741 14.2192224)",,,,,
882237928,,residential,False,True,63.627,"LINESTRING (120.9758432 14.2259444, 120.975895 14.2265144)",,,,,
106596743,Paredes,residential,False,False,70.894,"LINESTRING (120.975895 14.2265144, 120.9765476 14.2264349)",,,,,
882237928,,residential,False,False,63.627,"LINESTRING (120.975895 14.2265144, 120.9758432 14.2259444)",,,,,
106596743,Paredes,residential,False,True,172.70600000000002,"LINESTRING (120.975895 14.2265144, 120.9757698 14.2265271, 120.9747492 14.2266129, 120.974544 14.2266025, 120.9743399 14.226625, 120.9742989 14.2266279)",,,,,
882246542,,residential,False,True,59.409,"LINESTRING (120.97581 14.2218107, 120.9760192 14.2213164)",,,,,
882246542,,residential,False,False,59.409,"LINESTRING (120.9760192 14.2213164, 120.97581 14.2218107)",,,,,
"[107403091, 107403094, 29397639]",Valley Side Road,tertiary,False,False,127.34100000000001,"LINESTRING (120.9760192 14.2213164, 120.9762436 14.221317, 120.9764889 14.2213193, 120.9765398 14.221311, 120.9765781 14.2212688, 120.9766649 14.2210513, 120.9766995 14.2209936, 120.9767612 14.2209586, 120.9769774 14.2209134)",,,,,yes
29397639,Valley Side Road,tertiary,False,True,191.453,"LINESTRING (120.9760192 14.2213164, 120.9747792 14.2213133, 120.974243 14.221312)",,,,,
882252205,,residential,False,True,145.721,"LINESTRING (120.97822 14.2212004, 120.9778109 14.2212508, 120.9777972 14.221266, 120.9777895 14.2212881, 120.9777895 14.2213453, 120.9777613 14.2213882, 120.9776714 14.2214064, 120.9769801 14.2214)",,,,,
29369549,Iba Road,tertiary,False,False,54.108,"LINESTRING (120.9769801 14.2214, 120.9769774 14.2209134)",,,,,
29369549,Iba Road,tertiary,False,True,129.822,"LINESTRING (120.9769801 14.2214, 120.9769865 14.2225675)",,,,,
882252205,,residential,False,False,145.721,"LINESTRING (120.9769801 14.2214, 120.9776714 14.2214064, 120.9777613 14.2213882, 120.9777895 14.2213453, 120.9777895 14.2212881, 120.9777972 14.221266, 120.9778109 14.2212508, 120.97822 14.2212004)",,,,,
92000675,P. Montoya Street,tertiary,False,False,65.531,"LINESTRING (120.9719003 14.2270536, 120.9719029 14.2273206, 120.9719072 14.2276429)",2,30,,,
92000675,P. Montoya Street,tertiary,False,True,137.99599999999998,"LINESTRING (120.9719003 14.2270536, 120.9718971 14.2266226, 120.9718912 14.2258126)",2,30,,,
894802402,,residential,False,True,101.888,"LINESTRING (120.9719003 14.2270536, 120.9713548 14.2270146, 120.9709565 14.2270172)",,,,,
894802402,,residential,False,False,101.888,"LINESTRING (120.9709565 14.2270172, 120.9713548 14.2270146, 120.9719003 14.2270536)",,,,,
30092663,P. Montoya Street,tertiary,False,False,68.23,"LINESTRING (120.9717803 14.2199374, 120.9717923 14.2205509)",2,30,,,
894851888,,residential,False,True,132.018,"LINESTRING (120.9717803 14.2199374, 120.9712543 14.2199043, 120.9705609 14.2198295)",,,,,
894851888,,residential,False,False,132.018,"LINESTRING (120.9705609 14.2198295, 120.9712543 14.2199043, 120.9717803 14.2199374)",,,,,
30092429,,residential,True,False,52.971,"LINESTRING (120.9746992 14.2227799, 120.9747128 14.2232561)",2,30,,,
902571754,,residential,False,True,53.677,"LINESTRING (120.9746992 14.2227799, 120.9751971 14.2227708)",,,,,
902571754,,residential,False,False,53.677,"LINESTRING (120.9751971 14.2227708, 120.9746992 14.2227799)",,,,,
902919883,,residential,False,True,45.576,"LINESTRING (120.9727643 14.2194302, 120.9723419 14.2194486)",,,,,
90123051,E. Gonzales Street,residential,False,True,125.653,"LINESTRING (120.9727643 14.2194302, 120.9729517 14.2202762, 120.9729721 14.2205402)",2,30,,,
902919883,,residential,False,False,45.576,"LINESTRING (120.9723419 14.2194486, 120.9727643 14.2194302)",,,,,
902921256,,residential,False,True,40.163,"LINESTRING (120.9699666 14.2234178, 120.9699515 14.2237787)",,,,,
"[92001371, 92001279]",,residential,False,False,166.59300000000002,"LINESTRING (120.9699666 14.2234178, 120.9711309 14.2234794, 120.9711272 14.2238473)",,,,,
92001282,,residential,False,False,126.954,"LINESTRING (120.9699515 14.2237787, 120.9711272 14.2238473)",,,,,
902921256,,residential,False,False,40.163,"LINESTRING (120.9699515 14.2237787, 120.9699666 14.2234178)",,,,,
939232482,,residential,False,False,94.886,"LINESTRING (120.9711543 14.2255749, 120.9711423 14.2256711, 120.971149 14.2256951, 120.9711738 14.2257075, 120.9716378 14.2257894, 120.9717082 14.2258024, 120.9717873 14.2258108, 120.9718912 14.2258126)",,,,,
962106104,,residential,False,True,44.046,"LINESTRING (120.9784037 14.2240155, 120.9783124 14.2236294)",,,,,
