osmid,oneway,name,highway,reversed,length,geometry,lanes
158839294,False,Pioneer Street,residential,False,111.916,"LINESTRING (123.0583146 7.7247155, 123.0583119 7.7249165, 123.0583253 7.7250334, 123.0583709 7.7252261, 123.0584514 7.7254972, 123.0585232 7.7256919)",
158839294,False,Pioneer Street,residential,False,114.24799999999999,"LINESTRING (123.0585232 7.7256919, 123.0586874 7.7260181, 123.0588765 7.7263171, 123.0590561 7.726571)",
158839294,False,Pioneer Street,residential,True,111.916,"LINESTRING (123.0585232 7.7256919, 123.0584514 7.7254972, 123.0583709 7.7252261, 123.0583253 7.7250334, 123.0583119 7.7249165, 123.0583146 7.7247155)",
166122931,False,,residential,False,51.555,"LINESTRING (123.0585232 7.7256919, 123.0587763 7.7255216, 123.0589199 7.7254474)",
166122931,False,,residential,True,66.515,"LINESTRING (123.0585232 7.7256919, 123.0581591 7.7258334, 123.0580464 7.7258813, 123.0579619 7.7259118)",
851519108,False,,tertiary,True,149.924,"LINESTRING (123.0624989 7.7259929, 123.061141 7.7260786)",2
893031832,True,Dagohoy Street,tertiary,False,110.639,"LINESTRING (123.0624989 7.7259929, 123.0624386 7.7269861)",2
851519108,False,,tertiary,False,9.933,"LINESTRING (123.0610511 7.7260852, 123.061141 7.7260786)",2
"[158839353, 159608467]",False,,residential,"[False, True]",160.371,"LINESTRING (123.0610511 7.7260852, 123.0610983 7.7249556, 123.0611031 7.7249228, 123.0611189 7.7248905, 123.0611417 7.7248633, 123.0611772 7.7248487, 123.0612288 7.7248473, 123.0612845 7.7248573, 123.0613462 7.7248673)",
851519108,False,,tertiary,True,229.67499999999998,"LINESTRING (123.0610511 7.7260852, 123.0609579 7.7260886, 123.0607139 7.7260872, 123.0604751 7.7261045, 123.0602565 7.7261258, 123.0600232 7.726167, 123.059822 7.7262294, 123.0596195 7.7263078, 123.0590561 7.726571)",2
158839294,False,Pioneer Street,residential,True,114.24799999999999,"LINESTRING (123.0590561 7.726571, 123.0588765 7.7263171, 123.0586874 7.7260181, 123.0585232 7.7256919)",
851519108,False,,tertiary,False,229.675,"LINESTRING (123.0590561 7.726571, 123.0596195 7.7263078, 123.059822 7.7262294, 123.0600232 7.726167, 123.0602565 7.7261258, 123.0604751 7.7261045, 123.0607139 7.7260872, 123.0609579 7.7260886, 123.0610511 7.7260852)",2
158839480,False,,residential,True,86.842,"LINESTRING (123.0609841 7.726866, 123.0617688 7.7269389)",
158839480,False,,residential,False,99.15100000000001,"LINESTRING (123.0609841 7.726866, 123.0609264 7.7268288, 123.0609043 7.7268015, 123.0608848 7.726757, 123.0608795 7.7267178, 123.0608848 7.726666, 123.0610351 7.7262175, 123.0610565 7.7261716, 123.0610867 7.7261357, 123.061141 7.7260786)",
158839480,False,,residential,False,86.842,"LINESTRING (123.0617688 7.7269389, 123.0609841 7.726866)",
823373011,True,,tertiary,False,73.989,"LINESTRING (123.0617688 7.7269389, 123.0624386 7.7269861)",
159608463,False,8.0m Roadway,residential,False,55.284,"LINESTRING (123.0613462 7.7248673, 123.061363 7.7243704)",
"[158839353, 159608467]",False,,residential,"[False, True]",160.37099999999998,"LINESTRING (123.0613462 7.7248673, 123.0612845 7.7248573, 123.0612288 7.7248473, 123.0611772 7.7248487, 123.0611417 7.7248633, 123.0611189 7.7248905, 123.0611031 7.7249228, 123.0610983 7.7249556, 123.0610511 7.7260852)",
159608463,False,8.0m Roadway,residential,True,52.019,"LINESTRING (123.061367 7.7239026, 123.061363 7.7243704)",
159608463,False,8.0m Roadway,residential,False,50.778999999999996,"LINESTRING (123.061367 7.7239026, 123.0613697 7.7237397, 123.0613757 7.7236021, 123.061399 7.7234478)",
"[993660560, 823635643]",False,"['8.0m Roadway', 'Roadway']",residential,False,204.23199999999997,"LINESTRING (123.061367 7.7239026, 123.0608221 7.7238665, 123.0595157 7.723816)",2
"[994443451, 159608463]",False,8.0m Roadway,residential,False,160.38099999999997,"LINESTRING (123.061399 7.7234478, 123.0614434 7.7232965, 123.0614997 7.7231649, 123.06174 7.7225683, 123.0619342 7.7221074)",
159608463,False,8.0m Roadway,residential,True,50.778999999999996,"LINESTRING (123.061399 7.7234478, 123.0613757 7.7236021, 123.0613697 7.7237397, 123.061367 7.7239026)",
159608463,False,8.0m Roadway,residential,False,52.019,"LINESTRING (123.061363 7.7243704, 123.061367 7.7239026)",
159608463,False,8.0m Roadway,residential,True,55.284,"LINESTRING (123.061363 7.7243704, 123.0613462 7.7248673)",
166122931,False,,residential,True,51.555,"LINESTRING (123.0589199 7.7254474, 123.0587763 7.7255216, 123.0585232 7.7256919)",
166122931,False,,residential,False,66.515,"LINESTRING (123.0579619 7.7259118, 123.0580464 7.7258813, 123.0581591 7.7258334, 123.0585232 7.7256919)",
851519108,False,,tertiary,False,149.924,"LINESTRING (123.061141 7.7260786, 123.0624989 7.7259929)",2
851519108,False,,tertiary,True,9.933,"LINESTRING (123.061141 7.7260786, 123.0610511 7.7260852)",2
158839480,False,,residential,True,99.15099999999998,"LINESTRING (123.061141 7.7260786, 123.0610867 7.7261357, 123.0610565 7.7261716, 123.0610351 7.7262175, 123.0608848 7.726666, 123.0608795 7.7267178, 123.0608848 7.726757, 123.0609043 7.7268015, 123.0609264 7.7268288, 123.0609841 7.726866)",
"[993660560, 823635643]",False,"['8.0m Roadway', 'Roadway']",residential,True,204.23199999999997,"LINESTRING (123.0595157 7.723816, 123.0608221 7.7238665, 123.061367 7.7239026)",2
994443452,False,,residential,False,96.571,"LINESTRING (123.0619342 7.7221074, 123.0611184 7.72179)",
"[994443451, 159608463]",False,8.0m Roadway,residential,True,160.38099999999997,"LINESTRING (123.0619342 7.7221074, 123.06174 7.7225683, 123.0614997 7.7231649, 123.0614434 7.7232965, 123.061399 7.7234478)",
994443452,False,,residential,True,96.571,"LINESTRING (123.0611184 7.72179, 123.0619342 7.7221074)",
