osmid,name,highway,oneway,reversed,length,maxspeed,lanes,geometry
39514237,улица Гумара Караша,tertiary,False,False,170.438,,,"LINESTRING (46.8511501 49.4237053, 46.848794 49.4237319)"
39514237,улица Гумара Караша,tertiary,False,True,162.186,,,"LINESTRING (46.8511501 49.4237053, 46.8533913 49.4236583)"
110802614,улица Мажитова,residential,False,False,313.008,60,,"LINESTRING (46.8511501 49.4237053, 46.8511067 49.4265201)"
110802614,улица Мажитова,residential,False,True,285.963,60,,"LINESTRING (46.8511501 49.4237053, 46.851202 49.4211338)"
110802612,улица Б. Жаникешева,residential,False,True,279.263,60,0,"LINESTRING (46.8463033 49.4263564, 46.8463857 49.4238455)"
149172775,улица Махамбета Утемисова,residential,False,False,171.269,60,,"LINESTRING (46.8463033 49.4263564, 46.8486678 49.4264411)"
110802612,улица Б. Жаникешева,residential,False,False,228.224,60,0,"LINESTRING (46.8464865 49.4210508, 46.8464125 49.4231027)"
169913404,улица Маншук Маметовой,residential,False,True,175.883,,,"LINESTRING (46.8464865 49.4210508, 46.8489164 49.4211102)"
39514237,улица Гумара Караша,tertiary,False,False,130.454,,,"LINESTRING (46.855194 49.4236205, 46.8533913 49.4236583)"
169913401,улица Шарафетдинова,residential,False,False,146.74,60,,"LINESTRING (46.855194 49.4236205, 46.8552256 49.422301)"
169913401,улица Шарафетдинова,residential,False,True,333.682,60,,"LINESTRING (46.855194 49.4236205, 46.8551321 49.4266211)"
39514237,улица Гумара Караша,tertiary,False,False,162.186,,,"LINESTRING (46.8533913 49.4236583, 46.8511501 49.4237053)"
39514237,улица Гумара Караша,tertiary,False,True,130.454,,,"LINESTRING (46.8533913 49.4236583, 46.855194 49.4236205)"
149172773,улица Байтурсынова,residential,False,False,277.459,60,,"LINESTRING (46.8533913 49.4236583, 46.8534638 49.4211635)"
149172773,улица Байтурсынова,residential,False,True,324.861,60,,"LINESTRING (46.8533913 49.4236583, 46.853469 49.4265794)"
149172775,улица Махамбета Утемисова,residential,False,False,176.609,60,,"LINESTRING (46.8486678 49.4264411, 46.8511067 49.4265201)"
149172775,улица Махамбета Утемисова,residential,False,True,171.269,60,,"LINESTRING (46.8486678 49.4264411, 46.8463033 49.4263564)"
110802619,улица Абдрахманова,residential,False,True,301.388,60,,"LINESTRING (46.8486678 49.4264411, 46.8487914 49.423789, 46.848794 49.4237319)"
110802614,улица Мажитова,residential,False,True,313.008,60,,"LINESTRING (46.8511067 49.4265201, 46.8511501 49.4237053)"
149172775,улица Махамбета Утемисова,residential,False,False,170.978,60,,"LINESTRING (46.8511067 49.4265201, 46.853469 49.4265794)"
149172775,улица Махамбета Утемисова,residential,False,True,176.609,60,,"LINESTRING (46.8511067 49.4265201, 46.8486678 49.4264411)"
149172773,улица Байтурсынова,residential,False,False,324.861,60,,"LINESTRING (46.853469 49.4265794, 46.8533913 49.4236583)"
149172775,улица Махамбета Утемисова,residential,False,False,120.371,60,,"LINESTRING (46.853469 49.4265794, 46.8551321 49.4266211)"
149172775,улица Махамбета Утемисова,residential,False,True,170.978,60,,"LINESTRING (46.853469 49.4265794, 46.8511067 49.4265201)"
149172775,улица Махамбета Утемисова,residential,False,False,153.103,60,,"LINESTRING (46.8551321 49.4266211, 46.8572455 49.4267004)"
149172775,улица Махамбета Утемисова,residential,False,True,120.371,60,,"LINESTRING (46.8551321 49.4266211, 46.853469 49.4265794)"
169913401,улица Шарафетдинова,residential,False,False,333.682,60,,"LINESTRING (46.8551321 49.4266211, 46.855194 49.4236205)"
149172775,улица Махамбета Утемисова,residential,False,True,153.103,60,,"LINESTRING (46.8572455 49.4267004, 46.8551321 49.4266211)"
169913381,улица Жумаева,residential,False,True,32.208,60,,"LINESTRING (46.8569693 49.4195091, 46.8567913 49.4197746)"
169913410,,residential,False,True,60.061,60,,"LINESTRING (46.8569693 49.4195091, 46.8577965 49.4195559)"
149173032,,residential,False,True,189.511,60,,"LINESTRING (46.8577965 49.4195559, 46.857872 49.4212595)"
