osmid,highway,oneway,reversed,length,geometry,ref,name,junction,bridge
243174045,residential,False,True,252.45800000000003,"LINESTRING (68.367063 42.7791928, 68.3674147 42.779469, 68.3684335 42.7801667, 68.3693306 42.7807348)",,,,
678106345,primary,True,False,161.474,"LINESTRING (68.373716 42.7796838, 68.3722113 42.7787409)",P-31,проспект Жибек Жолы,,
138179659,residential,False,False,376.696,"LINESTRING (68.373716 42.7796838, 68.373358 42.779866, 68.3731501 42.7799296, 68.37231 42.7799338, 68.3717817 42.7799741, 68.3714814 42.7800207, 68.3707886 42.7802495, 68.370061 42.7804466, 68.3694081 42.7807042)",,,,
138179659,residential,False,True,7.182,"LINESTRING (68.3693306 42.7807348, 68.3694081 42.7807042)",,,,
243174045,residential,False,False,252.458,"LINESTRING (68.3693306 42.7807348, 68.3684335 42.7801667, 68.3674147 42.779469, 68.367063 42.7791928)",,,,
217523767,primary,True,False,27.874000000000002,"LINESTRING (68.3691352 42.7766146, 68.3692186 42.7766212, 68.3692948 42.7766518, 68.3693487 42.7767014, 68.369372 42.7767609)",Р-31,,roundabout,
217523767,primary,True,False,27.92,"LINESTRING (68.369372 42.7767609, 68.3693628 42.7768229, 68.3693215 42.7768783, 68.3692543 42.7769177, 68.3691726 42.7769351)",Р-31,,roundabout,
678106356,primary,True,False,108.482,"LINESTRING (68.369372 42.7767609, 68.369492 42.7768785, 68.3696926 42.7770191, 68.3703393 42.7774258)",P-31,проспект Жибек Жолы,,
217523767,primary,True,False,27.914,"LINESTRING (68.3689353 42.7767884, 68.368944 42.7767281, 68.3689862 42.7766711, 68.369048 42.7766339, 68.3691352 42.7766146)",Р-31,,roundabout,
243174037,primary,True,False,30.878,"LINESTRING (68.3687429 42.7770275, 68.3689353 42.7767884)",Р-31,,,
243174031,primary,True,False,30.208,"LINESTRING (68.3690874 42.7769282, 68.3687429 42.7770275)",,,,
217523767,primary,True,False,20.959000000000003,"LINESTRING (68.3690874 42.7769282, 68.3690125 42.7768979, 68.3689599 42.77685, 68.3689353 42.7767884)",Р-31,,roundabout,
217523767,primary,True,False,6.996,"LINESTRING (68.3691726 42.7769351, 68.3690874 42.7769282)",Р-31,,roundabout,
243174049,residential,False,True,266.906,"LINESTRING (68.3774562 42.7741319, 68.3772217 42.7743831, 68.3753098 42.7759397)",,ул.Кенжебек Момбеков,,
243174049,residential,False,False,86.847,"LINESTRING (68.3728397 42.7780263, 68.3735371 42.7774364)",,ул.Кенжебек Момбеков,,
1196059353,residential,False,True,195.664,"LINESTRING (68.3728397 42.7780263, 68.3709485 42.7769449)",,,,
243174049,residential,False,True,83.21,"LINESTRING (68.3728397 42.7780263, 68.3724465 42.7785302, 68.372304 42.7786612)",,ул.Кенжебек Момбеков,,
243174032,secondary_link,False,True,11.652,"LINESTRING (68.372304 42.7786612, 68.3722113 42.7787409)",,,,
678106356,primary,True,False,196.088,"LINESTRING (68.372304 42.7786612, 68.3741286 42.7798085)",P-31,проспект Жибек Жолы,,
243174049,residential,False,False,83.21,"LINESTRING (68.372304 42.7786612, 68.3724465 42.7785302, 68.3728397 42.7780263)",,ул.Кенжебек Момбеков,,
243174032,secondary_link,False,False,11.652,"LINESTRING (68.3722113 42.7787409, 68.372304 42.7786612)",,,,
678106345,primary,True,False,200.702,"LINESTRING (68.3722113 42.7787409, 68.370341 42.777569)",P-31,проспект Жибек Жолы,,
217523770,primary,True,False,260.277,"LINESTRING (68.3758318 42.7808794, 68.3782369 42.7824166)",P-31,проспект Жибек Жолы,,
243174050,residential,False,False,9.531,"LINESTRING (68.3758318 42.7808794, 68.3757568 42.7809451)",,ул.Саттар Ерубаев,,
243174050,residential,False,True,95.241,"LINESTRING (68.3758318 42.7808794, 68.3765024 42.7804876, 68.3767218 42.7805003, 68.3767896 42.7805435)",,ул.Саттар Ерубаев,,
243174050,residential,False,True,9.531,"LINESTRING (68.3757568 42.7809451, 68.3758318 42.7808794)",,ул.Саттар Ерубаев,,
"[678106345, 217523772, 678106349]",primary,True,False,217.74099999999999,"LINESTRING (68.3757568 42.7809451, 68.3752755 42.7806476, 68.374835 42.7803754, 68.373716 42.7796838)",P-31,проспект Жибек Жолы,,yes
243174033,residential,False,True,10.797,"LINESTRING (68.3782369 42.7824166, 68.3781495 42.7824895)",,улица Мухтар Ауэзов,,
217523772,primary,True,False,260.042,"LINESTRING (68.3781495 42.7824895, 68.3757568 42.7809451)",P-31,проспект Жибек Жолы,,
243174033,residential,False,False,10.797,"LINESTRING (68.3781495 42.7824895, 68.3782369 42.7824166)",,улица Мухтар Ауэзов,,
668944854,residential,False,True,169.26,"LINESTRING (68.3696634 42.782874, 68.3696473 42.7824173, 68.3708219 42.7817914)",,,,
668944856,residential,False,False,24.969,"LINESTRING (68.3708219 42.7817914, 68.3710332 42.7819538)",,,,
668944856,residential,False,True,167.116,"LINESTRING (68.3708219 42.7817914, 68.3694081 42.7807042)",,,,
668944854,residential,False,False,169.26,"LINESTRING (68.3708219 42.7817914, 68.3696473 42.7824173, 68.3696634 42.782874)",,,,
668944855,residential,False,True,223.364,"LINESTRING (68.3733272 42.7808582, 68.3710332 42.7819538)",,,,
668944855,residential,False,False,223.364,"LINESTRING (68.3710332 42.7819538, 68.3733272 42.7808582)",,,,
668944856,residential,False,False,54.304,"LINESTRING (68.3710332 42.7819538, 68.3714926 42.7823071)",,,,
668944856,residential,False,True,24.969,"LINESTRING (68.3710332 42.7819538, 68.3708219 42.7817914)",,,,
668944856,residential,False,True,54.304,"LINESTRING (68.3714926 42.7823071, 68.3710332 42.7819538)",,,,
138179659,residential,False,False,7.182,"LINESTRING (68.3694081 42.7807042, 68.3693306 42.7807348)",,,,
