osmid,oneway,highway,maxspeed,junction,reversed,length,geometry,name,lanes
226838012,True,tertiary,40,roundabout,False,86.43700000000001,"LINESTRING (52.8555871 43.3356098, 52.85547 43.3356566, 52.8553389 43.3356753, 52.8552062 43.3356643, 52.8550843 43.3356246, 52.8549847 43.3355598, 52.8549167 43.3354762, 52.8548869 43.3353815, 52.8548978 43.3352846)",,
232103688,True,tertiary,40,,False,356.729,"LINESTRING (52.8555871 43.3356098, 52.8551828 43.335838, 52.8550795 43.3359039, 52.8549281 43.3360276, 52.8548443 43.3361298, 52.854424 43.3367396, 52.8532837 43.3383024)",,
232103688,True,tertiary,40,,False,22.6,"LINESTRING (52.8532837 43.3383024, 52.8530835 43.3384442)",,
226833565,True,tertiary,40,,False,291.777,"LINESTRING (52.8532837 43.3383024, 52.8541896 43.3386248, 52.8550126 43.3389404, 52.8561637 43.3393817, 52.8564881 43.3395076)",Сатпаева,
183462047,False,tertiary,40,,False,18.722,"LINESTRING (52.8592067 43.3407326, 52.8593113 43.3405824)",,
226833564,True,tertiary,40,,False,34.826,"LINESTRING (52.8592067 43.3407326, 52.858824 43.340589)",Сатпаева,
183462047,False,tertiary,40,,True,128.9,"LINESTRING (52.8592067 43.3407326, 52.8589922 43.3410364, 52.858833 43.3412618, 52.8584863 43.3417529, 52.8584786 43.3417638)",,
183462047,False,tertiary,40,,True,18.722,"LINESTRING (52.8593113 43.3405824, 52.8592067 43.3407326)",,
226833564,True,tertiary,40,,False,140.883,"LINESTRING (52.858824 43.340589, 52.8572759 43.340008)",Сатпаева,
226833567,False,residential,,,False,18.498,"LINESTRING (52.858824 43.340589, 52.858926 43.3404401)",,
226833565,True,tertiary,40,,False,34.947,"LINESTRING (52.858926 43.3404401, 52.8593113 43.3405824)",Сатпаева,
226833567,False,residential,,,True,18.498,"LINESTRING (52.858926 43.3404401, 52.858824 43.340589)",,
226833567,False,residential,,,False,253.95499999999998,"LINESTRING (52.858926 43.3404401, 52.8591921 43.3400514, 52.8593371 43.3398396, 52.8595131 43.3395828, 52.8596003 43.3394554, 52.8602895 43.3384488, 52.8603258 43.3383957)",,
226833567,False,residential,,,True,55.454,"LINESTRING (52.8607772 43.3376836, 52.860486 43.3381351)",,
328760564,True,tertiary,40,,False,16.652,"LINESTRING (52.8531006 43.3382339, 52.8532837 43.3383024)",,
226833570,True,tertiary,40,,False,56.922000000000004,"LINESTRING (52.8531006 43.3382339, 52.8532469 43.3380961, 52.8534677 43.3377989)",,
226838012,True,tertiary,40,roundabout,False,60.759,"LINESTRING (52.8556188 43.3351274, 52.8557092 43.3352147, 52.8557534 43.3353191, 52.8557463 43.3354283, 52.8556885 43.3355292, 52.8555871 43.3356098)",,
226838013,True,tertiary,40,,False,132.394,"LINESTRING (52.8556188 43.3351274, 52.855785 43.3351998, 52.8559145 43.3352444, 52.8560278 43.3352714, 52.8562323 43.3352781, 52.8572081 43.3352628)",Коскулак,
746701972,False,tertiary_link,,,False,14.321,"LINESTRING (52.8572081 43.3352628, 52.8572014 43.3353915)",,
226838013,True,tertiary,40,,False,171.287,"LINESTRING (52.8572081 43.3352628, 52.8575595 43.3353437, 52.8591071 43.3359368)",Коскулак,
226838012,True,tertiary,40,roundabout,False,73.13000000000001,"LINESTRING (52.8548978 43.3352846, 52.8549579 43.3351841, 52.8550615 43.3351045, 52.8551962 43.3350553, 52.8553459 43.3350425, 52.8554926 43.3350675, 52.8556188 43.3351274)",,
328944785,False,residential,,,True,127.698,"LINESTRING (52.8496354 43.3336691, 52.8502553 43.3347253)",15-я улица,
