osmid,oneway,highway,junction,reversed,length,geometry,name
77705471,True,residential,roundabout,False,18.807,"LINESTRING (62.872268 53.373046, 62.872547 53.373016)",
77705408,True,residential,roundabout,False,34.509,"LINESTRING (62.8758985 53.3685565, 62.8759274 53.3684573, 62.8760454 53.3683831, 62.876224 53.36837)",
77705408,True,residential,roundabout,False,47.548,"LINESTRING (62.8763405 53.3688931, 62.8758985 53.3685565)",
77705424,False,residential,,True,460.85400000000004,"LINESTRING (62.8763405 53.3688931, 62.8747978 53.3709021, 62.8741787 53.3717082, 62.873447 53.372661)",
77705350,True,residential,,False,72.5,"LINESTRING (62.872547 53.373016, 62.873024 53.37289, 62.873447 53.372661)",
77705471,True,residential,roundabout,False,58.592999999999996,"LINESTRING (62.872547 53.373016, 62.872779 53.373096, 62.87302 53.373268, 62.873088 53.373405)",
77705469,True,residential,,False,85.841,"LINESTRING (62.867786 53.37239, 62.866554 53.372154)",микрорайон 1
77705510,False,residential,,False,8.477,"LINESTRING (62.867786 53.37239, 62.867828 53.372318)",
77705510,False,residential,,True,8.477,"LINESTRING (62.867828 53.372318, 62.867786 53.37239)",
77705388,True,residential,,False,307.359,"LINESTRING (62.867828 53.372318, 62.871387 53.373008, 62.871833 53.373062, 62.872268 53.373046)",микрорайон 1
77705469,True,residential,,False,309.122,"LINESTRING (62.872142 53.373332, 62.8720279 53.3732786, 62.871768 53.373157, 62.870555 53.3729233, 62.8697433 53.372767, 62.8688182 53.3725888, 62.867786 53.37239)",микрорайон 1
77705471,True,residential,roundabout,False,35.704,"LINESTRING (62.872142 53.373332, 62.872104 53.373241, 62.872131 53.373138, 62.872268 53.373046)",
77705458,False,residential,,False,8.582,"LINESTRING (62.866554 53.372154, 62.866596 53.372081)",
77705469,True,residential,,False,244.755,"LINESTRING (62.866554 53.372154, 62.8651591 53.3718888, 62.8646224 53.3717897, 62.862987 53.371608)",микрорайон 1
77705471,True,residential,roundabout,False,21.695,"LINESTRING (62.873088 53.373405, 62.873077 53.3736)",
77705388,True,residential,,False,85.875,"LINESTRING (62.866596 53.372081, 62.867828 53.372318)",микрорайон 1
77705458,False,residential,,True,8.582,"LINESTRING (62.866596 53.372081, 62.866554 53.372154)",
77705471,True,residential,roundabout,False,47.322,"LINESTRING (62.873077 53.3736, 62.872982 53.373714, 62.872821 53.373752, 62.872657 53.373744, 62.872531 53.373683)",
77705471,True,residential,roundabout,False,46.789,"LINESTRING (62.872531 53.373683, 62.872142 53.373332)",
77705388,True,residential,,False,245.835,"LINESTRING (62.8631327 53.3713082, 62.8639072 53.3715388, 62.8644784 53.3716802, 62.8648083 53.3717426, 62.866596 53.372081)",микрорайон 1
77705508,True,residential,roundabout,False,38.839999999999996,"LINESTRING (62.8631327 53.3713082, 62.8631905 53.3714317, 62.8631191 53.3715421, 62.862987 53.371608)",
77705370,True,residential,,False,86.215,"LINESTRING (62.873447 53.372661, 62.87323 53.373035, 62.873088 53.373405)",
77705424,False,residential,,False,460.85400000000004,"LINESTRING (62.873447 53.372661, 62.8741787 53.3717082, 62.8747978 53.3709021, 62.8763405 53.3688931)",
77705508,True,residential,roundabout,False,62.723,"LINESTRING (62.862987 53.371608, 62.8620598 53.3714977)",
