osmid,ref,highway,oneway,reversed,length,lanes,geometry,name
22723836,A-6,primary,False,True,48.868,,"LINESTRING (79.2267548 43.0228653, 79.2265324 43.0232736)",
210041821,A-6,primary,True,False,136.791,2,"LINESTRING (79.2267548 43.0228653, 79.226994 43.0223121, 79.2273131 43.0217054)",
22723159,KB-32,secondary,False,False,109.999,,"LINESTRING (79.2265324 43.0232736, 79.2252792 43.0229005)",Азимжанова ул.
22723836,A-6,primary,False,False,48.868,,"LINESTRING (79.2265324 43.0232736, 79.2267548 43.0228653)",
22723159,KB-32,secondary,False,False,151.638,,"LINESTRING (79.2242407 43.0226087, 79.2225187 43.0220845)",Азимжанова ул.
22723159,KB-32,secondary,False,True,90.443,,"LINESTRING (79.2242407 43.0226087, 79.2252792 43.0229005)",Азимжанова ул.
182432442,,residential,False,False,140.727,,"LINESTRING (79.2242407 43.0226087, 79.2235867 43.0237805)",Д. Конаев
182432442,,residential,False,True,186.004,,"LINESTRING (79.2242407 43.0226087, 79.2250977 43.0210577)",Д. Конаев
22723159,KB-32,secondary,False,True,145.187,,"LINESTRING (79.2170436 43.0204363, 79.2186953 43.0209329)",Азимжанова ул.
182432443,,residential,False,False,117.437,,"LINESTRING (79.2170436 43.0204363, 79.2175835 43.0194567)",Сейдахмет Коргасбайулы
22723159,KB-32,secondary,False,False,87.951,,"LINESTRING (79.2212924 43.0217137, 79.2202918 43.0214129)",Азимжанова ул.
22723159,KB-32,secondary,False,True,32.494,,"LINESTRING (79.2212924 43.0217137, 79.2216626 43.0218239)",Азимжанова ул.
182432437,,residential,False,True,413.627,,"LINESTRING (79.2212924 43.0217137, 79.2194997 43.025195)",Жаркынбасулы
22723159,KB-32,secondary,False,False,90.443,,"LINESTRING (79.2252792 43.0229005, 79.2242407 43.0226087)",Азимжанова ул.
22723159,KB-32,secondary,False,True,109.999,,"LINESTRING (79.2252792 43.0229005, 79.2265324 43.0232736)",Азимжанова ул.
182432430,,residential,False,False,182.447,,"LINESTRING (79.2252792 43.0229005, 79.2261203 43.0213793)",И. Бидайбекулы
182432430,,residential,False,True,414.84400000000005,,"LINESTRING (79.2252792 43.0229005, 79.2240651 43.02492, 79.2238499 43.0252756, 79.2236674 43.0255054, 79.2234093 43.0256313, 79.2231481 43.0257163, 79.2225964 43.0255549)",И. Бидайбекулы
182432442,,residential,False,False,379.52500000000003,,"LINESTRING (79.2268462 43.017893, 79.2266343 43.0182765, 79.2250977 43.0210577)",Д. Конаев
22723159,KB-32,secondary,False,False,32.494,,"LINESTRING (79.2216626 43.0218239, 79.2212924 43.0217137)",Азимжанова ул.
22723159,KB-32,secondary,False,True,75.387,,"LINESTRING (79.2216626 43.0218239, 79.2225187 43.0220845)",Азимжанова ул.
30169922,,residential,False,True,288.72,,"LINESTRING (79.2216626 43.0218239, 79.2220889 43.0211546, 79.2231619 43.0194701)",Б. Атыханулы
210041824,,unclassified,False,False,9.965,,"LINESTRING (79.2291356 43.0182408, 79.2292508 43.0182714)",
210041820,A-6,primary,True,False,7.734,2,"LINESTRING (79.2292508 43.0182714, 79.2292166 43.0183363)",
210041824,,unclassified,False,True,9.965,,"LINESTRING (79.2292508 43.0182714, 79.2291356 43.0182408)",
210041821,A-6,primary,True,False,116.587,2,"LINESTRING (79.2286208 43.0192194, 79.2291356 43.0182408)",
210041822,,unclassified,False,False,9.956,,"LINESTRING (79.2286208 43.0192194, 79.2287347 43.0192523)",
210041822,,unclassified,False,True,9.956,,"LINESTRING (79.2287347 43.0192523, 79.2286208 43.0192194)",
210041820,A-6,primary,True,False,433.64099999999996,2,"LINESTRING (79.2287347 43.0192523, 79.2271703 43.0223439, 79.2267548 43.0228653)",
22723159,KB-32,secondary,False,False,145.187,,"LINESTRING (79.2186953 43.0209329, 79.2170436 43.0204363)",Азимжанова ул.
22723159,KB-32,secondary,False,True,44.263,,"LINESTRING (79.2186953 43.0209329, 79.219203 43.0210767)",Азимжанова ул.
232361189,,unclassified,False,True,196.36599999999999,,"LINESTRING (79.2186953 43.0209329, 79.2183341 43.0215847, 79.2177078 43.0225437)",
22723159,KB-32,secondary,False,False,96.085,,"LINESTRING (79.2202918 43.0214129, 79.219203 43.0210767)",Азимжанова ул.
22723159,KB-32,secondary,False,True,87.951,,"LINESTRING (79.2202918 43.0214129, 79.2212924 43.0217137)",Азимжанова ул.
232361191,,unclassified,False,False,421.094,,"LINESTRING (79.2202918 43.0214129, 79.2197367 43.0221671, 79.219017 43.023154, 79.2180254 43.0248148)",Ш. Мыкитанулы
232361189,,unclassified,False,False,196.36599999999999,,"LINESTRING (79.2177078 43.0225437, 79.2183341 43.0215847, 79.2186953 43.0209329)",
232361189,,unclassified,False,True,246.16899999999998,,"LINESTRING (79.2177078 43.0225437, 79.2176867 43.0226788, 79.2177444 43.0227848, 79.2179619 43.0229118, 79.2180356 43.0230638, 79.217245 43.0245547)",
232361183,,residential,False,False,69.721,,"LINESTRING (79.217245 43.0245547, 79.2180254 43.0248148)",
232361189,,unclassified,False,False,246.169,,"LINESTRING (79.217245 43.0245547, 79.2180356 43.0230638, 79.2179619 43.0229118, 79.2177444 43.0227848, 79.2176867 43.0226788, 79.2177078 43.0225437)",
232361183,,residential,False,True,69.721,,"LINESTRING (79.2180254 43.0248148, 79.217245 43.0245547)",
232361191,,unclassified,False,False,48.773,,"LINESTRING (79.2180254 43.0248148, 79.217836 43.025231)",Ш. Мыкитанулы
232361191,,unclassified,False,True,421.094,,"LINESTRING (79.2180254 43.0248148, 79.219017 43.023154, 79.2197367 43.0221671, 79.2202918 43.0214129)",Ш. Мыкитанулы
232361191,,unclassified,False,True,48.773,,"LINESTRING (79.217836 43.025231, 79.2180254 43.0248148)",Ш. Мыкитанулы
232361188,,unclassified,False,False,57.812999999999995,,"LINESTRING (79.217836 43.025231, 79.2183131 43.02539, 79.2184972 43.0254134)",
232361188,,unclassified,False,False,74.468,,"LINESTRING (79.2184972 43.0254134, 79.2187164 43.0253491, 79.2189385 43.0253374, 79.2193746 43.0254378)",
232361188,,unclassified,False,True,57.812999999999995,,"LINESTRING (79.2184972 43.0254134, 79.2183131 43.02539, 79.217836 43.025231)",
182432437,,residential,False,False,28.85,,"LINESTRING (79.2193746 43.0254378, 79.2194997 43.025195)",Жаркынбасулы
232361188,,unclassified,False,True,74.468,,"LINESTRING (79.2193746 43.0254378, 79.2189385 43.0253374, 79.2187164 43.0253491, 79.2184972 43.0254134)",
235316960,,residential,False,True,54.602,,"LINESTRING (79.2177268 43.0178831, 79.2183482 43.0180694)",Мусырали
235316962,,living_street,False,False,97.555,,"LINESTRING (79.2177268 43.0178831, 79.2173223 43.0186112, 79.2172405 43.0186804)",Наурызбайулы Мырзагелди
182432443,,residential,False,True,166.317,,"LINESTRING (79.2183482 43.0180694, 79.2175835 43.0194567)",Сейдахмет Коргасбайулы
235316960,,residential,False,False,54.602,,"LINESTRING (79.2183482 43.0180694, 79.2177268 43.0178831)",Мусырали
235316960,,residential,False,True,196.427,,"LINESTRING (79.2183482 43.0180694, 79.2205975 43.0187144)",Мусырали
235316945,,living_street,False,False,119.698,,"LINESTRING (79.2172405 43.0186804, 79.216995 43.0190675, 79.2169761 43.0191934, 79.2170737 43.0192752, 79.2175835 43.0194567)",Наурызбайулы Мырзагелди
235316962,,living_street,False,True,97.555,,"LINESTRING (79.2172405 43.0186804, 79.2173223 43.0186112, 79.2177268 43.0178831)",Наурызбайулы Мырзагелди
235316960,,residential,False,False,196.427,,"LINESTRING (79.2205975 43.0187144, 79.2183482 43.0180694)",Мусырали
235316960,,residential,False,True,123.472,,"LINESTRING (79.2205975 43.0187144, 79.2220056 43.0191305)",Мусырали
682147094,,residential,False,True,76.651,,"LINESTRING (79.2205975 43.0187144, 79.2209391 43.0180719)",Либаев Мукасали
682147094,,residential,False,False,286.124,,"LINESTRING (79.2205975 43.0187144, 79.2201182 43.0195548, 79.2197911 43.0201244, 79.219203 43.0210767)",Либаев Мукасали
235316960,,residential,False,False,123.472,,"LINESTRING (79.2220056 43.0191305, 79.2205975 43.0187144)",Мусырали
235316960,,residential,False,True,101.305,,"LINESTRING (79.2220056 43.0191305, 79.2231619 43.0194701)",Мусырали
682147095,,residential,False,False,76.952,,"LINESTRING (79.2220056 43.0191305, 79.2221457 43.018809, 79.2223158 43.0184769)",Жаксылыкулы
182432443,,residential,False,False,166.317,,"LINESTRING (79.2175835 43.0194567, 79.2183482 43.0180694)",Сейдахмет Коргасбайулы
182432443,,residential,False,True,117.437,,"LINESTRING (79.2175835 43.0194567, 79.2170436 43.0204363)",Сейдахмет Коргасбайулы
235316945,,living_street,False,True,119.698,,"LINESTRING (79.2175835 43.0194567, 79.2170737 43.0192752, 79.2169761 43.0191934, 79.216995 43.0190675, 79.2172405 43.0186804)",Наурызбайулы Мырзагелди
235316960,,residential,False,False,101.305,,"LINESTRING (79.2231619 43.0194701, 79.2220056 43.0191305)",Мусырали
30169922,,residential,False,False,288.72,,"LINESTRING (79.2231619 43.0194701, 79.2220889 43.0211546, 79.2216626 43.0218239)",Б. Атыханулы
22723159,KB-32,secondary,False,False,75.387,,"LINESTRING (79.2225187 43.0220845, 79.2216626 43.0218239)",Азимжанова ул.
22723159,KB-32,secondary,False,True,151.638,,"LINESTRING (79.2225187 43.0220845, 79.2242407 43.0226087)",Азимжанова ул.
235316895,,residential,False,False,144.629,,"LINESTRING (79.2225187 43.0220845, 79.2219112 43.023307)",О. Жандосов
235316895,,residential,False,True,181.852,,"LINESTRING (79.2225187 43.0220845, 79.2233331 43.0205613)",О. Жандосов
235316895,,residential,False,True,144.629,,"LINESTRING (79.2219112 43.023307, 79.2225187 43.0220845)",О. Жандосов
235316903,,residential,False,True,146.027,,"LINESTRING (79.2219112 43.023307, 79.2235867 43.0237805)",
235316895,,residential,False,False,243.439,,"LINESTRING (79.2219112 43.023307, 79.2216985 43.0237077, 79.221181 43.0246824, 79.2208222 43.0253464)",О. Жандосов
