osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,width,bridge,junction
547968413,True,1,primary_link,50,False,24.634,"LINESTRING (13.6271625 47.715975, 13.6271892 47.7158963, 13.6272046 47.715794, 13.6272046 47.715756)",,,,
26442694,True,,primary_link,,False,14.418,"LINESTRING (13.6272046 47.715756, 13.6272838 47.7157146, 13.6273606 47.71568)",,,,
547968413,True,1,primary_link,50,False,27.838,"LINESTRING (13.6272046 47.715756, 13.6271806 47.7156484, 13.6271313 47.7155108)",,,,
25672177,False,,tertiary,50,False,25.461,"LINESTRING (13.6271313 47.7155108, 13.6273606 47.71568)",Gassnerweg,,,
40741091,False,,tertiary,50,False,77.323,"LINESTRING (13.6271313 47.7155108, 13.6268935 47.7153306, 13.6265873 47.7150878, 13.6264783 47.7149733)",Gassnerweg,,,
"[27516413, 450128301]",True,,"['residential', 'tertiary']",30,False,210.21,"LINESTRING (13.6225737 47.7131562, 13.6227231 47.7129677, 13.6227902 47.712852, 13.622843 47.7126996, 13.6228796 47.7125938, 13.6229802 47.712391, 13.623251 47.7120925, 13.6233142 47.7120311, 13.6233832 47.7119611, 13.6234438 47.7119017, 13.6237633 47.71159, 13.6238203 47.7115328, 13.6238859 47.7115449)","['Bahnhofstraße', 'Kaiser-Franz-Josef-Straße']",4,,
131492687,True,,tertiary,30,False,83.547,"LINESTRING (13.6225737 47.7131562, 13.6224716 47.7131342, 13.6223599 47.7131218, 13.6221768 47.7131209, 13.621995 47.7131168, 13.6218254 47.7131058, 13.6216572 47.7130911, 13.6214685 47.7130701)",Kreuzplatz,,,
4613186,True,1,tertiary,30,False,18.848,"LINESTRING (13.6202637 47.7130733, 13.6203755 47.7129874, 13.6204131 47.7129382)",Salzburger Straße,,,
513573267,False,2,tertiary,50,False,41.062,"LINESTRING (13.6202637 47.7130733, 13.6201777 47.7130916, 13.6200647 47.7131102, 13.6198126 47.7131347, 13.6197279 47.7131497)",Salzburger Straße,,,
26438855,True,1,tertiary,30,False,285.54,"LINESTRING (13.6177015 47.7093482, 13.6176745 47.7093811, 13.61765 47.7094319, 13.617587 47.7096313, 13.617469 47.710107, 13.6174502 47.7101779, 13.617369 47.7105388, 13.6173436 47.7106284, 13.6173288 47.7106805, 13.6172691 47.7108939, 13.6172269 47.7110324, 13.6172054 47.7111078, 13.6171712 47.7112237, 13.6171122 47.7114529, 13.6170888 47.7115675, 13.6170874 47.7116005, 13.6170894 47.7116275, 13.6171136 47.711679, 13.6171498 47.7117322, 13.6172068 47.7117832, 13.6172805 47.7118345)",Tänzlgasse,3.5,,
"[980041994, 40741092, 978396109]",True,2,tertiary,30,False,257.073,"LINESTRING (13.6205165 47.7125729, 13.6205511 47.712426, 13.6206229 47.7121549, 13.6207073 47.7118359, 13.6207704 47.7115683, 13.6208609 47.7112333, 13.6208741 47.7111843, 13.6208904 47.7111025, 13.620905 47.7110399, 13.6209626 47.7107922, 13.6209684 47.7107666, 13.6210264 47.7106264, 13.6212048 47.7103727, 13.6212414 47.7103248)",Wirerstraße,,,
449759940,False,,tertiary,30,False,9.999,"LINESTRING (13.6212414 47.7103248, 13.6212194 47.7102361)",Wirerstraße,,,
702396742,False,,tertiary,30,False,9.349,"LINESTRING (13.6212582 47.7096435, 13.6212664 47.7095596)",Grazer Straße,,,
145556683,True,,residential,30,False,129.184,"LINESTRING (13.6212582 47.7096435, 13.6215281 47.709669, 13.621824 47.7096836, 13.6218436 47.7096846, 13.6224033 47.7097043, 13.6229797 47.7097245)",Franz-Lehar-Kai,4,,
"[448734075, 122897995, 980155293, 25632318]",False,,tertiary,30,True,66.281,"LINESTRING (13.6212582 47.7096435, 13.6212534 47.7096815, 13.6212529 47.7096943, 13.6211945 47.7101411, 13.6211979 47.7101674, 13.6212194 47.7102361)",Kaiserin-Elisabeth-Brücke,,yes,
122896765,False,,residential,30,True,165.567,"LINESTRING (13.6214102 47.7092601, 13.6213499 47.7092307, 13.6212411 47.7092108, 13.6210366 47.7091937, 13.6203036 47.7091718, 13.619915 47.7091653, 13.6195131 47.7091621, 13.6192181 47.7091682)",Traunkai,3,,
702396742,False,,tertiary,30,True,35.601,"LINESTRING (13.6214102 47.7092601, 13.6213658 47.7092946, 13.6213277 47.709352, 13.6213044 47.7094249, 13.6212664 47.7095596)",Grazer Straße,,,
980155280,False,2,tertiary,30,False,70.22200000000001,"LINESTRING (13.6214102 47.7092601, 13.6214913 47.7092349, 13.6217578 47.7091999, 13.6219945 47.7091579, 13.6221727 47.7091337, 13.6223229 47.7091228)",Grazer Straße,,,
4613185,False,2,tertiary,30,False,56.08,"LINESTRING (13.6223229 47.7091228, 13.6224969 47.7091326, 13.622634 47.7091404, 13.6227865 47.7091484, 13.6229088 47.7091458, 13.6230676 47.7091243)",Grazer Straße,,,
"[29193392, 122751018, 977630211]",False,,residential,30,"[False, True]",294.329,"LINESTRING (13.6223229 47.7091228, 13.6223199 47.7090885, 13.6223034 47.708898, 13.6221708 47.708668, 13.6221198 47.7086014, 13.6218587 47.7083766, 13.6218392 47.7082286, 13.6217998 47.7081941, 13.6217747 47.7081917, 13.6216685 47.7082066, 13.6216098 47.7082102, 13.6215397 47.7082086, 13.6212815 47.7081842, 13.6209612 47.7081488, 13.6207719 47.7081368, 13.6206086 47.7081347, 13.620489 47.7081368, 13.6204501 47.7081319, 13.6204333 47.7081098, 13.6204568 47.7079555, 13.6205027 47.7076249, 13.6205257 47.7074305)",Siriuskoglgasse,,yes,
980155280,False,2,tertiary,30,True,70.222,"LINESTRING (13.6223229 47.7091228, 13.6221727 47.7091337, 13.6219945 47.7091579, 13.6217578 47.7091999, 13.6214913 47.7092349, 13.6214102 47.7092601)",Grazer Straße,,,
4613185,False,2,tertiary,30,False,25.937,"LINESTRING (13.6244116 47.7077834, 13.6246372 47.7076063)",Grazer Straße,,,
4613185,False,2,tertiary,30,True,164.91299999999998,"LINESTRING (13.6244116 47.7077834, 13.624264 47.7078986, 13.624171 47.7079777, 13.6240988 47.7080567, 13.6240586 47.7081085, 13.6240296 47.7081721, 13.624008 47.7082328, 13.6239956 47.7083035, 13.6240001 47.7083974, 13.6240169 47.7085091, 13.6240252 47.7086229, 13.6240134 47.7086847, 13.6239751 47.708756, 13.6238971 47.7088364, 13.6238039 47.708902, 13.6236951 47.7089642, 13.6235861 47.7090119, 13.623519 47.7090339)",Grazer Straße,,,
28721368,False,,residential,30,False,38.37,"LINESTRING (13.6244116 47.7077834, 13.6243763 47.7077552, 13.624338 47.7076767, 13.6243598 47.7074516)",Doktor-Mayer-Straße,4,,
26442218,False,,residential,30,False,73.25099999999999,"LINESTRING (13.6191279 47.7134562, 13.619096 47.7134352, 13.6190511 47.7134151, 13.6189981 47.7134088, 13.6187352 47.7134415, 13.6185954 47.7134649, 13.6184093 47.7135028, 13.6181979 47.7135458)",Leitenbergerstraße,3,,
513573267,False,2,tertiary,50,True,20.888,"LINESTRING (13.6191279 47.7134562, 13.6192013 47.7134154, 13.6193456 47.7133386)",Salzburger Straße,,,
979750224,False,2,tertiary,50,False,69.699,"LINESTRING (13.6191279 47.7134562, 13.618817 47.7136192, 13.6187235 47.7136663, 13.6186417 47.7137087, 13.6185348 47.7137497, 13.6183522 47.7137945)",Salzburger Straße,,,
"[979750225, 74819497]",True,,residential,30,False,89.044,"LINESTRING (13.6193456 47.7133386, 13.6192536 47.7132989, 13.6190571 47.7132849, 13.6188272 47.7132528, 13.6182726 47.7131473, 13.618215 47.7131181)",Stiegengasse,,,
513573267,False,2,tertiary,50,False,20.888,"LINESTRING (13.6193456 47.7133386, 13.6192013 47.7134154, 13.6191279 47.7134562)",Salzburger Straße,,,
513573267,False,2,tertiary,50,True,35.542,"LINESTRING (13.6193456 47.7133386, 13.6194807 47.7132677, 13.6196403 47.7131839, 13.6197279 47.7131497)",Salzburger Straße,,,
513573267,False,2,tertiary,50,False,35.542,"LINESTRING (13.6197279 47.7131497, 13.6196403 47.7131839, 13.6194807 47.7132677, 13.6193456 47.7133386)",Salzburger Straße,,,
513573267,False,2,tertiary,50,True,41.062,"LINESTRING (13.6197279 47.7131497, 13.6198126 47.7131347, 13.6200647 47.7131102, 13.6201777 47.7130916, 13.6202637 47.7130733)",Salzburger Straße,,,
"[980155292, 26438870, 1106606855]",False,,residential,30,False,178.267,"LINESTRING (13.617329 47.7081978, 13.6177672 47.7084159, 13.618149 47.7086295, 13.618431 47.7087961, 13.6186323 47.7089148, 13.6189297 47.7090625, 13.6192181 47.7091682)",Traunkai,3,,
122896765,False,,residential,30,False,165.567,"LINESTRING (13.6192181 47.7091682, 13.6195131 47.7091621, 13.619915 47.7091653, 13.6203036 47.7091718, 13.6210366 47.7091937, 13.6212411 47.7092108, 13.6213499 47.7092307, 13.6214102 47.7092601)",Traunkai,3,,
"[386187672, 60753723]",False,,residential,30,False,162.051,"LINESTRING (13.6192181 47.7091682, 13.6193046 47.7092064, 13.6200828 47.7094683, 13.6201557 47.7094743, 13.6202753 47.7094806, 13.6206888 47.7095002, 13.6212664 47.7095596)",Griesgasse,,,
"[980155292, 26438870, 1106606855]",False,,residential,30,True,178.267,"LINESTRING (13.6192181 47.7091682, 13.6189297 47.7090625, 13.6186323 47.7089148, 13.618431 47.7087961, 13.618149 47.7086295, 13.6177672 47.7084159, 13.617329 47.7081978)",Traunkai,3,,
26438858,False,,tertiary,30,True,39.382,"LINESTRING (13.6232473 47.7103248, 13.6231865 47.7105807, 13.6231202 47.7106646)",Auböckplatz,,,
28424316,True,,residential,30,False,62.69,"LINESTRING (13.6232473 47.7103248, 13.6235248 47.710339, 13.6240842 47.7103482)",Adalbert-Stifter-Kai,3,,
228760402,True,,residential,30,False,35.286,"LINESTRING (13.6231202 47.7106646, 13.62357 47.71076)",Auböckplatz,,,
26438858,False,,tertiary,30,False,39.382,"LINESTRING (13.6231202 47.7106646, 13.6231865 47.7105807, 13.6232473 47.7103248)",Auböckplatz,,,
