osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,bridge,lanes,tunnel
29512657,False,Alois-Gerstl-Weg,residential,True,51.687,"LINESTRING (15.8859061 46.9504913, 15.8858791 46.9504383, 15.8858105 46.9503135, 15.8856749 46.9500541)",,,,,,
721310639,False,Schillerstraße,secondary,False,124.52799999999999,"LINESTRING (15.8859061 46.9504913, 15.8852655 46.9506406, 15.8848805 46.9507677, 15.8848023 46.9507928, 15.8847456 46.9508127, 15.8844044 46.9509357)",L201,AT:urban,,,,
721310639,False,Schillerstraße,secondary,True,37.694,"LINESTRING (15.8859061 46.9504913, 15.8863472 46.9504015, 15.8863815 46.9503934)",L201,AT:urban,,,,
1119483489,False,Gnaser Straße,secondary,False,88.827,"LINESTRING (15.8824312 46.9536448, 15.8826785 46.9536541, 15.882905 46.9536556, 15.8830574 46.9536587, 15.8833444 46.9536696, 15.8834624 46.9536696, 15.8835667 46.9536744, 15.8835999 46.9536783)",,,,,,
133621332,False,Grazer Straße,tertiary,True,63.105999999999995,"LINESTRING (15.8837963 46.9537069, 15.8842901 46.9536855, 15.8844315 46.9536845, 15.884546 46.9536706, 15.8846237 46.9536611)",,,,,,
662180642,True,,secondary,False,15.998999999999999,"LINESTRING (15.8837963 46.9537069, 15.8837914 46.9537303, 15.8837756 46.9537513, 15.8837504 46.9537676, 15.8837189 46.9537773, 15.8836844 46.9537794, 15.883648 46.9537728)",,,roundabout,,,
16775086,False,Ottokar-Kernstock-Straße,tertiary,True,130.31,"LINESTRING (15.884822 46.952403, 15.8849923 46.9525907, 15.8850205 46.9526216, 15.8852523 46.9528758, 15.8852914 46.9529186, 15.8855025 46.9531497, 15.8855571 46.9532355, 15.8856732 46.953418)",,,,,,
"[26219003, 26218844]",False,"['Klostergasse', 'Ringstraße']",residential,True,191.84099999999995,"LINESTRING (15.884822 46.952403, 15.8847954 46.952411, 15.8845214 46.952508, 15.8840043 46.952691, 15.8839684 46.952736, 15.8839551 46.9527493, 15.8839393 46.952765, 15.8840676 46.9529436, 15.8842338 46.9531591, 15.8843656 46.9533196, 15.8845182 46.9535267, 15.8846237 46.9536611)",,,,,,
186606306,False,Ottokar-Kernstock-Straße,tertiary,False,80.399,"LINESTRING (15.884822 46.952403, 15.8847837 46.9523445, 15.8844126 46.9518327, 15.8843555 46.9517539)",,30,,,,
26218867,False,Bismarckstraße,tertiary,True,152.40500000000003,"LINESTRING (15.8876916 46.9515465, 15.8876753 46.9514568, 15.8876472 46.9513016, 15.8875408 46.9507141, 15.8875309 46.950648, 15.8875125 46.9505256, 15.8874722 46.9502568, 15.8874614 46.950185)",,,,,,
56027047,False,Ringstraße,residential,True,56.32599999999999,"LINESTRING (15.8876916 46.9515465, 15.8875476 46.9515705, 15.8873299 46.9516353, 15.8870048 46.9517349)",,,,,,
235295405,False,Bismarckstraße,tertiary,False,118.793,"LINESTRING (15.8876916 46.9515465, 15.8877027 46.9516226, 15.8877668 46.9520639, 15.887786 46.9521959, 15.8878289 46.9524654, 15.8878284 46.9525225, 15.8878249 46.9525418, 15.8878127 46.9526094)",,,,,,
