osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge,tunnel,access
4373149,True,L567,Ascheter Straße,secondary,50,False,29.651000000000003,"LINESTRING (14.0269064 48.1522846, 14.0267319 48.1522538, 14.0265212 48.1522135)",,,,,
743142823,True,L567,,secondary,,False,11.069999999999999,"LINESTRING (14.0269064 48.1522846, 14.0268995 48.1522602, 14.0269025 48.1522353, 14.0269152 48.1522119, 14.0269367 48.1521916)",roundabout,,,,
23602001,False,,Rainerstraße,living_street,20,False,161.982,"LINESTRING (14.0238904 48.1597987, 14.0239069 48.1598649, 14.0238766 48.1599158, 14.0234641 48.1603339, 14.0230596 48.1607439, 14.0228256 48.1609811, 14.0227787 48.1610318)",,,,,
108625928,False,,Kaiser-Josef-Platz,living_street,20,True,27.798000000000002,"LINESTRING (14.0238904 48.1597987, 14.0239808 48.1598317, 14.0242207 48.1599168)",,,,,
165929217,False,,Kaiser-Josef-Platz,tertiary,30,True,140.634,"LINESTRING (14.0238904 48.1597987, 14.023754 48.1597419, 14.0235277 48.1596475, 14.0231458 48.1594889, 14.0228009 48.1593457, 14.0223652 48.1591624, 14.0222844 48.1591265)",,,,,
4373227,True,,Karl-Loy-Straße,residential,30,False,145.46900000000002,"LINESTRING (14.0222844 48.1591265, 14.0221931 48.1592139, 14.0220494 48.1593409, 14.021143 48.160142, 14.0211079 48.1601731)",,,,,
165929216,True,,Kaiser-Josef-Platz,tertiary,30,False,84.579,"LINESTRING (14.0222844 48.1591265, 14.0222014 48.1591248, 14.0215618 48.1588977, 14.0212771 48.1587829)",,,,,
165929217,False,,Kaiser-Josef-Platz,tertiary,30,False,140.634,"LINESTRING (14.0222844 48.1591265, 14.0223652 48.1591624, 14.0228009 48.1593457, 14.0231458 48.1594889, 14.0235277 48.1596475, 14.023754 48.1597419, 14.0238904 48.1597987)",,,,,
"[217460952, 217460954, 179193094, 217460951]",True,B1,Eisenhowerstraße,primary,50,False,119.52,"LINESTRING (14.0202899 48.1610027, 14.019811 48.1607946, 14.0196436 48.1607242, 14.0193749 48.1606112, 14.0193201 48.1605882, 14.0192563 48.1605623, 14.0191265 48.160509, 14.0189282 48.1604281)",,"['4', '3']",,,
"[192916890, 217460948, 192916892]",False,L567,Dr.-Koss-Straße,primary,50,True,120.84200000000001,"LINESTRING (14.0189282 48.1604281, 14.0189879 48.1603515, 14.0191786 48.1601063, 14.0193932 48.1598242, 14.019537 48.1596366, 14.0196762 48.1594627)",,"['2', '4']",,,
"[192916893, 186822982]",False,B1,Salzburger Straße,primary,50,True,89.40899999999999,"LINESTRING (14.0189282 48.1604281, 14.0188142 48.1603823, 14.0184899 48.1602574, 14.017883 48.1600276)",,3,,,
4373224,False,L567,Pollheimerstraße,primary,50,True,55.065,"LINESTRING (14.0217066 48.1572514, 14.0217777 48.1571832, 14.0220119 48.1569641, 14.0221359 48.1568474)",,3,,,
4390420,False,,Ringstraße,secondary,50,False,29.616999999999997,"LINESTRING (14.0217066 48.1572514, 14.0217962 48.1573067, 14.0219998 48.1574322)",,3,,,
"[203968732, 865358151]",False,,Maria-Theresia-Straße,secondary,50,True,107.28999999999999,"LINESTRING (14.0217066 48.1572514, 14.021587 48.1571964, 14.0211806 48.1570101, 14.020516 48.1567035)",,3,,,
23602919,True,,Pollheimerstraße,secondary,50,False,65.806,"LINESTRING (14.0221359 48.1568474, 14.0219998 48.1574322)",,1,,,
4373224,False,L567,Pollheimerstraße,primary,50,False,55.065000000000005,"LINESTRING (14.0221359 48.1568474, 14.0220119 48.1569641, 14.0217777 48.1571832, 14.0217066 48.1572514)",,3,,,
217460988,False,L567,Pollheimerstraße,primary,50,False,98.493,"LINESTRING (14.0221359 48.1568474, 14.0222033 48.1566075, 14.0222402 48.1564762, 14.0223472 48.1560256, 14.0223579 48.1559742)",,,,,
