osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,access,bridge
511322587,L33,Kreuzner Straße(Feistritz/Dr.),secondary,False,True,121.38899999999998,"LINESTRING (13.6653253 46.7000968, 13.6651425 46.7000243, 13.6650516 46.6999994, 13.6649557 46.6999816, 13.6647995 46.69997, 13.6646935 46.69997, 13.6645556 46.6999714, 13.6644347 46.6999654, 13.6643475 46.6999552, 13.6642721 46.6999414, 13.6640847 46.6998973, 13.6639398 46.6998476, 13.6638214 46.6998038)",,,,
878600304,L33,Kreuzner Straße(Feistritz/Dr.),secondary,False,False,31.487999999999996,"LINESTRING (13.6653253 46.7000968, 13.6654722 46.7001887, 13.6655253 46.7002177, 13.6655867 46.7002542, 13.6656332 46.7002853)",,,,
878600308,L42,Villacher Straße(Feistritz/Dr),secondary,False,False,36.071,"LINESTRING (13.6656332 46.7002853, 13.665375 46.7005571)",50,,,
878600304,L33,Kreuzner Straße(Feistritz/Dr.),secondary,False,True,31.488000000000003,"LINESTRING (13.6656332 46.7002853, 13.6655867 46.7002542, 13.6655253 46.7002177, 13.6654722 46.7001887, 13.6653253 46.7000968)",,,,
878600308,L42,Villacher Straße(Feistritz/Dr),secondary,False,True,36.071,"LINESTRING (13.665375 46.7005571, 13.6656332 46.7002853)",50,,,
58899026,L42,Villacher Straße(Feistritz/Dr),secondary,False,False,97.90599999999999,"LINESTRING (13.665375 46.7005571, 13.6653426 46.7005862, 13.6651244 46.7007711, 13.6649349 46.7009173, 13.6647659 46.7010378, 13.6646104 46.7011169, 13.6644717 46.701173)",50,,,
"[878600309, 878600303]",,Pobersacher Straße,residential,False,False,88.938,"LINESTRING (13.665375 46.7005571, 13.6654714 46.7005889, 13.6656176 46.7005853, 13.6659168 46.7006581, 13.6664884 46.7007727)",,,,
35765058,L39,Bahnhofstraße (Feistritz/Drau),secondary,False,False,104.213,"LINESTRING (13.6629479 46.7021458, 13.6629769 46.7021626, 13.6630251 46.702196, 13.6631116 46.7022755, 13.6632187 46.702396, 13.6632696 46.7024532, 13.6633417 46.7025562, 13.6633949 46.7026443, 13.6634717 46.7027874, 13.6635673 46.7029708)",50,,,
35765101,L42,Villacher Straße(Feistritz/Dr),secondary,False,True,74.13,"LINESTRING (13.6629479 46.7021458, 13.66286 46.7022355, 13.6625387 46.7025701, 13.6624445 46.702612, 13.6623311 46.7026345)",,,,
58899025,L42,Villacher Straße(Feistritz/Dr),secondary,False,True,54.982,"LINESTRING (13.6629479 46.7021458, 13.6630079 46.7020341, 13.6630221 46.7020129, 13.6630869 46.7019207, 13.6631269 46.7018347, 13.6631587 46.7017764, 13.6632249 46.7016904)",50,,,
25036035,L39,,primary_link,False,False,167.893,"LINESTRING (13.6640776 46.7061433, 13.6640264 46.7060881, 13.6638468 46.7058841, 13.663617 46.7056522, 13.6634307 46.7055035, 13.6632127 46.7053634, 13.6629581 46.7052601, 13.6627305 46.7052244, 13.6624946 46.7052314)",100,,,
25036050,,,primary_link,True,False,160.675,"LINESTRING (13.6640776 46.7061433, 13.6638461 46.7060284, 13.6635525 46.7058274, 13.6632229 46.7056295, 13.6630132 46.7055614, 13.6628388 46.7055434, 13.6626548 46.7055547, 13.6624493 46.7056112, 13.6622983 46.7056317)",,,,
704302818,L39,Auf der Görz,tertiary,False,False,10.469,"LINESTRING (13.6640776 46.7061433, 13.6641077 46.7061673, 13.6641639 46.7062165)",100,,,
35765058,L39,Bahnhofstraße (Feistritz/Drau),secondary,False,True,183.225,"LINESTRING (13.6661981 46.7054482, 13.6660233 46.7053881, 13.6654201 46.7050882, 13.6650463 46.7048233, 13.6647737 46.7045865, 13.6646353 46.7044535, 13.6645399 46.7043708, 13.6644818 46.7043212)",50,,,
58992432,L39,Auf der Görz,tertiary,False,True,195.456,"LINESTRING (13.6661981 46.7054482, 13.6662219 46.7057519, 13.6662095 46.705949, 13.6661092 46.7060719, 13.6655035 46.7063486, 13.6651506 46.7064642, 13.6648953 46.7065228, 13.6646575 46.7065091)",50,,,
704302819,L39,Bahnhofstraße (Feistritz/Drau),secondary,False,False,76.967,"LINESTRING (13.6661981 46.7054482, 13.6666964 46.7055844, 13.6670931 46.705761)",50,,,
25036035,L39,,primary_link,False,False,87.031,"LINESTRING (13.6624946 46.7052314, 13.6623056 46.7052513, 13.6620218 46.7053137, 13.6617537 46.7053919, 13.6615769 46.7054672, 13.6614649 46.7055383)",100,,,
25036035,L39,,primary_link,False,True,167.89299999999997,"LINESTRING (13.6624946 46.7052314, 13.6627305 46.7052244, 13.6629581 46.7052601, 13.6632127 46.7053634, 13.6634307 46.7055035, 13.663617 46.7056522, 13.6638468 46.7058841, 13.6640264 46.7060881, 13.6640776 46.7061433)",100,,,
30364049,,Oberdorfweg,residential,False,True,212.457,"LINESTRING (13.6624946 46.7052314, 13.6625641 46.7051847, 13.6628193 46.7051509, 13.6630392 46.705151, 13.6631918 46.7051197, 13.6632655 46.7050749, 13.6633542 46.7049436, 13.6634046 46.7047691, 13.6634061 46.7046463, 13.6633693 46.7045334, 13.6628277 46.7040347, 13.6627146 46.7039002)",,,,
478712302,B100,,primary,False,False,34.503,"LINESTRING (13.6619214 46.7058034, 13.6622983 46.7056317)",100,2,,
478712301,B100,,primary,False,True,197.779,"LINESTRING (13.6619214 46.7058034, 13.6614371 46.7060514, 13.6613093 46.7061179, 13.6598868 46.7069062)",,2,,
25036035,L39,,primary_link,False,True,87.031,"LINESTRING (13.6614649 46.7055383, 13.6615769 46.7054672, 13.6617537 46.7053919, 13.6620218 46.7053137, 13.6623056 46.7052513, 13.6624946 46.7052314)",100,,,
175449618,,,primary_link,True,False,59.036,"LINESTRING (13.6614649 46.7055383, 13.6614449 46.705669, 13.6615048 46.7057606, 13.661629 46.7058088, 13.6617395 46.7058147, 13.6619214 46.7058034)",100,,,
35765101,L42,Villacher Straße(Feistritz/Dr),secondary,False,False,65.31400000000001,"LINESTRING (13.6566447 46.7034696, 13.6569361 46.7034171, 13.6571897 46.7034003, 13.6574895 46.7034139)",,,,
30365290,,Fliederweg,residential,False,False,139.53400000000002,"LINESTRING (13.6590169 46.7034879, 13.6590696 46.7036236, 13.659083 46.7036433, 13.6591021 46.7036592, 13.659132 46.7036682, 13.6591789 46.7036695, 13.6592534 46.7036553, 13.6595044 46.7035875, 13.6597432 46.7035585, 13.6599088 46.7035528, 13.6600756 46.703564, 13.6602457 46.7035804, 13.6604006 46.7035992, 13.6606318 46.7036092)",,,,
35765101,L42,Villacher Straße(Feistritz/Dr),secondary,False,False,131.556,"LINESTRING (13.6590169 46.7034879, 13.6592883 46.7034462, 13.6595202 46.7033769, 13.6596738 46.7033205, 13.6597584 46.7032782, 13.6599541 46.7031778, 13.6601376 46.7030757, 13.6603143 46.7030129, 13.6605452 46.7029813)",,,,
35765101,L42,Villacher Straße(Feistritz/Dr),secondary,False,True,117.73499999999999,"LINESTRING (13.6590169 46.7034879, 13.6587914 46.7035177, 13.6584574 46.7035144, 13.6580432 46.703489, 13.6574895 46.7034139)",,,,
30365055,,Hammerweg,residential,False,True,106.579,"LINESTRING (13.6617653 46.7027346, 13.6615597 46.7026691, 13.6612449 46.7025146, 13.6606821 46.7022863, 13.660586 46.7022263)",,,,
