osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
146856868,Dr. Mitterbauer-Straße,residential,False,True,11.595,"LINESTRING (13.8181391 47.9831279, 13.8182621 47.9830639)",,,
146856868,Dr. Mitterbauer-Straße,residential,False,False,55.761,"LINESTRING (13.8181391 47.9831279, 13.8178938 47.9832572, 13.8177019 47.9833302, 13.8175014 47.9833844)",,,
146856879,Kreuzbergstraße,tertiary,False,True,63.549,"LINESTRING (13.8208448 47.9815914, 13.820005 47.9814883)",L1308,,
146856868,Dr. Mitterbauer-Straße,residential,False,False,115.37700000000001,"LINESTRING (13.8208448 47.9815914, 13.8208273 47.9816192, 13.8207974 47.9816425, 13.8205593 47.9817191, 13.8204614 47.9817605, 13.8203458 47.9818286, 13.8201855 47.9819317, 13.8198668 47.9821367, 13.8196775 47.9822569)",,,
1013349137,Dr. Mitterbauer-Straße,tertiary,False,True,109.923,"LINESTRING (13.8208448 47.9815914, 13.8209827 47.9816167, 13.8211497 47.9816501, 13.8212879 47.9816743, 13.821706 47.9817408, 13.8222397 47.9817916, 13.8222872 47.9817958)",L1308,,
146856879,Kreuzbergstraße,tertiary,False,False,136.938,"LINESTRING (13.81832 47.9811154, 13.8184152 47.981207, 13.8185706 47.9813019, 13.8188033 47.9813493, 13.820005 47.9814883)",L1308,,
"[186797258, 1013349138, 93339329]",Gmundener Straße,primary,False,True,283.638,"LINESTRING (13.81832 47.9811154, 13.8185628 47.9809987, 13.8188323 47.9808567, 13.8191423 47.9806673, 13.819304 47.9805591, 13.8195483 47.9803758, 13.8198424 47.9801163, 13.8198844 47.9800635, 13.8201601 47.9797163, 13.820397 47.9793152, 13.8204869 47.9790917)",B144,"['70', '50']",
259881373,Gmundener Straße,tertiary,False,True,19.119,"LINESTRING (13.8231068 47.9796888, 13.8232192 47.9798434)",,,
146856873,Dr. Wimberger-Straße,residential,True,False,71.117,"LINESTRING (13.8231068 47.9796888, 13.8231705 47.979681, 13.823255 47.9796859, 13.8233565 47.9797068, 13.8236725 47.9797828, 13.8238284 47.9798105, 13.8239823 47.9798327, 13.8240267 47.9798383)",,,
259881373,Gmundener Straße,tertiary,False,False,79.589,"LINESTRING (13.8231068 47.9796888, 13.8228954 47.9794724, 13.8226962 47.9793138, 13.8224375 47.9791335)",,,
