osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction,bridge,access,tunnel
"[82574281, 665404973, 82574285]",,Braunauer Straße,tertiary,30,False,True,78.887,"LINESTRING (13.4842127 48.2062727, 13.4839448 48.2062265, 13.4836536 48.2061576, 13.483303 48.2060804, 13.4831986 48.2060583)",2,,,yes,,
29754606,,Bahnhofstraße,tertiary,30,True,False,32.299,"LINESTRING (13.4871603 48.2082072, 13.4872016 48.2081672, 13.4874018 48.2079654)",,,,,,
"[361194416, 148470209]",,Roßmarkt,residential,30,True,False,42.917,"LINESTRING (13.48897 48.2109325, 13.489019 48.2109605, 13.4891807 48.2110498, 13.4892707 48.2110996, 13.4894225 48.2111731)",,,,,,
598619793,,Bayrhammergasse,tertiary,30,False,False,10.525,"LINESTRING (13.4859154 48.210078, 13.4859402 48.2099848)",1,,,,,
"[29754752, 29754609, 30599828]",,"['Bayrhammergasse', 'Friedrich-Thurner-Straße']",tertiary,"['30', '50']",False,True,271.168,"LINESTRING (13.4859154 48.210078, 13.4858713 48.2101479, 13.4858184 48.2102145, 13.4855456 48.2105462, 13.485533 48.210562, 13.4852289 48.2109294, 13.4849359 48.2112918, 13.4848648 48.2113798, 13.4846563 48.211639, 13.4846134 48.2116725, 13.4844719 48.2117422, 13.4843871 48.2117809, 13.4840139 48.2119536, 13.4838495 48.2120299)",2,,,yes,,
29754877,B143,,primary,50,True,False,9.985,"LINESTRING (13.4822365 48.2126136, 13.48228 48.2126064, 13.4823254 48.2126034, 13.4823697 48.2126043)",1,4.5,roundabout,,,
339604476,,Brucknerstraße,tertiary,,True,False,35.261,"LINESTRING (13.4822365 48.2126136, 13.4822296 48.2124987, 13.4822399 48.2122967)",1,5,,,,
523397460,L509a,Weberzeile,secondary,50,False,False,45.557,"LINESTRING (13.4844867 48.2054114, 13.4845933 48.2058149)",2,,,,,
29754946,,Claudistraße,residential,50,False,False,159.34799999999998,"LINESTRING (13.4844867 48.2054114, 13.4845452 48.2054055, 13.4852924 48.2053442, 13.485522 48.2053207, 13.4864363 48.2052246, 13.4866165 48.2052202)",,,,,,
144382337,L509a,Frankenburger Straße,secondary,50,False,True,114.57,"LINESTRING (13.4844867 48.2054114, 13.4844471 48.2053013, 13.4843756 48.2051958, 13.4841409 48.2049093, 13.4837571 48.2045091)",2,,,,,
29754843,,Dr.-Thomas-Senn-Straße,residential,30,False,True,243.289,"LINESTRING (13.4902351 48.2061326, 13.4901523 48.2061884, 13.4899964 48.206357, 13.4897584 48.2065939, 13.4896736 48.2066795, 13.4894033 48.2069521, 13.4890049 48.2073607, 13.4889411 48.2074211, 13.4888724 48.207486, 13.4885154 48.2078548, 13.4884234 48.2079551)",,,,,,
"[664846676, 31265263]",,Parkgasse,residential,,False,"[False, True]",116.15100000000001,"LINESTRING (13.4902351 48.2061326, 13.4896889 48.2058568, 13.4894226 48.2057037, 13.4891807 48.2055647, 13.4890591 48.2054498)",2,,,,,
1017806886,,Dr.-Thomas-Senn-Straße,residential,,False,False,109.274,"LINESTRING (13.4902351 48.2061326, 13.490653 48.2059599, 13.4910575 48.2057522, 13.491228 48.2056799, 13.4912993 48.2056648, 13.4913686 48.2056615, 13.4914943 48.2056651)",2,,,,,
29754610,,Weberzeile,tertiary,30,False,False,42.312,"LINESTRING (13.4857901 48.2078942, 13.4856457 48.2078458, 13.4853881 48.2077514, 13.4853673 48.2077438, 13.48529 48.207711)",2,,,,,
29757608,,Rainerstraße,tertiary,30,True,False,107.574,"LINESTRING (13.4857901 48.2078942, 13.4859619 48.2079319, 13.4866284 48.2080552, 13.48679 48.2080963, 13.4870495 48.2081776, 13.4871603 48.2082072)",,,,,,
148470203,,Hauptplatz,residential,30,True,False,130.303,"LINESTRING (13.4871737 48.209492, 13.4875998 48.2096679, 13.4879092 48.2097791, 13.4881857 48.2098578, 13.4883111 48.2098902, 13.4884753 48.2099291, 13.488649 48.2099762, 13.4887442 48.2100112)",,,,,,
710691936,,Stelzhamerplatz,residential,30,False,True,54.038000000000004,"LINESTRING (13.4871737 48.209492, 13.4871774 48.209431, 13.4871739 48.2094005, 13.4871595 48.209354, 13.4873318 48.2090267)",,,,,,
29754481,,Griesgasse,residential,30,False,False,206.279,"LINESTRING (13.4841576 48.2077459, 13.4840812 48.207587, 13.4840578 48.2075272, 13.484039 48.2074679, 13.4839933 48.2072751, 13.4839482 48.2070924, 13.483878 48.206844, 13.4838389 48.2067356, 13.48378 48.2066486, 13.4836966 48.20654, 13.4836296 48.2064765, 13.483508 48.2063726, 13.4834259 48.2063098, 13.4832886 48.206222, 13.4832443 48.2061936, 13.4832139 48.2061651, 13.4832038 48.2061445, 13.4831955 48.2061055, 13.4831954 48.2060777, 13.4831986 48.2060583)",,,,,,
29754481,,Griesgasse,residential,30,False,True,90.339,"LINESTRING (13.4841576 48.2077459, 13.4844332 48.2081633, 13.4846162 48.2084479, 13.4846405 48.2084918)",,,,,,
"[1134462360, 30602378, 30602379, 30602380]",,Dr.-Franz-Berger-Gasse,residential,30,False,False,70.674,"LINESTRING (13.4841576 48.2077459, 13.4842027 48.2077372, 13.4843562 48.2077043, 13.4844057 48.2076921, 13.4848395 48.2075861, 13.4848876 48.2075744, 13.4849663 48.2075597, 13.4850576 48.2075364)",,,,yes,,
29754481,,Griesgasse,residential,30,False,False,11.308,"LINESTRING (13.4846868 48.2085887, 13.4846405 48.2084918)",,,,,,
"[29754461, 1163348055]",,Ufergasse,residential,30,False,"[False, True]",144.55900000000003,"LINESTRING (13.4846868 48.2085887, 13.4846795 48.208679, 13.4846358 48.2091829, 13.4845942 48.2095666, 13.4845925 48.2097607, 13.4845234 48.2097875, 13.4844208 48.2098125)",,,,,,
"[30602381, 30602382, 29754871]",,Neurieder Gasse,residential,,False,True,97.37699999999998,"LINESTRING (13.4846868 48.2085887, 13.4848448 48.2085928, 13.4850397 48.2086332, 13.4852135 48.2086701, 13.4853061 48.2086826, 13.4853939 48.2086862, 13.4854809 48.2086792, 13.4856048 48.2086652, 13.4859735 48.2086246)",,,,yes,,
29754978,,Lubergasse,residential,,False,False,90.005,"LINESTRING (13.4833153 48.2088665, 13.4834361 48.2088592, 13.483531 48.2088448, 13.4837557 48.2087727, 13.4844097 48.2085327)",,,,,,
29754978,,Lubergasse,residential,,False,True,85.233,"LINESTRING (13.4833153 48.2088665, 13.4832049 48.2088569, 13.4828149 48.2088425, 13.4823913 48.2088344, 13.4822611 48.2088367, 13.4821705 48.208854)",,,,,,
148441862,,Wildfellnerstraße,residential,,False,True,67.459,"LINESTRING (13.4833153 48.2088665, 13.4833214 48.208932, 13.4833507 48.2089866, 13.4837671 48.209382)",,,,,,
29754500,,Kirchenplatz,residential,30,False,False,50.282,"LINESTRING (13.4887918 48.208918, 13.4885777 48.2093471)",,,,,,
29754554,,Schwanthalergasse,residential,30,True,False,98.375,"LINESTRING (13.4887918 48.208918, 13.4883854 48.208775, 13.487873 48.20858, 13.4877116 48.2085189, 13.4876298 48.2084904)",,,,,,
148441701,,Brucknerstraße,tertiary,50,False,False,159.028,"LINESTRING (13.4822399 48.2122967, 13.4821977 48.2120329, 13.4821581 48.2117644, 13.4820083 48.2108749)",,,,,,
339604477,,Brucknerstraße,tertiary,,True,False,35.61000000000001,"LINESTRING (13.4822399 48.2122967, 13.4823095 48.2124419, 13.4823217 48.2124942, 13.4823449 48.2125608, 13.4823697 48.2126043)",1,3,,,,
"[29754308, 1029149022]",,Grethgasse,residential,,False,False,69.91199999999999,"LINESTRING (13.48933 48.211994, 13.4894105 48.2119156, 13.4897332 48.2115934, 13.4897993 48.2115365, 13.4898685 48.2114781)",,,,,,
"[141507192, 141507191]",,Mühlbachgasse,residential,,False,True,11.004999999999999,"LINESTRING (13.48933 48.211994, 13.4892898 48.2119862, 13.4891872 48.2119668)",,,,yes,,
29754410,,Grenzgasse,residential,30,False,False,31.632,"LINESTRING (13.4865722 48.2061016, 13.4866087 48.2061071, 13.4869517 48.20623)",,,,,,
29754410,,Grenzgasse,residential,30,False,False,17.667,"LINESTRING (13.4869517 48.20623, 13.4871588 48.2063087)",,,,,,
29754410,,Grenzgasse,residential,30,False,True,31.632,"LINESTRING (13.4869517 48.20623, 13.4866087 48.2061071, 13.4865722 48.2061016)",,,,,,
29754860,,Franz-Hönig-Straße,residential,30,False,False,111.39800000000001,"LINESTRING (13.4869517 48.20623, 13.4869728 48.2061903, 13.4870424 48.2059116, 13.4870845 48.205235)",,,,,,
29754410,,Grenzgasse,residential,30,False,True,76.932,"LINESTRING (13.4881272 48.206558, 13.4871588 48.2063087)",,,,,,
"[664846674, 1023966869]",,Bahnhofstraße,tertiary,30,True,False,144.385,"LINESTRING (13.4881272 48.206558, 13.4885194 48.2059535, 13.4888439 48.2054615, 13.4888746 48.2053611)",,,,,,
144382337,L509a,Frankenburger Straße,secondary,50,False,False,114.57000000000001,"LINESTRING (13.4837571 48.2045091, 13.4841409 48.2049093, 13.4843756 48.2051958, 13.4844471 48.2053013, 13.4844867 48.2054114)",2,,,,,
664839836,,Dr.-Dorfwirth-Straße,residential,30,True,False,14.543,"LINESTRING (13.4837571 48.2045091, 13.4838097 48.2044865, 13.4839274 48.2044443)",,,,,,
29754463,,Wilhelm-Traeger-Straße,residential,,False,False,159.01999999999998,"LINESTRING (13.4817042 48.209634, 13.4818036 48.20962, 13.4819742 48.2096069, 13.4821228 48.2095953, 13.4823427 48.2095608, 13.4825231 48.2095504, 13.4830096 48.2095458, 13.4833547 48.2095481, 13.4834168 48.2095361, 13.4837671 48.209382)",,,,,,
148441701,,Brucknerstraße,tertiary,50,False,True,139.827,"LINESTRING (13.4817042 48.209634, 13.4817204 48.2097, 13.4817904 48.2099861, 13.4818695 48.2102786, 13.4819805 48.2107238, 13.4820083 48.2108749)",,,,,,
148441862,,Wildfellnerstraße,residential,,False,True,56.705,"LINESTRING (13.4837671 48.209382, 13.4841735 48.2098141)",,,,,,
29754463,,Wilhelm-Traeger-Straße,residential,,False,True,159.01999999999998,"LINESTRING (13.4837671 48.209382, 13.4834168 48.2095361, 13.4833547 48.2095481, 13.4830096 48.2095458, 13.4825231 48.2095504, 13.4823427 48.2095608, 13.4821228 48.2095953, 13.4819742 48.2096069, 13.4818036 48.20962, 13.4817042 48.209634)",,,,,,
148441862,,Wildfellnerstraße,residential,,False,False,67.459,"LINESTRING (13.4837671 48.209382, 13.4833507 48.2089866, 13.4833214 48.208932, 13.4833153 48.2088665)",,,,,,
29754755,,Schönauerweg,residential,30,False,True,276.261,"LINESTRING (13.4937932 48.2055549, 13.4937217 48.2055604, 13.4936093 48.2055995, 13.4930448 48.2058325, 13.4926655 48.2060148, 13.4924283 48.2061476, 13.4922713 48.2062638, 13.4921804 48.2063591, 13.4918992 48.2067258, 13.4917034 48.2070138, 13.4915662 48.2072374, 13.491505 48.2073233, 13.4914523 48.2073687)",,,,,,
29754834,,Ahornweg,residential,30,False,True,361.73300000000006,"LINESTRING (13.4937932 48.2055549, 13.4937769 48.2056102, 13.4937513 48.2056669, 13.4932199 48.2062799, 13.4929927 48.2065901, 13.4928653 48.2067839, 13.4927482 48.2070153, 13.4926148 48.207365, 13.4924801 48.2077005, 13.4924735 48.2077704, 13.4924925 48.2078525, 13.4925587 48.2080006, 13.4926653 48.2082253, 13.492757 48.2083812, 13.492833 48.2084671, 13.4929165 48.2085001, 13.4929815 48.2085135)",,,,,,
148441747,,Hans-Winter-Weg,residential,30,False,True,64.078,"LINESTRING (13.4937932 48.2055549, 13.4938475 48.2055616, 13.4938824 48.2055696, 13.4942237 48.2056889, 13.4944236 48.2057524, 13.4945777 48.205793)",,,,,,
743124614,,Alte Hohenzeller Straße,residential,30,False,True,8.544,"LINESTRING (13.4931218 48.2091908, 13.4931388 48.2092668)",,,,,,
29754836,,,residential,30,True,False,137.92700000000002,"LINESTRING (13.4931218 48.2091908, 13.4943128 48.20907, 13.4944167 48.2090794, 13.4948376 48.209168, 13.4948697 48.2091748, 13.4949428 48.2091902)",,,,,,
743124614,,Alte Hohenzeller Straße,residential,30,False,False,76.05,"LINESTRING (13.4931218 48.2091908, 13.4930923 48.2090876, 13.4930774 48.2090033, 13.493053 48.208865, 13.4930273 48.2087265, 13.493008 48.2086415, 13.4929815 48.2085135)",,,,,,
29754829,,Alte Hohenzeller Straße,residential,30,False,False,63.108,"LINESTRING (13.4929815 48.2085135, 13.493112 48.2084569, 13.493171 48.2084458, 13.4932514 48.2084413, 13.4936276 48.208431, 13.4937215 48.2084252, 13.493804 48.2084185)",,,,,,
29754834,,Ahornweg,residential,30,False,False,361.73299999999995,"LINESTRING (13.4929815 48.2085135, 13.4929165 48.2085001, 13.492833 48.2084671, 13.492757 48.2083812, 13.4926653 48.2082253, 13.4925587 48.2080006, 13.4924925 48.2078525, 13.4924735 48.2077704, 13.4924801 48.2077005, 13.4926148 48.207365, 13.4927482 48.2070153, 13.4928653 48.2067839, 13.4929927 48.2065901, 13.4932199 48.2062799, 13.4937513 48.2056669, 13.4937769 48.2056102, 13.4937932 48.2055549)",,,,,,
743124614,,Alte Hohenzeller Straße,residential,30,False,True,76.05,"LINESTRING (13.4929815 48.2085135, 13.493008 48.2086415, 13.4930273 48.2087265, 13.493053 48.208865, 13.4930774 48.2090033, 13.4930923 48.2090876, 13.4931218 48.2091908)",,,,,,
"[148470212, 148470214]",,Am Kellerbräuberg,residential,,False,"[False, True]",136.636,"LINESTRING (13.4904507 48.2106111, 13.4904984 48.210644, 13.4907631 48.2108267, 13.4910001 48.2109825, 13.4907576 48.2111734, 13.4906664 48.2112771, 13.490653 48.2113208, 13.4906607 48.2113685, 13.4907757 48.2115242, 13.4907851 48.2115519, 13.4907851 48.2115943)",,,,,destination,
"[744103969, 1029149020]",,Hochfeld,residential,,False,False,35.458,"LINESTRING (13.4904507 48.2106111, 13.490346 48.2105528, 13.4903203 48.2105417, 13.4900395 48.2104519)",,,,,,
"[1041975817, 148458164]",,Kellergasse,residential,30,True,False,136.197,"LINESTRING (13.4904507 48.2106111, 13.4905388 48.2105238, 13.4906045 48.210438, 13.4906246 48.210367, 13.4906857 48.2101506, 13.4908553 48.2097656, 13.4909351 48.2094403)",,,,,yes,
"[29754475, 247752278, 247752282, 1029149019, 517978941]",,Schönauerweg,residential,30,False,False,59.92,"LINESTRING (13.4907241 48.2075084, 13.4908257 48.2075196, 13.4908317 48.2075203, 13.4909814 48.2075399, 13.4910505 48.2075332, 13.491072 48.2075301, 13.4911333 48.2075187, 13.491304 48.2074504, 13.4914523 48.2073687)",,,,yes,,
29754478,B143,Peter-Rosegger-Straße,primary,50,False,False,212.79899999999998,"LINESTRING (13.4907241 48.2075084, 13.4907518 48.2074452, 13.4909866 48.2069083, 13.4910077 48.20686, 13.4910713 48.2067118, 13.491286 48.2062113, 13.4913472 48.2060686, 13.4914391 48.2058109, 13.4914943 48.2056651)",2,,,,,
"[580233498, 29754533]",B143,Peter-Rosegger-Straße,primary,50,False,True,136.823,"LINESTRING (13.4907241 48.2075084, 13.4906864 48.2075978, 13.4905514 48.2079274, 13.4903484 48.2083971, 13.4902892 48.208535, 13.4902594 48.2086156, 13.4902231 48.2086926)",2,,,,,
29754755,,Schönauerweg,residential,30,False,False,276.261,"LINESTRING (13.4914523 48.2073687, 13.491505 48.2073233, 13.4915662 48.2072374, 13.4917034 48.2070138, 13.4918992 48.2067258, 13.4921804 48.2063591, 13.4922713 48.2062638, 13.4924283 48.2061476, 13.4926655 48.2060148, 13.4930448 48.2058325, 13.4936093 48.2055995, 13.4937217 48.2055604, 13.4937932 48.2055549)",,,,,,
"[29754475, 247752278, 247752282, 1029149019, 517978941]",,Schönauerweg,residential,30,False,True,59.92,"LINESTRING (13.4914523 48.2073687, 13.491304 48.2074504, 13.4911333 48.2075187, 13.491072 48.2075301, 13.4910505 48.2075332, 13.4909814 48.2075399, 13.4908317 48.2075203, 13.4908257 48.2075196, 13.4907241 48.2075084)",,,,yes,,
29754478,B143,Peter-Rosegger-Straße,primary,50,False,False,162.245,"LINESTRING (13.4914943 48.2056651, 13.4915197 48.2056016, 13.491721 48.2050512, 13.4918179 48.2047978, 13.4919048 48.2045383, 13.4919302 48.2044075, 13.4919385 48.20424)",2,,,,,
29754478,B143,Peter-Rosegger-Straße,primary,50,False,True,212.799,"LINESTRING (13.4914943 48.2056651, 13.4914391 48.2058109, 13.4913472 48.2060686, 13.491286 48.2062113, 13.4910713 48.2067118, 13.4910077 48.20686, 13.4909866 48.2069083, 13.4907518 48.2074452, 13.4907241 48.2075084)",2,,,,,
1017806886,,Dr.-Thomas-Senn-Straße,residential,,False,True,109.274,"LINESTRING (13.4914943 48.2056651, 13.4913686 48.2056615, 13.4912993 48.2056648, 13.491228 48.2056799, 13.4910575 48.2057522, 13.490653 48.2059599, 13.4902351 48.2061326)",2,,,,,
29754938,,Konrad-Meindl-Straße,residential,30,False,True,212.829,"LINESTRING (13.4919385 48.20424, 13.4890689 48.2043156)",,,,,,
29754478,B143,Peter-Rosegger-Straße,primary,50,False,True,162.24499999999998,"LINESTRING (13.4919385 48.20424, 13.4919302 48.2044075, 13.4919048 48.2045383, 13.4918179 48.2047978, 13.491721 48.2050512, 13.4915197 48.2056016, 13.4914943 48.2056651)",2,,,,,
29754481,,Griesgasse,residential,30,False,True,11.308,"LINESTRING (13.4846405 48.2084918, 13.4846868 48.2085887)",,,,,,
29754481,,Griesgasse,residential,30,False,False,90.339,"LINESTRING (13.4846405 48.2084918, 13.4846162 48.2084479, 13.4844332 48.2081633, 13.4841576 48.2077459)",,,,,,
29754978,,Lubergasse,residential,,False,True,17.797,"LINESTRING (13.4846405 48.2084918, 13.484543 48.2085005, 13.4844097 48.2085327)",,,,,,
29754485,,Bayrhammergasse,tertiary,30,True,False,109.852,"LINESTRING (13.4867293 48.2091383, 13.4867817 48.2090705, 13.4868169 48.209008, 13.4868638 48.2088441, 13.4869442 48.2084963, 13.4869677 48.2084297, 13.4869938 48.2083832, 13.4870314 48.2083405, 13.4871603 48.2082072)",,,,,,
29755259,,Hoher Markt,residential,30,True,False,85.718,"LINESTRING (13.4867293 48.2091383, 13.4866511 48.2091117, 13.4863305 48.2090206, 13.4862281 48.2089816, 13.4861503 48.2089311, 13.4861027 48.2088734, 13.4859735 48.2086246)",,,,,,
148429822,,Oberachgasse,residential,AT:urban,False,False,9.961,"LINESTRING (13.4869177 48.2120036, 13.4870314 48.2120514)",,,,,,
"[148441784, 148441785, 29754917, 598619792]",B143,"['Schärdinger Straße', 'Johann-Georg-Hartwagner-Straße']",primary,50,False,True,102.36800000000002,"LINESTRING (13.4869177 48.2120036, 13.4870012 48.2119105, 13.4871239 48.2117456, 13.4872288 48.2116234, 13.4872379 48.211613, 13.4873827 48.2114576, 13.4875379 48.2113086, 13.4875644 48.2112851, 13.4876114 48.2112432, 13.4876429 48.2112228)",2,,,yes,,
1025302466,B143,Schärdinger Straße,primary,50,False,False,123.82800000000002,"LINESTRING (13.4869177 48.2120036, 13.486775 48.2121371, 13.4865844 48.2122849, 13.4863782 48.2124393, 13.4862131 48.2125467, 13.4858642 48.2127134, 13.4857322 48.2127766)",2,,,,,
148429822,,Oberachgasse,residential,AT:urban,False,True,9.961,"LINESTRING (13.4870314 48.2120514, 13.4869177 48.2120036)",,,,,,
148429822,,Oberachgasse,residential,AT:urban,False,False,96.824,"LINESTRING (13.4870314 48.2120514, 13.4871896 48.2124402, 13.487256 48.212564, 13.4873237 48.2126694, 13.4874056 48.2127449, 13.4875336 48.2128412)",,,,,,
"[279463032, 279463030, 279463031]",,Brauhausgasse,residential,,False,False,22.968,"LINESTRING (13.4870314 48.2120514, 13.4871051 48.2120706, 13.4872466 48.2121024, 13.4873268 48.2121121)",,,,yes,,
148429822,,Oberachgasse,residential,AT:urban,False,True,96.824,"LINESTRING (13.4875336 48.2128412, 13.4874056 48.2127449, 13.4873237 48.2126694, 13.487256 48.212564, 13.4871896 48.2124402, 13.4870314 48.2120514)",,,,,,
29754496,,Bahnhofstraße,tertiary,30,True,False,140.649,"LINESTRING (13.4875485 48.2077605, 13.4876303 48.2075877, 13.4877802 48.2071706, 13.4878857 48.2069844, 13.4881272 48.206558)",,,,,,
"[1017806883, 29754844]",,"['Promenade', 'Wohlmayrgasse']",tertiary,30,True,False,69.304,"LINESTRING (13.4875485 48.2077605, 13.4876419 48.2077658, 13.4880856 48.2078318, 13.4882174 48.2078678, 13.4882719 48.2078867, 13.4883049 48.2079016, 13.4884234 48.2079551)",,,,,,
29754938,,Konrad-Meindl-Straße,residential,30,False,False,212.829,"LINESTRING (13.4890689 48.2043156, 13.4919385 48.20424)",,,,,,
31264942,,Bahnhofstraße,tertiary,50,False,True,93.46100000000001,"LINESTRING (13.4890689 48.2043156, 13.4890728 48.2043529, 13.4890873 48.2044924, 13.4890973 48.2046576, 13.4890948 48.2047813, 13.4890946 48.2047932, 13.4890841 48.2048972, 13.4889907 48.2051477)",2,,,,,
29754500,,Kirchenplatz,residential,30,False,True,50.282,"LINESTRING (13.4885777 48.2093471, 13.4887918 48.208918)",,,,,,
29754550,,Kirchenplatz,residential,30,True,False,56.40599999999999,"LINESTRING (13.4885777 48.2093471, 13.4886548 48.2093623, 13.4888311 48.2093967, 13.4890048 48.2094378, 13.4892844 48.2095312)",,,,,,
148441773,,Rabenberger Weg,residential,30,False,False,138.538,"LINESTRING (13.4939284 48.212876, 13.4932652 48.2125176, 13.4926283 48.2121764, 13.4925905 48.2121596, 13.4925215 48.212142, 13.4924431 48.2121341)",,,,,,
31025266,L513,Riedauer Straße,secondary,50,False,False,26.262,"LINESTRING (13.4924431 48.2121341, 13.4924246 48.2121998, 13.4924166 48.2122538, 13.4924186 48.2123026, 13.4924253 48.2123687)",,,,,,
148441773,,Rabenberger Weg,residential,30,False,True,138.538,"LINESTRING (13.4924431 48.2121341, 13.4925215 48.212142, 13.4925905 48.2121596, 13.4926283 48.2121764, 13.4932652 48.2125176, 13.4939284 48.212876)",,,,,,
1025302456,L513,Riedauer Straße,secondary,50,False,True,32.908,"LINESTRING (13.4924431 48.2121341, 13.4925571 48.2118868, 13.4925735 48.2118512)",3,,,,,
710691936,,Stelzhamerplatz,residential,30,False,False,63.623,"LINESTRING (13.4876298 48.2084904, 13.4875331 48.2086409, 13.4873318 48.2090267)",,,,,,
29754555,,Kirchengasse,residential,30,True,False,98.982,"LINESTRING (13.4873318 48.2090267, 13.4877127 48.2091277, 13.488109 48.2092327, 13.4884952 48.2093306, 13.4885777 48.2093471)",,,,,,
710691936,,Stelzhamerplatz,residential,30,False,False,54.038,"LINESTRING (13.4873318 48.2090267, 13.4871595 48.209354, 13.4871739 48.2094005, 13.4871774 48.209431, 13.4871737 48.209492)",,,,,,
710691936,,Stelzhamerplatz,residential,30,False,True,63.623,"LINESTRING (13.4873318 48.2090267, 13.4875331 48.2086409, 13.4876298 48.2084904)",,,,,,
29754606,,Bahnhofstraße,tertiary,30,True,False,25.244,"LINESTRING (13.4874018 48.2079654, 13.4875485 48.2077605)",,,,,,
"[29754521, 29754526]",,Stelzhamerplatz,residential,30,True,False,78.49600000000001,"LINESTRING (13.4874018 48.2079654, 13.4874844 48.2080216, 13.4878569 48.2082216, 13.4876298 48.2084904)",,,,,,
"[523307864, 29754563, 411029783]",,Eislaufgasse,residential,30,False,False,170.725,"LINESTRING (13.4874018 48.2079654, 13.4871943 48.2079015, 13.4867924 48.2078273, 13.4863923 48.2077611, 13.4855941 48.2076126, 13.4854731 48.2075904, 13.485418 48.2075817, 13.4853787 48.2076407, 13.4853581 48.2076603, 13.4853164 48.2076876, 13.48529 48.207711)",1,,,,,building_passage
29754543,,Promenade,tertiary,30,True,False,156.67899999999997,"LINESTRING (13.4884234 48.2079551, 13.4886596 48.2080647, 13.488853 48.2081484, 13.4889745 48.2082009, 13.4894276 48.2083882, 13.4897043 48.2085013, 13.4898702 48.2085691, 13.4900655 48.2086409, 13.4901858 48.2086793, 13.4902231 48.2086926)",,,,,,
