osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction
"[628987787, 303118293]",2,B15,Hoferstraße,primary,50,False,False,118.927,"LINESTRING (16.5966887 47.969439, 16.5957722 47.9687758, 16.595618 47.9686458)",
"[324817692, 1209464773]",2,B15,Hoferstraße,primary,50,False,True,42.891,"LINESTRING (16.5966887 47.969439, 16.5968686 47.9695939, 16.5970503 47.9697392)",
"[5117467, 455332621, 455328383]",2,B15,Hauptstraße,primary,50,False,False,170.98899999999998,"LINESTRING (16.6004986 47.9726936, 16.6004346 47.972619, 16.6002843 47.9724387, 16.6002587 47.97241, 16.6000996 47.9722316, 16.599961 47.9720763, 16.5992379 47.9714106)",
5117467,2,B15,Hauptstraße,primary,50,False,True,59.961,"LINESTRING (16.6004986 47.9726936, 16.6005946 47.972795, 16.6007058 47.9728921, 16.6008484 47.9729935, 16.6010356 47.973089)",
"[30322394, 83505471]",,,Mühlgasse,residential,,False,True,114.095,"LINESTRING (16.6004986 47.9726936, 16.6006738 47.972609, 16.6008419 47.9725759, 16.6013227 47.9725489, 16.6016305 47.9724813, 16.6017246 47.9724535, 16.6018117 47.9724128, 16.601915 47.9723646)",
81030494,,,Hintausstraße,residential,40,False,False,127.099,"LINESTRING (16.5987384 47.9731445, 16.5988577 47.9732793, 16.5991175 47.9734785, 16.5999136 47.9739654)",
81030494,,,Hintausstraße,residential,40,False,True,176.683,"LINESTRING (16.5987384 47.9731445, 16.5986652 47.9730555, 16.5984071 47.9726148, 16.5980476 47.9722198, 16.5976763 47.9717836, 16.5976732 47.97178, 16.5976398 47.9717407)",
98515705,,,Bachgasse,residential,30,False,False,85.846,"LINESTRING (16.5987384 47.9731445, 16.5981583 47.9732865, 16.5976556 47.9734101)",
81035366,,,Am Teich,residential,,False,False,49.285000000000004,"LINESTRING (16.5920147 47.9729784, 16.5919638 47.9730594, 16.5917578 47.9733869)",
324817693,2,L161,Halterzeile,secondary,50,False,True,145.937,"LINESTRING (16.5920147 47.9729784, 16.59302 47.9729143, 16.5932219 47.972895, 16.5934237 47.9728748, 16.5936148 47.9728488, 16.5938073 47.972816, 16.5939491 47.9727856)",
628987780,2,L161,Halterzeile,secondary,50,False,False,155.06900000000002,"LINESTRING (16.5920147 47.9729784, 16.59112 47.9730465, 16.5905913 47.9730838, 16.5899417 47.9731121)",
324817696,,B15,Hauptstraße,primary,50,True,False,18.132,"LINESTRING (16.5992379 47.9714106, 16.5991609 47.9713741, 16.5990391 47.9713164)",
"[5117467, 455332621, 455328383]",2,B15,Hauptstraße,primary,50,False,True,170.98900000000003,"LINESTRING (16.5992379 47.9714106, 16.599961 47.9720763, 16.6000996 47.9722316, 16.6002587 47.97241, 16.6002843 47.9724387, 16.6004346 47.972619, 16.6004986 47.9726936)",
628987782,2,L161,Halterzeile,secondary,50,False,False,55.095,"LINESTRING (16.5983 47.9715168, 16.5976398 47.9717407)",
37846868,,,Halterzeile,residential,,False,False,71.6,"LINESTRING (16.5983 47.9715168, 16.5982316 47.9714028, 16.5981744 47.9714072, 16.5981189 47.9714176, 16.5974953 47.9715685)",
628987783,2,L161,Halterzeile,secondary,50,False,True,37.437,"LINESTRING (16.5983 47.9715168, 16.5985779 47.9714274, 16.5987452 47.9713609)",
98515679,,,Halterzeile,residential,,False,True,21.963,"LINESTRING (16.5974953 47.9715685, 16.5976398 47.9717407)",
37846868,,,Halterzeile,residential,,False,False,147.631,"LINESTRING (16.5974953 47.9715685, 16.5969709 47.9716834, 16.5967517 47.9717368, 16.5956466 47.9720466)",
37846868,,,Halterzeile,residential,,False,True,71.6,"LINESTRING (16.5974953 47.9715685, 16.5981189 47.9714176, 16.5981744 47.9714072, 16.5982316 47.9714028, 16.5983 47.9715168)",
105578274,,,Siedlergasse,residential,30,False,False,27.315,"LINESTRING (16.5956466 47.9720466, 16.5958008 47.9722695)",
37846868,,,Halterzeile,residential,,False,False,152.348,"LINESTRING (16.5956466 47.9720466, 16.5948795 47.9722935, 16.5947507 47.9723465, 16.5945663 47.9724291, 16.5941573 47.9725507, 16.5940494 47.9726032, 16.5940265 47.9726589, 16.5940611 47.9727601)",
37846868,,,Halterzeile,residential,,False,True,147.631,"LINESTRING (16.5956466 47.9720466, 16.5967517 47.9717368, 16.5969709 47.9716834, 16.5974953 47.9715685)",
98515705,,,Bachgasse,residential,30,False,False,74.338,"LINESTRING (16.5976556 47.9734101, 16.5970355 47.9735587, 16.5967233 47.9736488)",
98515705,,,Bachgasse,residential,30,False,True,85.846,"LINESTRING (16.5976556 47.9734101, 16.5981583 47.9732865, 16.5987384 47.9731445)",
98515720,,,Gartengasse,residential,,False,True,155.928,"LINESTRING (16.5976556 47.9734101, 16.598326 47.9743336, 16.5986807 47.9746245)",
81030495,,,Wählamtgasse,residential,30,False,False,80.202,"LINESTRING (16.5962524 47.9759188, 16.5962827 47.9759032, 16.5971059 47.9754786)",
98515686,,,Wählamtgasse,residential,30,False,True,226.302,"LINESTRING (16.5962524 47.9759188, 16.5958674 47.9755886, 16.595629 47.9753661, 16.5948438 47.9741308)",
81030495,,,Wählamtgasse,residential,30,False,False,117.45,"LINESTRING (16.5986807 47.9746245, 16.5999136 47.9739654)",
81030495,,,Wählamtgasse,residential,30,False,True,76.612,"LINESTRING (16.5986807 47.9746245, 16.5978736 47.975052)",
98515720,,,Gartengasse,residential,,False,False,155.928,"LINESTRING (16.5986807 47.9746245, 16.598326 47.9743336, 16.5976556 47.9734101)",
"[696218405, 696218406]",,,Johann Strobl-Gasse,residential,,False,True,252.67,"LINESTRING (16.5986807 47.9746245, 16.5988371 47.9747509, 16.5992072 47.9749951, 16.5994647 47.9751154, 16.5998965 47.9752411, 16.6003579 47.975329, 16.6007353 47.9753696, 16.6013428 47.9749883, 16.6014522 47.9749197)",
81030495,,,Wählamtgasse,residential,30,False,True,117.45,"LINESTRING (16.5999136 47.9739654, 16.5986807 47.9746245)",
81030494,,,Hintausstraße,residential,40,False,False,156.388,"LINESTRING (16.5999136 47.9739654, 16.6010754 47.9747314, 16.6014522 47.9749197)",
81030494,,,Hintausstraße,residential,40,False,True,127.099,"LINESTRING (16.5999136 47.9739654, 16.5991175 47.9734785, 16.5988577 47.9732793, 16.5987384 47.9731445)",
81032067,,,Obere Kirchengasse,residential,,False,False,16.782,"LINESTRING (16.6019763 47.9706418, 16.601867 47.9705098)",
81034153,,,Obere Kirchengasse,residential,,False,False,17.615,"LINESTRING (16.6019763 47.9706418, 16.6017403 47.9706304)",
81032067,,,Obere Kirchengasse,residential,,False,True,16.782,"LINESTRING (16.601867 47.9705098, 16.6019763 47.9706418)",
1132144526,,,Zwischen den Weingärten,residential,,False,False,7.633,"LINESTRING (16.601867 47.9705098, 16.60189 47.9704429)",
1132144527,,,Obere Kirchengasse,residential,,False,False,16.395,"LINESTRING (16.601867 47.9705098, 16.6017403 47.9706304)",
81034153,,,Obere Kirchengasse,residential,,False,True,17.615,"LINESTRING (16.6017403 47.9706304, 16.6019763 47.9706418)",
1132144527,,,Obere Kirchengasse,residential,,False,True,16.395,"LINESTRING (16.6017403 47.9706304, 16.601867 47.9705098)",
1132144527,,,Obere Kirchengasse,residential,,False,False,37.797,"LINESTRING (16.6017403 47.9706304, 16.6014249 47.9707945, 16.6013468 47.9708447)",
83520572,,,Untere Kirchengasse,residential,,False,True,69.868,"LINESTRING (16.6013468 47.9708447, 16.6011335 47.9708, 16.60078 47.9707688, 16.6004228 47.9707488)",
