osmid,highway,oneway,reversed,length,maxspeed,geometry,ref
"[218055569, 243563603, 87162607]",unclassified,False,"[False, True]",457.09600000000006,50,"LINESTRING (14.9358606 48.6631352, 14.9358149 48.663124, 14.9357862 48.6631209, 14.9357557 48.663119, 14.9357026 48.6631187, 14.9356424 48.6631211, 14.9356226 48.6631219, 14.9353362 48.6631333, 14.9351141 48.6631455, 14.9348556 48.6631606, 14.9346709 48.6631692, 14.9345617 48.6631722, 14.9340064 48.6631964, 14.9339344 48.6632007, 14.933868 48.6632099, 14.9338169 48.6632184, 14.9337717 48.6632285, 14.9337194 48.6632452, 14.9336593 48.6632713, 14.9335165 48.6633427, 14.933368 48.6634209, 14.9332267 48.6634933, 14.9331205 48.6635402, 14.9330319 48.6635657, 14.9329964 48.6635733, 14.9329778 48.6635766, 14.9329111 48.6635836, 14.9328213 48.6635892, 14.9327885 48.6635917, 14.9327438 48.6635954, 14.932705 48.6636009, 14.9326672 48.6636136, 14.9326443 48.6636254, 14.9326215 48.6636405, 14.9325838 48.6636714, 14.93256 48.6636947, 14.9325307 48.6637258, 14.9325083 48.6637549, 14.9324698 48.6638068, 14.9324536 48.6638338, 14.9324384 48.6638578, 14.9323573 48.6639906, 14.9323222 48.6640509, 14.932312 48.66407, 14.9322961 48.6641013, 14.9322594 48.6641614, 14.9322223 48.6642172, 14.9322033 48.6642442, 14.9321958 48.6642545, 14.9321875 48.6642658, 14.9321498 48.6643193, 14.9321312 48.6643495, 14.9321214 48.6643705, 14.9321019 48.6644342, 14.9320899 48.6644733, 14.9320794 48.6645067, 14.9320735 48.6645259, 14.9320575 48.6645686, 14.9320175 48.6646816, 14.9319989 48.6647394, 14.9319836 48.6647804, 14.9319786 48.6647999, 14.9319736 48.6648187, 14.9319705 48.6648387, 14.9319684 48.6648621, 14.9319692 48.6648842, 14.9319729 48.6649058, 14.9319782 48.6649274, 14.9319871 48.6649487, 14.9319964 48.6649656, 14.9320099 48.664986, 14.9320222 48.6650024, 14.9320491 48.6650334, 14.9320794 48.6650659, 14.9320906 48.6650767, 14.932102 48.6650869, 14.9321151 48.6650977, 14.9321309 48.6651107, 14.9321966 48.6651576, 14.9322585 48.6652072, 14.9322968 48.6652402, 14.9323707 48.6653105)",
"[819101840, 183040542, 256460431]",primary,False,False,292.765,100,"LINESTRING (14.9358606 48.6631352, 14.9358475 48.6631575, 14.9358013 48.6632394, 14.9357651 48.663316, 14.9357243 48.6634139, 14.9356853 48.6635255, 14.9356614 48.6636154, 14.9356599 48.6636211, 14.9356587 48.6636256, 14.9356407 48.6636994, 14.9356279 48.6637703, 14.9356146 48.6638549, 14.935608 48.6639187, 14.9356042 48.6639854, 14.9356015 48.6640574, 14.935602 48.6641277, 14.935607 48.6641898, 14.9356151 48.6642724, 14.9356227 48.6643305, 14.9356355 48.6644109, 14.9356486 48.6644749, 14.9356765 48.6645784, 14.9357008 48.6646474, 14.9357304 48.6647312, 14.9357577 48.6648032, 14.9357804 48.6648566, 14.9358295 48.6649554, 14.935887 48.6650572, 14.9359405 48.6651477, 14.9359905 48.6652218, 14.9360165 48.6652591, 14.9360982 48.6653761, 14.9362207 48.6655454, 14.9363089 48.6656622)",B119
"[218055568, 819101842]",tertiary,False,True,208.40100000000004,50,"LINESTRING (14.9363089 48.6656622, 14.9362696 48.6656765, 14.9361208 48.6657305, 14.9360677 48.6657423, 14.9360268 48.6657498, 14.9358042 48.6657699, 14.9357733 48.6657726, 14.9354723 48.6657998, 14.9350193 48.6658387, 14.9348307 48.6658578, 14.9343426 48.6659237, 14.9343219 48.6659262, 14.9339632 48.6659934, 14.9338292 48.6660185, 14.9338003 48.6660251, 14.9337159 48.666052, 14.9336778 48.6660701, 14.9336384 48.6660978, 14.9336038 48.6661279)",
"[819101840, 183040542, 256460431]",primary,False,True,292.7650000000001,100,"LINESTRING (14.9363089 48.6656622, 14.9362207 48.6655454, 14.9360982 48.6653761, 14.9360165 48.6652591, 14.9359905 48.6652218, 14.9359405 48.6651477, 14.935887 48.6650572, 14.9358295 48.6649554, 14.9357804 48.6648566, 14.9357577 48.6648032, 14.9357304 48.6647312, 14.9357008 48.6646474, 14.9356765 48.6645784, 14.9356486 48.6644749, 14.9356355 48.6644109, 14.9356227 48.6643305, 14.9356151 48.6642724, 14.935607 48.6641898, 14.935602 48.6641277, 14.9356015 48.6640574, 14.9356042 48.6639854, 14.935608 48.6639187, 14.9356146 48.6638549, 14.9356279 48.6637703, 14.9356407 48.6636994, 14.9356587 48.6636256, 14.9356599 48.6636211, 14.9356614 48.6636154, 14.9356853 48.6635255, 14.9357243 48.6634139, 14.9357651 48.663316, 14.9358013 48.6632394, 14.9358475 48.6631575, 14.9358606 48.6631352)",B119
87162607,unclassified,False,False,120.24799999999998,50,"LINESTRING (14.9331721 48.6662429, 14.9331578 48.6662344, 14.9331431 48.666221, 14.9331188 48.6661899, 14.9330581 48.6661128, 14.9329854 48.6660205, 14.9328996 48.6659153, 14.9328856 48.6658998, 14.9328746 48.6658906, 14.93286 48.6658816, 14.9328044 48.6658456, 14.9327531 48.6658167, 14.9327433 48.6658112, 14.9327206 48.6657942, 14.9326995 48.6657721, 14.9326853 48.6657541, 14.9326348 48.6656807, 14.9325628 48.6655747, 14.932534 48.665531, 14.9324838 48.6654551, 14.9324454 48.6654025, 14.9324435 48.6654001, 14.9324074 48.6653496, 14.9323707 48.6653105)",
87162607,unclassified,False,True,26.472,50,"LINESTRING (14.9331721 48.6662429, 14.9331962 48.6662494, 14.9332319 48.6662566, 14.9332675 48.6662637, 14.933289 48.6662684, 14.933386 48.6662897, 14.9334072 48.6662937, 14.9334193 48.666296, 14.9334831 48.6663071, 14.9335164 48.6663129)",
183038822,residential,False,False,67.45500000000001,,"LINESTRING (14.9331721 48.6662429, 14.9331445 48.6662546, 14.933122 48.6662642, 14.9330585 48.6662891, 14.9330355 48.6662988, 14.9329937 48.6663165, 14.9329283 48.6663414, 14.9328787 48.6663543, 14.9328228 48.6663647, 14.9327398 48.6663747, 14.9326597 48.6663833, 14.9325542 48.6663878, 14.9324213 48.6663928, 14.9323784 48.6663948, 14.932354 48.6663969, 14.9323293 48.6663996, 14.9323054 48.6664024)",
186128732,unclassified,False,True,31.794,,"LINESTRING (14.9338516 48.6674875, 14.9338226 48.6675545, 14.9338131 48.6675741, 14.9337966 48.6675968, 14.9337724 48.6676237, 14.9337537 48.6676543, 14.9337311 48.6676957, 14.9337165 48.6677333, 14.9336992 48.6677537)",
218055567,tertiary,False,False,134.539,50,"LINESTRING (14.9338516 48.6674875, 14.9338436 48.6674536, 14.9338347 48.6674219, 14.9338025 48.6673518, 14.9337828 48.6673232, 14.9336557 48.6671006, 14.9336353 48.6670647, 14.9336121 48.6670239, 14.9335979 48.666999, 14.9335683 48.6669431, 14.9335566 48.6669156, 14.9335378 48.6668493, 14.9335243 48.6667808, 14.9335176 48.6665969, 14.9335188 48.666499, 14.9335179 48.6663833, 14.9335164 48.6663129)",
218055567,tertiary,False,True,62.89600000000001,50,"LINESTRING (14.9338516 48.6674875, 14.9338731 48.6675711, 14.933881 48.6676281, 14.9339091 48.6680129, 14.9339157 48.668051)",
