osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,tunnel,width
"[75746361, 67216198, 229304633]",False,"['1', '2']",,Untere Vorstadt,tertiary,30,True,89.821,"LINESTRING (13.5340148 46.906339, 13.5339694 46.9063295, 13.5339174 46.9063182, 13.5330326 46.9061129, 13.5328949 46.90608)",,yes,,,
167461580,False,,,Pongratzen Vorstadt,residential,30,False,41.736,"LINESTRING (13.5340148 46.906339, 13.5340144 46.9063169, 13.5340074 46.9059637)",,,destination,,
"[236471904, 239216261, 75746360, 229304634, 236471902]",False,"['1', '2']",,"['Hauptplatz', 'Untere Vorstadt']",tertiary,30,False,44.18600000000001,"LINESTRING (13.5340148 46.906339, 13.5340848 46.9063513, 13.5341859 46.9063666, 13.5342317 46.9063746, 13.5344152 46.9064089, 13.5345702 46.9064537)",,,,building_passage,
237508943,False,,,Pongratzen Vorstadt,residential,30,True,128.48899999999998,"LINESTRING (13.5364701 46.9054106, 13.5369419 46.905144, 13.5370861 46.905273, 13.5372873 46.9054077, 13.5373545 46.9055113, 13.5374421 46.9057737)",,,,,
167461933,False,,,Pongratzen Vorstadt,residential,30,True,19.27,"LINESTRING (13.5374421 46.9057737, 13.5376526 46.9058704)",,,,,
"[89375200, 237394192, 89375205]",False,2,,"['Pongratzen Vorstadt', 'Hauptplatz']",tertiary,30,False,141.815,"LINESTRING (13.5374421 46.9057737, 13.5372363 46.9060244, 13.5371869 46.9061038, 13.5371739 46.9061276, 13.5370237 46.9065433, 13.5369882 46.9066162, 13.5369389 46.9066981, 13.5368899 46.9067609, 13.5368441 46.9068148, 13.5367292 46.9069417)",,yes,,,
"[89375200, 89375189, 237572685, 243701497]",False,2,,"['Pongratzen Vorstadt', 'Gries an der Lieser']",tertiary,30,True,98.08499999999998,"LINESTRING (13.5374421 46.9057737, 13.5376304 46.9056385, 13.5380011 46.9053568, 13.5380953 46.9052841, 13.5381808 46.9052202, 13.5382613 46.905159, 13.5382718 46.9051088)",,yes,,,
237508943,False,,,Pongratzen Vorstadt,residential,30,False,128.489,"LINESTRING (13.5374421 46.9057737, 13.5373545 46.9055113, 13.5372873 46.9054077, 13.5370861 46.905273, 13.5369419 46.905144, 13.5364701 46.9054106)",,,,,
375333554,True,1,B99,Katschberg Straße,primary,100,False,72.482,"LINESTRING (13.5321438 46.9040687, 13.5320253 46.9040398, 13.5318056 46.9039229, 13.5316292 46.9038286, 13.5315117 46.903771, 13.5314274 46.9037448, 13.5313495 46.903716)",,,,,
"[503116448, 283564809, 893424491, 893424492, 175393549, 617868754, 167458903, 67216187, 503116447]",False,2,B99,"['Katschberg Straße', 'Pongratzen Vorstadt']",primary,"['50', '100']",True,495.36,"LINESTRING (13.5321438 46.9040687, 13.5327554 46.9043692, 13.5331461 46.9045341, 13.5339973 46.9048415, 13.5341585 46.9048965, 13.5342759 46.9049358, 13.5348918 46.9051442, 13.535535 46.9053799, 13.5357894 46.9055104, 13.536019 46.9056453, 13.5362388 46.9057705, 13.5365137 46.9059581, 13.536698 46.9060937, 13.537053 46.9063357, 13.5371297 46.9063942, 13.5374192 46.9066152)",,yes,,,
89375176,False,,,Waschanger,residential,,True,188.811,"LINESTRING (13.5408981 46.9082683, 13.5408757 46.908319, 13.5407771 46.9085211, 13.5406431 46.9090491, 13.5417156 46.9094127, 13.5417623 46.9093413)",,,,,
"[503168306, 503168307]",False,"['2', '3']",B99,Waschanger,primary,50,False,93.676,"LINESTRING (13.5408981 46.9082683, 13.5403928 46.9080956, 13.5399502 46.907951, 13.539789 46.9079002)",,,,,
503168306,False,2,B99,Waschanger,primary,50,True,114.06299999999999,"LINESTRING (13.5408981 46.9082683, 13.5411149 46.9083403, 13.5414687 46.9085178, 13.5421096 46.9088689)",,,,,
177716036,False,,,Untere Vorstadt,residential,30,False,29.840000000000003,"LINESTRING (13.5306265 46.9041962, 13.5308806 46.9043227, 13.5309483 46.9043497)",,,,,
"[893424772, 177716036, 893424773]",False,,,Untere Vorstadt,residential,30,True,87.19699999999999,"LINESTRING (13.5306265 46.9041962, 13.5305878 46.9041749, 13.53055 46.9041541, 13.5304522 46.9041, 13.5304295 46.9040875, 13.5298347 46.903631)",,,,,
"[235447704, 919369944, 503168335]",False,,,Untere Vorstadt,residential,30,False,156.148,"LINESTRING (13.5306265 46.9041962, 13.5303799 46.9045017, 13.5303648 46.9047518, 13.5304448 46.9050088, 13.5304651 46.9050738, 13.5307259 46.9052931, 13.5308161 46.9054027, 13.530853 46.9054654)",,,,,
"[893424772, 893424773, 177716036]",False,,,Untere Vorstadt,residential,30,False,87.197,"LINESTRING (13.5298347 46.903631, 13.5304295 46.9040875, 13.5304522 46.9041, 13.53055 46.9041541, 13.5305878 46.9041749, 13.5306265 46.9041962)",,,,,
618006135,False,2,,Hauptplatz,tertiary,30,False,4.037,"LINESTRING (13.5345702 46.9064537, 13.5346166 46.9064714)",,,,,
"[236471904, 239216261, 75746360, 229304634, 236471902]",False,"['1', '2']",,"['Hauptplatz', 'Untere Vorstadt']",tertiary,30,True,44.186,"LINESTRING (13.5345702 46.9064537, 13.5344152 46.9064089, 13.5342317 46.9063746, 13.5341859 46.9063666, 13.5340848 46.9063513, 13.5340148 46.906339)",,,,building_passage,
235446601,False,,,Hintere Gasse,residential,30,False,33.672,"LINESTRING (13.5345702 46.9064537, 13.5344263 46.9066268, 13.5343764 46.90669, 13.5343679 46.9067214)",,,,,
235446594,False,1,,Hauptplatz,residential,30,False,13.359,"LINESTRING (13.5352675 46.9068791, 13.5353573 46.9067758)",,,,,
"[235462082, 237254098, 237254100]",False,1,,Hintere Gasse,residential,30,True,29.882,"LINESTRING (13.5352675 46.9068791, 13.5352159 46.9069341, 13.5351644 46.906989, 13.5350549 46.9071052)",,,,building_passage,
238841944,True,1,,Hauptplatz,residential,30,False,71.569,"LINESTRING (13.5352675 46.9068791, 13.5349719 46.9067169, 13.5347171 46.9065897, 13.5345702 46.9064537)",,,,,
167458921,False,1,,Hauptplatz,residential,30,True,13.933,"LINESTRING (13.5361803 46.9073014, 13.5362774 46.9071951)",,,,,
"[234074401, 503168325]",True,1,,Hauptplatz,residential,30,False,83.785,"LINESTRING (13.5361803 46.9073014, 13.5358046 46.9071381, 13.5357267 46.9071026, 13.5355541 46.907024, 13.5353782 46.9069351, 13.5352675 46.9068791)",,,,,
"[236467392, 236467393, 234074399]",True,1,,Hauptplatz,tertiary,30,False,26.218,"LINESTRING (13.5369579 46.9075265, 13.5370486 46.9075333, 13.5371914 46.9075973, 13.5372305 46.9076474)",,,,building_passage,
"[239298454, 238841942]",False,2,,Hauptplatz,tertiary,30,True,18.172,"LINESTRING (13.5369579 46.9075265, 13.5369078 46.9075035, 13.5367592 46.9074355)",,,,,
503168324,False,2,,Waschanger,tertiary,30,False,7.535,"LINESTRING (13.5372305 46.9076474, 13.5373137 46.9076843)",,,,,
"[234074400, 236467390, 236467391]",True,1,,Hauptplatz,tertiary,30,False,26.696,"LINESTRING (13.5372305 46.9076474, 13.5371453 46.9076465, 13.5370026 46.9075867, 13.5369579 46.9075265)",,,,building_passage,
167458902,False,,,Hintere Gasse,residential,30,True,19.644,"LINESTRING (13.5355495 46.9064598, 13.5357727 46.906549)",,,,,
167458902,False,,,Hintere Gasse,residential,30,False,99.21600000000001,"LINESTRING (13.5355495 46.9064598, 13.5348369 46.906178, 13.5346166 46.9064714)",,,,,
"[236595890, 235446595, 236595891]",False,1,,Hintere Gasse,residential,30,False,37.454,"LINESTRING (13.5355495 46.9064598, 13.5354173 46.9066014, 13.5353468 46.9066769, 13.5352844 46.9067438)",,,,building_passage,
235446601,False,,,Hintere Gasse,residential,30,True,33.672,"LINESTRING (13.5343679 46.9067214, 13.5343764 46.90669, 13.5344263 46.9066268, 13.5345702 46.9064537)",,,,,
235446602,False,,,Hintere Gasse,residential,30,False,67.63,"LINESTRING (13.5343679 46.9067214, 13.5344666 46.9067988, 13.5346652 46.906902, 13.5347799 46.906968, 13.5350549 46.9071052)",,,,,
235462083,False,,,Kirchgasse,residential,30,False,47.742,"LINESTRING (13.5343679 46.9067214, 13.5343114 46.9068164, 13.5342286 46.906923, 13.5341023 46.9071102)",,,,,
239216263,False,2,,Hauptplatz,tertiary,30,False,6.583,"LINESTRING (13.5352844 46.9067438, 13.5353573 46.9067758)",,,,,
"[235446595, 236595890, 236595891]",False,1,,Hintere Gasse,residential,30,True,37.454,"LINESTRING (13.5352844 46.9067438, 13.5353468 46.9066769, 13.5354173 46.9066014, 13.5355495 46.9064598)",,,,building_passage,
"[618006132, 618006135, 239216263]",False,2,,Hauptplatz,tertiary,30,True,59.135999999999996,"LINESTRING (13.5352844 46.9067438, 13.5351777 46.9067019, 13.5348271 46.9065467, 13.5346166 46.9064714)",,,,,
235446599,False,,,Hintere Gasse,residential,30,True,84.811,"LINESTRING (13.5367292 46.9069417, 13.5365224 46.906846, 13.5362371 46.9067314, 13.5357727 46.906549)",,,,,
237394192,False,2,,Hauptplatz,tertiary,30,False,42.765,"LINESTRING (13.5367292 46.9069417, 13.5366214 46.9070464, 13.5364079 46.9072575)",,,,,
"[237394192, 89375200, 89375205]",False,2,,"['Hauptplatz', 'Pongratzen Vorstadt']",tertiary,30,True,141.815,"LINESTRING (13.5367292 46.9069417, 13.5368441 46.9068148, 13.5368899 46.9067609, 13.5369389 46.9066981, 13.5369882 46.9066162, 13.5370237 46.9065433, 13.5371739 46.9061276, 13.5371869 46.9061038, 13.5372363 46.9060244, 13.5374421 46.9057737)",,yes,,,
235446596,False,,,Kirchgasse,residential,30,False,12.17,"LINESTRING (13.5341023 46.9071102, 13.5340176 46.9072031)",,,,,
235462083,False,,,Kirchgasse,residential,30,True,47.742000000000004,"LINESTRING (13.5341023 46.9071102, 13.5342286 46.906923, 13.5343114 46.9068164, 13.5343679 46.9067214)",,,,,
238841945,False,,,Kirchgasse,residential,30,False,57.663,"LINESTRING (13.5341023 46.9071102, 13.5341831 46.9071467, 13.5344563 46.9072703, 13.5345043 46.907292, 13.5347182 46.9074122)",,,,,
235446596,False,,,Kirchgasse,residential,30,False,30.28,"LINESTRING (13.5340176 46.9072031, 13.5338042 46.9074331)",,,,,
235446596,False,,,Kirchgasse,residential,30,True,12.17,"LINESTRING (13.5340176 46.9072031, 13.5341023 46.9071102)",,,,,
235446597,False,,,Kirchgasse,residential,30,False,57.378,"LINESTRING (13.5340176 46.9072031, 13.5341821 46.9072801, 13.5343303 46.9073495, 13.5344055 46.9073846, 13.5345297 46.9074428, 13.5346597 46.9074665)",,,,,
167458916,False,,,Kirchgasse,residential,30,True,7.497,"LINESTRING (13.5347182 46.9074122, 13.5346597 46.9074665)",,,,,
235462082,False,1,,Hintere Gasse,residential,30,False,42.656,"LINESTRING (13.5347182 46.9074122, 13.5350549 46.9071052)",,,,,
238841945,False,,,Kirchgasse,residential,30,True,57.663000000000004,"LINESTRING (13.5347182 46.9074122, 13.5345043 46.907292, 13.5344563 46.9072703, 13.5341831 46.9071467, 13.5341023 46.9071102)",,,,,
235446596,False,,,Kirchgasse,residential,30,True,30.28,"LINESTRING (13.5338042 46.9074331, 13.5340176 46.9072031)",,,,,
235462081,False,,,Hintere Gasse,residential,30,False,40.661,"LINESTRING (13.5364911 46.907752, 13.5367592 46.9074355)",,,destination,,
235446602,False,,,Hintere Gasse,residential,30,True,46.568,"LINESTRING (13.5364911 46.907752, 13.5362988 46.9076984, 13.5361648 46.9076413, 13.535959 46.9075475)",,,,,
"[235462081, 143753396]",False,,,"['Kirchgasse', 'Hintere Gasse']",residential,30,True,87.189,"LINESTRING (13.5364911 46.907752, 13.5363401 46.907986, 13.5362444 46.908106, 13.5361769 46.9081409, 13.5360427 46.9080987, 13.5358783 46.90808, 13.5357054 46.9080648)",,,destination,,
235447006,False,,,Pongratzen Vorstadt,residential,30,False,40.552,"LINESTRING (13.5342047 46.9052865, 13.5341084 46.9055185, 13.5340915 46.9056415)",,,destination,,
167458905,False,,,Pongratzen Vorstadt,residential,30,False,40.631,"LINESTRING (13.5340915 46.9056415, 13.5340083 46.9056642, 13.5339807 46.9057061, 13.5340074 46.9059637)",,,destination,,
"[167458905, 167458914, 235453002, 236475687]",False,,,"['Pongratzen Vorstadt', 'Hintere Gasse']",residential,30,"[False, True]",241.35599999999997,"LINESTRING (13.5340915 46.9056415, 13.5342815 46.905591, 13.5344989 46.9055321, 13.5352829 46.9056818, 13.5354507 46.9057463, 13.5362375 46.9061445, 13.5360972 46.9062535, 13.5360919 46.9062592, 13.5360051 46.9063284, 13.5357727 46.906549)",,,destination,building_passage,
235447006,False,,,Pongratzen Vorstadt,residential,30,True,40.552,"LINESTRING (13.5340915 46.9056415, 13.5341084 46.9055185, 13.5342047 46.9052865)",,,destination,,
177716036,False,,,Untere Vorstadt,residential,30,False,184.71699999999998,"LINESTRING (13.5309483 46.9043497, 13.5317804 46.904757, 13.5322855 46.9049391, 13.5325659 46.9050709, 13.532757 46.9053227, 13.532791 46.9053731)",,,,,
235447703,False,,,Untere Vorstadt,residential,30,True,189.083,"LINESTRING (13.5309483 46.9043497, 13.5310026 46.9044617, 13.5311415 46.9045919, 13.5312581 46.9047035, 13.5316119 46.9049709, 13.5319594 46.9051989, 13.5321647 46.9052337, 13.5323497 46.9052792, 13.532791 46.9053731)",,,,,
177716036,False,,,Untere Vorstadt,residential,30,True,29.840000000000003,"LINESTRING (13.5309483 46.9043497, 13.5308806 46.9043227, 13.5306265 46.9041962)",,,,,
177716036,False,,,Untere Vorstadt,residential,30,False,81.07,"LINESTRING (13.532791 46.9053731, 13.5329268 46.9055992, 13.5329448 46.9059225, 13.5328949 46.90608)",,,,,
177716036,False,,,Untere Vorstadt,residential,30,True,184.71699999999998,"LINESTRING (13.532791 46.9053731, 13.532757 46.9053227, 13.5325659 46.9050709, 13.5322855 46.9049391, 13.5317804 46.904757, 13.5309483 46.9043497)",,,,,
235447703,False,,,Untere Vorstadt,residential,30,False,189.08300000000003,"LINESTRING (13.532791 46.9053731, 13.5323497 46.9052792, 13.5321647 46.9052337, 13.5319594 46.9051989, 13.5316119 46.9049709, 13.5312581 46.9047035, 13.5311415 46.9045919, 13.5310026 46.9044617, 13.5309483 46.9043497)",,,,,
34126660,False,2,,Untere Vorstadt,tertiary,30,True,34.486000000000004,"LINESTRING (13.530853 46.9054654, 13.5307591 46.905434, 13.5305244 46.905529, 13.5304585 46.9055557)",,,,,
"[919369945, 503168333, 503168334]",False,2,,Untere Vorstadt,tertiary,30,False,170.236,"LINESTRING (13.530853 46.9054654, 13.5311417 46.9055834, 13.5314421 46.9057061, 13.531525 46.90574, 13.5316709 46.9057786, 13.5320931 46.9058902, 13.5322439 46.9059301, 13.5328949 46.90608)",,,,,
"[919369944, 235447704, 503168335]",False,,,Untere Vorstadt,residential,30,True,156.14800000000002,"LINESTRING (13.530853 46.9054654, 13.5308161 46.9054027, 13.5307259 46.9052931, 13.5304651 46.9050738, 13.5304448 46.9050088, 13.5303648 46.9047518, 13.5303799 46.9045017, 13.5306265 46.9041962)",,,,,
143753908,False,1,,Kirchgasse,residential,30,False,2.804,"LINESTRING (13.535502 46.908055, 13.5355235 46.9080345)",,,destination,,
143753396,False,,,Kirchgasse,residential,30,False,17.235,"LINESTRING (13.535502 46.908055, 13.5355655 46.9080889, 13.5356112 46.9080889, 13.5357054 46.9080648)",,,destination,,
"[503168321, 236474434, 236474435, 143753908, 143753398]",False,"['1', '2']",,Kirchgasse,residential,30,True,109.83900000000001,"LINESTRING (13.535502 46.908055, 13.535322 46.9082275, 13.5352793 46.9082716, 13.535172 46.9084116, 13.5350567 46.908394, 13.5347425 46.9082829, 13.5346761 46.9082594, 13.5346105 46.9082362, 13.5344911 46.9082952, 13.5344436 46.9083193)",,,destination,building_passage,2.3
"[235462081, 143753396]",False,,,"['Kirchgasse', 'Hintere Gasse']",residential,30,False,87.189,"LINESTRING (13.5357054 46.9080648, 13.5358783 46.90808, 13.5360427 46.9080987, 13.5361769 46.9081409, 13.5362444 46.908106, 13.5363401 46.907986, 13.5364911 46.907752)",,,destination,,
143753396,False,,,Kirchgasse,residential,30,True,17.235,"LINESTRING (13.5357054 46.9080648, 13.5356112 46.9080889, 13.5355655 46.9080889, 13.535502 46.908055)",,,destination,,
418082534,False,,,Gendarmerieplatz,residential,30,True,14.832999999999998,"LINESTRING (13.5357054 46.9080648, 13.5356053 46.9080289, 13.5355235 46.9080345)",,,destination,,
237388899,False,,,Waschanger,residential,30,True,122.621,"LINESTRING (13.5389026 46.9071363, 13.5390889 46.9071933, 13.5393724 46.9072871, 13.5395847 46.90744, 13.5398535 46.9076697, 13.539874 46.9077621, 13.539789 46.9079002)",,,,,
234074405,False,2,,Waschanger,tertiary,30,False,12.966,"LINESTRING (13.5387507 46.9081049, 13.5389213 46.9081012)",,,,,
117479368,False,,,Pongratzen Vorstadt,residential,30,True,254.61800000000002,"LINESTRING (13.5387507 46.9081049, 13.5388244 46.9079929, 13.5390086 46.9077502, 13.537969 46.9073816, 13.5377207 46.9072845, 13.5375628 46.9071771, 13.5371837 46.9069121, 13.5371451 46.9068746, 13.5371398 46.906845, 13.537353 46.9066556, 13.5374192 46.9066152)",,,,,
234074405,False,2,,Waschanger,tertiary,30,True,120.50399999999999,"LINESTRING (13.5387507 46.9081049, 13.5386598 46.9081069, 13.5384072 46.9080746, 13.5380042 46.90797, 13.5373137 46.9076843)",,,,,
167461933,False,,,Pongratzen Vorstadt,residential,30,False,19.27,"LINESTRING (13.5376526 46.9058704, 13.5374421 46.9057737)",,,,,
167461933,False,,,Pongratzen Vorstadt,residential,30,True,76.60499999999999,"LINESTRING (13.5376526 46.9058704, 13.5376864 46.9061245, 13.5375989 46.9063365, 13.5374497 46.9065241)",,,,,
237508944,False,,,Waschanger,residential,30,False,118.87700000000001,"LINESTRING (13.5376526 46.9058704, 13.5377918 46.9058459, 13.5380007 46.9059451, 13.5381459 46.9060362, 13.5382474 46.906096, 13.5385536 46.9062498, 13.538683 46.9063148, 13.5389157 46.9064385)",,,,,
237508944,False,,,Waschanger,residential,30,True,118.877,"LINESTRING (13.5389157 46.9064385, 13.538683 46.9063148, 13.5385536 46.9062498, 13.5382474 46.906096, 13.5381459 46.9060362, 13.5380007 46.9059451, 13.5377918 46.9058459, 13.5376526 46.9058704)",,,,,
167461933,False,,,Pongratzen Vorstadt,residential,30,False,76.60499999999999,"LINESTRING (13.5374497 46.9065241, 13.5375989 46.9063365, 13.5376864 46.9061245, 13.5376526 46.9058704)",,,,,
239298455,False,,,Moostratte,tertiary,30,False,67.746,"LINESTRING (13.5377746 46.9043398, 13.5378276 46.9043884, 13.5380839 46.9046686, 13.5382276 46.9048635)",,,,,
239298455,False,,,Moostratte,tertiary,30,True,218.643,"LINESTRING (13.5377746 46.9043398, 13.5374254 46.9040193, 13.53724 46.9037769, 13.5372006 46.9036233, 13.5371414 46.9032488, 13.5370468 46.9031195, 13.536826 46.9028582, 13.5367195 46.9026938, 13.5366959 46.9025602)",,,,,
175410469,False,,,Gries an der Lieser,residential,30,True,194.707,"LINESTRING (13.5402541 46.902641, 13.540214 46.9027776, 13.5401481 46.9029283, 13.5401193 46.9030284, 13.5400471 46.9031163, 13.5397598 46.9033396, 13.5393574 46.9037402, 13.5390149 46.904146)",,,,,
"[177716040, 283558962, 75745702, 177716038]",False,2,L12,"['Holztratte', 'Untere Vorstadt']",secondary,50,True,194.826,"LINESTRING (13.5307207 46.9039344, 13.5305664 46.904057, 13.5304225 46.90421, 13.5302976 46.9043912, 13.5302083 46.9045825, 13.5301923 46.90473, 13.5301763 46.904988, 13.5303212 46.9053495, 13.5304585 46.9055557)",,yes,,,
252190872,True,1,L12,Untere Vorstadt,secondary,100,False,45.655,"LINESTRING (13.5307207 46.9039344, 13.5307596 46.9038621, 13.5307988 46.9038338, 13.5309112 46.9037483, 13.5310348 46.9036358, 13.5310781 46.9036104)",,,,,
234074405,False,2,,Waschanger,tertiary,30,True,29.567,"LINESTRING (13.5393101 46.9080911, 13.5392412 46.9080943, 13.5391315 46.9080993, 13.5389213 46.9081012)",,,,,
262827182,True,1,,Waschanger,tertiary,30,False,45.091,"LINESTRING (13.5393101 46.9080911, 13.5394882 46.9080627, 13.5396041 46.9079954, 13.5396731 46.9079109, 13.539789 46.9079002)",,,,,
375333549,True,1,B99,Katschberg Straße,primary,100,False,13.841999999999999,"LINESTRING (13.5312154 46.9034109, 13.5313049 46.9033994, 13.5313942 46.9034118)",roundabout,,,,
375333549,True,1,B99,Katschberg Straße,primary,100,False,11.270999999999999,"LINESTRING (13.5313495 46.903716, 13.5312994 46.9037226, 13.5312045 46.9037078)",roundabout,,,,
617764499,False,,,Riesertratte,residential,30,True,103.109,"LINESTRING (13.5318909 46.910264, 13.5321716 46.9098403, 13.5319557 46.9097728, 13.5318938 46.9096956, 13.5320287 46.9095047)",,,,,
