osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,tunnel
"[266130756, 5880317]","['2', '3']",B125,Promenade,primary,50,False,False,83.608,"LINESTRING (14.502957 48.5139586, 14.502899 48.5138479, 14.5027291 48.5135265, 14.5025968 48.5132799, 14.5025808 48.5132492)",,,
13607462,,,Froschau,residential,30,True,False,83.523,"LINESTRING (14.502957 48.5139586, 14.5028666 48.5139891, 14.5028561 48.5139926, 14.5024949 48.5140956, 14.5020101 48.5142373, 14.5019169 48.5142564)",,,
"[487544357, 350463623, 824892877, 824892878, 5880306]","['2', '3']",L579,Froschau,secondary,50,False,False,205.252,"LINESTRING (14.502957 48.5139586, 14.5030827 48.5139242, 14.5034933 48.5138334, 14.5036957 48.5137889, 14.5037917 48.5137714, 14.5039078 48.5137463, 14.5041465 48.5136989, 14.5049091 48.5135473, 14.5050471 48.5135172, 14.5051708 48.5134929, 14.5054252 48.5134399, 14.5055241 48.5134138, 14.5055833 48.5133937, 14.5056029 48.5133854)",,,
119622048,,,Heiligengeistgasse,residential,20,True,False,59.502,"LINESTRING (14.504498 48.5127625, 14.5046232 48.5127391, 14.504751 48.5127224, 14.5048336 48.5127322, 14.5049428 48.512735, 14.5050334 48.5127351, 14.5051439 48.5127322, 14.505296 48.5127209)",,,
5880308,,,Pfarrgasse,residential,20,False,False,7.845,"LINESTRING (14.5037445 48.5110327, 14.5036383 48.511038)",,,
5880308,,,Pfarrgasse,residential,20,False,True,53.211,"LINESTRING (14.5037445 48.5110327, 14.5044666 48.5110203)",,,
27937091,,,Waaggasse,residential,20,True,False,37.793,"LINESTRING (14.5037445 48.5110327, 14.5037998 48.5113706)",,,
"[5115713, 242566641, 242566646]","['2', '4', '3']",B125,Linzer Straße,primary,50,False,False,147.303,"LINESTRING (14.5015499 48.5111578, 14.5015394 48.5110652, 14.5015359 48.5109808, 14.5015217 48.5107023, 14.5015158 48.5106195, 14.501509 48.5104354, 14.5015131 48.5101136, 14.5015159 48.5100749, 14.5015333 48.509834)",,,
"[192719520, 597738368, 523702638]",,,Pfarrgasse,residential,20,False,True,104.70400000000001,"LINESTRING (14.5015499 48.5111578, 14.5016869 48.511153, 14.5019808 48.5111394, 14.5023324 48.511115, 14.5029644 48.5110676)",yes,,
"[242566643, 266130756]","['2', '3']",B125,Promenade,primary,50,False,True,119.932,"LINESTRING (14.5015499 48.5111578, 14.5015737 48.5112633, 14.5015862 48.5113032, 14.501723 48.5115617, 14.5018417 48.5117843, 14.5018702 48.5118401, 14.5020456 48.5121832)",,,
354121224,,,Hauptplatz,residential,20,True,False,93.328,"LINESTRING (14.5054086 48.5111906, 14.5054091 48.5111972, 14.5054147 48.511273, 14.5054318 48.5115034, 14.505437 48.5118015, 14.5054203 48.5118247, 14.5053757 48.5118585, 14.5053197 48.5118737, 14.5051542 48.5119155)",,,
418093658,,,Hauptplatz,residential,20,False,True,42.319,"LINESTRING (14.5054086 48.5111906, 14.5055388 48.5111323, 14.5056507 48.5110753, 14.5057367 48.5110476, 14.505869 48.5109662)",,,
"[5880310, 597738367]",,,Hauptplatz,residential,20,False,True,31.319000000000003,"LINESTRING (14.5054086 48.5111906, 14.5052789 48.5111694, 14.5050731 48.5111357, 14.5049982 48.5111179)",,,
138102215,,,Hauptplatz,residential,20,False,False,9.365,"LINESTRING (14.5051542 48.5119155, 14.505031 48.5119363)",,,
5880307,,,Böhmer Gasse,residential,20,True,False,90.207,"LINESTRING (14.5051542 48.5119155, 14.5052122 48.5122694, 14.5052523 48.5124155, 14.5052745 48.5125718, 14.505296 48.5127209)",,,
28043193,,,Bockaustraße,residential,30,False,False,42.978,"LINESTRING (14.5019169 48.5142564, 14.5017942 48.5145296, 14.5017586 48.5146283)",,,
28066369,,,Froschau,residential,30,False,False,53.619,"LINESTRING (14.5019169 48.5142564, 14.501821 48.5140565, 14.5018049 48.5139925, 14.5017922 48.5137851)",,,
13607464,,,Prechtlerstraße,residential,30,False,True,127.88400000000001,"LINESTRING (14.5006683 48.5141458, 14.5002707 48.5136212, 14.5001131 48.5134111, 14.5000695 48.513336, 14.4999911 48.5131859, 14.4999669 48.5131561, 14.49992 48.5131103)",,,
28019852,,,Pembergerstraße,residential,30,False,False,93.98599999999999,"LINESTRING (14.5006683 48.5141458, 14.5007421 48.5141267, 14.5012698 48.5140441, 14.5013309 48.5140263, 14.501705 48.5138286, 14.5017922 48.5137851)",,,
28019852,,,Pembergerstraße,residential,30,False,True,56.162,"LINESTRING (14.5006683 48.5141458, 14.5004363 48.5142515, 14.5003834 48.5142688, 14.5001265 48.5142972, 14.5000729 48.5143106, 14.4999857 48.5143483)",,,
28019852,,,Pembergerstraße,residential,30,False,True,93.986,"LINESTRING (14.5017922 48.5137851, 14.501705 48.5138286, 14.5013309 48.5140263, 14.5012698 48.5140441, 14.5007421 48.5141267, 14.5006683 48.5141458)",,,
28049930,,,Pflanzlstraße,residential,30,False,False,151.563,"LINESTRING (14.5017922 48.5137851, 14.5017171 48.5137429, 14.5016936 48.5137216, 14.5010955 48.5130268, 14.5007756 48.512649, 14.5007542 48.5126133)",,,
28066369,,,Froschau,residential,30,False,False,83.904,"LINESTRING (14.5017922 48.5137851, 14.5018418 48.5137251, 14.5019109 48.5136678, 14.502041 48.5135825, 14.5023125 48.5134097, 14.5025023 48.5132771, 14.5025345 48.5132618, 14.5025808 48.5132492)",,,
28066369,,,Froschau,residential,30,False,True,53.619,"LINESTRING (14.5017922 48.5137851, 14.5018049 48.5139925, 14.501821 48.5140565, 14.5019169 48.5142564)",,,
28043209,,,Billingerstraße,residential,30,False,True,214.469,"LINESTRING (14.4989883 48.5145833, 14.4985154 48.5141716, 14.4992324 48.5136329, 14.49992 48.5131103)",,,
13607464,,,Prechtlerstraße,residential,30,False,False,127.88400000000001,"LINESTRING (14.49992 48.5131103, 14.4999669 48.5131561, 14.4999911 48.5131859, 14.5000695 48.513336, 14.5001131 48.5134111, 14.5002707 48.5136212, 14.5006683 48.5141458)",,,
13607465,,,Prechtlerstraße,residential,30,False,True,46.679,"LINESTRING (14.49992 48.5131103, 14.4999349 48.5130615, 14.4999326 48.5128283, 14.4999303 48.5126915)",,,
28043209,,,Billingerstraße,residential,30,False,False,214.469,"LINESTRING (14.49992 48.5131103, 14.4992324 48.5136329, 14.4985154 48.5141716, 14.4989883 48.5145833)",,,
28126397,,,Marianumstraße,residential,30,False,True,55.747,"LINESTRING (14.49918 48.5126417, 14.49931 48.5126667, 14.49962 48.5126791, 14.4999303 48.5126915)",,,
28049930,,,Pflanzlstraße,residential,30,False,True,151.563,"LINESTRING (14.5007542 48.5126133, 14.5007756 48.512649, 14.5010955 48.5130268, 14.5016936 48.5137216, 14.5017171 48.5137429, 14.5017922 48.5137851)",,,
28126397,,,Marianumstraße,residential,30,False,False,61.333,"LINESTRING (14.5007542 48.5126133, 14.50065 48.5126283, 14.4999303 48.5126915)",,,
28126397,,,Marianumstraße,residential,30,False,True,108.14699999999999,"LINESTRING (14.5007542 48.5126133, 14.5008265 48.5125899, 14.5010632 48.5124731, 14.5011446 48.5124052, 14.5015615 48.5123009, 14.50175 48.5122615, 14.5020456 48.5121832)",,,
28043193,,,Bockaustraße,residential,30,False,True,42.978,"LINESTRING (14.5017586 48.5146283, 14.5017942 48.5145296, 14.5019169 48.5142564)",,,
13607465,,,Prechtlerstraße,residential,30,False,False,46.679,"LINESTRING (14.4999303 48.5126915, 14.4999326 48.5128283, 14.4999349 48.5130615, 14.49992 48.5131103)",,,
28126397,,,Marianumstraße,residential,30,False,False,55.747,"LINESTRING (14.4999303 48.5126915, 14.49962 48.5126791, 14.49931 48.5126667, 14.49918 48.5126417)",,,
28126397,,,Marianumstraße,residential,30,False,True,61.333,"LINESTRING (14.4999303 48.5126915, 14.50065 48.5126283, 14.5007542 48.5126133)",,,
22791747,,,Schmiedgasse,residential,30,True,False,24.862,"LINESTRING (14.5064165 48.5136454, 14.5066087 48.5138292)",,,
28019712,,,Klosterbergl,residential,30,True,False,69.883,"LINESTRING (14.5064165 48.5136454, 14.50648 48.5136225, 14.506527 48.5136132, 14.5070145 48.5135279, 14.5071553 48.5134999, 14.5072344 48.5134781, 14.5073101 48.5134453)",,,
"[990107877, 28020349]",,,Promenade,residential,30,False,True,123.52799999999999,"LINESTRING (14.5015333 48.509834, 14.5016908 48.5098365, 14.5017593 48.5098338, 14.5018181 48.5098249, 14.5019642 48.5097848, 14.502145 48.5097317, 14.5023454 48.5096738, 14.5029154 48.5095235, 14.502969 48.5095155, 14.5030133 48.5095146, 14.5030461 48.5095201, 14.5031041 48.5095452)",,,
"[242566642, 28049907, 242566644]",,,Brauhausstraße,residential,30,False,False,128.09,"LINESTRING (14.5015333 48.509834, 14.5013886 48.5098256, 14.5012403 48.5098212, 14.501127 48.5098171, 14.5009772 48.5098093, 14.5009245 48.5098058, 14.500881 48.5097937, 14.5008565 48.5097793, 14.5008326 48.5097609, 14.5008128 48.509736, 14.5007641 48.5096011, 14.5007539 48.5095709, 14.5007413 48.5095426, 14.5006844 48.5094049, 14.5005567 48.5091168)",,,
"[5115713, 242566641, 242566646]","['2', '3', '4']",B125,Linzer Straße,primary,50,False,True,147.303,"LINESTRING (14.5015333 48.509834, 14.5015159 48.5100749, 14.5015131 48.5101136, 14.501509 48.5104354, 14.5015158 48.5106195, 14.5015217 48.5107023, 14.5015359 48.5109808, 14.5015394 48.5110652, 14.5015499 48.5111578)",,,
361206687,2,B125,Linzer Straße,primary,50,False,False,99.36699999999999,"LINESTRING (14.5015333 48.509834, 14.5015424 48.5096843, 14.501553 48.5094695, 14.5015788 48.5091634, 14.5016042 48.509026, 14.5016205 48.5089428)",,,
30359469,,,Manzenreith,residential,,False,True,48.426,"LINESTRING (14.5078322 48.5078195, 14.5080548 48.5080576, 14.5081639 48.5081952)",,,
"[30571930, 1058366243, 145124732]",,,Manzenreith,residential,,False,False,387.93899999999996,"LINESTRING (14.5078322 48.5078195, 14.5082076 48.5078045, 14.5087804 48.5077425, 14.509049 48.5076255, 14.5092378 48.5075286, 14.5093516 48.5074798, 14.5094452 48.5074514, 14.5095178 48.5074392, 14.509661 48.507442, 14.5099104 48.5074706, 14.510157 48.5075361, 14.5103082 48.5076171, 14.5104179 48.5076714, 14.5104601 48.5077087, 14.510385 48.5077477, 14.5090069 48.5083823, 14.5088627 48.5084696, 14.5085887 48.5086654)",,,
