osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,lanes,ref,junction,tunnel
119566850,True,Hauptplatz,residential,False,19.494999999999997,"LINESTRING (16.5047526 47.5029722, 16.5046969 47.502979, 16.5046308 47.5029816, 16.5045671 47.5029713, 16.5045034 47.5029498)",,,,,,
615271525,True,Hauptplatz,residential,False,32.756,"LINESTRING (16.5047526 47.5029722, 16.5046672 47.5030459, 16.5046401 47.5030872, 16.5046338 47.5031368, 16.5046416 47.5032427)",,,,,,
30337721,False,Schloßplatz,residential,False,65.506,"LINESTRING (16.5044732 47.5027054, 16.5043914 47.5027054, 16.5042977 47.5027202, 16.5040516 47.5028551, 16.5038839 47.5029361, 16.5037988 47.502949, 16.5037171 47.5029613)",,,,,,
"[150185689, 46731906]",True,"['Hauptplatz', 'Hauptstraße']",tertiary,False,106.294,"LINESTRING (16.5044732 47.5027054, 16.5044951 47.5026566, 16.5045291 47.5026024, 16.5045826 47.5025337, 16.5047631 47.5023419, 16.5048016 47.5022744, 16.504829 47.5022048, 16.5049332 47.5018143)",30,,,,,
"[40556099, 5098468]",True,Cafegasse,residential,False,76.544,"LINESTRING (16.5058771 47.5001109, 16.5059621 47.5001106, 16.5060471 47.5001265, 16.5061125 47.5001532, 16.5065288 47.5004502, 16.5066379 47.5005328)",,yes,,,,
46731904,True,Hauptstraße,tertiary,False,25.305,"LINESTRING (16.5058771 47.5001109, 16.5058603 47.4999639, 16.5058511 47.499884)",50,,1,,,
1147175702,True,Augasse,residential,False,45.61,"LINESTRING (16.5066891 47.5007111, 16.5065881 47.5008537, 16.5064739 47.5010937)",,,,,,
128511945,False,Kammergasse,residential,True,204.805,"LINESTRING (16.5064739 47.5010937, 16.5069504 47.5013525, 16.5070018 47.5014594, 16.5077374 47.5018636, 16.5079154 47.5019479, 16.5084693 47.5023218)",,,,,,
"[150186278, 615271525, 1147175702]",True,"['Hauptplatz', 'Augasse']",residential,False,261.449,"LINESTRING (16.5064739 47.5010937, 16.5064199 47.5013151, 16.5063788 47.5014836, 16.5063544 47.5016831, 16.5063384 47.501814, 16.5062518 47.5020227, 16.5060952 47.5022161, 16.5058113 47.5024218, 16.5054811 47.5025753, 16.5053167 47.5026328, 16.5049178 47.5028728, 16.5047526 47.5029722)",,,,,,
150186280,True,Cafegasse,residential,False,21.003,"LINESTRING (16.5066379 47.5005328, 16.5067021 47.5006203, 16.5066891 47.5007111)",,,,,,
150353214,True,Cafegasse,residential,False,19.768,"LINESTRING (16.5066379 47.5005328, 16.5067604 47.5005659, 16.5068914 47.5005609)",,,,,,
168554518,False,Eisenstädterstraße,primary,False,287.26,"LINESTRING (16.5120128 47.4984331, 16.5120694 47.4987467, 16.5120896 47.4989682, 16.5120989 47.4991965, 16.5120561 47.499555, 16.5119733 47.4999378, 16.5118722 47.5002166, 16.5116868 47.5005989, 16.5114532 47.500946)",50,,,B50,,
168554519,True,Eisenstädterstraße,primary,False,30.509,"LINESTRING (16.5120128 47.4984331, 16.511972 47.4983688, 16.5118839 47.4982251, 16.5118688 47.4981773)",50,,,B50,,
1155373511,False,Eisenstädterstraße,primary,True,102.788,"LINESTRING (16.5092767 47.5028721, 16.5101721 47.5021731)",50,,,B50,,
128511945,False,Kammergasse,residential,False,86.893,"LINESTRING (16.5092767 47.5028721, 16.5091967 47.5028302, 16.5085178 47.5023977, 16.5084693 47.5023218)",,,,,,
1155373511,False,Eisenstädterstraße,primary,False,176.886,"LINESTRING (16.5092767 47.5028721, 16.5082286 47.5036769, 16.5077212 47.5040664)",50,,,B50,,
"[1155993027, 1155373511]",False,Eisenstädterstraße,primary,True,121.411,"LINESTRING (16.5067059 47.504915, 16.5068091 47.5048105, 16.5069357 47.504699, 16.5072479 47.5044443, 16.5073589 47.5043509, 16.5077212 47.5040664)",50,,3,B50,,
1155993028,False,Wienerstraße,primary,False,62.01,"LINESTRING (16.5067059 47.504915, 16.5065913 47.5050395, 16.5062478 47.5053788)",50,,3,B50,,
"[927279397, 1155993029, 30338023]",False,Spitalstraße,tertiary,True,242.70299999999997,"LINESTRING (16.5067059 47.504915, 16.50662 47.5048241, 16.506542 47.5047455, 16.5063489 47.5045879, 16.5050824 47.50367, 16.5047932 47.5033897, 16.5046416 47.5032427)",30,,"['3', '2']",L229,,
169065727,True,,primary,False,13.376000000000001,"LINESTRING (16.511777 47.4981371, 16.5117544 47.4981, 16.5117561 47.4980599, 16.5117818 47.4980238)",50,,,B50,roundabout,
"[929944160, 1155373510]",False,Augasse,residential,False,285.908,"LINESTRING (16.511777 47.4981371, 16.5116374 47.4981911, 16.5104675 47.4987546, 16.510244 47.4988899, 16.5100499 47.4990074, 16.509571 47.4995096, 16.5092772 47.4997074, 16.5090034 47.499853)",,,,,,
150353213,True,Augasse,residential,False,22.581,"LINESTRING (16.5068914 47.5005609, 16.5066891 47.5007111)",,,,,,
5098467,False,Augasse,residential,True,41.297000000000004,"LINESTRING (16.5068914 47.5005609, 16.5069323 47.5005346, 16.5071699 47.5003819, 16.5073163 47.50033)",,,,,,
30337719,True,Hauptplatz,tertiary,False,34.187,"LINESTRING (16.5046416 47.5032427, 16.5045638 47.5030853, 16.5045034 47.5029498)",30,,,,,
"[1155993029, 927279397, 30338023]",False,Spitalstraße,tertiary,False,242.70299999999995,"LINESTRING (16.5046416 47.5032427, 16.5047932 47.5033897, 16.5050824 47.50367, 16.5063489 47.5045879, 16.506542 47.5047455, 16.50662 47.5048241, 16.5067059 47.504915)",30,,"['3', '2']",L229,,
30337721,False,Schloßplatz,residential,True,65.506,"LINESTRING (16.5037171 47.5029613, 16.5037988 47.502949, 16.5038839 47.5029361, 16.5040516 47.5028551, 16.5042977 47.5027202, 16.5043914 47.5027054, 16.5044732 47.5027054)",,,,,,
30338016,False,Mühlbachgasse,residential,False,11.325,"LINESTRING (16.5037171 47.5029613, 16.5036434 47.5029719, 16.5035696 47.5029824)",,,,,,
531831921,True,,residential,False,39.549,"LINESTRING (16.5012585 47.5034807, 16.501403 47.5034134, 16.5014699 47.5033934, 16.5015337 47.5033987, 16.5017357 47.5034455)",,,,,,
"[531831922, 159411379]",False,Mühlbachgasse,residential,False,258.65,"LINESTRING (16.5012585 47.5034807, 16.501178 47.50351, 16.5011183 47.5035386, 16.5008375 47.503749, 16.5006044 47.5039743, 16.5004164 47.504156, 16.5001321 47.504448, 16.4996708 47.5048621, 16.4993902 47.5050767, 16.4991596 47.5052346, 16.4990981 47.5052767)",,,,,,
487768822,False,,residential,True,24.674,"LINESTRING (16.5016992 47.5030433, 16.5019711 47.5031678)",,,,,,
128515285,False,,residential,False,26.347,"LINESTRING (16.5029642 47.5027586, 16.5028952 47.5027162, 16.5028547 47.5026485, 16.5028573 47.5025476)",,,,,,
487768820,True,,residential,False,95.637,"LINESTRING (16.5029642 47.5027586, 16.5028267 47.5028541, 16.5026417 47.502988, 16.5023863 47.5031631, 16.5022386 47.5032081, 16.5020985 47.5032049, 16.5019711 47.5031678)",,,,,,
531831917,False,Schloßplatz,residential,True,37.828,"LINESTRING (16.5029642 47.5027586, 16.5031346 47.5027947, 16.5034439 47.5028621)",,,,,,
"[1147339003, 30337876]",False,Wiesengasse,residential,True,137.324,"LINESTRING (16.5043794 47.5056875, 16.5037541 47.5053097, 16.503481 47.5051229, 16.5030198 47.504863)",,,,,,
30337783,False,,residential,False,163.87099999999998,"LINESTRING (16.5019271 47.4986427, 16.5017721 47.4985944, 16.5011792 47.4985725, 16.5008111 47.4985166, 16.5003204 47.4983864, 16.4998376 47.4982705)",,,,,,
30337830,False,Fenyösgasse,residential,False,26.736,"LINESTRING (16.5019271 47.4986427, 16.5018414 47.4987057, 16.5018216 47.49886)",,,,,,
30338099,False,,residential,True,162.748,"LINESTRING (16.4998376 47.4982705, 16.4991587 47.4996604)",,,,,,
30337783,False,,residential,False,171.874,"LINESTRING (16.4998376 47.4982705, 16.4996453 47.4979744, 16.4996403 47.4979221, 16.4997649 47.4977503, 16.4997514 47.4977002, 16.4995544 47.497483, 16.4994669 47.4971599, 16.4994191 47.4970774, 16.4991999 47.4968687)",,,,,,
30337783,False,,residential,True,163.871,"LINESTRING (16.4998376 47.4982705, 16.5003204 47.4983864, 16.5008111 47.4985166, 16.5011792 47.4985725, 16.5017721 47.4985944, 16.5019271 47.4986427)",,,,,,
30337783,False,,residential,True,171.87400000000002,"LINESTRING (16.4991999 47.4968687, 16.4994191 47.4970774, 16.4994669 47.4971599, 16.4995544 47.497483, 16.4997514 47.4977002, 16.4997649 47.4977503, 16.4996403 47.4979221, 16.4996453 47.4979744, 16.4998376 47.4982705)",,,,,,
30338067,False,Friedhofsweg,residential,False,172.008,"LINESTRING (16.5037916 47.4992112, 16.5039398 47.4992736, 16.5046437 47.4995141, 16.5057388 47.4998575, 16.5058511 47.499884)",,,,,,
30338067,False,Friedhofsweg,residential,True,156.556,"LINESTRING (16.5037916 47.4992112, 16.5031016 47.4989649, 16.5029847 47.4989908, 16.5026895 47.4989673, 16.5022019 47.4988927, 16.5018216 47.49886)",,,,,,
150353226,False,,residential,True,111.426,"LINESTRING (16.5037916 47.4992112, 16.503838 47.4991366, 16.5040157 47.4988508, 16.5040527 47.4987166, 16.5041808 47.4982499)",,,,,,
30337830,False,Fenyösgasse,residential,False,49.336,"LINESTRING (16.5018216 47.49886, 16.5017168 47.499298)",,,,,,
30337830,False,Fenyösgasse,residential,True,26.736,"LINESTRING (16.5018216 47.49886, 16.5018414 47.4987057, 16.5019271 47.4986427)",,,,,,
30338067,False,Friedhofsweg,residential,False,156.556,"LINESTRING (16.5018216 47.49886, 16.5022019 47.4988927, 16.5026895 47.4989673, 16.5029847 47.4989908, 16.5031016 47.4989649, 16.5037916 47.4992112)",,,,,,
30337830,False,Fenyösgasse,residential,False,61.003,"LINESTRING (16.5017168 47.499298, 16.5016491 47.4998447)",,,,,,
30337830,False,Fenyösgasse,residential,True,49.336,"LINESTRING (16.5017168 47.499298, 16.5018216 47.49886)",,,,,,
