osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,tunnel,maxspeed,junction
207754765,L82,Auer-von-Welsbach-Straße,secondary,False,False,214.465,"LINESTRING (14.4646229 46.8709864, 14.4645655 46.8703725, 14.4645403 46.8702421, 14.4644994 46.8701183, 14.4643675 46.8698563, 14.4642685 46.8696873, 14.4641986 46.8695679, 14.4641092 46.8694499, 14.4640498 46.8693912, 14.4639557 46.8692982, 14.4638076 46.8691875)",,,,
885501110,,Krappfelder Straße,tertiary,False,False,275.17199999999997,"LINESTRING (14.4646229 46.8709864, 14.4646958 46.8709658, 14.4647341 46.8709434, 14.4647603 46.8709081, 14.4647607 46.870847, 14.4647495 46.8705909, 14.4647599 46.870207, 14.4647508 46.8701214, 14.4647155 46.8700254, 14.4643658 46.8693244, 14.4641648 46.8689194, 14.464059 46.8686362)",,,,
"[893175952, 67558709, 207754766]",L82,Auer-von-Welsbach-Straße,secondary,False,True,103.379,"LINESTRING (14.4646229 46.8709864, 14.4646315 46.8710722, 14.4646409 46.8711767, 14.4646707 46.8712533, 14.464711 46.8713001, 14.4647603 46.8713335, 14.4648516 46.8713613, 14.465226 46.8714202, 14.4653919 46.8714466, 14.465548 46.8714755)",2,yes,,
"[24709033, 893175953, 885501109]",,Bahnstraße,unclassified,False,False,76.893,"LINESTRING (14.464059 46.8686362, 14.4641237 46.8686207, 14.4642405 46.8685927, 14.4643781 46.868582, 14.4646672 46.8685875, 14.4649014 46.8685919, 14.4650584 46.8685967)",,,,
885501110,,Krappfelder Straße,tertiary,False,True,275.17199999999997,"LINESTRING (14.464059 46.8686362, 14.4641648 46.8689194, 14.4643658 46.8693244, 14.4647155 46.8700254, 14.4647508 46.8701214, 14.4647599 46.870207, 14.4647495 46.8705909, 14.4647607 46.870847, 14.4647603 46.8709081, 14.4647341 46.8709434, 14.4646958 46.8709658, 14.4646229 46.8709864)",,,,
30401836,,Schulgasse,residential,False,False,55.217,"LINESTRING (14.4707619 46.8710492, 14.4706725 46.871542)",,,,
33063005,L82b,Kreuzstraße,secondary,False,False,63.303,"LINESTRING (14.4707619 46.8710492, 14.4710883 46.8710775, 14.4713437 46.8710709, 14.4715856 46.8710331)",,,50,
33063005,L82b,Kreuzstraße,secondary,False,True,52.441,"LINESTRING (14.4707619 46.8710492, 14.4704696 46.8710194, 14.470109 46.8709707, 14.4700824 46.8709688)",,,50,
30394754,,Mohnstraße,residential,False,True,75.632,"LINESTRING (14.4743814 46.8683285, 14.4745133 46.8682833, 14.4748251 46.8682073, 14.4753007 46.8680699)",,,30,
30402079,,Mohnstraße,residential,False,True,48.548,"LINESTRING (14.4753007 46.8680699, 14.4750512 46.867668)",,,30,
30394754,,Mohnstraße,residential,False,False,75.63199999999999,"LINESTRING (14.4753007 46.8680699, 14.4748251 46.8682073, 14.4745133 46.8682833, 14.4743814 46.8683285)",,,30,
"[65738996, 30402079]",,"['Mohnstraße', 'Meiselhofstraße']",residential,False,"[False, True]",169.26500000000001,"LINESTRING (14.4753007 46.8680699, 14.4753846 46.8682132, 14.4754187 46.8682482, 14.475469 46.8682771, 14.4755307 46.8682882, 14.475635 46.8682959, 14.47576 46.8682954, 14.4763702 46.8682725, 14.476461 46.8682573, 14.4764293 46.8677404, 14.4764537 46.8676611)",,,30,
30401504,,Unterburger Straße,residential,False,False,317.316,"LINESTRING (14.4723209 46.8730079, 14.4726776 46.8723539, 14.4729153 46.8713249, 14.4729628 46.8711381, 14.4731007 46.8707153, 14.4732267 46.8705404, 14.4732919 46.8704958, 14.4735754 46.8703662)",,,,
68443344,,Kinskyweg,residential,False,False,193.192,"LINESTRING (14.4723209 46.8730079, 14.4723067 46.873109, 14.4721099 46.8737102, 14.4720045 46.8739169, 14.4717865 46.8741764, 14.4717716 46.8742187, 14.4717865 46.8744259, 14.4718524 46.8746725)",1,,30,
1054144841,,Unterburger Straße,residential,False,True,105.306,"LINESTRING (14.4723209 46.8730079, 14.4718404 46.8736913, 14.4716792 46.8738446)",1,,30,
30402980,,Althofen,residential,False,True,58.028000000000006,"LINESTRING (14.4672102 46.8751052, 14.4670087 46.8750003, 14.4669012 46.874959, 14.4667984 46.8749182, 14.4666711 46.8748713, 14.4665659 46.8748273)",,,,
272239660,L82a,Friesacher Straße,secondary,False,False,86.256,"LINESTRING (14.4672102 46.8751052, 14.4675309 46.8747957, 14.4678505 46.8744649)",2,,,
30402003,,Pilgrimstraße,residential,False,True,50.357,"LINESTRING (14.4678505 46.8744649, 14.4672618 46.8742572)",,,,
272239660,L82a,Friesacher Straße,secondary,False,False,133.733,"LINESTRING (14.4678505 46.8744649, 14.4680795 46.8741756, 14.4686578 46.8733964)",2,,,
272239660,L82a,Friesacher Straße,secondary,False,True,86.256,"LINESTRING (14.4678505 46.8744649, 14.4675309 46.8747957, 14.4672102 46.8751052)",2,,,
1054144840,,Unterburger Straße,residential,False,False,240.05,"LINESTRING (14.4678505 46.8744649, 14.4682601 46.8746098, 14.4685554 46.8747103, 14.4690412 46.8745315, 14.4692743 46.8742011, 14.469327 46.8742174, 14.4695261 46.8742793, 14.4704383 46.8745628)",,,,
30402418,,J. F. Perkonig Straße,residential,False,True,52.083,"LINESTRING (14.4686578 46.8733964, 14.4684784 46.8733371, 14.4680302 46.8732088)",,,,
272239660,L82a,Friesacher Straße,secondary,False,False,117.362,"LINESTRING (14.4686578 46.8733964, 14.4688684 46.8730934, 14.4689656 46.8729536, 14.4690109 46.8728803, 14.4690459 46.8728237, 14.469293 46.8724346)",2,,,
272239660,L82a,Friesacher Straße,secondary,False,True,133.733,"LINESTRING (14.4686578 46.8733964, 14.4680795 46.8741756, 14.4678505 46.8744649)",2,,,
30402989,L82,10.-Oktober-Straße,secondary,False,False,94.016,"LINESTRING (14.469293 46.8724346, 14.4690933 46.8723799, 14.4681449 46.8721202)",2,,,
272239660,L82a,Friesacher Straße,secondary,False,True,117.362,"LINESTRING (14.469293 46.8724346, 14.4690459 46.8728237, 14.4690109 46.8728803, 14.4689656 46.8729536, 14.4688684 46.8730934, 14.4686578 46.8733964)",2,,,
"[66754482, 893175956]",L82,Hauptplatz,secondary,False,False,84.64300000000001,"LINESTRING (14.469293 46.8724346, 14.4693676 46.8723034, 14.4694769 46.8721138, 14.4695191 46.8720276, 14.4695414 46.871982, 14.4695802 46.8718934, 14.4696138 46.8718166, 14.4696579 46.871716)",,,,
30401512,,Undsdorfer Straße,residential,False,False,41.306,"LINESTRING (14.4729932 46.867468, 14.4731459 46.8678245)",,,,
30401357,,Wulfenstraße,residential,False,False,47.76,"LINESTRING (14.4729932 46.867468, 14.4730647 46.8674348, 14.4730823 46.8674136, 14.4730928 46.8673884, 14.4730945 46.8672398, 14.4731103 46.8671816, 14.4731494 46.8670728)",,,,
30401357,,Wulfenstraße,residential,False,True,47.76,"LINESTRING (14.4731494 46.8670728, 14.4731103 46.8671816, 14.4730945 46.8672398, 14.4730928 46.8673884, 14.4730823 46.8674136, 14.4730647 46.8674348, 14.4729932 46.867468)",,,,
57919359,,Graf-Egger-Straße,residential,False,False,149.291,"LINESTRING (14.4731494 46.8670728, 14.4733903 46.8671226, 14.4734564 46.8671487, 14.4736414 46.8672392, 14.4737186 46.8672746, 14.4737978 46.8672968, 14.4739157 46.8673145, 14.4745783 46.867271, 14.4746603 46.8672525, 14.474722 46.8672186, 14.4749085 46.8670778)",,,30,
30401458,,Vorpachweg,residential,False,False,12.157,"LINESTRING (14.4731587 46.8678546, 14.4733141 46.8678804)",,,30,
30401512,,Undsdorfer Straße,residential,False,True,3.486,"LINESTRING (14.4731587 46.8678546, 14.4731459 46.8678245)",,,,
30401512,,Undsdorfer Straße,residential,False,False,150.093,"LINESTRING (14.4731587 46.8678546, 14.4734104 46.868628, 14.4734408 46.8687717, 14.4734579 46.8689337, 14.4734679 46.8691835)",,,,
30401458,,Vorpachweg,residential,False,True,190.777,"LINESTRING (14.4751445 46.8690258, 14.4749007 46.8689461, 14.4747055 46.8688615, 14.4744682 46.8687471, 14.4741099 46.8685165, 14.4738271 46.8683181, 14.4737027 46.8682185, 14.4733141 46.8678804)",,,30,
30401885,,Römerstraße,residential,False,True,128.656,"LINESTRING (14.4751445 46.8690258, 14.4750624 46.8690334, 14.4749893 46.8690402, 14.4747026 46.8690667, 14.4734679 46.8691835)",,,30,
1054221121,,Höpfnerstraße,residential,False,False,7.441,"LINESTRING (14.4735491 46.8702226, 14.4736195 46.8702691)",2,,50,
30401512,,Undsdorfer Straße,residential,False,True,116.232,"LINESTRING (14.4735491 46.8702226, 14.4734783 46.8699717, 14.4734484 46.8697967, 14.4734422 46.8696991, 14.4734679 46.8691835)",,,,
"[1054222066, 33063005]",L82b,Kreuzstraße,secondary,False,True,175.687,"LINESTRING (14.4735491 46.8702226, 14.4734475 46.8702455, 14.4732015 46.8703087, 14.4729623 46.8703833, 14.4727761 46.8704543, 14.4725587 46.8705572, 14.4722906 46.8707102, 14.4719908 46.870866, 14.4718704 46.8709239, 14.4717519 46.8709805, 14.4715856 46.8710331)",2,,50,
30402262,,Kottowitzstraße,residential,False,False,191.145,"LINESTRING (14.4704383 46.8745628, 14.4709428 46.8739738, 14.4709829 46.8738693, 14.4709906 46.8737379, 14.4710155 46.8736531, 14.4710752 46.8735618, 14.4714454 46.8730063)",,,,
1054144840,,Unterburger Straße,residential,False,False,149.92000000000002,"LINESTRING (14.4704383 46.8745628, 14.4706299 46.8746518, 14.4708225 46.8746962, 14.4709441 46.8746643, 14.4710155 46.8745932, 14.4712971 46.8742984, 14.4716792 46.8738446)",,,,
1054144840,,Unterburger Straße,residential,False,True,240.05,"LINESTRING (14.4704383 46.8745628, 14.4695261 46.8742793, 14.469327 46.8742174, 14.4692743 46.8742011, 14.4690412 46.8745315, 14.4685554 46.8747103, 14.4682601 46.8746098, 14.4678505 46.8744649)",,,,
30402802,,Dr.-Georg-Graber-Straße,residential,False,True,98.717,"LINESTRING (14.4716792 46.8738446, 14.4717627 46.8735591, 14.4716656 46.8733117, 14.4714454 46.8730063)",1,,30,
1054144840,,Unterburger Straße,residential,False,True,149.92000000000002,"LINESTRING (14.4716792 46.8738446, 14.4712971 46.8742984, 14.4710155 46.8745932, 14.4709441 46.8746643, 14.4708225 46.8746962, 14.4706299 46.8746518, 14.4704383 46.8745628)",,,,
1054144841,,Unterburger Straße,residential,False,False,105.306,"LINESTRING (14.4716792 46.8738446, 14.4718404 46.8736913, 14.4723209 46.8730079)",1,,30,
30402003,,Pilgrimstraße,residential,False,False,79.926,"LINESTRING (14.4663238 46.8739324, 14.4672618 46.8742572)",,,,
30401511,,Ungarnstraße,residential,False,False,132.705,"LINESTRING (14.4663238 46.8739324, 14.4665621 46.8736121, 14.4666275 46.8735242, 14.4671151 46.8728686)",,,,
"[30402682, 30402003, 30402418]",,"['Pilgrimstraße', 'J. F. Perkonig Straße', 'Feldstraße']",residential,False,"[False, True]",295.714,"LINESTRING (14.4663238 46.8739324, 14.4658047 46.8737529, 14.4650982 46.8734138, 14.4650209 46.8733309, 14.4652228 46.8730203, 14.4654922 46.8725955, 14.465535 46.8725422, 14.4655994 46.8725129, 14.4656695 46.8725034, 14.4657758 46.8725139, 14.466155 46.872578, 14.4665268 46.8726611)",,,,
30402418,,J. F. Perkonig Straße,residential,False,False,22.652,"LINESTRING (14.4671151 46.8728686, 14.4673757 46.8729674)",,,,
30402418,,J. F. Perkonig Straße,residential,False,True,50.321,"LINESTRING (14.4671151 46.8728686, 14.4665268 46.8726611)",,,,
30401511,,Ungarnstraße,residential,False,True,132.70499999999998,"LINESTRING (14.4671151 46.8728686, 14.4666275 46.8735242, 14.4665621 46.8736121, 14.4663238 46.8739324)",,,,
30401512,,Undsdorfer Straße,residential,False,False,116.23200000000001,"LINESTRING (14.4734679 46.8691835, 14.4734422 46.8696991, 14.4734484 46.8697967, 14.4734783 46.8699717, 14.4735491 46.8702226)",,,,
30401512,,Undsdorfer Straße,residential,False,True,150.093,"LINESTRING (14.4734679 46.8691835, 14.4734579 46.8689337, 14.4734408 46.8687717, 14.4734104 46.868628, 14.4731587 46.8678546)",,,,
30401885,,Römerstraße,residential,False,False,128.656,"LINESTRING (14.4734679 46.8691835, 14.4747026 46.8690667, 14.4749893 46.8690402, 14.4750624 46.8690334, 14.4751445 46.8690258)",,,30,
30402418,,J. F. Perkonig Straße,residential,False,False,56.531,"LINESTRING (14.4673757 46.8729674, 14.4680302 46.8732088)",,,,
30402418,,J. F. Perkonig Straße,residential,False,True,22.652,"LINESTRING (14.4673757 46.8729674, 14.4671151 46.8728686)",,,,
30401518,,Türkenstraße,residential,False,False,108.97200000000001,"LINESTRING (14.4673757 46.8729674, 14.467641 46.8724933, 14.4677197 46.872412, 14.4679069 46.8720596)",,,,
30402989,L82,10.-Oktober-Straße,secondary,False,True,19.306,"LINESTRING (14.4679069 46.8720596, 14.4681449 46.8721202)",2,,,
30401518,,Türkenstraße,residential,False,True,108.972,"LINESTRING (14.4679069 46.8720596, 14.4677197 46.872412, 14.467641 46.8724933, 14.4673757 46.8729674)",,,,
30402989,L82,10.-Oktober-Straße,secondary,False,False,76.34899999999999,"LINESTRING (14.4679069 46.8720596, 14.4670897 46.871842, 14.466971 46.8718104)",2,,,
30402464,,Schobitzstraße,residential,False,True,59.353,"LINESTRING (14.4754523 46.8726913, 14.4756275 46.8727043, 14.47571 46.8727156, 14.4757665 46.8727398, 14.4758291 46.8728059, 14.4758473 46.8728525, 14.4759132 46.872899, 14.4759893 46.8729287, 14.47607 46.8729484)",,,,
30402626,,Freimarktstraße,residential,False,False,21.003,"LINESTRING (14.4754523 46.8726913, 14.4754927 46.8726241, 14.4755183 46.8725092)",,,,
