osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access,bridge,tunnel,junction,width,ref
17696903,Franz Stelzhamer-Straße,residential,30,False,False,127.842,,"LINESTRING (13.7967284 47.9200659, 13.7955585 47.919225)",,,,,,
285413414,Bahnhofstraße,tertiary,40,False,False,106.97800000000001,2,"LINESTRING (13.7967284 47.9200659, 13.7968945 47.9199505, 13.7969863 47.9198814, 13.79762 47.9193702, 13.7976306 47.9193615, 13.7976641 47.9193368)",,,,,,
285413414,Bahnhofstraße,tertiary,40,False,True,80.387,2,"LINESTRING (13.7967284 47.9200659, 13.7965708 47.9201757, 13.796421 47.9202699, 13.7959471 47.9205641)",,,,,,
4780362,Am Graben,tertiary,40,False,False,10.779,2,"LINESTRING (13.7976641 47.9193368, 13.7977621 47.9192655)",yes,,,,,
13483403,Johann-Evangelist-Habert-Straße,residential,30,True,False,68.092,,"LINESTRING (13.7976641 47.9193368, 13.7979488 47.919485, 13.7981152 47.91957, 13.7983749 47.9197212)",,,,,,
285413414,Bahnhofstraße,tertiary,40,False,True,106.97800000000001,2,"LINESTRING (13.7976641 47.9193368, 13.7976306 47.9193615, 13.79762 47.9193702, 13.7969863 47.9198814, 13.7968945 47.9199505, 13.7967284 47.9200659)",,,,,,
4780362,Am Graben,tertiary,40,False,True,126.95400000000001,2,"LINESTRING (13.7983398 47.9180981, 13.7983325 47.9181151, 13.7983036 47.9181865, 13.7980579 47.9187872, 13.7978365 47.9191878)",yes,,,,,
4780363,Theatergasse,secondary,20,False,False,28.192,,"LINESTRING (13.7983398 47.9180981, 13.7985179 47.9181362, 13.7986999 47.9181758)",,,,,,
"[8111003, 18952900, 32670276]","['Theatergasse', 'Esplanade', 'Franz-Josef-Platz']",secondary,40,False,True,404.64699999999993,2,"LINESTRING (13.7983398 47.9180981, 13.7983093 47.9180813, 13.7981259 47.9179947, 13.797586 47.9177359, 13.7975087 47.9176998, 13.7973552 47.917615, 13.7972631 47.9175573, 13.7971708 47.9174933, 13.7970797 47.9174077, 13.7970104 47.9173241, 13.7969432 47.9172413, 13.7968777 47.9171522, 13.7968155 47.9170753, 13.7966071 47.9168504, 13.7965468 47.916798, 13.796444 47.9167296, 13.7963675 47.9166921, 13.7961524 47.9166049, 13.7958844 47.9165202, 13.7958438 47.9165074, 13.7952289 47.9163025, 13.7948477 47.9161816, 13.7946747 47.916125, 13.7941362 47.9159412)",yes,,,,,
"[9721051, 4780364, 40736821]","['Traunbrücke', 'An der Traunbrücke']",secondary,20,False,False,134.351,2,"LINESTRING (13.8015506 47.9184711, 13.8026266 47.9180881, 13.8027531 47.9180471, 13.8028731 47.9180068, 13.8030175 47.9179737, 13.8031733 47.91796)",yes,yes,,,,
"[514768275, 514768269, 144722878]",Kammerhofgasse,secondary,20,True,False,36.857,2,"LINESTRING (13.8015506 47.9184711, 13.8014158 47.9185266, 13.8013008 47.9185762, 13.8011627 47.918619, 13.801117 47.9186276)",yes,,building_passage,,,
"[9721051, 4780364, 40736821]","['Traunbrücke', 'An der Traunbrücke']",secondary,20,False,True,134.351,2,"LINESTRING (13.8031733 47.91796, 13.8030175 47.9179737, 13.8028731 47.9180068, 13.8027531 47.9180471, 13.8026266 47.9180881, 13.8015506 47.9184711)",yes,yes,,,,
420264119,Klosterplatz,secondary,20,False,False,34.046,2,"LINESTRING (13.8031733 47.91796, 13.8033917 47.9179522, 13.8034811 47.9179509, 13.8035485 47.9179529, 13.8036293 47.9179586)",yes,,,,,
285409198,,secondary,40,True,False,7.771,,"LINESTRING (13.8067988 47.9189328, 13.8067487 47.9189424, 13.8066966 47.9189406)",,,,roundabout,,
13483403,Johann-Evangelist-Habert-Straße,residential,30,True,False,59.965,,"LINESTRING (13.7983749 47.9197212, 13.7987223 47.9198619, 13.7990176 47.9199705, 13.7990722 47.9199901)",,,,,,
"[8111003, 32670276, 18952900]","['Esplanade', 'Theatergasse', 'Franz-Josef-Platz']",secondary,40,False,False,404.6469999999999,2,"LINESTRING (13.7941362 47.9159412, 13.7946747 47.916125, 13.7948477 47.9161816, 13.7952289 47.9163025, 13.7958438 47.9165074, 13.7958844 47.9165202, 13.7961524 47.9166049, 13.7963675 47.9166921, 13.796444 47.9167296, 13.7965468 47.916798, 13.7966071 47.9168504, 13.7968155 47.9170753, 13.7968777 47.9171522, 13.7969432 47.9172413, 13.7970104 47.9173241, 13.7970797 47.9174077, 13.7971708 47.9174933, 13.7972631 47.9175573, 13.7973552 47.917615, 13.7975087 47.9176998, 13.797586 47.9177359, 13.7981259 47.9179947, 13.7983093 47.9180813, 13.7983398 47.9180981)",yes,,,,,
226884063,Georgstraße,secondary,40,False,False,205.928,2,"LINESTRING (13.8037929 47.9179734, 13.8038982 47.9179848, 13.8039979 47.9180068, 13.8045454 47.9181277, 13.8047944 47.9181565, 13.8049994 47.9181794, 13.8050866 47.9181891, 13.8051145 47.9181921, 13.8053498 47.9182174, 13.8056131 47.9182335, 13.805641 47.9182352, 13.8060854 47.9182626, 13.8062587 47.9182768, 13.8063036 47.9182835, 13.8063831 47.9183029, 13.8064394 47.9183216, 13.8064822 47.9183426)",yes,,,,,
399105331,Klosterplatz,secondary,40,False,True,12.303,2,"LINESTRING (13.8037929 47.9179734, 13.8036437 47.9179599, 13.8036293 47.9179586)",yes,,,,,
17696898,Rustonstraße,residential,30,False,False,90.33999999999999,,"LINESTRING (13.7959471 47.9205641, 13.7958837 47.9205169, 13.7956202 47.9203134, 13.7955719 47.9202653, 13.7954143 47.9200698, 13.7953381 47.9199598, 13.7952857 47.9198901)",,,,,,
285413414,Bahnhofstraße,tertiary,40,False,False,80.387,2,"LINESTRING (13.7959471 47.9205641, 13.796421 47.9202699, 13.7965708 47.9201757, 13.7967284 47.9200659)",,,,,,
285413414,Bahnhofstraße,tertiary,40,False,True,96.218,2,"LINESTRING (13.7959471 47.9205641, 13.795726 47.9207022, 13.7956425 47.9207519, 13.7952381 47.9210252, 13.7950304 47.921173)",,,,,,
17696898,Rustonstraße,residential,30,False,True,144.38500000000002,,"LINESTRING (13.794721 47.9197934, 13.7945306 47.9199822, 13.7944729 47.92005, 13.7944439 47.9201031, 13.7944327 47.9201412, 13.7944407 47.9201934, 13.7944742 47.9202428, 13.7945198 47.9202837, 13.7945661 47.9203107, 13.794613 47.9203214, 13.7946653 47.9203201, 13.7947136 47.9203089, 13.7947492 47.9202851, 13.7947921 47.9202491, 13.7948357 47.9201965, 13.7949215 47.9200518, 13.7949758 47.9200028, 13.7950583 47.9199557, 13.7951341 47.9199273, 13.7952857 47.9198901)",,,,,,
17696898,Rustonstraße,residential,30,False,False,144.38500000000002,,"LINESTRING (13.7952857 47.9198901, 13.7951341 47.9199273, 13.7950583 47.9199557, 13.7949758 47.9200028, 13.7949215 47.9200518, 13.7948357 47.9201965, 13.7947921 47.9202491, 13.7947492 47.9202851, 13.7947136 47.9203089, 13.7946653 47.9203201, 13.794613 47.9203214, 13.7945661 47.9203107, 13.7945198 47.9202837, 13.7944742 47.9202428, 13.7944407 47.9201934, 13.7944327 47.9201412, 13.7944439 47.9201031, 13.7944729 47.92005, 13.7945306 47.9199822, 13.794721 47.9197934)",,,,,,
17696898,Rustonstraße,residential,30,False,True,90.33999999999999,,"LINESTRING (13.7952857 47.9198901, 13.7953381 47.9199598, 13.7954143 47.9200698, 13.7955719 47.9202653, 13.7956202 47.9203134, 13.7958837 47.9205169, 13.7959471 47.9205641)",,,,,,
17696902,Rustonstraße,residential,30,False,False,42.788000000000004,,"LINESTRING (13.7952857 47.9198901, 13.7952568 47.9197566, 13.7952306 47.9196932, 13.7951468 47.9195512, 13.7951334 47.9195211)",,,,,,
17696902,Rustonstraße,residential,30,False,True,42.788,,"LINESTRING (13.7951334 47.9195211, 13.7951468 47.9195512, 13.7952306 47.9196932, 13.7952568 47.9197566, 13.7952857 47.9198901)",,,,,,
190903310,Rustonstraße,residential,30,True,False,46.117,,"LINESTRING (13.7951334 47.9195211, 13.7951428 47.9194955, 13.7954552 47.9192964, 13.7955585 47.919225)",,,,,,
17696903,Franz Stelzhamer-Straße,residential,30,False,True,127.842,,"LINESTRING (13.7955585 47.919225, 13.7967284 47.9200659)",,,,,,
"[29214342, 190903311]",Schlösselgasse,residential,,False,False,114.407,,"LINESTRING (13.7955585 47.919225, 13.7959601 47.9189437, 13.7961636 47.9188108, 13.7962404 47.918752, 13.7966051 47.9184729)",,,,,3,
