osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,tunnel
292066411,Hauptstraße,residential,30,False,False,40.211,"LINESTRING (13.7057315 46.8011209, 13.7056036 46.8010971, 13.7054709 46.8010962, 13.705213 46.8011316)",2,,,,
"[292066420, 703464438]",Hauptstraße,residential,"['30', '50']",False,True,288.312,"LINESTRING (13.7057315 46.8011209, 13.7058039 46.8011948, 13.7058262 46.8012481, 13.7058359 46.8012984, 13.7058195 46.8013445, 13.7057885 46.8013867, 13.7055504 46.801483, 13.7054387 46.8015658, 13.7054172 46.8016052, 13.7054162 46.8016545, 13.7054487 46.8017255, 13.7054695 46.8017539, 13.7055074 46.8017761, 13.705556 46.8018008, 13.7056194 46.8018103, 13.7056807 46.8018099, 13.7057454 46.8017936, 13.7058684 46.8017356, 13.7060334 46.8016101, 13.7061847 46.8014505, 13.7062697 46.8012842, 13.7063433 46.8010824, 13.7063949 46.8010149, 13.7064663 46.8009692, 13.7065343 46.800925, 13.7066348 46.8008941, 13.7067186 46.8008769, 13.7068186 46.8008563, 13.7070216 46.8008586, 13.7071204 46.8008749, 13.7072127 46.8009069, 13.7072818 46.8009356)",2,,,,
"[69288537, 892214003]",Grießbühel,residential,30,False,False,91.71200000000002,"LINESTRING (13.7059303 46.8010357, 13.7061303 46.8008938, 13.7063536 46.8007618, 13.7066037 46.8006581, 13.7067941 46.8006288, 13.7068564 46.8006365, 13.7069262 46.8006452)",,,,,
69288544,Fischerstraße,residential,30,True,False,79.12,"LINESTRING (13.7059303 46.8010357, 13.705702 46.8006066, 13.7056143 46.8003589)",,,,,
69288552,Grießbühel,residential,30,False,True,17.853,"LINESTRING (13.7059303 46.8010357, 13.7058502 46.8010706, 13.7057315 46.8011209)",,,,,
127522619,Friedenstraße,residential,30,False,False,22.53,"LINESTRING (13.7098431 46.7998023, 13.7098531 46.8000048)",,,,,
115880547,10.Oktoberstraße,residential,30,False,True,207.83,"LINESTRING (13.7098431 46.7998023, 13.7084519 46.7998277, 13.7078949 46.7998329, 13.7071138 46.7998139)",,,,,
"[127522619, 115880532]","['Friedenstraße', 'Rainweg']",residential,30,False,True,306.884,"LINESTRING (13.7098431 46.7998023, 13.7098293 46.7996284, 13.7098013 46.7992752, 13.7111949 46.7992882, 13.7118714 46.7992874, 13.7119056 46.7993229, 13.7121439 46.8000494, 13.7121528 46.8000764)",,,,,
115880544,Neuhofstraße,residential,30,False,False,150.27100000000002,"LINESTRING (13.7125468 46.8010288, 13.7129413 46.8008868, 13.7133943 46.8007351, 13.7135705 46.8006839, 13.7137125 46.8006427, 13.7138165 46.8006307, 13.713899 46.8006486, 13.7139663 46.8006777, 13.714021 46.8007284, 13.7140421 46.8007839, 13.714021 46.8008841, 13.7139937 46.8009379)",,,,,
"[1095850640, 115880514, 1095850639]",Eschenweg,residential,30,False,False,248.19,"LINESTRING (13.7169241 46.8001695, 13.7166605 46.8002457, 13.7162083 46.8005116, 13.7160659 46.8005788, 13.7158798 46.8006511, 13.71494 46.8008776, 13.7145852 46.8009774, 13.7139737 46.8009774)",,,,yes,
"[1095850643, 1095850644, 115880526]",Peintenweg,residential,30,False,False,112.375,"LINESTRING (13.7169241 46.8001695, 13.7170077 46.800344, 13.7170054 46.8004391, 13.7168936 46.8008151, 13.7168626 46.800878, 13.716782 46.8009747, 13.7165911 46.8010841)",,,,yes,
115880526,Peintenweg,residential,30,False,True,94.398,"LINESTRING (13.7169241 46.8001695, 13.716731 46.7997656, 13.7165808 46.7993543)",,,,,
115880536,Lindenstraße,residential,30,False,False,13.467,"LINESTRING (13.7141049 46.7995157, 13.7139739 46.7994343)",,,,,
24943648,Villacherstraße,primary,50,False,False,38.966,"LINESTRING (13.7141049 46.7995157, 13.7142103 46.7994169, 13.7143401 46.7992905, 13.7144019 46.7992303)",2,B88,,,
24943648,Villacherstraße,primary,50,False,True,177.082,"LINESTRING (13.7141049 46.7995157, 13.7137854 46.7997557, 13.7132962 46.8000348, 13.7126231 46.8003668, 13.7122837 46.8004921)",2,B88,,,
24943648,Villacherstraße,primary,50,False,True,54.97,"LINESTRING (13.7122837 46.8004921, 13.711632 46.8007051)",2,B88,,,
115880532,Rainweg,residential,30,False,False,47.285,"LINESTRING (13.7122837 46.8004921, 13.7121528 46.8000764)",,,,,
24943648,Villacherstraße,primary,50,False,False,177.082,"LINESTRING (13.7122837 46.8004921, 13.7126231 46.8003668, 13.7132962 46.8000348, 13.7137854 46.7997557, 13.7141049 46.7995157)",2,B88,,,
115880537,Trattenweg,residential,,False,False,481.092,"LINESTRING (13.7080406 46.7963871, 13.7085091 46.7964517, 13.709017 46.7964936, 13.7094854 46.7965784, 13.7099718 46.7966955, 13.7104497 46.7967445, 13.710951 46.7967719, 13.7113429 46.7968015, 13.7115306 46.7968327, 13.7116938 46.7968847, 13.7118264 46.7969259, 13.7119316 46.7969373, 13.7120559 46.7969545, 13.7127882 46.7970408, 13.7135982 46.7972611, 13.7137811 46.7976402)",,,,,
115880546,Töplitzweg,residential,30,False,True,34.803,"LINESTRING (13.7154663 46.7999108, 13.715583 46.8000006, 13.7157654 46.8001475)",,,,,
127522616,Plausenweg,residential,30,False,True,53.06999999999999,"LINESTRING (13.7154663 46.7999108, 13.7157444 46.7997249, 13.7157571 46.7996054, 13.7158525 46.7995415)",,,,,
331506429,Töplitzweg,residential,30,False,False,80.96900000000001,"LINESTRING (13.7154663 46.7999108, 13.7151431 46.7997215, 13.7148422 46.7995385, 13.7146765 46.7994236)",,,,,
115880544,Neuhofstraße,residential,30,False,True,4.649,"LINESTRING (13.7139737 46.8009774, 13.7139937 46.8009379)",,,,,
115880544,Neuhofstraße,residential,30,False,False,203.421,"LINESTRING (13.7139737 46.8009774, 13.7133836 46.801161, 13.7128579 46.8013153, 13.7123497 46.8012979, 13.7119781 46.801352, 13.7117638 46.8014707, 13.7115957 46.8016307)",,,,,
"[1095850640, 115880514, 1095850639]",Eschenweg,residential,30,False,True,248.19000000000003,"LINESTRING (13.7139737 46.8009774, 13.7145852 46.8009774, 13.71494 46.8008776, 13.7158798 46.8006511, 13.7160659 46.8005788, 13.7162083 46.8005116, 13.7166605 46.8002457, 13.7169241 46.8001695)",,,,yes,
127522619,Friedenstraße,residential,30,False,True,22.53,"LINESTRING (13.7098531 46.8000048, 13.7098431 46.7998023)",,,,,
127522621,Feldweg,residential,30,False,True,118.045,"LINESTRING (13.7098531 46.8000048, 13.7113964 46.7999005)",,,,,
127522619,Friedenstraße,residential,30,False,False,127.56800000000001,"LINESTRING (13.7098531 46.8000048, 13.7098726 46.8003997, 13.7099174 46.8010967, 13.7099249 46.8011509)",,,,,
115880546,Töplitzweg,residential,30,False,False,34.803,"LINESTRING (13.7157654 46.8001475, 13.715583 46.8000006, 13.7154663 46.7999108)",,,,,
760711387,Turracherstraße,primary,70,False,False,17.446,"LINESTRING (13.7163385 46.8012103, 13.7161159 46.8012477)",2,B88,,,
"[760711385, 1095850643]",Peintenweg,residential,30,False,True,28.521,"LINESTRING (13.7163385 46.8012103, 13.7163365 46.8011686, 13.7163361 46.8011359, 13.7165911 46.8010841)",,,,,
"[760711385, 1095850643]",Peintenweg,residential,30,False,False,28.520999999999997,"LINESTRING (13.7165911 46.8010841, 13.7163361 46.8011359, 13.7163365 46.8011686, 13.7163385 46.8012103)",,,,,
"[1095850643, 1095850644, 115880526]",Peintenweg,residential,30,False,True,112.37500000000001,"LINESTRING (13.7165911 46.8010841, 13.716782 46.8009747, 13.7168626 46.800878, 13.7168936 46.8008151, 13.7170054 46.8004391, 13.7170077 46.800344, 13.7169241 46.8001695)",,,,yes,
115880549,Angerweg,residential,30,False,False,28.674,"LINESTRING (13.7113964 46.7999005, 13.7113413 46.7996454)",,,,,
127522621,Feldweg,residential,30,False,False,118.045,"LINESTRING (13.7113964 46.7999005, 13.7098531 46.8000048)",,,,,
115880549,Angerweg,residential,30,False,True,91.412,"LINESTRING (13.7113964 46.7999005, 13.7114628 46.8001305, 13.7115198 46.8003281, 13.7115863 46.8006224, 13.711632 46.8007051)",,,,,
115880517,Birkenweg,residential,,False,True,97.754,"LINESTRING (13.712769 46.798055, 13.7127435 46.7980064, 13.7127291 46.7979783, 13.7128018 46.7979598, 13.7129134 46.7979314, 13.7132142 46.7978542, 13.7136543 46.7976871, 13.7137811 46.7976402)",,,,,
"[450676608, 291940608, 450676612, 450676619, 121523182, 121523151, 450676591, 450676604, 450676606]",Stadionstraße,primary,50,False,True,479.8569999999999,"LINESTRING (13.712769 46.798055, 13.7126232 46.7980808, 13.7123965 46.7981105, 13.7123301 46.7981206, 13.7122732 46.7981249, 13.7121938 46.798131, 13.7120483 46.7981349, 13.7119581 46.7981376, 13.7117408 46.7981442, 13.7114186 46.798142, 13.7111821 46.7981325, 13.7109456 46.7981167, 13.7103976 46.798083, 13.7100461 46.7980678, 13.7094945 46.798054, 13.7092807 46.7980531, 13.7090058 46.7980656, 13.7088043 46.7980747, 13.7084287 46.7981066, 13.7081038 46.7981485, 13.7079224 46.7981706, 13.7073692 46.7982421, 13.7069115 46.7982877, 13.7065105 46.7983129)","['2', '3']",B98,,yes,
"[1092319808, 450676661]",Stadionstraße,primary,50,False,False,34.353,"LINESTRING (13.712769 46.798055, 13.7129251 46.7980274, 13.7131112 46.7979999, 13.7132099 46.7979903)",3,B98,,,
115880547,10.Oktoberstraße,residential,30,False,False,207.82999999999998,"LINESTRING (13.7071138 46.7998139, 13.7078949 46.7998329, 13.7084519 46.7998277, 13.7098431 46.7998023)",,,,,
292066417,Schulstraße,residential,30,False,False,114.542,"LINESTRING (13.7071138 46.7998139, 13.7071687 46.799537, 13.7071717 46.7994186, 13.7071761 46.7992471, 13.7071384 46.798996, 13.7071072 46.7987888)",,,,,
"[292066417, 69288547]",Schulstraße,residential,30,False,True,127.329,"LINESTRING (13.7071138 46.7998139, 13.7070566 46.8002037, 13.7070737 46.8002838, 13.7071333 46.8005635, 13.7072312 46.8007491, 13.7072472 46.8007796, 13.7072857 46.8008655, 13.7072818 46.8009356)",,,,,
115880526,Peintenweg,residential,30,False,False,94.398,"LINESTRING (13.7165808 46.7993543, 13.716731 46.7997656, 13.7169241 46.8001695)",,,,,
127522616,Plausenweg,residential,30,False,False,62.239999999999995,"LINESTRING (13.7165808 46.7993543, 13.7162482 46.7993543, 13.7159817 46.7994552, 13.7158525 46.7995415)",,,,,
115880517,Birkenweg,residential,,False,False,97.754,"LINESTRING (13.7137811 46.7976402, 13.7136543 46.7976871, 13.7132142 46.7978542, 13.7129134 46.7979314, 13.7128018 46.7979598, 13.7127291 46.7979783, 13.7127435 46.7980064, 13.712769 46.798055)",,,,,
115880537,Trattenweg,residential,,False,True,481.09200000000004,"LINESTRING (13.7137811 46.7976402, 13.7135982 46.7972611, 13.7127882 46.7970408, 13.7120559 46.7969545, 13.7119316 46.7969373, 13.7118264 46.7969259, 13.7116938 46.7968847, 13.7115306 46.7968327, 13.7113429 46.7968015, 13.710951 46.7967719, 13.7104497 46.7967445, 13.7099718 46.7966955, 13.7094854 46.7965784, 13.709017 46.7964936, 13.7085091 46.7964517, 13.7080406 46.7963871)",,,,,
292066417,Schulstraße,residential,30,False,True,114.542,"LINESTRING (13.7071072 46.7987888, 13.7071384 46.798996, 13.7071761 46.7992471, 13.7071717 46.7994186, 13.7071687 46.799537, 13.7071138 46.7998139)",,,,,
115880532,Rainweg,residential,30,False,True,47.285,"LINESTRING (13.7121528 46.8000764, 13.7122837 46.8004921)",,,,,
115880536,Lindenstraße,residential,30,False,True,33.093,"LINESTRING (13.7121528 46.8000764, 13.7125332 46.7999323)",,,,,
"[127522619, 115880532]","['Friedenstraße', 'Rainweg']",residential,30,False,False,306.884,"LINESTRING (13.7121528 46.8000764, 13.7121439 46.8000494, 13.7119056 46.7993229, 13.7118714 46.7992874, 13.7111949 46.7992882, 13.7098013 46.7992752, 13.7098293 46.7996284, 13.7098431 46.7998023)",,,,,
378417993,Stadionstraße,primary,50,True,False,35.991,"LINESTRING (13.7132099 46.7979903, 13.7132393 46.7979574, 13.7133641 46.7979324, 13.7134611 46.7979083, 13.7135768 46.7978691, 13.7136206 46.7978473)",1,B98,,,
"[1092319808, 450676661]",Stadionstraße,primary,50,False,True,34.353,"LINESTRING (13.7132099 46.7979903, 13.7131112 46.7979999, 13.7129251 46.7980274, 13.712769 46.798055)",3,B98,,,
"[291940608, 450676608, 450676612, 450676619, 121523182, 450676591, 121523151, 450676604, 450676606]",Stadionstraße,primary,50,False,False,479.8570000000001,"LINESTRING (13.7065105 46.7983129, 13.7069115 46.7982877, 13.7073692 46.7982421, 13.7079224 46.7981706, 13.7081038 46.7981485, 13.7084287 46.7981066, 13.7088043 46.7980747, 13.7090058 46.7980656, 13.7092807 46.7980531, 13.7094945 46.798054, 13.7100461 46.7980678, 13.7103976 46.798083, 13.7109456 46.7981167, 13.7111821 46.7981325, 13.7114186 46.798142, 13.7117408 46.7981442, 13.7119581 46.7981376, 13.7120483 46.7981349, 13.7121938 46.798131, 13.7122732 46.7981249, 13.7123301 46.7981206, 13.7123965 46.7981105, 13.7126232 46.7980808, 13.712769 46.798055)","['2', '3']",B98,,yes,
"[892214001, 892214002, 121523209]",Fischerstraße,residential,30,False,False,277.88800000000003,"LINESTRING (13.7065105 46.7983129, 13.7065148 46.7983633, 13.7065069 46.7984358, 13.7065034 46.7984695, 13.7064946 46.7985532, 13.7064868 46.7987363, 13.7064946 46.7988269, 13.7065179 46.7989495, 13.7065573 46.7990509, 13.7065724 46.7990899, 13.7066243 46.7992107, 13.7066403 46.7992598, 13.7066555 46.7993066, 13.7066633 46.7993919, 13.7066295 46.7996336, 13.7066242 46.7997013, 13.7066053 46.7999425, 13.7065872 46.8000154, 13.7065005 46.800075, 13.7064141 46.8001489, 13.7062947 46.8002004, 13.7061623 46.8002306, 13.7059754 46.8002661, 13.7056847 46.8003034, 13.7056143 46.8003589)",,,,,
760711387,Turracherstraße,primary,70,False,True,17.446,"LINESTRING (13.7161159 46.8012477, 13.7163385 46.8012103)",2,B88,,,
"[379305120, 379305121, 167641309]",Landstraße,residential,,False,True,604.7460000000001,"LINESTRING (13.7161159 46.8012477, 13.7161096 46.8012997, 13.7160315 46.8013443, 13.715335 46.8014626, 13.7144507 46.8017182, 13.7138586 46.8018724, 13.7137065 46.801898, 13.7132427 46.801927, 13.713143 46.8019339, 13.712956 46.8020021, 13.7124029 46.8022425, 13.7123173 46.8022797, 13.7121711 46.8023432, 13.7117614 46.8024866, 13.7115106 46.802594, 13.7112904 46.8026511, 13.7105617 46.8026612, 13.7099022 46.8027329, 13.7094188 46.8027541, 13.708726 46.8028871)",,,,,building_passage
"[291940601, 702847753, 705218366]",Turracherstraße,primary,"['70', '50', '100']",False,False,348.40299999999996,"LINESTRING (13.7161159 46.8012477, 13.7154734 46.80135, 13.7144394 46.801505, 13.7140465 46.8015566, 13.7136157 46.8016029, 13.7131854 46.801633, 13.7127774 46.8016358, 13.7119887 46.801621, 13.7118655 46.8016219, 13.7118022 46.8016217, 13.7115957 46.8016307)",2,B88,,,
"[292066412, 155448909]",Reggerweg,residential,50,False,False,247.06000000000003,"LINESTRING (13.7043015 46.8029826, 13.7043382 46.8029288, 13.70569 46.8028737, 13.7058518 46.8029128, 13.7058947 46.8031184, 13.7059605 46.8031596, 13.7064168 46.8032398, 13.7065215 46.8032944, 13.7066063 46.8033951, 13.7067152 46.8035552, 13.7068247 46.8036781)",,,,,
234715399,Knappenstraße,secondary,50,False,True,7.231,"LINESTRING (13.7068247 46.8036781, 13.7069197 46.803678)",,L18,,,
"[292066412, 155448909]",Reggerweg,residential,50,False,True,247.06000000000003,"LINESTRING (13.7068247 46.8036781, 13.7067152 46.8035552, 13.7066063 46.8033951, 13.7065215 46.8032944, 13.7064168 46.8032398, 13.7059605 46.8031596, 13.7058947 46.8031184, 13.7058518 46.8029128, 13.70569 46.8028737, 13.7043382 46.8029288, 13.7043015 46.8029826)",,,,,
"[704194880, 302256116]","['Kaninger Straße', 'Knappenstraße']",secondary,50,False,False,141.401,"LINESTRING (13.7068247 46.8036781, 13.7066502 46.8036672, 13.7061791 46.8036229, 13.7059238 46.8036069, 13.7056582 46.8036134, 13.7054524 46.803637, 13.7052503 46.8036769, 13.7050034 46.8037444)",,L18,,,
"[69288537, 892214003]",Grießbühel,residential,30,False,True,91.712,"LINESTRING (13.7069262 46.8006452, 13.7068564 46.8006365, 13.7067941 46.8006288, 13.7066037 46.8006581, 13.7063536 46.8007618, 13.7061303 46.8008938, 13.7059303 46.8010357)",,,,,
167643507,Sonnenstraße,residential,,False,False,106.573,"LINESTRING (13.7061471 46.8042088, 13.7057105 46.8041542, 13.7055839 46.8041243, 13.7052406 46.8039775, 13.705097 46.8038645, 13.7050034 46.8037444)",,,,,
