osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge
694298234,L14b,10. Oktoberstraße,secondary,50,False,False,2.634,,"LINESTRING (13.2511831 46.7583194, 13.2511524 46.7583085)",
694298234,L14b,10. Oktoberstraße,secondary,50,False,True,23.293,,"LINESTRING (13.2511831 46.7583194, 13.2514458 46.7584266)",
92961559,L4,Bahnhofstraße,secondary,,False,True,120.018,2,"LINESTRING (13.2511831 46.7583194, 13.2512217 46.7582867, 13.2515973 46.7578898, 13.251912 46.7575742, 13.2520519 46.7574194)",
48749657,L14b,10. Oktoberstraße,secondary,,False,False,113.98599999999999,,"LINESTRING (13.2508551 46.7581937, 13.2504198 46.7580411, 13.2498882 46.7578587, 13.249507 46.7577502)",
"[48749657, 694298234, 48749667]",L14b,10. Oktoberstraße,secondary,50,False,True,25.998,,"LINESTRING (13.2508551 46.7581937, 13.2509038 46.7582127, 13.2511156 46.7582947, 13.2511524 46.7583085)",yes
92972856,,Josef Fräß-Ehrfeldstraße,residential,,False,True,120.973,,"LINESTRING (13.2508551 46.7581937, 13.2506234 46.7583794, 13.2501772 46.7587185, 13.2498916 46.7589382, 13.2497992 46.7590062)",
661162928,,Josef-Fräß-Ehrfeld-Straße,residential,,False,False,35.120999999999995,,"LINESTRING (13.2508551 46.7581937, 13.2508891 46.7581578, 13.2511331 46.7579419)",
694298234,L14b,10. Oktoberstraße,secondary,50,False,False,56.177,,"LINESTRING (13.2537234 46.7593569, 13.253091 46.759097)",
93323173,,Mühlenweg,residential,,False,False,68.255,,"LINESTRING (13.2537234 46.7593569, 13.2536449 46.7594563, 13.2533835 46.759924)",
48749657,L14b,10. Oktoberstraße,secondary,,False,True,36.149,,"LINESTRING (13.2490488 46.7576695, 13.2492559 46.7576953, 13.2493826 46.7577174, 13.249507 46.7577502)",
316805578,,Knappengasse,residential,,False,True,50.66,,"LINESTRING (13.2490488 46.7576695, 13.2489067 46.7578853, 13.2488544 46.7581012)",
