osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,maxspeed
430078334,True,90,Carrera 14,primary,False,56.78,"LINESTRING (-76.7289988 8.0966984, -76.7291429 8.0971887)",,
501091621,False,,Calle 106,residential,True,9.622,"LINESTRING (-76.7289988 8.0966984, -76.7290852 8.0967115)",,
501091621,False,,Calle 106,residential,False,84.291,"LINESTRING (-76.7289988 8.0966984, -76.7288507 8.0967447, -76.7282686 8.0969265)",,
326106357,False,62,Calle 104,primary,False,86.337,"LINESTRING (-76.7284855 8.095125, -76.7277467 8.0953855)",,
500827677,False,,,primary,True,7.492,"LINESTRING (-76.7284855 8.095125, -76.7285503 8.0951044)",,
430078334,True,90,Carrera 14,primary,False,116.7,"LINESTRING (-76.7284855 8.095125, -76.7286571 8.0956424, -76.7288163 8.0961221)",,
326106357,False,62,Calle 104,primary,True,128.659,"LINESTRING (-76.7241797 8.0966325, -76.7252817 8.0962472)",,
406676429,False,,Carrera 18,residential,False,64.09,"LINESTRING (-76.7241797 8.0966325, -76.724225 8.0967611, -76.7243715 8.0971767)",,
545588928,False,,Carrera 18,residential,True,62.038,"LINESTRING (-76.7241797 8.0966325, -76.72409 8.096329, -76.724015 8.096099)",,
501091621,False,,Calle 106,residential,False,128.746,"LINESTRING (-76.7302048 8.0963769, -76.7290852 8.0967115)",,
501092664,False,,Carrera 13,residential,False,58.778,"LINESTRING (-76.7302048 8.0963769, -76.7300224 8.0958801)",,
501092664,False,,Carrera 13,residential,True,54.874,"LINESTRING (-76.7302048 8.0963769, -76.7303853 8.0968369)",,
"[176741325, 501091621, 501091623]",False,,Calle 106,residential,True,235.89,"LINESTRING (-76.7302048 8.0963769, -76.7304348 8.0963041, -76.7305119 8.0962797, -76.7322459 8.0957312)",yes,
176741322,False,,Calle 102,residential,False,105.925,"LINESTRING (-76.7321142 8.0925505, -76.7311948 8.0928314)",,
406676428,False,,,residential,False,48.806,"LINESTRING (-76.7321142 8.0925505, -76.7322722 8.0929606)",,
406676428,False,,,residential,True,69.186,"LINESTRING (-76.7321142 8.0925505, -76.7318901 8.0919692)",,
501091600,False,,Calle 102,residential,False,111.487,"LINESTRING (-76.7291246 8.0934616, -76.7281471 8.0937237)",,
501092664,False,,Carrera 13,residential,True,104.593,"LINESTRING (-76.7291246 8.0934616, -76.7294523 8.0943445)",,
"[501091600, 501091601, 176741322]",False,,Calle 102,residential,True,233.07599999999996,"LINESTRING (-76.7291246 8.0934616, -76.7307157 8.0929767, -76.7308924 8.0929228, -76.7311483 8.0928456)",yes,
501092664,False,,Carrera 13,residential,False,118.042,"LINESTRING (-76.7291246 8.0934616, -76.729071 8.093306, -76.728724 8.0924772)",,
176741326,False,,Carrera 14A,residential,False,102.814,"LINESTRING (-76.7271057 8.0940045, -76.7269397 8.0930946)",,
176741326,False,,Carrera 14A,residential,True,99.456,"LINESTRING (-76.7271057 8.0940045, -76.7272796 8.0948822)",,
501091600,False,,Calle 102,residential,True,118.821,"LINESTRING (-76.7271057 8.0940045, -76.7281471 8.0937237)",,
501091600,False,,Calle 102,residential,False,51.406,"LINESTRING (-76.7271057 8.0940045, -76.7267714 8.0940904, -76.7266522 8.0941141)",,
176741323,False,,Calle 101,residential,False,12.263,"LINESTRING (-76.7308653 8.0917383, -76.7307592 8.0917719)",,
176741323,False,,Calle 101,residential,True,96.261,"LINESTRING (-76.7308653 8.0917383, -76.7316794 8.0914224)",,
176741327,False,,Carrera 12,residential,True,98.314,"LINESTRING (-76.7308653 8.0917383, -76.7305708 8.0909036)",,
176741327,False,,Carrera 12,residential,False,98.314,"LINESTRING (-76.7305708 8.0909036, -76.7308653 8.0917383)",,
500834360,False,,Calle 100,residential,False,97.243,"LINESTRING (-76.7305708 8.0909036, -76.7297332 8.0911813)",,
500834360,False,,Calle 100,residential,True,92.331,"LINESTRING (-76.7305708 8.0909036, -76.7313642 8.0906344)",,
501091588,False,,Carrera 16,residential,True,12.805,"LINESTRING (-76.7251666 8.0936715, -76.7251349 8.0935607)",,
176741323,False,,Calle 101,residential,True,135.862,"LINESTRING (-76.7251666 8.0936715, -76.7253815 8.0936124, -76.7255782 8.0935636, -76.7263362 8.0932857)",,
176741324,False,,Carrera 18,residential,False,83.05199999999999,"LINESTRING (-76.7251666 8.0936715, -76.725123 8.093689, -76.725026 8.093727, -76.724908 8.093762, -76.72465 8.093854, -76.724481 8.09397)",,
501091588,False,,Carrera 16,residential,False,89.95700000000001,"LINESTRING (-76.7251666 8.0936715, -76.7254263 8.0943507, -76.7254559 8.0944281)",,
176741324,False,,Carrera 18,residential,True,83.052,"LINESTRING (-76.724481 8.09397, -76.72465 8.093854, -76.724908 8.093762, -76.725026 8.093727, -76.725123 8.093689, -76.7251666 8.0936715)",,
"[500834362, 501091067, 1006363069]",False,,,residential,"[False, True]",37.452999999999996,"LINESTRING (-76.724481 8.09397, -76.7243109 8.0939741, -76.7241593 8.0939775, -76.7241409 8.0939784)",yes,
406676430,False,,,residential,True,124.37100000000001,"LINESTRING (-76.724015 8.096099, -76.7241508 8.0960542, -76.72422 8.0960313, -76.7250759 8.0957148)",,
545588928,False,,Carrera 18,residential,False,62.038,"LINESTRING (-76.724015 8.096099, -76.72409 8.096329, -76.7241797 8.0966325)",,
205275349,False,,Carrera 15,residential,False,64.459,"LINESTRING (-76.7271402 8.0955845, -76.7273332 8.0961318)",,
205275349,False,,Carrera 15,residential,True,38.588,"LINESTRING (-76.7271402 8.0955845, -76.727033 8.0952541)",,
326106357,False,62,Calle 104,primary,False,129.463,"LINESTRING (-76.7271402 8.0955845, -76.7260322 8.0959747)",,
326106357,False,62,Calle 104,primary,True,32.211,"LINESTRING (-76.7271402 8.0955845, -76.7274197 8.0954988)",,
205275349,False,,Carrera 15,residential,False,13.313,"LINESTRING (-76.7260225 8.0924255, -76.7260636 8.0925381)",,
259046940,False,,Carrera 15,residential,True,8.729,"LINESTRING (-76.7260225 8.0924255, -76.7259969 8.0923512)",,
501091592,False,,Calle 100,residential,True,84.606,"LINESTRING (-76.7260225 8.0924255, -76.7267473 8.0921725)",,
501092664,False,,Carrera 13,residential,True,77.598,"LINESTRING (-76.7284172 8.0916175, -76.728652 8.0922755)",,
501091592,False,,Calle 100,residential,False,96.994,"LINESTRING (-76.7284172 8.0916175, -76.7280694 8.0917334, -76.7275789 8.0918858)",,
"[501091592, 500834360, 501091591]",False,,Calle 100,residential,True,152.78,"LINESTRING (-76.7284172 8.0916175, -76.7288701 8.0914674, -76.7290796 8.0913979, -76.7297332 8.0911813)",yes,
501092664,False,,Carrera 13,residential,False,99.43200000000002,"LINESTRING (-76.7284172 8.0916175, -76.7282297 8.0911411, -76.728154 8.0909486, -76.7280893 8.0907843)",,
501091592,False,,Calle 100,residential,False,96.941,"LINESTRING (-76.7275789 8.0918858, -76.7267473 8.0921725)",,
176741319,True,,Carrera 14,residential,False,95.238,"LINESTRING (-76.7275789 8.0918858, -76.727337 8.091127, -76.7273203 8.0910685)",,
501091592,False,,Calle 100,residential,True,96.994,"LINESTRING (-76.7275789 8.0918858, -76.7280694 8.0917334, -76.7284172 8.0916175)",,
176741326,False,,Carrera 14A,residential,True,104.698,"LINESTRING (-76.7267473 8.0921725, -76.7269397 8.0930946)",,
501091592,False,,Calle 100,residential,False,84.606,"LINESTRING (-76.7267473 8.0921725, -76.7260225 8.0924255)",,
501091592,False,,Calle 100,residential,True,96.941,"LINESTRING (-76.7267473 8.0921725, -76.7275789 8.0918858)",,
"[501090557, 176741326]",False,,"['Carrera 14A', 'Calle 99A']",residential,"[False, True]",162.505,"LINESTRING (-76.7267473 8.0921725, -76.7267078 8.0920304, -76.7267279 8.0917025, -76.7267923 8.0913081, -76.7268182 8.0912623, -76.7273203 8.0910685)",,
176741323,False,,Calle 101,residential,False,103.801,"LINESTRING (-76.728724 8.0924772, -76.7278382 8.0927971)",,
501092664,False,,Carrera 13,residential,False,23.787,"LINESTRING (-76.728724 8.0924772, -76.728652 8.0922755)",,
176741323,False,,Calle 101,residential,True,155.7,"LINESTRING (-76.728724 8.0924772, -76.729862 8.092045, -76.7300512 8.0919964)",,
501092664,False,,Carrera 13,residential,True,118.042,"LINESTRING (-76.728724 8.0924772, -76.729071 8.093306, -76.7291246 8.0934616)",,
176741319,True,,Carrera 14,residential,False,105.276,"LINESTRING (-76.7278382 8.0927971, -76.7275789 8.0918858)",,
176741323,False,,Calle 101,residential,False,104.299,"LINESTRING (-76.7278382 8.0927971, -76.7269397 8.0930946)",,
176741323,False,,Calle 101,residential,True,103.801,"LINESTRING (-76.7278382 8.0927971, -76.728724 8.0924772)",,
176741323,False,,Calle 101,residential,False,69.753,"LINESTRING (-76.7269397 8.0930946, -76.7263362 8.0932857)",,
176741323,False,,Calle 101,residential,True,104.299,"LINESTRING (-76.7269397 8.0930946, -76.7278382 8.0927971)",,
176741326,False,,Carrera 14A,residential,False,104.698,"LINESTRING (-76.7269397 8.0930946, -76.7267473 8.0921725)",,
176741326,False,,Carrera 14A,residential,True,102.814,"LINESTRING (-76.7269397 8.0930946, -76.7271057 8.0940045)",,
176741323,False,,Calle 101,residential,True,69.753,"LINESTRING (-76.7263362 8.0932857, -76.7269397 8.0930946)",,
205275349,False,,Carrera 15,residential,False,98.464,"LINESTRING (-76.7263362 8.0932857, -76.7266522 8.0941141)",,
205275349,False,,Carrera 15,residential,True,88.38,"LINESTRING (-76.7263362 8.0932857, -76.7260636 8.0925381)",,
176741323,False,,Calle 101,residential,False,135.862,"LINESTRING (-76.7263362 8.0932857, -76.7255782 8.0935636, -76.7253815 8.0936124, -76.7251666 8.0936715)",,
176741319,True,,Carrera 14,residential,False,108.5,"LINESTRING (-76.7281471 8.0937237, -76.7278382 8.0927971)",,
501091600,False,,Calle 102,residential,False,118.821,"LINESTRING (-76.7281471 8.0937237, -76.7271057 8.0940045)",,
501091600,False,,Calle 102,residential,True,111.487,"LINESTRING (-76.7281471 8.0937237, -76.7291246 8.0934616)",,
326106357,False,62,Calle 104,primary,False,88.001,"LINESTRING (-76.7260322 8.0959747, -76.7252817 8.0962472)",,
326106357,False,62,Calle 104,primary,True,129.463,"LINESTRING (-76.7260322 8.0959747, -76.7271402 8.0955845)",,
370283299,False,,Carrera 16,residential,False,64.535,"LINESTRING (-76.7260322 8.0959747, -76.7262318 8.0965204)",,
501091588,False,,Carrera 16,residential,True,60.862,"LINESTRING (-76.7260322 8.0959747, -76.7258302 8.0954652)",,
406676428,False,,,residential,False,94.242,"LINESTRING (-76.7313642 8.0906344, -76.7316794 8.0914224)",,
500834360,False,,Calle 100,residential,False,92.331,"LINESTRING (-76.7313642 8.0906344, -76.7305708 8.0909036)",,
176741323,False,,Calle 101,residential,False,96.261,"LINESTRING (-76.7316794 8.0914224, -76.7308653 8.0917383)",,
176741323,False,,Calle 101,residential,True,93.647,"LINESTRING (-76.7316794 8.0914224, -76.7324677 8.0911059)",,
406676428,False,,,residential,False,22.327,"LINESTRING (-76.7316794 8.0914224, -76.7317558 8.0916084)",,
406676428,False,,,residential,True,94.242,"LINESTRING (-76.7316794 8.0914224, -76.7313642 8.0906344)",,
259046940,False,,Carrera 15,residential,False,8.729,"LINESTRING (-76.7259969 8.0923512, -76.7260225 8.0924255)",,
259046940,False,,Carrera 15,residential,True,148.369,"LINESTRING (-76.7259969 8.0923512, -76.7255187 8.0911037)",,
406676423,False,,Calle 100,residential,True,131.294,"LINESTRING (-76.7259969 8.0923512, -76.7249483 8.0926438, -76.7248456 8.0926537)",,
406676443,False,,Carrera 16,residential,True,155.786,"LINESTRING (-76.7248456 8.0926537, -76.724406 8.091322)",,
406676423,False,,Calle 100,residential,False,131.294,"LINESTRING (-76.7248456 8.0926537, -76.7249483 8.0926438, -76.7259969 8.0923512)",,
"[406676443, 501091588, 501091589]",False,,Carrera 16,residential,False,106.33099999999999,"LINESTRING (-76.7248456 8.0926537, -76.7249171 8.0927659, -76.7249735 8.0929554, -76.7251349 8.0935607)",yes,
205275349,False,,Carrera 15,residential,False,96.225,"LINESTRING (-76.7266522 8.0941141, -76.7269294 8.0949348)",,
205275349,False,,Carrera 15,residential,True,98.464,"LINESTRING (-76.7266522 8.0941141, -76.7263362 8.0932857)",,
