osmid,highway,oneway,reversed,length,name,geometry,junction,bridge,maxspeed,lanes
76453261,residential,False,False,9.789,,"LINESTRING (-74.1913188 11.2311901, -74.1913892 11.2311355)",,,,
"[45550156, 76453261]",residential,False,"[False, True]",59.333,Carrera 20A,"LINESTRING (-74.1913188 11.2311901, -74.1911682 11.2313943, -74.191105 11.23153, -74.1910785 11.2316598)",,,,
375278858,secondary,True,False,109.685,Calle 29,"LINESTRING (-74.1913188 11.2311901, -74.1917066 11.2315778, -74.1920905 11.2318117)",,,,
248748831,secondary,True,False,46.455,Carrera 19,"LINESTRING (-74.1948788 11.2363968, -74.1949064 11.2359799)",,,,
272967641,tertiary,True,False,7.387,Calle 22,"LINESTRING (-74.1948788 11.2363968, -74.1948116 11.2363885)",,,,
75786020,residential,False,False,9.926,Carrera 20,"LINESTRING (-74.1920604 11.2361093, -74.1920784 11.2360218)",,,,
375277060,tertiary,True,False,78.714,Calle 22,"LINESTRING (-74.1920604 11.2361093, -74.1927771 11.2361927)",,,,
30888486,residential,False,False,126.712,Calle 23,"LINESTRING (-74.1949064 11.2359799, -74.1960653 11.2360606)",,,,
248748831,secondary,True,False,72.919,Carrera 19,"LINESTRING (-74.1949064 11.2359799, -74.1949464 11.2353253)",,,,
30888486,residential,False,False,168.292,Calle 23,"LINESTRING (-74.1968113 11.2362086, -74.1983128 11.2365575)",,,,
30888486,residential,False,True,83.009,Calle 23,"LINESTRING (-74.1968113 11.2362086, -74.1960653 11.2360606)",,,,
39748578,residential,False,True,64.846,Carrera 18,"LINESTRING (-74.1968113 11.2362086, -74.1969894 11.2356522)",,,,
37876466,residential,False,True,130.175,,"LINESTRING (-74.1950103 11.2340682, -74.1962035 11.234097)",,,,
248748831,secondary,True,False,76.532,Carrera 19,"LINESTRING (-74.1950103 11.2340682, -74.1950475 11.2333809)",,,,
37876472,residential,False,False,60.625,,"LINESTRING (-74.1973013 11.2335517, -74.1967464 11.2335196)",,,,
39748578,residential,False,False,25.919,Carrera 18,"LINESTRING (-74.1973013 11.2335517, -74.1972783 11.2337837)",,,,
39748578,residential,False,True,50.365,Carrera 18,"LINESTRING (-74.1973013 11.2335517, -74.1973167 11.2334243, -74.1973407 11.2331005)",,,,
37876472,residential,False,True,60.442,,"LINESTRING (-74.1950475 11.2333809, -74.1956 11.2334233)",,,,
76453140,residential,False,True,7.97,Calle 28C,"LINESTRING (-74.1950475 11.2333809, -74.1949747 11.2333747)",,,,
248748831,secondary,True,False,68.247,Carrera 19,"LINESTRING (-74.1950475 11.2333809, -74.1950765 11.2327678)",,,,
37876473,residential,False,False,131.628,,"LINESTRING (-74.1985317 11.2332919, -74.1973407 11.2331005)",,,,
39748582,residential,False,False,16.782,,"LINESTRING (-74.1985317 11.2332919, -74.1985072 11.2334409)",,,,
39748582,residential,False,True,70.575,,"LINESTRING (-74.1985317 11.2332919, -74.1985897 11.2329404, -74.1986268 11.2327339, -74.1986355 11.2326655)",,,,
37876473,residential,False,True,62.039,,"LINESTRING (-74.1950765 11.2327678, -74.19564 11.232844)",,,,
248748831,secondary,True,False,68.67,Carrera 19,"LINESTRING (-74.1950765 11.2327678, -74.1951254 11.2321521)",,,,
37876497,residential,False,True,70.896,,"LINESTRING (-74.1972783 11.2337837, -74.1979205 11.2338824)",,,,
39748578,residential,False,False,44.453,Carrera 18,"LINESTRING (-74.1972783 11.2337837, -74.1972358 11.2341813)",,,,
39748578,residential,False,True,25.919,Carrera 18,"LINESTRING (-74.1972783 11.2337837, -74.1973013 11.2335517)",,,,
45851638,residential,False,False,72.813,,"LINESTRING (-74.1991631 11.2354607, -74.1990042 11.2360967)",,,,
45851638,residential,False,True,43.96,,"LINESTRING (-74.1991631 11.2354607, -74.1992673 11.2350788)",,,,
45851638,residential,False,False,27.421,,"LINESTRING (-74.1993251 11.2348388, -74.1992673 11.2350788)",,,,
45851638,residential,False,True,68.122,,"LINESTRING (-74.1993251 11.2348388, -74.1994653 11.2342418)",,,,
37876509,residential,False,False,60.727,,"LINESTRING (-74.1985072 11.2334409, -74.1990577 11.2335228)",,,,
39748582,residential,False,True,16.782,,"LINESTRING (-74.1985072 11.2334409, -74.1985317 11.2332919)",,,,
39748582,residential,False,False,59.016000000000005,,"LINESTRING (-74.1985072 11.2334409, -74.1984759 11.2336382, -74.1984148 11.2339638)",,,,
37876516,residential,False,False,39.455,,"LINESTRING (-74.1971859 11.2348376, -74.1968247 11.2348178)",,,,
39748578,residential,False,False,93.08,Carrera 18,"LINESTRING (-74.1971859 11.2348376, -74.1969894 11.2356522)",,,,
39748578,residential,False,True,26.034,Carrera 18,"LINESTRING (-74.1971859 11.2348376, -74.1972272 11.234607)",,,,
37876516,residential,False,True,129.303,,"LINESTRING (-74.1949775 11.2347127, -74.196161 11.2347813)",,,,
248748831,secondary,True,False,71.754,Carrera 19,"LINESTRING (-74.1949775 11.2347127, -74.1950103 11.2340682)",,,,
39748578,residential,False,True,9.122,Carrera 18,"LINESTRING (-74.1974012 11.2324928, -74.1974124 11.2324115)",,,,
391665866,secondary,True,False,135.982,Calle 29,"LINESTRING (-74.1974012 11.2324928, -74.1986355 11.2326655)",,,,
39748578,residential,False,False,67.902,Carrera 18,"LINESTRING (-74.1974012 11.2324928, -74.1973683 11.2327763, -74.1973407 11.2331005)",,,,
37876473,residential,False,False,58.729,,"LINESTRING (-74.1973407 11.2331005, -74.196807 11.2330303)",,,,
37876473,residential,False,True,131.628,,"LINESTRING (-74.1973407 11.2331005, -74.1985317 11.2332919)",,,,
