osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge
29996774,True,2,Calle 47A,residential,False,108.813,"LINESTRING (-75.5614048 6.3323563, -75.5604279 6.3324783)",,
446856148,True,2,Carrera 53A,tertiary,False,47.331,"LINESTRING (-75.5614048 6.3323563, -75.5613885 6.3324641, -75.5614035 6.3327804)",,
824249404,True,2,Calle 49,residential,False,72.243,"LINESTRING (-75.5613063 6.3333421, -75.5606583 6.3332566)",,
824249403,True,2,Carrera 53A,tertiary,False,62.51499999999999,"LINESTRING (-75.5613063 6.3333421, -75.5612998 6.3333719, -75.5611946 6.3338569, -75.5611863 6.3338915)",,
405126222,True,2,Carrera 49,residential,False,8.818,"LINESTRING (-75.5565476 6.3320306, -75.5565898 6.3320979)",,
446855950,True,2,Calle 46,primary,False,87.19,"LINESTRING (-75.5565476 6.3320306, -75.5565137 6.332045, -75.5558778 6.3323157, -75.5558225 6.3323396)",60,
446855952,True,2,Carrera 47,residential,False,118.809,"LINESTRING (-75.5551295 6.3326684, -75.5551179 6.3326457, -75.5546432 6.3317155)",,
907065579,True,2,Autopista Norte,primary,False,106.40199999999999,"LINESTRING (-75.5551295 6.3326684, -75.5550933 6.3326887, -75.5546608 6.3329315, -75.5543604 6.3331295, -75.5543072 6.3331649)",60,
824241605,True,2,Calle 46,primary,False,165.704,"LINESTRING (-75.5565898 6.3320979, -75.5566513 6.332076, -75.5577195 6.3316963, -75.5578862 6.3316198, -75.5579777 6.331549)",60,
983688695,True,1,Carrera 49,residential,False,109.29,"LINESTRING (-75.5565898 6.3320979, -75.5566157 6.332133, -75.5570423 6.3329712)",,
29995214,True,2,Carrera 46,residential,False,29.558,"LINESTRING (-75.554352 6.3332555, -75.5543724 6.333297, -75.5544699 6.3334941)",40,
907065576,True,2,Autopista Norte,primary,False,106.845,"LINESTRING (-75.554352 6.3332555, -75.5544087 6.3332158, -75.5547101 6.3329991, -75.5551404 6.3327775, -75.5551766 6.3327588)",60,
"[574235041, 370092426]",True,"['2', '3']","['Calle 44', 'Carrera 46']",residential,False,161.945,"LINESTRING (-75.5542764 6.3310475, -75.5539688 6.33114, -75.5539256 6.3311709, -75.5537035 6.3315214, -75.5536478 6.3316143, -75.5536336 6.3316427, -75.5536298 6.3316711, -75.5536384 6.3317235, -75.5538158 6.3321097, -75.5538257 6.3321313)",40,
29995199,True,2,Calle 45A,residential,False,31.19,"LINESTRING (-75.5568206 6.3313852, -75.556541 6.3314233)",,
30024073,False,2,Carrera 49B,residential,False,70.599,"LINESTRING (-75.5568206 6.3313852, -75.5567329 6.3307563)",,
405126223,True,2,Carrera 49,residential,False,64.89200000000001,"LINESTRING (-75.5562414 6.3315334, -75.5562838 6.3316218, -75.5565279 6.3320015, -75.5565476 6.3320306)",,
983688705,True,2,Calle 44,tertiary,False,37.208,"LINESTRING (-75.5559417 6.3305433, -75.5556221 6.3306485)",,
405126223,True,2,Carrera 49,residential,False,52.296,"LINESTRING (-75.5559417 6.3305433, -75.5560543 6.3309652, -75.5560637 6.3309977)",,
824241606,True,2,Carrera 48,tertiary,False,9.809,"LINESTRING (-75.5558225 6.3323396, -75.5558622 6.3324185)",,
824241607,True,2,Calle 46,primary,False,84.86699999999999,"LINESTRING (-75.5558225 6.3323396, -75.5557817 6.332359, -75.5551746 6.332647, -75.5551295 6.3326684)",60,
29995212,True,1,Calle 45,residential,False,57.445,"LINESTRING (-75.5553202 6.3313664, -75.5557832 6.3311316)",,
29995207,True,2,Carrera 48,tertiary,False,121.62299999999999,"LINESTRING (-75.5553202 6.3313664, -75.5558003 6.3322969, -75.5558225 6.3323396)",,
29995207,True,2,Carrera 48,tertiary,False,68.16799999999999,"LINESTRING (-75.555058 6.3308115, -75.5553103 6.3313456, -75.5553202 6.3313664)",,
370092426,True,2,Calle 44,residential,False,52.677,"LINESTRING (-75.555058 6.3308115, -75.5548662 6.3308694, -75.5546019 6.3309491)",,
29995212,True,1,Calle 45,residential,False,37.454,"LINESTRING (-75.5546432 6.3317155, -75.5549444 6.3315611)",,
446855952,True,2,Carrera 47,residential,False,84.61999999999999,"LINESTRING (-75.5546432 6.3317155, -75.5546308 6.331693, -75.5542764 6.3310475)",,
29995214,True,2,Carrera 46,residential,False,11.225,"LINESTRING (-75.5543072 6.3331649, -75.554352 6.3332555)",40,
273565742,False,2,Carrera 55,residential,False,68.31599999999999,"LINESTRING (-75.5623515 6.334047, -75.562347 6.3340108, -75.5622794 6.3334705, -75.5622753 6.3334373)",,
627895188,True,2,Carrera 54,tertiary,False,55.416000000000004,"LINESTRING (-75.5616005 6.333974, -75.5616043 6.3340037, -75.5616732 6.3344671)",,
627895190,True,2,Calle 50,residential,False,83.619,"LINESTRING (-75.5616005 6.333974, -75.5620101 6.334034, -75.5622059 6.334054, -75.5623515 6.334047)",,
627895189,True,2,Calle 50,tertiary,False,10.048,"LINESTRING (-75.5611863 6.3338915, -75.5612755 6.333909)",,
983688707,False,2,Calle 50,residential,True,21.622,"LINESTRING (-75.5594285 6.3341658, -75.5596131 6.3341014)",,
983688708,True,2,Carrera 51,residential,False,111.709,"LINESTRING (-75.5594285 6.3341658, -75.5594331 6.3341946, -75.5595219 6.3347564, -75.5595728 6.33516)",,
824241609,True,2,Carrera 48,secondary,False,54.843999999999994,"LINESTRING (-75.556959 6.3349757, -75.5569663 6.3350032, -75.5570856 6.3354526)",,
983688698,True,2,Calle 50,residential,False,109.44099999999999,"LINESTRING (-75.556959 6.3349757, -75.556979 6.3349687, -75.5573775 6.3348314, -75.5574914 6.334797, -75.5578785 6.3346806, -75.5579013 6.3346737)",,
273547469,True,2,Diagonal 55,tertiary,False,92.813,"LINESTRING (-75.5581252 6.3385018, -75.558175 6.3384968, -75.5589291 6.3384204, -75.5589607 6.3384172)",,
370092434,True,2,Carrera 49,tertiary,False,78.35600000000001,"LINESTRING (-75.5581252 6.3385018, -75.5581281 6.3385334, -75.5581795 6.3392044)",,
29996531,True,2,Calle 54,residential,False,77.16,"LINESTRING (-75.5580507 6.3377027, -75.5580024 6.3377089, -75.5574122 6.3377801, -75.5573577 6.3377871)",,
370092434,True,2,Carrera 49,tertiary,False,89.238,"LINESTRING (-75.5580507 6.3377027, -75.558055 6.3377488, -75.5581226 6.3384641, -75.5581252 6.3385018)",,
567879560,True,2,Calle 52,residential,False,85.141,"LINESTRING (-75.557942 6.3361525, -75.5579057 6.3361574, -75.5572241 6.3362472, -75.5571783 6.3362532)",,
983688701,True,2,Carrera 49,residential,False,92.532,"LINESTRING (-75.557942 6.3361525, -75.5579449 6.3361951, -75.557995 6.3369382, -75.5579979 6.3369828)",,
29997903,False,2,Transversal 56,residential,True,102.167,"LINESTRING (-75.5574687 6.3394547, -75.5574215 6.3394195, -75.5571623 6.3392261, -75.5571004 6.3391954, -75.5570108 6.3391807, -75.5566351 6.3392457)",,
29996531,True,2,Calle 54,residential,False,98.101,"LINESTRING (-75.5573577 6.3377871, -75.5573024 6.3377945, -75.5564779 6.3379043)",,
983688704,True,2,Carrera 48,residential,False,87.72300000000001,"LINESTRING (-75.5573577 6.3377871, -75.5574625 6.3385075, -75.5574639 6.3385278, -75.5574694 6.3385681)",,
983688704,True,2,Carrera 48,residential,False,79.085,"LINESTRING (-75.5572711 6.3370811, -75.5573577 6.3377871)",,
983688703,True,2,Calle 53,secondary,False,81.063,"LINESTRING (-75.5572711 6.3370811, -75.5573199 6.3370746, -75.5579482 6.3369895, -75.5579979 6.3369828)",,
824241609,True,2,Carrera 48,secondary,False,92.628,"LINESTRING (-75.5571783 6.3362532, -75.5572711 6.3370811)",,
567879560,True,2,Calle 52,residential,False,102.031,"LINESTRING (-75.5571783 6.3362532, -75.5571245 6.3362603, -75.5562631 6.3363739)",,
273538481,True,1,Calle 51,residential,False,105.962,"LINESTRING (-75.5570856 6.3354526, -75.5561351 6.3355777)",,
824241609,True,2,Carrera 48,secondary,False,89.612,"LINESTRING (-75.5570856 6.3354526, -75.5570901 6.335483, -75.5571783 6.3362532)",,
29995544,True,2,Calle 49,residential,False,85.793,"LINESTRING (-75.5567403 6.3341518, -75.556721 6.3341565, -75.5560014 6.3343283, -75.5559855 6.3343321)",,
824241609,True,2,Carrera 48,secondary,False,94.75699999999999,"LINESTRING (-75.5567403 6.3341518, -75.5567474 6.334178, -75.5569265 6.3348371, -75.5569513 6.3349468, -75.556959 6.3349757)",,
273538481,True,1,Calle 51,residential,False,79.522,"LINESTRING (-75.5561351 6.3355777, -75.5554221 6.335674)",,
567879561,True,2,Carrera 47,tertiary,False,35.906,"LINESTRING (-75.5561351 6.3355777, -75.556096 6.3352855, -75.5560923 6.3352576)",,
29995544,True,2,Calle 49,residential,False,113.30499999999999,"LINESTRING (-75.5559855 6.3343321, -75.5559684 6.3343353, -75.5550442 6.3345212, -75.5550024 6.3345283, -75.5549804 6.3345329)",,
567879561,True,2,Carrera 47,tertiary,False,80.88900000000001,"LINESTRING (-75.5559855 6.3343321, -75.5559789 6.3343055, -75.5556724 6.3336752)",,
30001888,True,,Calle 47,residential,False,81.111,"LINESTRING (-75.5556724 6.3336752, -75.5563334 6.3333582)",,
