osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge
868013312,Calle 9,tertiary,False,True,97.844,"LINESTRING (-70.2314997 1.2502644, -70.232376 1.2503465)",,
239768669,Carrera 7,tertiary,False,True,291.146,"LINESTRING (-70.2314997 1.2502644, -70.2315655 1.2500474, -70.2316587 1.2498283, -70.2317744 1.2496231, -70.2319037 1.2494424, -70.232156 1.2491173, -70.2330041 1.2481527)",,
868013313,Carrera 7,residential,False,False,88.75,"LINESTRING (-70.2314997 1.2502644, -70.2314828 1.2504006, -70.2314242 1.2510589)",,
422509822,Calle 9,residential,False,True,30.452,"LINESTRING (-70.232376 1.2503465, -70.2326491 1.2503677)",,
868013312,Calle 9,tertiary,False,False,97.844,"LINESTRING (-70.232376 1.2503465, -70.2314997 1.2502644)",,
239767724,Carrera 8,tertiary,False,True,247.912,"LINESTRING (-70.232376 1.2503465, -70.2323196 1.2510758, -70.2323174 1.2511539, -70.2323208 1.2512051, -70.23233 1.2512556, -70.2324544 1.2517687, -70.2324639 1.2518218, -70.232467 1.2518757, -70.2324637 1.2519296, -70.2323985 1.252457, -70.2323769 1.2525505)",2,
239768672,Calle 11,residential,False,False,59.638,"LINESTRING (-70.2322073 1.2542132, -70.231744 1.2539428)",,
239768672,Calle 11,residential,False,True,68.417,"LINESTRING (-70.2322073 1.2542132, -70.2327332 1.2545328)",,
239768673,Carrera 9,residential,False,True,125.33699999999999,"LINESTRING (-70.2322073 1.2542132, -70.2323165 1.2537737, -70.232415 1.2531066)",,
239767724,Carrera 8,tertiary,False,True,27.485,"LINESTRING (-70.231744 1.2539428, -70.2316787 1.2541812)",2,
239768672,Calle 11,residential,False,True,59.638,"LINESTRING (-70.231744 1.2539428, -70.2322073 1.2542132)",,
239767724,Carrera 8,tertiary,False,False,104.594,"LINESTRING (-70.231744 1.2539428, -70.2319387 1.2530958, -70.2319509 1.2530542, -70.2319654 1.25303)",2,
239768670,Carrera 10,residential,False,True,75.714,"LINESTRING (-70.2337989 1.2498042, -70.2336928 1.2504768)",,
239768670,Carrera 10,residential,False,False,221.728,"LINESTRING (-70.2333642 1.2524436, -70.2336928 1.2504768)",,
239768671,Calle 10,residential,False,True,60.573,"LINESTRING (-70.2314299 1.2529294, -70.2319654 1.25303)",,
865093094,Carrera 7,residential,False,False,81.039,"LINESTRING (-70.2314299 1.2529294, -70.2313009 1.2536467)",,
865093094,Carrera 7,residential,False,True,215.01099999999997,"LINESTRING (-70.2314299 1.2529294, -70.2316227 1.2516275, -70.2316286 1.2515841, -70.2316303 1.2515403, -70.2316278 1.2514965, -70.2316209 1.2514532, -70.2316099 1.2514108, -70.2315949 1.2513697, -70.2315758 1.2513302, -70.2314242 1.2510589)",,
239768672,Calle 11,residential,False,False,29.349,"LINESTRING (-70.2329565 1.2546736, -70.2327332 1.2545328)",,
247532012,Cale 9A,residential,False,True,197.651,"LINESTRING (-70.2314242 1.2510589, -70.2307779 1.2512109, -70.2306432 1.2512627, -70.2304687 1.2513522, -70.230128 1.2515788, -70.2300397 1.25163, -70.2299711 1.2516608, -70.229896 1.2516807, -70.2297873 1.2516928)",,
865093094,Carrera 7,residential,False,False,215.011,"LINESTRING (-70.2314242 1.2510589, -70.2315758 1.2513302, -70.2315949 1.2513697, -70.2316099 1.2514108, -70.2316209 1.2514532, -70.2316278 1.2514965, -70.2316303 1.2515403, -70.2316286 1.2515841, -70.2316227 1.2516275, -70.2314299 1.2529294)",,
868013313,Carrera 7,residential,False,True,88.75,"LINESTRING (-70.2314242 1.2510589, -70.2314828 1.2504006, -70.2314997 1.2502644)",,
239768671,Calle 10,residential,False,False,53.412,"LINESTRING (-70.2330261 1.2532062, -70.2325519 1.2531289)",,
239768671,Calle 10,residential,False,True,32.643,"LINESTRING (-70.2330261 1.2532062, -70.2333159 1.2532535)",,
239768674,Carrera 10,residential,False,False,151.07600000000002,"LINESTRING (-70.2330261 1.2532062, -70.2328691 1.2538756, -70.2327332 1.2545328)",,
239768671,Calle 10,residential,False,False,32.643,"LINESTRING (-70.2333159 1.2532535, -70.2330261 1.2532062)",,
239768671,Calle 10,residential,False,False,50.702,"LINESTRING (-70.232415 1.2531066, -70.2319654 1.25303)",,
239768671,Calle 10,residential,False,True,15.42,"LINESTRING (-70.232415 1.2531066, -70.2325519 1.2531289)",,
239768673,Carrera 9,residential,False,False,125.33699999999999,"LINESTRING (-70.232415 1.2531066, -70.2323165 1.2537737, -70.2322073 1.2542132)",,
239768672,Calle 11,residential,False,False,68.417,"LINESTRING (-70.2327332 1.2545328, -70.2322073 1.2542132)",,
239768672,Calle 11,residential,False,True,29.349,"LINESTRING (-70.2327332 1.2545328, -70.2329565 1.2546736)",,
239768674,Carrera 10,residential,False,True,151.07600000000002,"LINESTRING (-70.2327332 1.2545328, -70.2328691 1.2538756, -70.2330261 1.2532062)",,
865093094,Carrera 7,residential,False,True,81.039,"LINESTRING (-70.2313009 1.2536467, -70.2314299 1.2529294)",,
247532007,Calle 11,residential,False,True,43.532,"LINESTRING (-70.2296337 1.2537832, -70.2292444 1.2538254)",,
