osmid,highway,maxspeed,oneway,reversed,length,geometry,name,width,lanes
"[935125521, 82818483]",unclassified,50,False,True,72.637,"LINESTRING (3.2922762 50.8481294, 3.2919612 50.8480086, 3.2918007 50.8479455, 3.2917024 50.8479117, 3.2913766 50.8478077)",,,
61597557,tertiary,,False,False,159.26,"LINESTRING (3.2815793 50.8479008, 3.2819902 50.8480516, 3.2825041 50.8482341, 3.2825954 50.8482705, 3.2827028 50.8483132, 3.2829313 50.8484042, 3.2833556 50.8485983, 3.2834887 50.8486696)",Generaal Eisenhowerstraat,,
114558984,tertiary,,False,True,168.483,"LINESTRING (3.2815793 50.8479008, 3.2813123 50.8478222, 3.2803222 50.8476637, 3.2800381 50.8475895, 3.2799369 50.8475542, 3.2798205 50.8475119, 3.2796682 50.847423, 3.2794645 50.847268)",Kortrijksestraat,,
"[324992473, 372977466, 372977465]",residential,,False,False,448.38300000000004,"LINESTRING (3.2815793 50.8479008, 3.2821672 50.8479758, 3.2823702 50.8479984, 3.2826128 50.8480255, 3.2832478 50.8480963, 3.2836638 50.848163, 3.2838354 50.8482128, 3.2839956 50.84827, 3.2853713 50.8487959, 3.2854624 50.8488307, 3.2856807 50.8489102, 3.2857079 50.8489204, 3.2862622 50.8491343, 3.2865251 50.8492429, 3.2872662 50.8495401, 3.2873054 50.8495569)","['Kortrijksestraat', 'Weggevoerdenplein']",,
"[104395017, 1126937557]",residential,50,False,True,167.37900000000002,"LINESTRING (3.2873054 50.8495569, 3.2873794 50.8495637, 3.2874227 50.8495519, 3.2876095 50.8494762, 3.287895 50.8493496, 3.2879979 50.8493045, 3.2885332 50.8490697, 3.2886291 50.8490441, 3.2886929 50.8490388, 3.2887573 50.8490334, 3.2888674 50.8490351, 3.2889089 50.8490452, 3.2889838 50.8490635, 3.2891675 50.8491175, 3.2892591 50.8491425, 3.2893908 50.8491785)",Luitenant-Generaal Gérardstraat,,
"[372977465, 372977466, 324992473]",residential,,False,True,448.38300000000004,"LINESTRING (3.2873054 50.8495569, 3.2872662 50.8495401, 3.2865251 50.8492429, 3.2862622 50.8491343, 3.2857079 50.8489204, 3.2856807 50.8489102, 3.2854624 50.8488307, 3.2853713 50.8487959, 3.2839956 50.84827, 3.2838354 50.8482128, 3.2836638 50.848163, 3.2832478 50.8480963, 3.2826128 50.8480255, 3.2823702 50.8479984, 3.2821672 50.8479758, 3.2815793 50.8479008)","['Kortrijksestraat', 'Weggevoerdenplein']",,
"[53891040, 1173078777]",residential,30,True,False,56.816,"LINESTRING (3.2870139 50.8500332, 3.2870453 50.8499834, 3.2872178 50.8497126, 3.2872464 50.8496676, 3.2872672 50.8496372, 3.2872883 50.8495962, 3.2873054 50.8495569)",Marktplein,3,
166829138,residential,,True,False,162.50199999999998,"LINESTRING (3.2870139 50.8500332, 3.2873263 50.850207, 3.2876203 50.8503705, 3.2876962 50.8504092, 3.2884454 50.8508039, 3.2883356 50.8510685)",Heilig Hartstraat,,
432205321,tertiary,,False,False,13.015,"LINESTRING (3.2866902 50.852359, 3.2866985 50.8523922, 3.2867321 50.8524729)",Kerkstraat,,
60878996,tertiary,,True,False,170.47000000000003,"LINESTRING (3.2867321 50.8524729, 3.2867462 50.8525184, 3.2871492 50.8538578, 3.2871888 50.8539786)",Kerkstraat,,2
432205321,tertiary,,False,True,13.015,"LINESTRING (3.2867321 50.8524729, 3.2866985 50.8523922, 3.2866902 50.852359)",Kerkstraat,,
432205320,tertiary,,False,True,28.854,"LINESTRING (3.287256 50.8542346, 3.2871888 50.8539786)",Kerkstraat,,
376989480,residential,,False,False,23.058,"LINESTRING (3.287256 50.8542346, 3.2871888 50.8543757, 3.2871615 50.8544332)",Kerkstraat,,
432205320,tertiary,,False,False,28.854,"LINESTRING (3.2871888 50.8539786, 3.287256 50.8542346)",Kerkstraat,,
104395019,residential,,True,False,197.93000000000004,"LINESTRING (3.2871888 50.8539786, 3.2873286 50.8539258, 3.2878981 50.8535339, 3.2882974 50.8531763, 3.2884075 50.8530895, 3.2885315 50.8530242, 3.2887197 50.8529472, 3.2892362 50.8528117)",Leiestraat,,
