osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge,junction
24329463,Rue Staumont,unclassified,False,False,109.527,"LINESTRING (4.2546325 50.5266519, 4.2547298 50.5266259, 4.2560734 50.5262898)",,,,,,
608114352,Avenue Reine Astrid,primary,False,True,234.511,"LINESTRING (4.2546325 50.5266519, 4.2546969 50.5268035, 4.2547743 50.5270432, 4.2548459 50.5273055, 4.2549292 50.5275651, 4.2549851 50.52778, 4.255069 50.5279563, 4.2552726 50.5286279, 4.2553004 50.5287163)",2,N27,50,,,
846052300,Avenue Reine Astrid,primary,False,False,132.03,"LINESTRING (4.2546325 50.5266519, 4.2545721 50.5265407, 4.2544622 50.5263573, 4.2539698 50.525689, 4.2538794 50.5255663)",2,N27,50,,,
24329463,Rue Staumont,unclassified,False,True,109.527,"LINESTRING (4.2560734 50.5262898, 4.2547298 50.5266259, 4.2546325 50.5266519)",,,,,,
62908407,Rue du Roi Albert,residential,False,False,166.55800000000002,"LINESTRING (4.2560734 50.5262898, 4.2560881 50.5265353, 4.2560972 50.5277875)",,,50,,,
940460877,Rue du Roi Albert,unclassified,False,False,82.469,"LINESTRING (4.2560734 50.5262898, 4.2561455 50.5261957, 4.2562367 50.5260883, 4.2565739 50.5256201)",,,50,,,
179343049,Pré Saint Jean,residential,False,False,17.56,"LINESTRING (4.2565739 50.5256201, 4.2564702 50.5254766)",,,30,,,
940460877,Rue du Roi Albert,unclassified,False,False,14.683,"LINESTRING (4.2565739 50.5256201, 4.2566385 50.5254946)",,,50,,,
940460877,Rue du Roi Albert,unclassified,False,True,82.469,"LINESTRING (4.2565739 50.5256201, 4.2562367 50.5260883, 4.2561455 50.5261957, 4.2560734 50.5262898)",,,50,,,
"[186362100, 60143518]",Avenue Roi Baudouin,unclassified,False,True,375.155,"LINESTRING (4.2569358 50.5250617, 4.2571912 50.5257088, 4.2574978 50.5264857, 4.2577543 50.5271252, 4.2578795 50.5274372, 4.2582199 50.5282838, 4.2582257 50.5283336)",,,"['50', '30']",,,
940460877,Rue du Roi Albert,unclassified,False,True,52.537,"LINESTRING (4.2569358 50.5250617, 4.2567701 50.5252901, 4.2566385 50.5254946)",,,50,,,
36740253,Rue des Canadiens,residential,True,False,14.567,"LINESTRING (4.2567022 50.5330947, 4.2568983 50.5330544)",,,50,,,
207175053,Avenue de la Motte Baraffe,primary,False,True,18.311,"LINESTRING (4.2567022 50.5330947, 4.2567595 50.5332553)",,N27,50,,,
28610335,Avenue Reine Astrid,primary,False,False,37.083,"LINESTRING (4.2567022 50.5330947, 4.2566632 50.5329855, 4.2565726 50.5327716)",,N27,50,,,
28610335,Avenue Reine Astrid,primary,False,False,308.397,"LINESTRING (4.2565726 50.5327716, 4.2565261 50.5325196, 4.2564394 50.532242, 4.2563241 50.5318817, 4.2562691 50.5317769, 4.2562074 50.5315774, 4.2560598 50.5311247, 4.2559926 50.530846, 4.2557708 50.5301725, 4.2557337 50.5300519)",,N27,50,,,
28610335,Avenue Reine Astrid,primary,False,True,37.083,"LINESTRING (4.2565726 50.5327716, 4.2566632 50.5329855, 4.2567022 50.5330947)",,N27,50,,,
182565644,Rue Jules Bailly,tertiary,False,True,331.673,"LINESTRING (4.2565726 50.5327716, 4.2564932 50.5327384, 4.2564193 50.5327062, 4.2563542 50.5326758, 4.2548483 50.5317364, 4.2531945 50.5307047)",,,50,,,
779735168,Rue du Canal,residential,False,False,7.34,"LINESTRING (4.2593365 50.5295763, 4.2593055 50.5296393)",,,,3,,
"[36525093, 190610550]",Rue Lintermans,tertiary,False,False,84.574,"LINESTRING (4.260452 50.5298307, 4.2602828 50.5298284, 4.260188 50.5298208, 4.260062 50.5297979, 4.2598164 50.5297344, 4.2594816 50.5296552, 4.2594323 50.5296481, 4.2593754 50.5296419, 4.2593055 50.5296393)",,,50,,,
"[190594018, 357376101, 923276302]","['Ruelle du Sergent', ""Rue de l'Yser""]",residential,False,False,194.36699999999996,"LINESTRING (4.260452 50.5298307, 4.2603844 50.5297396, 4.2601834 50.5295281, 4.2600677 50.5294554, 4.260045 50.5294459, 4.2600154 50.5294335, 4.2599573 50.5294272, 4.2599389 50.5293567, 4.2599835 50.5293005, 4.260158 50.5292143, 4.2602871 50.5291659, 4.2615136 50.5288291)",,,50,,,
28610335,Avenue Reine Astrid,primary,False,True,308.397,"LINESTRING (4.2557337 50.5300519, 4.2557708 50.5301725, 4.2559926 50.530846, 4.2560598 50.5311247, 4.2562074 50.5315774, 4.2562691 50.5317769, 4.2563241 50.5318817, 4.2564394 50.532242, 4.2565261 50.5325196, 4.2565726 50.5327716)",,N27,50,,,
36525096,Rue de Buisseret,tertiary,False,False,186.742,"LINESTRING (4.2557337 50.5300519, 4.2555074 50.530082, 4.2539964 50.530348, 4.2531841 50.530491)",,,30,,,
178564945,Avenue Reine Astrid,primary,False,False,25.563,"LINESTRING (4.2557337 50.5300519, 4.2557116 50.5299782, 4.2556611 50.5298267)",,N27,50,,,
608114351,Rue Lintermans,tertiary,False,True,21.027,"LINESTRING (4.2557337 50.5300519, 4.2559011 50.5300012, 4.2560004 50.5299682)",,,50,,,
178564951,Rue de Tyberchamps,tertiary,True,False,17.72,"LINESTRING (4.2525945 50.5304291, 4.2528139 50.5305062)",,,50,,,
36525094,Rue Lintermans,tertiary,False,True,12.198,"LINESTRING (4.2583935 50.5297486, 4.2585644 50.5297334)",,,50,,,
36525094,Rue Lintermans,tertiary,False,False,60.916,"LINESTRING (4.2583935 50.5297486, 4.2582945 50.5297562, 4.2579212 50.5297694, 4.2578639 50.5297682, 4.2576133 50.5297535, 4.2575346 50.5297478)",,,50,,,
779735184,,unclassified,False,True,27.306,"LINESTRING (4.2595233 50.5281599, 4.2591629 50.5282483)",,,,,,
36525094,Rue Lintermans,tertiary,False,False,15.915,"LINESTRING (4.2587833 50.5296999, 4.2585644 50.5297334)",,,50,,,
"[779735171, 36525094]",Rue Lintermans,tertiary,False,True,37.596,"LINESTRING (4.2587833 50.5296999, 4.2589418 50.529676, 4.2591261 50.5296508, 4.2591864 50.5296445, 4.2593055 50.5296393)",,,50,,,
39427303,Avenue Roi Baudouin,unclassified,False,False,144.75900000000001,"LINESTRING (4.2587833 50.5296999, 4.2587665 50.5296577, 4.2585619 50.5291448, 4.2583388 50.5286206, 4.2582607 50.5284412)",,,30,,,
60143523,Pré Saint Jean,residential,False,False,12.064,"LINESTRING (4.2564702 50.5254766, 4.2566385 50.5254946)",,,30,,,
179343049,Pré Saint Jean,residential,False,True,17.56,"LINESTRING (4.2564702 50.5254766, 4.2565739 50.5256201)",,,30,,,
60143523,Pré Saint Jean,residential,False,True,12.064,"LINESTRING (4.2566385 50.5254946, 4.2564702 50.5254766)",,,30,,,
940460877,Rue du Roi Albert,unclassified,False,True,14.683,"LINESTRING (4.2566385 50.5254946, 4.2565739 50.5256201)",,,50,,,
940460877,Rue du Roi Albert,unclassified,False,False,52.537,"LINESTRING (4.2566385 50.5254946, 4.2567701 50.5252901, 4.2569358 50.5250617)",,,50,,,
178401735,Rue du Roi Albert,residential,True,False,21.139,"LINESTRING (4.2560972 50.5277875, 4.2561988 50.5279663)",,,50,,,
62908407,Rue du Roi Albert,residential,False,True,166.55800000000002,"LINESTRING (4.2560972 50.5277875, 4.2560881 50.5265353, 4.2560734 50.5262898)",,,50,,,
190594024,,residential,False,True,23.899,"LINESTRING (4.2563851 50.5283225, 4.2560772 50.5284113)",,,50,,,
178401734,Rue du Miroir,residential,False,False,51.645,"LINESTRING (4.2563851 50.5283225, 4.2568822 50.5281445, 4.2570339 50.528112)",,,50,,,
178401734,Rue du Miroir,residential,False,False,9.644,"LINESTRING (4.2570339 50.528112, 4.2571701 50.528107)",,,50,,,
178401734,Rue du Miroir,residential,False,True,51.645,"LINESTRING (4.2570339 50.528112, 4.2568822 50.5281445, 4.2563851 50.5283225)",,,50,,,
178401736,,unclassified,False,False,70.515,"LINESTRING (4.2570339 50.528112, 4.2569571 50.5279539, 4.256911 50.5278348, 4.2568764 50.527657, 4.2568678 50.5274902)",,,50,,,
"[93029914, 1004516563]",,unclassified,False,False,36.849000000000004,"LINESTRING (4.2577506 50.5282797, 4.2576992 50.5283282, 4.2577282 50.5284228, 4.2578735 50.5284075, 4.2580038 50.5284042)",,,50,,,
178401734,Rue du Miroir,residential,False,False,22.667,"LINESTRING (4.2577506 50.5282797, 4.2578655 50.5283438, 4.2580038 50.5284042)",,,50,,,
178401734,Rue du Miroir,residential,False,True,46.715,"LINESTRING (4.2577506 50.5282797, 4.2575162 50.5281587, 4.257322 50.5281138, 4.2571701 50.528107)",,,50,,,
62908416,Rue du Roi Albert,residential,True,False,48.438,"LINESTRING (4.2560772 50.5284113, 4.2560827 50.5279757)",,,50,,,
93029921,Place des Alliés,unclassified,False,False,13.272,"LINESTRING (4.2560772 50.5284113, 4.2560832 50.5285306)",,,,,,
190594024,,residential,False,False,23.899,"LINESTRING (4.2560772 50.5284113, 4.2563851 50.5283225)",,,50,,,
779735168,Rue du Canal,residential,False,True,7.34,"LINESTRING (4.2593055 50.5296393, 4.2593365 50.5295763)",,,,3,,
"[36525093, 190610550]",Rue Lintermans,tertiary,False,True,84.57400000000001,"LINESTRING (4.2593055 50.5296393, 4.2593754 50.5296419, 4.2594323 50.5296481, 4.2594816 50.5296552, 4.2598164 50.5297344, 4.260062 50.5297979, 4.260188 50.5298208, 4.2602828 50.5298284, 4.260452 50.5298307)",,,50,,,
"[779735171, 36525094]",Rue Lintermans,tertiary,False,False,37.596000000000004,"LINESTRING (4.2593055 50.5296393, 4.2591864 50.5296445, 4.2591261 50.5296508, 4.2589418 50.529676, 4.2587833 50.5296999)",,,50,,,
"[179343028, 93029901, 179343030]",Chemin du Sabotier,unclassified,False,True,257.987,"LINESTRING (4.2497664 50.5272664, 4.2501485 50.5270657, 4.2516546 50.5264135, 4.2520663 50.526284, 4.2523279 50.5261976, 4.2523715 50.5261801, 4.2527919 50.5259792)",,,50,,yes,
179343036,Ruelle Jaset,residential,False,False,316.86199999999997,"LINESTRING (4.2497664 50.5272664, 4.2499326 50.5273995, 4.2503645 50.5276413, 4.2508077 50.527919, 4.2509131 50.5279725, 4.2510198 50.5279917, 4.2511014 50.527994, 4.2512019 50.5279869, 4.2513236 50.5279709, 4.2514253 50.5279494, 4.2523569 50.5277514, 4.252446 50.5277283, 4.2525665 50.527694, 4.2528289 50.5276142, 4.2529155 50.5275814, 4.2529921 50.527528, 4.2531227 50.5274162, 4.2532608 50.5273173, 4.2533602 50.5272529, 4.2534215 50.5272283)",,,50,,,
93029930,Rue Général Leman,residential,False,True,17.202,"LINESTRING (4.2571434 50.5292441, 4.2573272 50.5291427)",,,50,,,
36525094,Rue Lintermans,tertiary,False,False,12.198,"LINESTRING (4.2585644 50.5297334, 4.2583935 50.5297486)",,,50,,,
36525094,Rue Lintermans,tertiary,False,True,15.915,"LINESTRING (4.2585644 50.5297334, 4.2587833 50.5296999)",,,50,,,
93029898,Place de Penne d'Agenais,unclassified,True,False,59.217999999999996,"LINESTRING (4.2585644 50.5297334, 4.2585841 50.5297891, 4.2587094 50.5301178, 4.2587602 50.5302512)",,,50,,,
"[1015349606, 36740254]",Rue de la Rouge Croix,unclassified,True,False,163.376,"LINESTRING (4.2587602 50.5302512, 4.2587774 50.5302948, 4.2589913 50.5308357, 4.2591964 50.5313546, 4.2592267 50.5314321, 4.2592333 50.531448, 4.2592574 50.5314841, 4.2592747 50.5315309, 4.2592719 50.5315797, 4.2592555 50.53162, 4.2592537 50.5316486, 4.2592648 50.5316766)",,,50,,,
93029925,Place de Penne d'Agenais,unclassified,False,False,11.895,"LINESTRING (4.2587602 50.5302512, 4.2586629 50.530255, 4.2585944 50.5302436)",,,50,,,
93029902,Avenue des Tulipes,unclassified,False,False,75.708,"LINESTRING (4.2615166 50.5262217, 4.2622738 50.5257402)",,,50,,,
93029942,Clos des Pâquerettes,residential,False,False,79.447,"LINESTRING (4.2615166 50.5262217, 4.2622953 50.5267369)",,,50,,,
93029902,Avenue des Tulipes,unclassified,False,True,87.919,"LINESTRING (4.2615166 50.5262217, 4.2609853 50.5266216, 4.2607092 50.5268231)",,,50,,,
93029912,Avenue des Tulipes,residential,False,True,79.422,"LINESTRING (4.2630442 50.5259736, 4.2628875 50.5258587, 4.2626295 50.5260009, 4.2622738 50.5257402)",,,50,,,
36525094,Rue Lintermans,tertiary,False,False,76.27600000000001,"LINESTRING (4.257021 50.529747, 4.2568163 50.5297802, 4.2560004 50.5299682)",,,50,,,
36525094,Rue Lintermans,tertiary,False,True,22.538,"LINESTRING (4.257021 50.529747, 4.2571693 50.5297365, 4.2573388 50.529732)",,,50,,,
93029906,Rue Lintermans,unclassified,True,False,33.649,"LINESTRING (4.257021 50.529747, 4.2571965 50.5296055, 4.2573058 50.5295047)",,,,,,
93029902,Avenue des Tulipes,unclassified,False,False,70.441,"LINESTRING (4.2623216 50.5257094, 4.2630454 50.525274)",,,50,,,
93029902,Avenue des Tulipes,unclassified,False,True,4.811,"LINESTRING (4.2623216 50.5257094, 4.2622738 50.5257402)",,,50,,,
633978458,Avenue des Tulipes,residential,False,False,71.833,"LINESTRING (4.2623216 50.5257094, 4.2619099 50.5254299, 4.2618992 50.5253481, 4.2621084 50.5252253)",,,,,,
93029901,Chemin du Sabotier,unclassified,False,False,89.635,"LINESTRING (4.2538794 50.5255663, 4.2537477 50.5256086, 4.2535927 50.5256583, 4.2531574 50.5258251, 4.2527919 50.5259792)",,,50,,,
846052300,Avenue Reine Astrid,primary,False,True,132.03,"LINESTRING (4.2538794 50.5255663, 4.2539698 50.525689, 4.2544622 50.5263573, 4.2545721 50.5265407, 4.2546325 50.5266519)",2,N27,50,,,
207175053,Avenue de la Motte Baraffe,primary,False,False,18.311,"LINESTRING (4.2567595 50.5332553, 4.2567022 50.5330947)",,N27,50,,,
93029899,Rue Général Leman,residential,True,False,60.577,"LINESTRING (4.2573677 50.5292239, 4.2575577 50.5295738, 4.2575499 50.5296393, 4.2575346 50.5297478)",,,,,,
93029937,Rue du Miroir,unclassified,True,False,109.397,"LINESTRING (4.2573677 50.5292239, 4.2574731 50.5291928, 4.2578247 50.5290872, 4.2578523 50.5290676, 4.2578706 50.529042, 4.2578688 50.5290188, 4.257859 50.5289974, 4.2576598 50.5287443, 4.2574646 50.5284935)",,,50,,,
93029909,Rue de la Rouge Croix,unclassified,True,False,89.055,"LINESTRING (4.2578713 50.5314616, 4.258418 50.5315902, 4.258965 50.5317219, 4.259017 50.5317199, 4.2590507 50.5317062)",,,50,,,
190594019,Rue des Canadiens,residential,True,False,144.767,"LINESTRING (4.2578713 50.5314616, 4.2580494 50.5311746, 4.2585779 50.5302756, 4.2585944 50.5302436)",,,50,,,
93029899,Rue Général Leman,residential,True,False,9.472,"LINESTRING (4.2573272 50.5291427, 4.2573677 50.5292239)",,,,,,
93029930,Rue Général Leman,residential,False,False,17.202,"LINESTRING (4.2573272 50.5291427, 4.2571434 50.5292441)",,,50,,,
93029930,Rue Général Leman,residential,False,True,60.379999999999995,"LINESTRING (4.2573272 50.5291427, 4.2573452 50.529056, 4.2573462 50.5289973, 4.2573314 50.5289608, 4.2572884 50.5289167, 4.2570639 50.5287655, 4.2569539 50.5286949)",,,50,,,
93029944,Place des Alliés,residential,False,True,40.449,"LINESTRING (4.2557955 50.5285339, 4.2553004 50.5287163)",,,50,,,
190594017,Place des Alliés,residential,True,False,24.132,"LINESTRING (4.2557955 50.5285339, 4.2560772 50.5284113)",,,50,,,
93029924,Clos des Lilas,residential,False,False,42.4,"LINESTRING (4.2607092 50.5268231, 4.2611184 50.5271019)",,,50,,,
93029902,Avenue des Tulipes,unclassified,False,False,87.919,"LINESTRING (4.2607092 50.5268231, 4.2609853 50.5266216, 4.2615166 50.5262217)",,,50,,,
