osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes
"[953302867, 120807979]",N347,Diepemeers,secondary,50,False,False,178.165,"LINESTRING (2.7143077 50.8569812, 2.7141843 50.8568933, 2.7132212 50.8563286, 2.7125639 50.8559642, 2.7124398 50.8558976)",,
"[162852171, 120807981]",,Briekedreef,residential,50,False,False,142.396,"LINESTRING (2.7143077 50.8569812, 2.7144946 50.856867, 2.7146737 50.8567543, 2.7146984 50.8567348, 2.7147167 50.8567177, 2.714747 50.8566897, 2.7147905 50.856658, 2.7150429 50.856544, 2.7153018 50.8563949, 2.7158091 50.856126)",3,
43993074,,Korte Werf,residential,,False,False,159.14700000000002,"LINESTRING (2.7124398 50.8558976, 2.7122155 50.8555616, 2.7120544 50.8553553, 2.7118648 50.8551228, 2.7115192 50.8547385, 2.7114409 50.8546148)",,
131888893,N308,Duinkerkestraat,secondary,,False,False,254.945,"LINESTRING (2.7124398 50.8558976, 2.7118303 50.8560286, 2.7113299 50.8561335, 2.71083 50.8562321, 2.7101535 50.8563654, 2.7095297 50.8564802, 2.7089695 50.8565718)",,
"[420555992, 98932576]",N308,Duinkerkestraat,tertiary,50,False,True,286.84000000000003,"LINESTRING (2.7124398 50.8558976, 2.712639 50.8558512, 2.7128687 50.8558034, 2.7132479 50.8557515, 2.713527 50.8557327, 2.7139462 50.8557439, 2.7143914 50.8557733, 2.7148604 50.8558088, 2.7150928 50.8558142, 2.7153626 50.855804, 2.715953 50.8557625, 2.7161964 50.855742, 2.7164708 50.8557024)",,
"[120807979, 953302867]",N347,Diepemeers,secondary,50,False,True,178.16500000000002,"LINESTRING (2.7124398 50.8558976, 2.7125639 50.8559642, 2.7132212 50.8563286, 2.7141843 50.8568933, 2.7143077 50.8569812)",,
39401475,R33,Westlaan,primary,,True,False,7.385,"LINESTRING (2.708083 50.856732, 2.7080728 50.8566659)",3,
162855564,N308,Provenseweg,secondary,70,True,False,26.581,"LINESTRING (2.708083 50.856732, 2.7078431 50.8567546, 2.7077079 50.8567646)",3,
851214801,R33,Westlaan,primary,70,False,True,381.543,"LINESTRING (2.707885 50.8523519, 2.7079047 50.8537704, 2.707991 50.8557824)",,
851214802,R33,Westlaan,primary,70,True,False,126.526,"LINESTRING (2.707885 50.8523519, 2.7078617 50.8521418, 2.7078765 50.8516588, 2.7079166 50.8514687, 2.7079883 50.8512204)",,1
851214802,R33,Westlaan,primary,70,True,False,18.513,"LINESTRING (2.7079883 50.8512204, 2.7080435 50.8510576)",,1
42278183,,Helleketelweg,unclassified,70,True,False,54.571,"LINESTRING (2.7079883 50.8512204, 2.7076444 50.8511246, 2.7072907 50.8510047)",3,1
220889712,,Helleketelweg,unclassified,70,True,False,53.227000000000004,"LINESTRING (2.7072907 50.8510047, 2.707734 50.8510459, 2.7079502 50.8510521, 2.7080435 50.8510576)",3,1
56468821,N333,Casselstraat,tertiary,,False,True,106.394,"LINESTRING (2.7183097 50.8489866, 2.7185961 50.8493515, 2.7187702 50.8495754, 2.7189798 50.8498448)",,
220889711,,,unclassified,,False,False,48.905,"LINESTRING (2.7083782 50.8503682, 2.7082807 50.8503047, 2.7080663 50.8501776, 2.7079024 50.8500482)",3,
953287866,R33,Westlaan,primary,70,True,False,52.742999999999995,"LINESTRING (2.7083782 50.8503682, 2.7086315 50.8500234, 2.7087134 50.8499446)",,1
43993065,,Zwijnlandstraat,residential,50,False,True,228.382,"LINESTRING (2.7097496 50.851546, 2.7097202 50.8515138, 2.7093231 50.8510785, 2.709044 50.850792, 2.7090409 50.8507372, 2.7090627 50.8506653, 2.7093641 50.850345, 2.7099353 50.8498025, 2.709958 50.8497808)",,
43993066,,Werf,residential,50,False,False,72.188,"LINESTRING (2.7097496 50.851546, 2.7094905 50.8514998, 2.7090874 50.8514091, 2.7087762 50.8513377)",,
43993066,,Werf,residential,50,False,True,60.642,"LINESTRING (2.7097496 50.851546, 2.7101632 50.8516276, 2.7105736 50.8517097)",,
43993066,,Werf,residential,50,False,True,72.188,"LINESTRING (2.7087762 50.8513377, 2.7090874 50.8514091, 2.7094905 50.8514998, 2.7097496 50.851546)",,
220889714,,Werf,residential,50,True,False,45.614,"LINESTRING (2.7087762 50.8513377, 2.7082068 50.8512828, 2.7081396 50.8512636)",3,1
953299840,,Werf,residential,50,False,True,17.005,"LINESTRING (2.7134474 50.8525065, 2.7136752 50.8525585)",,
43993066,,Werf,residential,50,False,False,220.769,"LINESTRING (2.7134474 50.8525065, 2.7128875 50.8523449, 2.7123433 50.8521729, 2.7117757 50.851982, 2.7116611 50.8519509, 2.7114752 50.8519099, 2.7110078 50.8518105, 2.7105736 50.8517097)",,
43993073,,Koestraat,residential,50,False,True,137.583,"LINESTRING (2.7134474 50.8525065, 2.7134031 50.8525372, 2.7133456 50.8525737, 2.7132627 50.8526043, 2.7131444 50.8526254, 2.7128044 50.8526654, 2.7124912 50.8527287, 2.7121249 50.8528402, 2.7116676 50.8529859)",,
56468838,,Korte Werf,residential,,False,False,38.76,"LINESTRING (2.7116676 50.8529859, 2.7111832 50.8531532)",,
43993073,,Koestraat,residential,50,False,False,137.58299999999997,"LINESTRING (2.7116676 50.8529859, 2.7121249 50.8528402, 2.7124912 50.8527287, 2.7128044 50.8526654, 2.7131444 50.8526254, 2.7132627 50.8526043, 2.7133456 50.8525737, 2.7134031 50.8525372, 2.7134474 50.8525065)",,
43993074,,Korte Werf,residential,,False,True,74.036,"LINESTRING (2.7116676 50.8529859, 2.711606 50.8533181, 2.7115337 50.8536463)",,
131888893,N308,Duinkerkestraat,secondary,,False,True,254.945,"LINESTRING (2.7089695 50.8565718, 2.7095297 50.8564802, 2.7101535 50.8563654, 2.71083 50.8562321, 2.7113299 50.8561335, 2.7118303 50.8560286, 2.7124398 50.8558976)",,
"[162855552, 622851083]",N308,Duinkerkestraat,secondary,70,True,False,52.791,"LINESTRING (2.7089695 50.8565718, 2.708576 50.8566634, 2.7085294 50.8566708, 2.7082534 50.8567147)",3,
56468825,,'t Appelgoedje,residential,30,False,False,149.335,"LINESTRING (2.7101616 50.8521139, 2.7104272 50.8523795, 2.7105186 50.8524788, 2.7105805 50.8525668, 2.7106038 50.8526462, 2.7106031 50.8527221, 2.710514 50.8531655, 2.7104894 50.8533035, 2.7104713 50.8533779)",,
56468825,,'t Appelgoedje,residential,30,False,True,55.82,"LINESTRING (2.7101616 50.8521139, 2.7103512 50.8520335, 2.7104321 50.8519761, 2.7104612 50.8519225, 2.7105585 50.8517383, 2.7105736 50.8517097)",,
