osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,width,tunnel,junction,access
118656651,Vlasmarkt,residential,30,False,True,32.117000000000004,,"LINESTRING (3.7282681 51.055958, 3.7281469 51.0559959, 3.7280531 51.0560169, 3.7279508 51.0560528, 3.7278512 51.0560781)",,,,,
194071069,Vlasmarkt,tertiary,30,False,False,18.29,,"LINESTRING (3.7282681 51.055958, 3.7283085 51.0558926, 3.7283739 51.0558077)",,,,,
"[216264781, 213729455]",Vlasmarkt,tertiary,30,False,True,43.126,,"LINESTRING (3.7282681 51.055958, 3.7282525 51.0560115, 3.7282456 51.0560535, 3.7282431 51.0560856, 3.7282424 51.0561615, 3.7282555 51.0563445)",,,,,
156842721,Gebroeders Vandeveldestraat,residential,30,False,False,49.805,,"LINESTRING (3.7198587 51.0506578, 3.7196605 51.0507056, 3.7194537 51.0507568, 3.7193528 51.0507769, 3.719183 51.0507946)",,,,,
"[156842343, 156842348, 250655180, 440851832, 231847868]",Koophandelsplein,living_street,20,False,False,97.442,yes,"LINESTRING (3.7198587 51.0506578, 3.7199466 51.0506365, 3.7202563 51.0505673, 3.7203647 51.050542, 3.7204365 51.050529, 3.720507 51.0505202, 3.7206522 51.0505049, 3.7208966 51.0504854, 3.7211534 51.0504637, 3.7212091 51.050459)",,,,,
"[5899816, 356704793]",Koophandelsplein,residential,30,True,False,83.022,,"LINESTRING (3.7212091 51.050459, 3.7212068 51.0504469, 3.721195 51.050405, 3.7211702 51.0503167, 3.7211629 51.0497985, 3.7211617 51.0497145)",,,,,
"[156842343, 250655180, 156842348, 440851832, 231847868]",Koophandelsplein,living_street,20,False,True,97.442,yes,"LINESTRING (3.7212091 51.050459, 3.7211534 51.0504637, 3.7208966 51.0504854, 3.7206522 51.0505049, 3.720507 51.0505202, 3.7204365 51.050529, 3.7203647 51.050542, 3.7202563 51.0505673, 3.7199466 51.0506365, 3.7198587 51.0506578)",,,,,
25594263,Burgstraat,residential,30,False,False,43.868,,"LINESTRING (3.7187206 51.0565312, 3.7181095 51.0564412)",,,,,
25594263,Burgstraat,residential,30,False,True,75.884,,"LINESTRING (3.7187206 51.0565312, 3.7188395 51.0565499, 3.7188824 51.0565569, 3.7191693 51.0566038, 3.7197853 51.0566598)",,,,,
25594263,Burgstraat,residential,30,False,False,75.884,,"LINESTRING (3.7197853 51.0566598, 3.7191693 51.0566038, 3.7188824 51.0565569, 3.7188395 51.0565499, 3.7187206 51.0565312)",,,,,
46360860,Gewad,residential,30,True,False,89.875,,"LINESTRING (3.7197853 51.0566598, 3.7197777 51.0566769, 3.7196575 51.0569461, 3.7196146 51.0570188, 3.7195436 51.0570988, 3.7194327 51.0572188, 3.7193373 51.0573059, 3.7192369 51.0573799)",,,,,
"[23997294, 52474403, 25580541, 25580542]","['Vleeshuisbrug', 'Groentenmarkt', 'Kleine Vismarkt']",living_street,20,False,True,85.883,yes,"LINESTRING (3.7216102 51.0567165, 3.7216883 51.056597, 3.7217704 51.0564754, 3.7218326 51.0564091, 3.7218495 51.0563885, 3.722033 51.056222, 3.7220447 51.0562101, 3.7220652 51.0561902, 3.7220897 51.0561683, 3.7221617 51.0561037, 3.722185 51.0560823, 3.7222144 51.0560548, 3.7222196 51.0560498)",,4,,,
148589577,Geldmunt,living_street,20,False,False,17.11,,"LINESTRING (3.7216102 51.0567165, 3.7215705 51.0567398, 3.7215417 51.0567534, 3.7214821 51.0567786, 3.7214094 51.0568033)",,,,,
148589579,Kraanlei,living_street,20,True,False,55.805,,"LINESTRING (3.7216102 51.0567165, 3.7216464 51.0566975, 3.7216538 51.0566964, 3.7216765 51.0567016, 3.7217573 51.0567085, 3.7219425 51.0567289, 3.7221111 51.0567486, 3.7222783 51.0567877, 3.7223543 51.056808, 3.7223699 51.056813)",,,,,
"[46360849, 46360854, 842244911]","['Gewad', 'Abrahamstraat']",residential,30,True,False,86.427,,"LINESTRING (3.7192369 51.0573799, 3.7188515 51.0576956, 3.718823 51.0577147, 3.7187818 51.0577312, 3.7184959 51.0577802, 3.7184651 51.0577802, 3.7182838 51.0577545)",,,,,
862451531,Braderijstraat,residential,30,True,False,8.562,,"LINESTRING (3.7193586 51.0580665, 3.7194674 51.0581019)",,,,,
10073087,Sint-Widostraat,residential,30,True,False,105.362,,"LINESTRING (3.7194674 51.0581019, 3.7196527 51.0578579, 3.7197535 51.0575612, 3.7195755 51.0575174, 3.7193931 51.0574501, 3.7192369 51.0573799)",,,,,
"[25956595, 1186223380, 169481437]","['Lievestraat', 'Lievekaai']",residential,30,False,False,32.163000000000004,yes,"LINESTRING (3.7194674 51.0581019, 3.719688 51.0581779, 3.7197605 51.0582033, 3.7198241 51.0582259, 3.7198701 51.0582419)",,,,,
5365925,Recollettenlei,residential,30,True,False,58.474000000000004,,"LINESTRING (3.7197229 51.0501411, 3.7198068 51.0505713, 3.7198502 51.0506444, 3.7198587 51.0506578)",,,,,
23086016,Stoofstraat,living_street,20,False,False,58.512,,"LINESTRING (3.7197229 51.0501411, 3.7196007 51.0501587, 3.718907 51.0502587)",,,,,
10757588,Veldstraat,living_street,20,True,False,25.426000000000002,,"LINESTRING (3.7213911 51.0514243, 3.7213722 51.0513581, 3.7213666 51.0513382, 3.7213507 51.0512825, 3.721331 51.0511988)",,,,,
"[451337376, 451337377, 45352295]",Bonteleeuwstraat,living_street,20,False,False,100.806,,"LINESTRING (3.7213911 51.0514243, 3.721464 51.0514178, 3.7215436 51.0514106, 3.7228188 51.0512963)",,,building_passage,,
20554788,Nodenaysteeg,living_street,20,True,False,37.025,,"LINESTRING (3.7222033 51.0530222, 3.7216799 51.0530734)",,,,,
"[1161301665, 10757588]",Veldstraat,living_street,20,True,False,20.177,,"LINESTRING (3.7222033 51.0530222, 3.7221851 51.0529615, 3.7221497 51.0528439)",,,,,
247813506,Vrijdagmarkt,residential,30,False,True,10.48,,"LINESTRING (3.726205 51.0563027, 3.7260911 51.056364)",,,,,
22902265,Bij Sint-Jacobs,residential,30,True,False,40.915,,"LINESTRING (3.726205 51.0563027, 3.7262579 51.0563337, 3.7262852 51.0563498, 3.7265357 51.0564972, 3.7266611 51.0565241)",,,,,
31646458,Onderstraat,living_street,20,False,False,33.492,,"LINESTRING (3.7257045 51.05566, 3.7253056 51.0558269)",,,,,
31646458,Onderstraat,living_street,20,False,True,78.432,,"LINESTRING (3.7257045 51.05566, 3.7259986 51.0555257, 3.7266101 51.0552699, 3.7266296 51.055261)",,,,,
169258549,Hoogpoort,living_street,20,False,False,50.985,,"LINESTRING (3.7252069 51.0547736, 3.7245278 51.054941)",,,,,
23982722,Schepenhuisstraat,living_street,20,True,False,104.745,,"LINESTRING (3.7252069 51.0547736, 3.7254178 51.0550828, 3.7255321 51.0552869, 3.7255699 51.0553862, 3.7256165 51.0555102, 3.7257045 51.05566)",,,,,
169258549,Hoogpoort,living_street,20,False,True,38.787,,"LINESTRING (3.7252069 51.0547736, 3.7257033 51.0546605, 3.7257272 51.0546527)",,,,,
25594267,Kortedagsteeg,living_street,20,True,False,25.910999999999998,,"LINESTRING (3.7262556 51.0505823, 3.726257 51.0505664, 3.7262591 51.0505537, 3.7262696 51.0505138, 3.7263281 51.0503541)",,,,,
26433936,Vogelmarkt,tertiary,30,False,False,91.61699999999999,,"LINESTRING (3.7262556 51.0505823, 3.7261469 51.0505806, 3.7261142 51.0505796, 3.7260751 51.0505762, 3.726014 51.0505665, 3.725932 51.0505485, 3.7255106 51.0504313, 3.7254211 51.050412, 3.7253315 51.0504002, 3.7252289 51.0503951, 3.7251168 51.0503966, 3.7249996 51.0504044)",,,,,
49634931,Brabantdam,tertiary,30,False,True,86.34899999999999,,"LINESTRING (3.7262556 51.0505823, 3.7263278 51.0505802, 3.7263718 51.0505781, 3.7264747 51.0505728, 3.7274867 51.0505186)",,,,,
107996167,Koestraat,living_street,20,False,True,31.185000000000002,,"LINESTRING (3.7262556 51.0505823, 3.7262371 51.0505983, 3.7261686 51.0506532, 3.7259949 51.0508098)",,,,,
"[233434244, 1135900773]",Gouvernementstraat,"['living_street', 'residential']","['20', '30']",True,False,64.74199999999999,,"LINESTRING (3.7262556 51.0505823, 3.7262644 51.0505977, 3.7262958 51.0506512, 3.7264599 51.0508597, 3.7266113 51.051119)",,,,,
25580347,Brabantdam,tertiary,30,False,False,26.099,,"LINESTRING (3.7282434 51.0504999, 3.7281646 51.0505037, 3.7278704 51.0505095)",,,,,
146735923,Brabantdam,tertiary,30,True,False,37.85,,"LINESTRING (3.7282434 51.0504999, 3.7283143 51.0504921, 3.7283831 51.0504817, 3.72845 51.0504677, 3.7285253 51.0504478, 3.728747 51.05038)",,,,,
23086023,Mageleinsteeg,living_street,20,False,False,39.692,,"LINESTRING (3.7258462 51.0527452, 3.7253041 51.0528515)",,,,,
28407782,Lange Kruisstraat,living_street,20,True,False,21.35,,"LINESTRING (3.7258462 51.0527452, 3.7258022 51.0525552)",,,,,
20554160,Sint-Michielsstraat,tertiary,30,True,False,26.192,,"LINESTRING (3.7184635 51.0537585, 3.7184071 51.0537788, 3.7181593 51.0538956)",2,,,,
357107030,Sint-Michielshelling,residential,30,False,True,30.863,,"LINESTRING (3.7184635 51.0537585, 3.7185952 51.0537339, 3.718697 51.0537322, 3.7188957 51.0537562)",,,,,
1075598824,Ingelandgat,living_street,20,True,False,92.7,,"LINESTRING (3.7184635 51.0537585, 3.7182957 51.0535859, 3.7181283 51.0533657, 3.7179298 51.052999)",,,,,
23085984,Watergraafstraat,living_street,20,False,True,125.001,,"LINESTRING (3.7179298 51.052999, 3.7176719 51.0530472, 3.7176033 51.0530706, 3.717669 51.0533093, 3.7177009 51.0533641, 3.7177942 51.0534918, 3.7179085 51.0536295, 3.7180941 51.0538361, 3.7181593 51.0538956)",1,,,,
46363504,Sint-Martensstraat,residential,30,False,True,93.01199999999999,,"LINESTRING (3.7178851 51.0498123, 3.717934 51.0498379, 3.7181277 51.0502497, 3.718196 51.0504611, 3.7182142 51.0505216, 3.7182345 51.0505888, 3.7182397 51.0506099)",,,,,
"[1231648152, 179879862]",Korenmarkt,living_street,20,False,False,36.668,,"LINESTRING (3.721904 51.0549911, 3.7219154 51.0550283, 3.7219928 51.0552809, 3.7220085 51.0553141)",,,,,
179879862,Korenmarkt,living_street,20,False,True,48.744,,"LINESTRING (3.721904 51.0549911, 3.7218479 51.0547709, 3.7218233 51.0545561)",,,,,
"[40952647, 484112487]",Donkersteeg,living_street,20,False,True,68.268,,"LINESTRING (3.721904 51.0549911, 3.7223248 51.0548994, 3.722829 51.054794)",,,,,
20554791,Predikherenlei,living_street,20,False,True,35.267,,"LINESTRING (3.7209186 51.0530752, 3.7209349 51.0527582)",,,,,
52186394,Predikherenlei,living_street,20,False,False,53.971000000000004,,"LINESTRING (3.7209186 51.0530752, 3.7209083 51.0532016, 3.720875 51.0535598)",,,,,
20554791,Predikherenlei,living_street,20,False,False,34.456,,"LINESTRING (3.7209622 51.0522173, 3.7209517 51.0525271)",,,,,
"[154318659, 38883274, 25580387]",Hoornstraat,residential,30,False,"[False, True]",30.146,yes,"LINESTRING (3.7209622 51.0522173, 3.7208814 51.0522162, 3.7206274 51.0522142, 3.7205316 51.0522212)",,,,,
23085995,Jan van Stopenberghestraat,living_street,20,True,False,65.243,,"LINESTRING (3.720875 51.0535598, 3.7218081 51.0535754)",,,,,
52186394,Predikherenlei,living_street,20,False,True,53.971000000000004,,"LINESTRING (3.720875 51.0535598, 3.7209083 51.0532016, 3.7209186 51.0530752)",,,,,
"[38882796, 781142743]",Predikherenlei,living_street,20,False,False,48.778999999999996,,"LINESTRING (3.720875 51.0535598, 3.7208404 51.0537586, 3.7208168 51.0538685, 3.7208112 51.0539381, 3.7208415 51.053993)",,,,,
10757588,Veldstraat,living_street,20,True,False,24.73,,"LINESTRING (3.7221497 51.0528439, 3.7220758 51.0526264)",,,,,
20556243,Bennesteeg,living_street,20,False,False,67.923,,"LINESTRING (3.7221497 51.0528439, 3.7230131 51.0525636)",,,,,
20556243,Bennesteeg,living_street,20,False,True,67.923,,"LINESTRING (3.7230131 51.0525636, 3.7221497 51.0528439)",,,,,
20556243,Bennesteeg,living_street,20,False,False,123.529,,"LINESTRING (3.7230131 51.0525636, 3.7230661 51.0525575, 3.7231674 51.0525478, 3.7232605 51.0525469, 3.7234738 51.0525624, 3.7236777 51.0525984, 3.7239387 51.0526676, 3.7241266 51.0527166, 3.7243759 51.0528191, 3.7246391 51.0529181)",,,,,
"[213214320, 20556247, 128565151]",Sint-Niklaasstraat,living_street,20,False,False,124.681,,"LINESTRING (3.7230131 51.0525636, 3.7231483 51.0531964, 3.7232139 51.0534334, 3.7232325 51.0535506, 3.7232343 51.053589, 3.7232368 51.0536389, 3.7232188 51.0536732)",,,,,
128565151,Sint-Niklaasstraat,living_street,20,False,True,38.789,,"LINESTRING (3.7230131 51.0525636, 3.7229554 51.0523268, 3.722941 51.0522179)",,,,,
23012499,Mageleinstraat,living_street,20,False,False,4.693,,"LINESTRING (3.7246529 51.0528768, 3.7246391 51.0529181)",,,,,
23012499,Mageleinstraat,living_street,20,False,True,54.480000000000004,,"LINESTRING (3.7246529 51.0528768, 3.7247395 51.0526125, 3.7247765 51.0525353, 3.724862 51.0524066)",,,,,
"[438439720, 438439721, 23086023]",Mageleinsteeg,living_street,20,False,True,47.477999999999994,,"LINESTRING (3.7246529 51.0528768, 3.7247006 51.0528837, 3.7249464 51.0529191, 3.7249681 51.0529101, 3.7250186 51.0528893, 3.7253041 51.0528515)",,,building_passage,,
28407782,Lange Kruisstraat,living_street,20,True,False,42.21,,"LINESTRING (3.7258022 51.0525552, 3.7257327 51.0522308, 3.7257215 51.052179)",,,,,
484106542,Korte Kruisstraat,living_street,20,False,False,35.49,,"LINESTRING (3.7258022 51.0525552, 3.725477 51.0525047, 3.7253093 51.0524786)",,,,,
"[213214320, 128565151, 20556247]",Sint-Niklaasstraat,living_street,20,False,True,124.681,,"LINESTRING (3.7232188 51.0536732, 3.7232368 51.0536389, 3.7232343 51.053589, 3.7232325 51.0535506, 3.7232139 51.0534334, 3.7231483 51.0531964, 3.7230131 51.0525636)",,,,,
149861725,Keizer Karelstraat,tertiary,30,False,True,29.954,,"LINESTRING (3.7314087 51.0533818, 3.7312727 51.0535574, 3.7312211 51.053624)",,,,,
149861727,Lange Boomgaardstraat,residential,30,True,False,81.92900000000002,,"LINESTRING (3.7306611 51.0507894, 3.7305378 51.0507394, 3.7303545 51.0502112, 3.7303198 51.0501772, 3.7302549 51.0501488, 3.7302373 51.0501405)",,,,,
22797653,Steendam,tertiary,30,False,False,108.812,,"LINESTRING (3.7286711 51.0569306, 3.7287967 51.0569553, 3.7290151 51.0569981, 3.7294281 51.0570753, 3.7297154 51.0571347, 3.7301743 51.0571742)",,,,,
171035894,Bij Sint-Jacobs,tertiary,30,True,False,11.334,,"LINESTRING (3.7286711 51.0569306, 3.7286505 51.056962, 3.7286181 51.0569892, 3.7285761 51.0570106)",,,,roundabout,
22797653,Steendam,tertiary,30,False,False,135.95499999999998,,"LINESTRING (3.7301743 51.0571742, 3.7302896 51.0571708, 3.730837 51.0571215, 3.7314156 51.0570729, 3.7317912 51.0570498, 3.7320189 51.057031, 3.7321042 51.057024)",,,,,
22797653,Steendam,tertiary,30,False,True,108.81200000000001,,"LINESTRING (3.7301743 51.0571742, 3.7297154 51.0571347, 3.7294281 51.0570753, 3.7290151 51.0569981, 3.7287967 51.0569553, 3.7286711 51.0569306)",,,,,
23982732,Sint-Jansdreef,residential,30,False,False,61.815,,"LINESTRING (3.7301743 51.0571742, 3.7301399 51.057124, 3.7300553 51.0567303, 3.730016 51.0566293)",,,,,
23997301,Rembert Dodoensdreef,residential,30,False,False,60.830999999999996,,"LINESTRING (3.7301743 51.0571742, 3.7301934 51.0572541, 3.7302044 51.0572934, 3.7303704 51.0577068)",,,,,
22797653,Steendam,tertiary,30,False,True,135.955,,"LINESTRING (3.7321042 51.057024, 3.7320189 51.057031, 3.7317912 51.0570498, 3.7314156 51.0570729, 3.730837 51.0571215, 3.7302896 51.0571708, 3.7301743 51.0571742)",,,,,
"[23997305, 158579417]",Koning Willem I-kaai,"['residential', 'living_street']","['20', '30']",False,False,91.957,,"LINESTRING (3.7321042 51.057024, 3.7321428 51.0570919, 3.7321459 51.0571226, 3.7321325 51.0571503, 3.7320537 51.0572277, 3.731883 51.0574104, 3.7317672 51.057535, 3.7316812 51.0576571, 3.7316112 51.0577618)",,,,,
"[978223091, 637995428, 149870509]",Bibliotheekstraat,"['residential', 'living_street']","['20', '30']",False,False,111.401,,"LINESTRING (3.7285761 51.0570106, 3.7288264 51.0572784, 3.7289702 51.0574322, 3.7292205 51.057634, 3.7294905 51.057827)",,,,,
"[228123672, 228123670]",Bij Sint-Jacobs,tertiary,30,True,False,41.045,,"LINESTRING (3.7285761 51.0570106, 3.7284749 51.0570309, 3.7283983 51.0570281, 3.7283362 51.0570097, 3.7283092 51.0569924, 3.7282656 51.0569546, 3.7282447 51.0569098, 3.7282491 51.0568632, 3.728278 51.0568202)",,,,roundabout,
"[978223091, 637995428, 149870509]",Bibliotheekstraat,"['living_street', 'residential']","['20', '30']",False,True,111.40100000000001,,"LINESTRING (3.7294905 51.057827, 3.7292205 51.057634, 3.7289702 51.0574322, 3.7288264 51.0572784, 3.7285761 51.0570106)",,,,,
22902256,Bij Sint-Jacobs,tertiary,30,True,False,27.223,,"LINESTRING (3.728362 51.0567724, 3.7283525 51.0567005, 3.7283457 51.0566477, 3.7283479 51.056528)",,,,,
272758258,Bij Sint-Jacobs,tertiary,30,True,False,13.631,,"LINESTRING (3.728362 51.0567724, 3.7284236 51.0567595, 3.7284886 51.0567585, 3.7285512 51.0567697)",,,,roundabout,
228160801,Bij Sint-Jacobs,tertiary,30,True,False,21.307,,"LINESTRING (3.7285512 51.0567697, 3.7286314 51.0568089, 3.7286745 51.0568668, 3.7286711 51.0569306)",,,,roundabout,
8176433,Bij Sint-Jacobs,tertiary,30,True,False,30.409,,"LINESTRING (3.7283479 51.056528, 3.7284555 51.0566491, 3.7284766 51.0566755, 3.7285512 51.0567697)",,,,,
28409162,Vlasmarkt,tertiary,30,False,False,21.402,,"LINESTRING (3.7283479 51.056528, 3.7282763 51.0563861, 3.7282555 51.0563445)",,,,,
39549321,Nieuwpoort,residential,30,True,False,101.525,,"LINESTRING (3.7283479 51.056528, 3.7286091 51.0564318, 3.7290003 51.0563426, 3.7295595 51.0562131, 3.7296888 51.0561832)",,,,,
23982732,Sint-Jansdreef,residential,30,False,True,54.64,,"LINESTRING (3.7296888 51.0561832, 3.7297265 51.0562317, 3.7298857 51.0564366, 3.730016 51.0566293)",,,,,
149861732,Oude Schaapmarkt,residential,30,True,False,61.71,,"LINESTRING (3.7296888 51.0561832, 3.7296407 51.0561374, 3.7294131 51.0559208, 3.729202 51.0557202)",,,,,
22902257,Nieuwpoort,residential,30,True,False,61.418,,"LINESTRING (3.7305149 51.0559949, 3.7297787 51.0561627, 3.7296888 51.0561832)",,,,,
22902257,Nieuwpoort,residential,30,True,False,92.71,,"LINESTRING (3.7317664 51.0557186, 3.7317004 51.0557332, 3.7305149 51.0559949)",,,,,
"[39549325, 22995247]",Kalvermarkt,living_street,20,False,"[False, True]",76.405,,"LINESTRING (3.7317664 51.0557186, 3.7317433 51.0556634, 3.7315406 51.0554151, 3.7315123 51.0553913, 3.731247 51.0551457, 3.7312248 51.0551257)",,,,,
22902260,IJkmeesterstraat,residential,30,True,False,97.89099999999999,,"LINESTRING (3.730016 51.0566293, 3.7300788 51.0566135, 3.7303094 51.0565508, 3.7304254 51.0564969, 3.7305595 51.0564205, 3.7306387 51.0563906, 3.7306783 51.0563424, 3.7306263 51.0562305, 3.7306146 51.056177, 3.7305428 51.0560458, 3.7305149 51.0559949)",,,,,
23982732,Sint-Jansdreef,residential,30,False,False,54.64000000000001,,"LINESTRING (3.730016 51.0566293, 3.7298857 51.0564366, 3.7297265 51.0562317, 3.7296888 51.0561832)",,,,,
23982732,Sint-Jansdreef,residential,30,False,True,61.815,,"LINESTRING (3.730016 51.0566293, 3.7300553 51.0567303, 3.7301399 51.057124, 3.7301743 51.0571742)",,,,,
394894486,Baudelostraat,residential,30,False,True,35.161,,"LINESTRING (3.7270917 51.0578471, 3.727531 51.0580012)",,,,,
856897292,Baudelostraat,residential,30,False,True,36.092,,"LINESTRING (3.7270917 51.0578471, 3.7268643 51.05777, 3.7266529 51.057677)",,,,,
394894486,Baudelostraat,residential,30,False,False,22.667,,"LINESTRING (3.7278086 51.0581066, 3.7277746 51.0580938, 3.7277304 51.058077, 3.7276878 51.0580603, 3.727531 51.0580012)",,,,,
484822700,Beverhoutplein,residential,30,False,True,14.363,,"LINESTRING (3.728158 51.0574829, 3.7281184 51.0574672, 3.7279786 51.05742)",,,,,yes
107851633,Kleinvleeshuissteeg,living_street,20,False,False,92.21199999999999,,"LINESTRING (3.7250515 51.050165, 3.7251419 51.0501748, 3.7254196 51.0501851, 3.7255391 51.0501977, 3.7256953 51.05022, 3.7259384 51.050268, 3.7261329 51.0503126, 3.7263281 51.0503541)",,,,,
395537695,Kouter,tertiary,30,True,False,27.108,,"LINESTRING (3.7250515 51.050165, 3.7250421 51.0502088, 3.7250154 51.0502453, 3.7250063 51.0503216, 3.7250046 51.0503362, 3.7250003 51.0503913, 3.7249996 51.0504044)",,,,,
22930316,Kouter,tertiary,30,True,False,170.871,,"LINESTRING (3.7249996 51.0504044, 3.7249158 51.0504073, 3.7248214 51.0504079, 3.724169 51.0503782, 3.7240019 51.0503709, 3.7238154 51.0503629, 3.723631 51.050355, 3.7232853 51.0503403, 3.7230139 51.0503293, 3.7226995 51.0503356, 3.722561 51.0503472)",2,,,,
26433936,Vogelmarkt,tertiary,30,False,True,91.61699999999999,,"LINESTRING (3.7249996 51.0504044, 3.7251168 51.0503966, 3.7252289 51.0503951, 3.7253315 51.0504002, 3.7254211 51.050412, 3.7255106 51.0504313, 3.725932 51.0505485, 3.726014 51.0505665, 3.7260751 51.0505762, 3.7261142 51.0505796, 3.7261469 51.0505806, 3.7262556 51.0505823)",,,,,
24404805,Zonnestraat,residential,30,True,False,95.315,,"LINESTRING (3.722561 51.0503472, 3.7225526 51.0503479, 3.722426 51.0503586, 3.7214166 51.0504439, 3.7212798 51.0504539, 3.7212091 51.050459)",1,,,,
28407867,Korte Meer,residential,30,True,False,51.289,,"LINESTRING (3.722561 51.0503472, 3.7225552 51.0503611, 3.7225489 51.0504006, 3.7225394 51.0504607, 3.7225478 51.0506742, 3.722574 51.0508064)",,,,,
5899815,Gebroeders Vandeveldestraat,tertiary,30,False,True,69.949,,"LINESTRING (3.719183 51.0507946, 3.7191051 51.050797, 3.7189169 51.0507835, 3.7187083 51.0507444, 3.7184826 51.0506871, 3.7183556 51.0506467, 3.7182397 51.0506099)",,,,,
22930318,Onderbergen,tertiary,30,True,False,49.117999999999995,,"LINESTRING (3.719183 51.0507946, 3.7191942 51.0508123, 3.7192155 51.0508462, 3.7193319 51.0510316, 3.7194429 51.051205)",,4.8,,,
38715190,Onderbergen,living_street,20,True,False,62.661,,"LINESTRING (3.719183 51.0507946, 3.7191727 51.0507827, 3.718907 51.0502587)",,,,,
156842721,Gebroeders Vandeveldestraat,residential,30,False,True,49.805,,"LINESTRING (3.719183 51.0507946, 3.7193528 51.0507769, 3.7194537 51.0507568, 3.7196605 51.0507056, 3.7198587 51.0506578)",,,,,
22930318,Onderbergen,tertiary,30,True,False,66.108,,"LINESTRING (3.7196601 51.0516207, 3.7197459 51.0518873, 3.7197661 51.0519975, 3.7197665 51.0521585, 3.7197666 51.0522091)",,4.8,,,
38883277,Jakobijnenstraat,residential,30,True,False,53.676,,"LINESTRING (3.7197666 51.0522091, 3.7198759 51.052225, 3.7205316 51.0522212)",,,,,
541659625,Onderbergen,tertiary,30,True,False,34.739999999999995,,"LINESTRING (3.7197666 51.0522091, 3.7197623 51.0522812, 3.7197479 51.0525213)",,4.2,,,
541659625,Onderbergen,tertiary,30,True,False,31.108,,"LINESTRING (3.7197479 51.0525213, 3.719694 51.052799)",,4.2,,,
23085981,Jonkvrouw Mattestraat,living_street,20,True,False,71.162,,"LINESTRING (3.7197479 51.0525213, 3.7192219 51.0525266, 3.7191304 51.0525235, 3.7187319 51.0524991)",,,,,
5899815,Gebroeders Vandeveldestraat,tertiary,30,False,False,69.949,,"LINESTRING (3.7182397 51.0506099, 3.7183556 51.0506467, 3.7184826 51.0506871, 3.7187083 51.0507444, 3.7189169 51.0507835, 3.7191051 51.050797, 3.719183 51.0507946)",,,,,
22940278,Sint-Martensstraat,living_street,20,True,False,74.00699999999999,,"LINESTRING (3.7182397 51.0506099, 3.7182414 51.0506265, 3.7183885 51.0512688)",,,,,
46363504,Sint-Martensstraat,residential,30,False,False,93.012,,"LINESTRING (3.7182397 51.0506099, 3.7182345 51.0505888, 3.7182142 51.0505216, 3.718196 51.0504611, 3.7181277 51.0502497, 3.717934 51.0498379, 3.7178851 51.0498123)",,,,,
842244906,Oudburg,living_street,20,True,False,5.554,,"LINESTRING (3.7238044 51.0577619, 3.7238417 51.057806)",,,,,
"[540085641, 25728316, 25728317]","['Zuivelbrugstraat', 'Zuivelbrug', 'Meerseniersstraat']",living_street,20,False,True,49.900999999999996,yes,"LINESTRING (3.7238044 51.0577619, 3.7240485 51.0576726, 3.7241377 51.057663, 3.7241502 51.0576592, 3.7243857 51.0575642, 3.724424 51.0575467)",,,,,
25956591,Hertogstraat,living_street,20,False,False,56.477,,"LINESTRING (3.7226419 51.0569458, 3.7225109 51.0570695, 3.7223784 51.0572306, 3.7222645 51.0573691, 3.7222508 51.0573894)",,,,,
