osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,ref
4979876,tertiary,False,False,15.407,,,,"LINESTRING (4.5105134 51.1598205, 4.5103338 51.1597398)",
79490853,tertiary,False,True,155.89,2,Lispersteenweg,50,"LINESTRING (4.5105134 51.1598205, 4.5106282 51.1598708, 4.5106365 51.1598744, 4.510681 51.1598929, 4.5108414 51.159955, 4.5125619 51.1603701)",
"[228603388, 431454061]",primary,True,False,470.77299999999997,2,Provinciesteenweg,70,"LINESTRING (4.5105134 51.1598205, 4.5102766 51.1599249, 4.5091059 51.1604413, 4.505692 51.1619916, 4.5050398 51.1622984)",N10
4979876,tertiary,False,True,15.407,,,,"LINESTRING (4.5103338 51.1597398, 4.5105134 51.1598205)",
4917364,tertiary,False,False,46.905,2,Alexander Franckstraat,50,"LINESTRING (4.5103338 51.1597398, 4.5102206 51.1596851, 4.510183 51.1596684, 4.5101195 51.1596401, 4.5099132 51.1595608, 4.5097623 51.1595209)",
"[228591649, 228603380, 228591140]",primary,True,False,359.277,2,Provinciesteenweg,70,"LINESTRING (4.5103338 51.1597398, 4.5105551 51.1596404, 4.5129381 51.1585706, 4.5134307 51.1583461, 4.5137801 51.1581829, 4.5145114 51.1578491)",N10
19865879,residential,False,True,193.07300000000004,,Vosstraat,50,"LINESTRING (4.5125619 51.1603701, 4.5123828 51.1608019, 4.5122293 51.1612308, 4.512146 51.1614858, 4.5119995 51.1619341, 4.5119935 51.1619778, 4.5119813 51.1620663)",
79490853,tertiary,False,False,155.89000000000001,2,Lispersteenweg,50,"LINESTRING (4.5125619 51.1603701, 4.5108414 51.159955, 4.510681 51.1598929, 4.5106365 51.1598744, 4.5106282 51.1598708, 4.5105134 51.1598205)",
4917364,tertiary,False,False,135.357,2,Alexander Franckstraat,50,"LINESTRING (4.5097623 51.1595209, 4.508407 51.1591625, 4.5081661 51.1591017, 4.5079709 51.1590524)",
4917364,tertiary,False,True,46.905,2,Alexander Franckstraat,50,"LINESTRING (4.5097623 51.1595209, 4.5099132 51.1595608, 4.5101195 51.1596401, 4.510183 51.1596684, 4.5102206 51.1596851, 4.5103338 51.1597398)",
11062515,residential,False,False,192.115,,Jennevallaan,30,"LINESTRING (4.5097623 51.1595209, 4.509775 51.1594599, 4.5097954 51.1593618, 4.5100089 51.1584287, 4.5101557 51.1578109)",
"[25769636, 26122805]",tertiary,False,False,67.068,2,Alexander Franckstraat,50,"LINESTRING (4.5051556 51.1583222, 4.5047645 51.1582288, 4.5047003 51.1582174, 4.5045281 51.1581852, 4.5043061 51.1581516, 4.5042386 51.1581445)",
"[4917364, 26122836, 663506365, 663508054]",tertiary,False,"[False, True]",108.412,2,Alexander Franckstraat,50,"LINESTRING (4.5051556 51.1583222, 4.5052904 51.1583556, 4.5054404 51.1583947, 4.5059832 51.1585395, 4.506078 51.1585637, 4.5065919 51.1586951)",
"[996243402, 1217351676, 5073845]",residential,False,False,363.313,,Kapelleveldstraat,30,"LINESTRING (4.5051556 51.1583222, 4.5051919 51.1582836, 4.5052026 51.1582713, 4.5052801 51.1581823, 4.5053233 51.1581615, 4.505561 51.1580667, 4.5058201 51.1580236, 4.5079902 51.1578927, 4.5086788 51.1578549, 4.5101557 51.1578109)",
26122654,residential,False,True,233.007,,Vinkenstraat,30,"LINESTRING (4.5137753 51.1576238, 4.5138035 51.1575777, 4.5143216 51.1565509, 4.514536 51.1561529, 4.5147927 51.1557915, 4.5149036 51.1556548)",
26122797,residential,False,False,57.586,,Kapelleveldstraat,30,"LINESTRING (4.5137753 51.1576238, 4.5141972 51.1577168, 4.5144706 51.1578297, 4.5145114 51.1578491)",
26122797,residential,False,True,253.668,,Kapelleveldstraat,30,"LINESTRING (4.5137753 51.1576238, 4.5136958 51.1576181, 4.5136005 51.1576106, 4.5133573 51.1576221, 4.5130901 51.1576393, 4.5116043 51.1577559, 4.5110901 51.1577823, 4.5101557 51.1578109)",
124165327,primary_link,False,True,15.25,2,,,"LINESTRING (4.5145114 51.1578491, 4.5146325 51.1579633)",
26122797,residential,False,True,57.586,,Kapelleveldstraat,30,"LINESTRING (4.5145114 51.1578491, 4.5144706 51.1578297, 4.5141972 51.1577168, 4.5137753 51.1576238)",
26122654,residential,False,False,233.007,,Vinkenstraat,30,"LINESTRING (4.5149036 51.1556548, 4.5147927 51.1557915, 4.514536 51.1561529, 4.5143216 51.1565509, 4.5138035 51.1575777, 4.5137753 51.1576238)",
"[25769636, 26122805]",tertiary,False,True,67.068,2,Alexander Franckstraat,50,"LINESTRING (4.5042386 51.1581445, 4.5043061 51.1581516, 4.5045281 51.1581852, 4.5047003 51.1582174, 4.5047645 51.1582288, 4.5051556 51.1583222)",
"[996243402, 1217351676, 5073845]",residential,False,True,363.313,,Kapelleveldstraat,30,"LINESTRING (4.5101557 51.1578109, 4.5086788 51.1578549, 4.5079902 51.1578927, 4.5058201 51.1580236, 4.505561 51.1580667, 4.5053233 51.1581615, 4.5052801 51.1581823, 4.5052026 51.1582713, 4.5051919 51.1582836, 4.5051556 51.1583222)",
11062515,residential,False,True,192.115,,Jennevallaan,30,"LINESTRING (4.5101557 51.1578109, 4.5100089 51.1584287, 4.5097954 51.1593618, 4.509775 51.1594599, 4.5097623 51.1595209)",
26122797,residential,False,False,253.668,,Kapelleveldstraat,30,"LINESTRING (4.5101557 51.1578109, 4.5110901 51.1577823, 4.5116043 51.1577559, 4.5130901 51.1576393, 4.5133573 51.1576221, 4.5136005 51.1576106, 4.5136958 51.1576181, 4.5137753 51.1576238)",
26085768,residential,False,False,16.535,,,,"LINESTRING (4.5050398 51.1622984, 4.5049227 51.1621691)",
"[431454058, 19832716]",residential,False,False,84.971,,Asberglaan,,"LINESTRING (4.5050398 51.1622984, 4.5051045 51.1623518, 4.5051192 51.1623639, 4.5054479 51.1626787, 4.5054995 51.1627236, 4.5055889 51.1627858, 4.5057172 51.1629316)",
19832718,residential,False,False,148.501,,Heerbaan,,"LINESTRING (4.5057172 51.1629316, 4.5055546 51.1630128, 4.5054235 51.1631006, 4.5047088 51.1637558, 4.5046285 51.1638349, 4.5046046 51.1638849, 4.5045696 51.1640283)",
26085561,residential,False,False,230.11399999999998,,Heerbaan,,"LINESTRING (4.5057172 51.1629316, 4.505908 51.1629317, 4.5073531 51.1628576, 4.5076678 51.1628144, 4.5078936 51.1627465, 4.5085722 51.1624441, 4.5087941 51.1623663)",
"[431454058, 19832716]",residential,False,True,84.971,,Asberglaan,,"LINESTRING (4.5057172 51.1629316, 4.5055889 51.1627858, 4.5054995 51.1627236, 4.5054479 51.1626787, 4.5051192 51.1623639, 4.5051045 51.1623518, 4.5050398 51.1622984)",
26085561,residential,False,True,230.114,,Heerbaan,,"LINESTRING (4.5087941 51.1623663, 4.5085722 51.1624441, 4.5078936 51.1627465, 4.5076678 51.1628144, 4.5073531 51.1628576, 4.505908 51.1629317, 4.5057172 51.1629316)",
26085668,residential,False,False,112.30599999999998,,Heerbaan,50,"LINESTRING (4.5087941 51.1623663, 4.5090532 51.1622989, 4.5098503 51.1621203, 4.5101557 51.1620502, 4.5103136 51.1620426)",
