osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,width
23603011,Nijverheidstraat,residential,50,False,False,158.77100000000002,"LINESTRING (4.8909737 51.3151778, 4.8909343 51.3152838, 4.8907108 51.315886, 4.8904622 51.3165694)",,,,
"[296932290, 296932271]",Antwerpsesteenweg,primary,50,False,True,203.668,"LINESTRING (4.8909737 51.3151778, 4.8904899 51.3151079, 4.8898399 51.3150181, 4.8892848 51.3149434, 4.8881123 51.3147827)",3,N12,,
"[296932280, 130863582]",Antwerpsesteenweg,primary,"['70', '50']",False,False,273.844,"LINESTRING (4.8909737 51.3151778, 4.8912426 51.3152145, 4.8930707 51.3154683, 4.8948203 51.3157113)",3,N12,,
296932285,Antwerpsesteenweg,primary,50,False,False,24.01,"LINESTRING (4.8819915 51.3139283, 4.8823292 51.3139738)",3,N12,,
23603012,Beersebaan,residential,,True,False,42.367999999999995,"LINESTRING (4.881814 51.3142913, 4.8819165 51.3141379, 4.8819544 51.3140321, 4.8819915 51.3139283)",,,,
105781033,Beersebaan,residential,50,False,True,99.74600000000001,"LINESTRING (4.881814 51.3142913, 4.8814999 51.3143789, 4.8810339 51.3145736, 4.8806218 51.3147826)",,,yes,6
106772552,Hofeinde,tertiary,30,False,True,37.68,"LINESTRING (4.8838724 51.3161035, 4.883614 51.3164014)",,,,
115780331,Hofeinde,tertiary,30,False,False,20.719,"LINESTRING (4.8838724 51.3161035, 4.8840177 51.3159408)",2,,,
27993360,Sparrenlaan,residential,50,False,True,273.041,"LINESTRING (4.8838724 51.3161035, 4.8842098 51.3161979, 4.8859395 51.3164157, 4.8877022 51.3166262)",,,,
27993104,Schoolstraat,tertiary,30,False,True,67.406,"LINESTRING (4.8861304 51.3134775, 4.8864982 51.3130375, 4.8865335 51.3130201, 4.8866375 51.3129707)",,,,
"[130861257, 228737614]",Schoolstraat,tertiary,30,False,False,65.615,"LINESTRING (4.8861304 51.3134775, 4.8859847 51.3136367, 4.8856802 51.3139961)",2,,,
1082538089,Konijnenbergpad,unclassified,30,True,False,11.432,"LINESTRING (4.8861304 51.3134775, 4.8860634 51.3134642, 4.8859782 51.3134391)",,,,
27993360,Sparrenlaan,residential,50,False,False,273.041,"LINESTRING (4.8877022 51.3166262, 4.8859395 51.3164157, 4.8842098 51.3161979, 4.8838724 51.3161035)",,,,
106772556,Bergstraat,unclassified,50,False,True,453.693,"LINESTRING (4.8806713 51.3102123, 4.8806526 51.3105205, 4.8807172 51.3107149, 4.8825376 51.3131387, 4.8831762 51.3139404)",,,,
27993104,Schoolstraat,tertiary,30,False,False,67.406,"LINESTRING (4.8866375 51.3129707, 4.8865335 51.3130201, 4.8864982 51.3130375, 4.8861304 51.3134775)",,,,
37680235,Remi Lensplein,tertiary,30,False,False,41.849000000000004,"LINESTRING (4.8866375 51.3129707, 4.8867698 51.3129711, 4.8870708 51.3130331, 4.8870897 51.3130374, 4.8872202 51.3130221)",,,,
"[37680545, 37680541]",Pastoor Woestenborghslaan,residential,30,False,True,124.85,"LINESTRING (4.8866375 51.3129707, 4.8866401 51.312858, 4.8866401 51.3126425, 4.8867215 51.3125508, 4.8870999 51.3122678, 4.8873285 51.3120968, 4.8873493 51.3120907, 4.887468 51.312052)",,,destination,
106374418,Cingel,tertiary,30,False,False,49.951,"LINESTRING (4.8874143 51.3129865, 4.887563 51.3127183, 4.8876446 51.312561)",,,,
540435308,Remi Lensplein,tertiary,30,False,True,14.059000000000001,"LINESTRING (4.8874143 51.3129865, 4.8873059 51.3130062, 4.8872202 51.3130221)",,,,
28068478,Cingel,tertiary,30,False,False,59.038,"LINESTRING (4.8876446 51.312561, 4.8876687 51.3124769, 4.8876551 51.3123799, 4.8876364 51.3123455, 4.8875779 51.3122411, 4.887468 51.312052)",,,,
105301440,Cingel,tertiary,30,True,False,70.82,"LINESTRING (4.8876446 51.312561, 4.8878233 51.3127244, 4.8880744 51.3129483, 4.8881537 51.3130021, 4.8881729 51.3130937)",,,,
106374418,Cingel,tertiary,30,False,True,49.951,"LINESTRING (4.8876446 51.312561, 4.887563 51.3127183, 4.8874143 51.3129865)",,,,
130170600,Rerum Novarumlaan,residential,50,False,True,73.039,"LINESTRING (4.8872686 51.3098101, 4.8883118 51.3098889)",,,,
"[130861256, 346393362, 107153671, 1082538087]",Bolk,tertiary,"['50', '30']",False,True,255.364,"LINESTRING (4.8872686 51.3098101, 4.8871367 51.3105238, 4.8870841 51.3108811, 4.8870665 51.3110024, 4.8870515 51.3111031, 4.8870559 51.3112103, 4.8871638 51.3115502, 4.8872724 51.311744, 4.8873714 51.3119521, 4.887394 51.3120027, 4.887468 51.312052)",,,,
28068469,Tramstraat,residential,30,True,False,72.329,"LINESTRING (4.8881729 51.3130937, 4.8879914 51.3137342)",,,,
106374417,Cingel,tertiary,30,True,False,54.056,"LINESTRING (4.8881729 51.3130937, 4.8874143 51.3129865)",,,,
"[48823682, 1082538085]",Eigenaarsstraat,tertiary,"['30', '50']",False,False,331.605,"LINESTRING (4.8881729 51.3130937, 4.8882521 51.3129889, 4.8883387 51.3129391, 4.888585 51.3127973, 4.8891928 51.3126533, 4.889487 51.312584, 4.889622 51.3125365, 4.8901116 51.3123534, 4.8905938 51.312173, 4.8908931 51.3119939, 4.8911279 51.3117544, 4.8914012 51.3114698, 4.8916515 51.3112091)",,,,
"[104862453, 1082538086]",Kerkstraat,residential,"['30', '50']",False,False,327.837,"LINESTRING (4.8881729 51.3130937, 4.8886582 51.3132228, 4.8887446 51.3132458, 4.88914 51.3133488, 4.8892455 51.3133763, 4.8894863 51.3134388, 4.8900555 51.3135904, 4.8920768 51.3141235, 4.8925183 51.3142405)",,,,
296932287,Antwerpsesteenweg,primary,50,False,True,28.664,"LINESTRING (4.8881123 51.3147827, 4.8877109 51.3147235)",3,N12,,
37679831,Looy,residential,50,True,False,135.365,"LINESTRING (4.8881123 51.3147827, 4.888097 51.3148846, 4.8880185 51.315407, 4.8879387 51.3159952)",,,,
"[296932290, 296932271]",Antwerpsesteenweg,primary,50,False,False,203.668,"LINESTRING (4.8881123 51.3147827, 4.8892848 51.3149434, 4.8898399 51.3150181, 4.8904899 51.3151079, 4.8909737 51.3151778)",3,N12,,
104862453,Kerkstraat,residential,50,False,True,104.432,"LINESTRING (4.8949918 51.3154293, 4.8938796 51.3147978)",,,,
107067272,Molenstraat,residential,50,False,False,33.571,"LINESTRING (4.8949918 51.3154293, 4.8948727 51.3156093, 4.8948203 51.3157113)",,,,
107067272,Molenstraat,residential,50,False,True,33.571,"LINESTRING (4.8948203 51.3157113, 4.8948727 51.3156093, 4.8949918 51.3154293)",,,,
"[296932280, 130863582]",Antwerpsesteenweg,primary,"['70', '50']",False,True,273.844,"LINESTRING (4.8948203 51.3157113, 4.8930707 51.3154683, 4.8912426 51.3152145, 4.8909737 51.3151778)",3,N12,,
104862453,Kerkstraat,residential,50,False,False,104.432,"LINESTRING (4.8938796 51.3147978, 4.8949918 51.3154293)",,,,
104862453,Kerkstraat,residential,50,False,True,42.354,"LINESTRING (4.8938796 51.3147978, 4.8934341 51.3145379)",,,,
