osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,lanes,bridge,tunnel
31793277,Onze Lieve Vrouw Kerkplein,residential,30,False,False,53.938,"LINESTRING (4.0932582 51.03171, 4.0932752 51.0318014, 4.0933476 51.0321918)",,,,,
40580678,Kerkstraat,tertiary,30,False,False,55.825,"LINESTRING (4.0932582 51.03171, 4.0939342 51.0316897, 4.0940556 51.0316861)",,,,,
40580678,Kerkstraat,tertiary,30,False,True,91.607,"LINESTRING (4.0932582 51.03171, 4.0931452 51.0317148, 4.0930813 51.0317175, 4.0925845 51.0317387, 4.0919513 51.0317665)",,,,,
31825651,Justitieplein,tertiary,30,False,False,71.44500000000001,"LINESTRING (4.0987432 51.0314959, 4.0988441 51.031503, 4.0989722 51.0315385, 4.0995302 51.0318092, 4.0995768 51.0318465)",,,,,
40580675,Kerkstraat,tertiary,30,False,True,263.679,"LINESTRING (4.0987432 51.0314959, 4.0986345 51.0315087, 4.0978052 51.0315472, 4.0976779 51.0315416, 4.0949817 51.0316415)",,,,,
34918863,Dijkstraat,residential,30,False,True,11.463,"LINESTRING (4.1037275 51.0306095, 4.1035907 51.0306663)",,,,,
95218715,Oude Vest,residential,30,False,False,103.348,"LINESTRING (4.1037275 51.0306095, 4.1037662 51.0306519, 4.103851 51.0307474, 4.1039569 51.0308769, 4.1041709 51.03113, 4.1044842 51.0314057)",,,,,
95218715,Oude Vest,residential,30,False,True,194.496,"LINESTRING (4.1037275 51.0306095, 4.103643 51.0305209, 4.1033509 51.0302647, 4.1030209 51.0300198, 4.1029623 51.0299799, 4.1029327 51.0299588, 4.1028645 51.0299209, 4.1027687 51.0298612, 4.1022408 51.0295692, 4.101837 51.0293388)",,,,,
34922402,Oude Vest,residential,,False,True,23.641,"LINESTRING (4.1044842 51.0314057, 4.1043684 51.0315014, 4.1043149 51.0315874)",,,,,
95218715,Oude Vest,residential,30,False,True,103.34799999999998,"LINESTRING (4.1044842 51.0314057, 4.1041709 51.03113, 4.1039569 51.0308769, 4.103851 51.0307474, 4.1037662 51.0306519, 4.1037275 51.0306095)",,,,,
1149074837,Brusselsestraat,residential,30,True,False,14.461,"LINESTRING (4.0993214 51.0279427, 4.0994317 51.0278327)",,,,,
31347722,Oude Vest,residential,,True,False,12.598,"LINESTRING (4.0993214 51.0279427, 4.0993635 51.027933, 4.0994086 51.0279324, 4.0994515 51.0279411, 4.0994875 51.0279582)",roundabout,,,,
31347724,Brusselsestraat,residential,30,False,True,128.872,"LINESTRING (4.1005587 51.0268308, 4.1003418 51.0270802, 4.1003046 51.027123, 4.1001321 51.0272627, 4.100105 51.0272821, 4.0994585 51.0277544)",,,,,
"[155267468, 34922540]","['Nijverheidsstraat', 'Heldenplein']",residential,30,False,True,119.993,"LINESTRING (4.1005587 51.0268308, 4.1010889 51.0270432, 4.1012889 51.0273259, 4.1014159 51.0274853, 4.1015256 51.0276688)",,,,,
53061066,Brusselsestraat,residential,30,False,False,26.055,"LINESTRING (4.0989651 51.0281726, 4.0990474 51.0281092, 4.0991225 51.0280733, 4.0991848 51.0280594, 4.0992661 51.0280527)",,,,,
53061066,Brusselsestraat,residential,30,False,True,102.35000000000001,"LINESTRING (4.0989651 51.0281726, 4.0988182 51.028456, 4.098786 51.0285671, 4.0987326 51.0288479, 4.0987245 51.028913, 4.0987137 51.0290015, 4.0987326 51.0290731)",,,,,
"[31825774, 32603118]",Vlasmarkt,residential,30,False,True,113.50800000000001,"LINESTRING (4.0987326 51.0290731, 4.098837 51.0291618, 4.0990846 51.029507, 4.0990971 51.0295657, 4.09911 51.0296214, 4.0990762 51.0297731, 4.0990219 51.0299502, 4.0989862 51.0300298)",,,,,
34922380,Sint-Jorisgilde,residential,30,True,False,118.10500000000002,"LINESTRING (4.0987326 51.0290731, 4.0986471 51.0290416, 4.0983878 51.0289387, 4.0980543 51.0288618, 4.0977079 51.0288273, 4.0971344 51.0287863)",,,,,
53061066,Brusselsestraat,residential,30,False,False,102.35,"LINESTRING (4.0987326 51.0290731, 4.0987137 51.0290015, 4.0987245 51.028913, 4.0987326 51.0288479, 4.098786 51.0285671, 4.0988182 51.028456, 4.0989651 51.0281726)",,,,,
"[40574656, 31624369, 31825662]","['Grote Markt', 'Justitieplein', 'Ridderstraat']",residential,30,True,False,129.3,"LINESTRING (4.0982909 51.0303937, 4.0984666 51.0306535, 4.0984749 51.0307316, 4.0984605 51.0308187, 4.098447 51.0308666, 4.098569 51.0312223, 4.0986117 51.0312832, 4.0986856 51.0313468, 4.0987331 51.0314027, 4.0987432 51.0314959)",,,,,
