osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,access
23722220,Regentieplein,residential,30,roundabout,True,False,34.394999999999996,"LINESTRING (4.1453748 51.1683068, 4.1453682 51.1683806, 4.1453483 51.1684181, 4.1453176 51.1684526, 4.1453046 51.1684609, 4.1452352 51.1685054, 4.1451783 51.1685261, 4.1451161 51.1685395)",,,
23722220,Regentieplein,residential,30,roundabout,True,False,39.150999999999996,"LINESTRING (4.1449684 51.168123, 4.1450274 51.1681187, 4.1450868 51.1681209, 4.1451512 51.168131, 4.1452007 51.168145, 4.1452506 51.1681692, 4.1452844 51.1681856, 4.1453493 51.1682474, 4.1453748 51.1683068)",,,
501138459,Zamanstraat,residential,30,,False,True,98.863,"LINESTRING (4.1449684 51.168123, 4.1449466 51.1680519, 4.144875 51.1678179, 4.1448112 51.1676094, 4.1447813 51.1675117, 4.1447799 51.1675074, 4.1446943 51.1672507)",,,
23722220,Regentieplein,residential,30,roundabout,True,False,19.156999999999996,"LINESTRING (4.1451161 51.1685395, 4.1449984 51.168544, 4.1449406 51.1685356, 4.144922 51.1685329, 4.1448518 51.168511)",,,
"[146222589, 146222631]","['Casinostraat', 'Regentiestraat']",residential,30,,True,False,325.727,"LINESTRING (4.144704 51.1683763, 4.144577 51.168394, 4.1440779 51.1684635, 4.1435963 51.1685305, 4.1435149 51.1685404, 4.1434493 51.1685485, 4.1423644 51.168681, 4.1422691 51.1686938, 4.1411288 51.168838, 4.1401296 51.1689705)",,,
672463974,Regentieplein,residential,30,roundabout,True,False,37.38,"LINESTRING (4.144704 51.1683763, 4.1446966 51.1683308, 4.1447023 51.168293, 4.1447186 51.1682565, 4.144747 51.1682181, 4.1447793 51.1681926, 4.144822 51.1681665, 4.1448713 51.1681456, 4.1449684 51.168123)",,,
"[433774320, 813425809, 421459335]","['Parkstraat', 'Onze-Lieve-Vrouwplein']",secondary,30,,True,False,87.498,"LINESTRING (4.1386684 51.1653064, 4.1383927 51.1653446, 4.1380858 51.165416, 4.1379026 51.1655037, 4.1377615 51.1656075, 4.1377207 51.1656375, 4.1376357 51.1657027)","['1', '3']",,
1042451602,Onze-Lieve-Vrouwplein,secondary,30,,True,False,22.73,"LINESTRING (4.1376357 51.1657027, 4.1374392 51.1658658)",2,,
23729718,Onze-Lieve-Vrouwplein,secondary,30,,True,False,49.90200000000001,"LINESTRING (4.1376357 51.1657027, 4.1375292 51.1657312, 4.1374475 51.1657349, 4.1373701 51.1657234, 4.1373018 51.1656966, 4.1372615 51.1656601, 4.1372405 51.1656126, 4.1372341 51.1655757, 4.1372397 51.165534, 4.1372802 51.1654889)",,,
149761111,Joseph Lonckestraat,residential,,,True,False,31.273000000000003,"LINESTRING (4.1333237 51.1677998, 4.1332301 51.1677916, 4.1331526 51.1677985, 4.1331345 51.1678042, 4.133092 51.1678175, 4.1330507 51.1678557, 4.1330227 51.1678863, 4.1330184 51.1679352)",,,
271816419,Spoorweglaan,primary,,,True,False,34.913,"LINESTRING (4.1333237 51.1677998, 4.1330589 51.1677151, 4.1330314 51.1677054, 4.1328817 51.1676524)",2,R42,
672463974,Regentieplein,residential,30,roundabout,True,False,18.639,"LINESTRING (4.1448518 51.168511, 4.1447943 51.1684826, 4.1447652 51.1684605, 4.1447337 51.1684289, 4.144704 51.1683763)",,,
146222601,Grote Markt,secondary,30,,True,False,80.69,"LINESTRING (4.1411127 51.1647389, 4.1410673 51.1648257, 4.1410516 51.1648536, 4.1410342 51.1648737, 4.141013 51.1648909, 4.1409711 51.1649179, 4.1409446 51.164936, 4.1409195 51.1649466, 4.140887 51.1649571, 4.1408664 51.1649648, 4.1406551 51.1650167, 4.1402003 51.1651053)",1,,
"[146374728, 611224577, 146280923]",Houtbriel,residential,30,,True,False,169.62800000000001,"LINESTRING (4.1411127 51.1647389, 4.1411415 51.1647652, 4.1413434 51.1649493, 4.1421165 51.165012, 4.1425103 51.1650514, 4.1429451 51.1651739, 4.1431022 51.1652181, 4.1432831 51.1652691)",,,
146280951,De Castrodreef,residential,30,,False,True,149.83,"LINESTRING (4.1381171 51.1631126, 4.1382201 51.1630296, 4.1386104 51.1625147, 4.1387016 51.1623944, 4.1390215 51.1619724, 4.1390383 51.1619503, 4.1390701 51.1619075)",,,
146222605,Hendrik Heymanplein,residential,30,,False,False,97.793,"LINESTRING (4.1390701 51.1619075, 4.1389083 51.1618563, 4.1388837 51.1618485, 4.1387278 51.1617498, 4.1385478 51.1616252, 4.1381326 51.1613376, 4.1380745 51.1612984)",,,
146222605,Hendrik Heymanplein,residential,30,,False,True,143.50199999999998,"LINESTRING (4.1390701 51.1619075, 4.1393157 51.1619786, 4.1400811 51.1622057, 4.1406079 51.1623572, 4.1407213 51.1624103, 4.1407578 51.1624479, 4.1407742 51.1625, 4.140785 51.16254)",,,
146280951,De Castrodreef,residential,30,,False,False,149.82999999999998,"LINESTRING (4.1390701 51.1619075, 4.1390383 51.1619503, 4.1390215 51.1619724, 4.1387016 51.1623944, 4.1386104 51.1625147, 4.1382201 51.1630296, 4.1381171 51.1631126)",,,
146222605,Hendrik Heymanplein,residential,30,,False,True,97.793,"LINESTRING (4.1380745 51.1612984, 4.1381326 51.1613376, 4.1385478 51.1616252, 4.1387278 51.1617498, 4.1388837 51.1618485, 4.1389083 51.1618563, 4.1390701 51.1619075)",,,
146222616,Hoveniersstraat,residential,30,,False,True,46.32,"LINESTRING (4.1380745 51.1612984, 4.138097 51.1612455, 4.1382151 51.1609677, 4.1382511 51.1608969)",,,
259658566,Hoveniersstraat,residential,30,,False,False,133.51500000000001,"LINESTRING (4.1380745 51.1612984, 4.1380258 51.1613554, 4.1380188 51.1613606, 4.1379503 51.1614112, 4.1367362 51.1621528)",,,
