osmid,oneway,name,highway,maxspeed,reversed,length,geometry,width,tunnel,lanes,access,bridge
14273768,True,Adegemstraat,residential,30,False,22.146,"LINESTRING (4.4746427 51.0260222, 4.4743626 51.0261151)",,,,,
29062640,True,Adegemstraat,residential,30,False,44.939,"LINESTRING (4.4765053 51.0250813, 4.4761419 51.0254146)",,,,,
"[22923137, 20018274, 30148231]",False,"['Zwaanstraatje', 'Guldenstraat', 'van Beethovenstraat']",residential,30,"[False, True]",132.916,"LINESTRING (4.4765053 51.0250813, 4.4768909 51.0253707, 4.4769814 51.0254348, 4.4766616 51.025675, 4.4762113 51.0254386, 4.4761419 51.0254146)",,,,,
1134820833,True,Korenmarkt,residential,30,False,35.178,"LINESTRING (4.4765053 51.0250813, 4.4768268 51.024838)",,,,,
96992665,False,Haverwerf,residential,30,True,67.874,"LINESTRING (4.4746916 51.0269899, 4.4754647 51.0266209)",,,,,
22931031,True,Kraanstraat,residential,30,False,96.413,"LINESTRING (4.4746916 51.0269899, 4.4742106 51.0265977, 4.4738607 51.0262981)",,,,,
23885733,True,Dijle,residential,30,False,79.689,"LINESTRING (4.4737133 51.0273573, 4.4742006 51.0271772, 4.4746916 51.0269899)",8,,,,
22923139,True,Korenmarkt,residential,30,False,93.727,"LINESTRING (4.4757602 51.0243807, 4.4760868 51.0246903, 4.4765053 51.0250813)",,,,,
"[28259685, 190360166, 190360167]",True,Spiegelstraat,residential,30,False,124.91,"LINESTRING (4.4757602 51.0243807, 4.4757076 51.0243994, 4.4754485 51.0244978, 4.4742471 51.0249773)",,culvert,,,
14273768,True,Adegemstraat,residential,30,False,40.573,"LINESTRING (4.4743626 51.0261151, 4.4738607 51.0262981)",,,,,
28259821,True,Karmelietenstraat,residential,30,False,94.72200000000001,"LINESTRING (4.4743626 51.0261151, 4.4741366 51.0257894, 4.4739881 51.0256667, 4.4735683 51.0254489)",,,,,
20018865,True,Lange Pennincstraat,residential,30,False,151.877,"LINESTRING (4.4734574 51.0240899, 4.4734265 51.0242853, 4.4734202 51.0245103, 4.4734338 51.0247133, 4.4734658 51.0249796, 4.4735083 51.0251723, 4.4735587 51.0253443, 4.4735683 51.0254489)",,,,,
50073925,False,Veluwestraat,residential,30,False,58.413,"LINESTRING (4.4734574 51.0240899, 4.4736677 51.0240316, 4.4741095 51.0237713)",,,,,
20019059,True,De Langhestraat,residential,30,False,134.548,"LINESTRING (4.4741095 51.0237713, 4.474188 51.0241813, 4.4742144 51.0247127, 4.4742471 51.0249773)",,,,,
50073925,False,Veluwestraat,residential,30,True,58.413,"LINESTRING (4.4741095 51.0237713, 4.4736677 51.0240316, 4.4734574 51.0240899)",,,,,
20019129,True,Kanunnik De Deckerstraat,residential,30,False,140.462,"LINESTRING (4.4759525 51.0310365, 4.4764602 51.0312009, 4.4769878 51.0313633, 4.4777635 51.0315821)",,,,,
423658608,True,Sint-Katelijnestraat,residential,30,False,117.42600000000002,"LINESTRING (4.4759525 51.0310365, 4.476258 51.0308194, 4.4765068 51.0306566, 4.4766602 51.0305562, 4.4768012 51.0304953, 4.4771322 51.0303524, 4.4771862 51.0303294)",,,2,,
503906078,True,Nieuwe Beggaardenstraat,residential,30,False,80.476,"LINESTRING (4.4759525 51.0310365, 4.4753788 51.030838, 4.4749666 51.0306645)",,,,,
20019129,True,Kanunnik De Deckerstraat,residential,30,False,41.787,"LINESTRING (4.4777635 51.0315821, 4.4783452 51.0316681)",,,,,
"[20178972, 423658607]",False,Klein Begijnhof,living_street,20,False,65.563,"LINESTRING (4.4777635 51.0315821, 4.4776569 51.0317112, 4.4775406 51.0318659, 4.4775093 51.0320051, 4.4773763 51.0321078)",,,,,
423658600,True,Kanunnik De Deckerstraat,residential,30,False,113.401,"LINESTRING (4.4785039 51.0316876, 4.4793621 51.031824, 4.4799741 51.031888, 4.4800891 51.0318979)",,,,,
338531599,True,Goswin de Stassartstraat,residential,30,False,38.32,"LINESTRING (4.4800891 51.0318979, 4.479919 51.0322255)",,,,,
20019154,True,Heembeemd,residential,30,False,65.554,"LINESTRING (4.4755605 51.0325835, 4.4764853 51.032487)",,,,,
423658611,True,Sint-Katelijnestraat,residential,30,False,28.79,"LINESTRING (4.4755605 51.0325835, 4.4755773 51.0323248)",,,2,,
28618073,False,Schuttevee,residential,30,False,45.152,"LINESTRING (4.4764853 51.032487, 4.4763573 51.032089)",,,,,
20019154,True,Heembeemd,residential,30,False,46.629000000000005,"LINESTRING (4.4764853 51.032487, 4.476539 51.0324673, 4.4768154 51.032442, 4.4768563 51.0324518, 4.477137 51.032438)",,,,,
20178966,True,Schoutetstraat,residential,30,False,165.439,"LINESTRING (4.4799093 51.0306198, 4.479395 51.0306973, 4.4790476 51.0309211, 4.4789125 51.0310445, 4.4788115 51.0312015, 4.4786919 51.0313937, 4.4786571 51.0314404, 4.4785039 51.0316876)",,,,,
"[423658604, 964048381, 338531599]",True,Goswin de Stassartstraat,residential,30,False,145.211,"LINESTRING (4.4799093 51.0306198, 4.479981 51.030837, 4.4800881 51.0312692, 4.4802089 51.031579, 4.4800891 51.0318979)",,,,,
"[423658601, 671225332, 22930812, 181228198]",True,"['Goswin de Stassartstraat', 'Wollemarkt']",residential,30,False,103.31299999999999,"LINESTRING (4.4789939 51.0299335, 4.4790074 51.0299485, 4.4790986 51.0300365, 4.4793647 51.0301337, 4.4794772 51.0301825, 4.4795696 51.0302226, 4.4797509 51.0303604, 4.4797894 51.0304197, 4.4799093 51.0306198)",,,,,
181228197,False,Wollemarkt,residential,30,True,49.275999999999996,"LINESTRING (4.4789939 51.0299335, 4.4788306 51.0299913, 4.4787396 51.0299974, 4.4785094 51.0299798, 4.4783209 51.0299514)",,,,,
"[423658608, 423658609]",True,Sint-Katelijnestraat,residential,30,False,118.595,"LINESTRING (4.475548 51.0320384, 4.475548 51.0318349, 4.4755538 51.031494, 4.4757551 51.0312412, 4.4759525 51.0310365)",,,2,,
20447933,True,Oude Beggaardenstraat,residential,30,False,52.122,"LINESTRING (4.4775773 51.0299195, 4.4783209 51.0299514)",,,,,
322896927,True,Sint-Romboutskerkhof,residential,30,False,89.21900000000001,"LINESTRING (4.4775773 51.0299195, 4.4777274 51.0295193, 4.4778267 51.0292375, 4.4778606 51.0291372)",,,2,,
689958659,False,Steenweg,residential,30,True,32.944,"LINESTRING (4.4784922 51.0284853, 4.4789038 51.0283412)",,,,,
"[22925298, 20447915]",True,"['Begijnenstraat', 'Drabstraat']",living_street,20,False,350.01599999999996,"LINESTRING (4.4784922 51.0284853, 4.4780259 51.028088, 4.4777598 51.0279193, 4.4776427 51.0278342, 4.4774871 51.0277073, 4.4772877 51.027471, 4.4767535 51.026889, 4.4765039 51.0266989, 4.4764961 51.0266928, 4.4764664 51.0266744, 4.4764131 51.0267173, 4.4764116 51.0267198, 4.4762137 51.0268407, 4.4762748 51.0271318, 4.4761397 51.0274206, 4.4759856 51.0274357)",,,,,
"[423658614, 322896926]",False,Onder-den-Toren,residential,30,True,74.971,"LINESTRING (4.4784922 51.0284853, 4.4782714 51.0285995, 4.47816 51.028668, 4.4780047 51.0287985, 4.4779552 51.0288542, 4.4779216 51.0289094, 4.4779025 51.0289628, 4.4778934 51.0289961, 4.477895 51.0290181)",,,,,
20019665,True,Twaalf-Apostelenstraat,residential,30,False,24.584,"LINESTRING (4.4742788 51.0325713, 4.474206 51.032355)",,,,,
"[20019665, 50073690]",True,"['Sint-Beggastraat', 'Twaalf-Apostelenstraat']",residential,30,False,41.208999999999996,"LINESTRING (4.474206 51.032355, 4.4741545 51.0322532, 4.474277 51.0321794, 4.4744726 51.0320817)",,,,,
20019709,True,Nonnenstraat,residential,30,False,23.769,"LINESTRING (4.4749666 51.0306645, 4.4747694 51.0308386)",,,,,
38571563,True,Nieuwe Beggaardenstraat,residential,30,False,84.657,"LINESTRING (4.4749666 51.0306645, 4.4743018 51.0302823, 4.4741103 51.0301291)",,,,,
22925532,False,Conventstraat,living_street,20,False,44.998,"LINESTRING (4.4747694 51.0308386, 4.4742921 51.0305672)",,,,destination,
20019709,True,Nonnenstraat,residential,30,False,92.229,"LINESTRING (4.4747694 51.0308386, 4.4743622 51.0312613, 4.4741462 51.0314778, 4.4740749 51.0315436)",,,,,
20019709,True,Nonnenstraat,residential,30,False,8.502,"LINESTRING (4.4738568 51.0317469, 4.4737789 51.0318056)",,,,,
"[22925651, 22925533]",False,"['Hoviusstraat', 'Krankenstraat']",living_street,20,True,135.416,"LINESTRING (4.4738568 51.0317469, 4.473149 51.0313434, 4.4738265 51.0308971)",1,,,destination,
20313136,True,Krommestraat,residential,30,False,74.177,"LINESTRING (4.4732668 51.0321999, 4.4738812 51.0324271, 4.473957 51.0324239, 4.474206 51.032355)",,,,,
20021031,True,Arme-Clarenstraat,residential,30,False,172.234,"LINESTRING (4.47372 51.0297446, 4.4743476 51.0295684, 4.4744343 51.0295458, 4.4746216 51.0294923, 4.4759656 51.0291086)",,,,,
22959143,False,Tichelrij,residential,30,True,137.563,"LINESTRING (4.473359 51.0279662, 4.4735364 51.027845, 4.4739581 51.0276585, 4.4749955 51.0272924)",,,,,
22959143,False,Tichelrij,residential,30,False,137.563,"LINESTRING (4.4749955 51.0272924, 4.4739581 51.0276585, 4.4735364 51.027845, 4.473359 51.0279662)",,,,,
"[23770177, 890316220, 890316221, 890328486]",True,Persoonshoek,residential,30,False,39.829,"LINESTRING (4.4749955 51.0272924, 4.4749486 51.0272394, 4.474849 51.0271386, 4.4747632 51.0270499, 4.4746916 51.0269899)",,,,,yes
28260445,True,Korenmarkt,residential,30,False,49.592,"LINESTRING (4.4753898 51.0240004, 4.4757602 51.0243807)",,,,,
22925696,True,Moreelstraat,residential,30,False,57.584,"LINESTRING (4.474788 51.0318454, 4.4752014 51.0319771, 4.475548 51.0320384)",,,,,
20019709,True,Nonnenstraat,residential,30,False,27.270000000000003,"LINESTRING (4.4740749 51.0315436, 4.4739673 51.0316439, 4.4738568 51.0317469)",,,,,
423658610,True,Moreelstraat,residential,30,False,60.108000000000004,"LINESTRING (4.4740749 51.0315436, 4.4747234 51.0318177, 4.474788 51.0318454)",,,,,
