osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel,width,access
924793089,1,Werf,tertiary,30,True,False,70.756,"LINESTRING (4.5713626 51.1295051, 4.5712174 51.1292857, 4.5710745 51.1291318, 4.570895 51.1289421)",,,,,
"[23439737, 29463958, 603173070]",,Netelaan,tertiary,30,True,False,174.467,"LINESTRING (4.5711521 51.1280485, 4.5716915 51.1274732, 4.5717188 51.1274009, 4.5717945 51.1273134, 4.5719379 51.1271734, 4.572146 51.126959, 4.5722844 51.1268584, 4.5724387 51.1267851, 4.5725069 51.1267493)",,,,,
23047757,,Blokstraat,residential,30,True,False,143.49099999999999,"LINESTRING (4.5729914 51.1349923, 4.5729916 51.1349055, 4.5729595 51.1348845, 4.5728358 51.1346881, 4.572661 51.1343893, 4.572295 51.1337865)",,,,,
4888816,,Waterpoortstraat,residential,30,True,False,106.356,"LINESTRING (4.5714765 51.1350648, 4.5715324 51.1350596, 4.5716775 51.1350481, 4.5720379 51.1350442, 4.5725525 51.1350426, 4.5726286 51.1350379, 4.5729914 51.1349923)",,,,,
23006686,,Frederik Peltzerstraat,tertiary,30,False,False,44.707,"LINESTRING (4.5714765 51.1350648, 4.5715522 51.1353528, 4.5715645 51.1354627)",,,,,
23399554,1,Antwerpsestraat,residential,30,True,False,248.466,"LINESTRING (4.5692885 51.1314631, 4.5690109 51.1319183, 4.5688349 51.1321697, 4.5686382 51.132385, 4.5683362 51.1327081, 4.5680426 51.1330293, 4.5677772 51.1332418, 4.5675634 51.1334027)",,,,,
"[174581668, 23613917]",1,"['Grote Markt', 'Lisperstraat']",tertiary,30,True,False,153.529,"LINESTRING (4.5692885 51.1314631, 4.5693303 51.1314659, 4.569413 51.1314587, 4.569477 51.1314619, 4.5695284 51.1314919, 4.5696342 51.1316342, 4.5696807 51.1317122, 4.5697225 51.1317874, 4.5697927 51.1319178, 4.5698288 51.1319838, 4.5698539 51.1320467, 4.5698678 51.1321205, 4.5698987 51.1321951, 4.5700334 51.1324227, 4.5701101 51.1325564, 4.5701597 51.1326399)",,,,,
23006717,3,Baron Opsomerlaan,residential,50,False,False,66.478,"LINESTRING (4.5642629 51.1353153, 4.5641473 51.1352315, 4.5640693 51.1351633, 4.5637509 51.1348823, 4.5636951 51.1348357)",,,,,
"[444633296, 26570169, 26570170, 4877313]",2,Antwerpsestraat,tertiary,30,False,"[False, True]",68.163,"LINESTRING (4.5642629 51.1353153, 4.5643314 51.1352755, 4.5646451 51.1351108, 4.5646661 51.1351, 4.5648663 51.1349985, 4.5649 51.1349785, 4.5650044 51.1349166)",yes,,,,
4975365,,Vismarkt,residential,30,False,False,75.204,"LINESTRING (4.571109 51.1302708, 4.571182 51.1303131, 4.5712066 51.1303696, 4.5712952 51.1304811, 4.5715163 51.1307069, 4.5716772 51.1308384)",,,,,
"[29465321, 29465323, 52335926]",,Rechtestraat,tertiary,30,False,True,34.24,"LINESTRING (4.571109 51.1302708, 4.5711672 51.1302768, 4.5712311 51.1302729, 4.5715396 51.1302547, 4.571597 51.1302514)",yes,,,,
"[345397136, 23399553, 923265909, 224823678]",,Grote Markt,tertiary,30,False,False,117.99,"LINESTRING (4.571109 51.1302708, 4.5710084 51.1302489, 4.570886 51.1302481, 4.5707224 51.1302459, 4.5705843 51.1302752, 4.5704477 51.1303341, 4.5703044 51.1304197, 4.5702719 51.1304474, 4.5699504 51.1306622, 4.5698631 51.1307182, 4.5697549 51.1307737)",,,,,
419562691,,Vismarkt,residential,30,False,False,33.115,"LINESTRING (4.5716772 51.1308384, 4.5719681 51.1310737)",,,,,
4975365,,Vismarkt,residential,30,False,True,75.20400000000001,"LINESTRING (4.5716772 51.1308384, 4.5715163 51.1307069, 4.5712952 51.1304811, 4.5712066 51.1303696, 4.571182 51.1303131, 4.571109 51.1302708)",,,,,
"[1037287368, 23627108, 1037287367]",,Brouwerijstraat,unclassified,30,False,False,122.15899999999999,"LINESTRING (4.5716772 51.1308384, 4.5716282 51.1308712, 4.5715189 51.1309505, 4.5714433 51.131002, 4.5713945 51.1310184, 4.5713333 51.1310311, 4.5710992 51.1310596, 4.5709802 51.131071, 4.5708659 51.1310749, 4.5702966 51.1310658, 4.5700591 51.1310594)",,,building_passage,,
4975366,,Vredebergstraat,residential,30,True,False,73.165,"LINESTRING (4.5724152 51.1314796, 4.5721762 51.1316211, 4.5720705 51.1316869, 4.5719637 51.1317593, 4.5718552 51.1318379, 4.5717434 51.1319113, 4.5716828 51.1319499)",,,,,
23453117,,Aragonstraat,residential,30,True,False,51.157,"LINESTRING (4.5724152 51.1314796, 4.5725176 51.1314643, 4.5725935 51.1314424, 4.5727887 51.1313181, 4.5729751 51.1311988)",,,,,
419562691,,Vismarkt,residential,30,False,True,54.949,"LINESTRING (4.5724152 51.1314796, 4.5723209 51.1313751, 4.5722421 51.1313017, 4.5719681 51.1310737)",,,,,
4975367,,Abtsherbergstraat,residential,30,True,False,121.23000000000002,"LINESTRING (4.5716828 51.1319499, 4.5718096 51.1320278, 4.5719782 51.1320986, 4.5722542 51.1322095, 4.5726493 51.1324042, 4.5730629 51.1326091)",,,,,
4975367,,Abtsherbergstraat,residential,30,True,False,48.159000000000006,"LINESTRING (4.5730629 51.1326091, 4.5734674 51.1328016, 4.5735958 51.132883)",,,,,
23047759,,Groenstraat,residential,30,False,False,110.045,"LINESTRING (4.5730629 51.1326091, 4.5725611 51.132982, 4.5720326 51.1333583)",,,,,
4975368,,Predikherenlaan,residential,30,True,False,138.036,"LINESTRING (4.5735958 51.132883, 4.573507 51.1329334, 4.5732671 51.1331151, 4.5729586 51.13335, 4.572955 51.1333761, 4.5726484 51.133607, 4.57244 51.133766, 4.5723571 51.1337777, 4.572295 51.1337865)",,,,,
4975369,,Blokstraat,residential,30,True,False,48.406,"LINESTRING (4.572295 51.1337865, 4.57197 51.1334019)",,,,,
4975370,,Wijngaardstraat,residential,30,True,False,101.51400000000001,"LINESTRING (4.57197 51.1334019, 4.5717801 51.1335421, 4.5715721 51.1336826, 4.5714796 51.1337323, 4.5713385 51.1337911, 4.5710891 51.133869, 4.5708306 51.1339462)",,,,,
23047760,,Huibrechtstraat,residential,30,False,False,127.03800000000001,"LINESTRING (4.57197 51.1334019, 4.5717721 51.1331697, 4.5715739 51.1328892, 4.5712167 51.1323626)",,,,6.3,
23613917,1,Lisperstraat,tertiary,30,True,False,116.92599999999999,"LINESTRING (4.5708306 51.1339462, 4.5708699 51.1340246, 4.5709361 51.1341094, 4.5710283 51.1342272, 4.5711471 51.1343828, 4.5712222 51.134499, 4.571396 51.1348874, 4.5714122 51.1349285)",,,,,
23047794,,Kantstraat,residential,30,True,False,62.413,"LINESTRING (4.5696154 51.1355298, 4.5701647 51.1350868)",,,,,
5022956,,Renaat Veremansplein,residential,30,True,False,50.041,"LINESTRING (4.5690456 51.1352565, 4.5692676 51.1353637, 4.5694573 51.1354545, 4.5696154 51.1355298)",,,,,
4877330,2,Kruisbogenhofstraat,residential,30,False,True,213.218,"LINESTRING (4.568701 51.1353826, 4.5685241 51.1352921, 4.5682976 51.1351475, 4.5680819 51.1350171, 4.5679264 51.1349149, 4.567882 51.1348857, 4.5671891 51.1344534, 4.5671014 51.1343848, 4.5670715 51.1343634, 4.5666529 51.1340646, 4.5665752 51.1340082)",,,,,
5022954,,Renaat Veremansplein,residential,30,True,False,27.845999999999997,"LINESTRING (4.568701 51.1353826, 4.5689216 51.1352978, 4.5690456 51.1352565)",,,,,
5022957,,Parelstraat,residential,30,True,False,113.65199999999999,"LINESTRING (4.5700128 51.1344341, 4.5694325 51.1349285, 4.5690456 51.1352565)",,,,,
5022960,1,Kartuizersvest,tertiary,30,True,False,109.60699999999999,"LINESTRING (4.5700128 51.1344341, 4.5698888 51.1343779, 4.5697327 51.1343018, 4.5694457 51.1341729, 4.5692977 51.1341144, 4.569135 51.1340645, 4.5688436 51.1339425, 4.5687125 51.1338839)",,,,,
4877329,2,Antwerpsestraat,tertiary,30,False,False,96.509,"LINESTRING (4.5675634 51.1334027, 4.567455 51.1334831, 4.5670674 51.1337307, 4.5667072 51.1339434, 4.56668 51.1339562, 4.5665752 51.1340082)",,,,,
5022959,1,Kolveniersvest,tertiary,30,True,False,214.75299999999996,"LINESTRING (4.5675634 51.1334027, 4.5674935 51.1333941, 4.5674455 51.133371, 4.5673302 51.1331983, 4.5671245 51.132879, 4.5670969 51.1328114, 4.5670668 51.1327051, 4.5669313 51.1324883, 4.5668817 51.1324141, 4.5667673 51.1322799, 4.5666448 51.1320591, 4.5665317 51.1318245, 4.5665209 51.1317, 4.5664954 51.1316779, 4.5664528 51.1316444)",,,,,
5022960,1,Kartuizersvest,tertiary,30,True,False,96.83,"LINESTRING (4.5687125 51.1338839, 4.5676445 51.1334135, 4.5675634 51.1334027)",,,,,
23052523,,Vervlietstraat,residential,30,False,False,92.547,"LINESTRING (4.5687125 51.1338839, 4.5688375 51.1337564, 4.5691875 51.1334956, 4.5695532 51.1332425)",,,,,
23006686,,Frederik Peltzerstraat,tertiary,30,False,True,44.707,"LINESTRING (4.5715645 51.1354627, 4.5715522 51.1353528, 4.5714765 51.1350648)",,,,,
427174676,1,Frederik Peltzerstraat,tertiary,30,True,False,33.55,"LINESTRING (4.5715645 51.1354627, 4.5715078 51.1353916, 4.5714037 51.1351792)",,,,,
"[830750241, 5022963]",,Begijnhofstraat,residential,30,False,True,31.987,"LINESTRING (4.5689497 51.1295827, 4.568787 51.1296141, 4.5687301 51.1296129, 4.5686872 51.1295967, 4.5685904 51.1295006)",,,,,
5022964,,Zimmerplein,residential,30,False,False,74.657,"LINESTRING (4.5689497 51.1295827, 4.5697055 51.1292358, 4.5697516 51.1292178, 4.5697916 51.1292066, 4.569826 51.1292014)",,,,,yes
830750242,,Eikelstraat,residential,30,False,True,25.705,"LINESTRING (4.5689497 51.1295827, 4.5689886 51.1296393, 4.5690237 51.1296847, 4.5690197 51.1297153, 4.5689816 51.1297503, 4.5689195 51.1297747)",,,,,
23047795,,Begijnhofstraat,residential,30,False,False,17.554,"LINESTRING (4.5685904 51.1295006, 4.5684505 51.1293694)",,,,,
"[830750241, 5022963]",,Begijnhofstraat,residential,30,False,False,31.987,"LINESTRING (4.5685904 51.1295006, 4.5686872 51.1295967, 4.5687301 51.1296129, 4.568787 51.1296141, 4.5689497 51.1295827)",,,,,
5022964,,Zimmerplein,residential,30,False,True,74.657,"LINESTRING (4.569826 51.1292014, 4.5697916 51.1292066, 4.5697516 51.1292178, 4.5697055 51.1292358, 4.5689497 51.1295827)",,,,,yes
23400389,,Schapekoppenstraat,residential,30,False,False,44.043,"LINESTRING (4.569826 51.1292014, 4.5698026 51.1290695, 4.5695584 51.1288553)",,,,,
"[29464576, 29464565, 267020119, 23439735]",,Zimmerplein,residential,30,True,False,77.375,"LINESTRING (4.569826 51.1292014, 4.5699176 51.12921, 4.5699946 51.1292241, 4.5700547 51.1292257, 4.5701228 51.1292138, 4.5702929 51.12916, 4.57046 51.1290821, 4.5707306 51.1289543, 4.5707561 51.1289421, 4.5707868 51.1289306)",yes,,,,
345397143,,Zimmerplein,residential,,False,True,5.243,"LINESTRING (4.570853 51.1289083, 4.5707868 51.1289306)",,,,,
23439736,,Netelaan,tertiary,30,True,False,108.57900000000001,"LINESTRING (4.570853 51.1289083, 4.5708186 51.1288724, 4.5707871 51.1288373, 4.5707146 51.1287537, 4.5706522 51.1286715, 4.570653 51.1286405, 4.5706556 51.1285999, 4.5706825 51.1285388, 4.5707245 51.1284739, 4.5708939 51.1283001, 4.5710448 51.128153, 4.5711521 51.1280485)",,,,,
"[1037287368, 23627108, 1037287367]",,Brouwerijstraat,unclassified,30,False,True,122.15900000000002,"LINESTRING (4.5700591 51.1310594, 4.5702966 51.1310658, 4.5708659 51.1310749, 4.5709802 51.131071, 4.5710992 51.1310596, 4.5713333 51.1310311, 4.5713945 51.1310184, 4.5714433 51.131002, 4.5715189 51.1309505, 4.5716282 51.1308712, 4.5716772 51.1308384)",,,building_passage,,
23006717,3,Baron Opsomerlaan,residential,50,False,True,66.478,"LINESTRING (4.5636951 51.1348357, 4.5637509 51.1348823, 4.5640693 51.1351633, 4.5641473 51.1352315, 4.5642629 51.1353153)",,,,,
23613803,,Koning-Albertstraat,residential,30,False,True,14.114,"LINESTRING (4.5711379 51.1322457, 4.5712167 51.1323626)",,,,,
23047761,,Vredebergstraat,residential,30,True,False,50.319,"LINESTRING (4.5711379 51.1322457, 4.5714196 51.1321053, 4.5716828 51.1319499)",,,,,
23613804,,Koning-Albertstraat,residential,30,False,False,55.426,"LINESTRING (4.5711379 51.1322457, 4.5709798 51.1320573, 4.5708733 51.1319579, 4.5707127 51.1318263)",,,,,
"[23048009, 175887627]",,Vlietje,residential,30,False,False,121.149,"LINESTRING (4.5707127 51.1318263, 4.57101 51.1316493, 4.5711628 51.1315585, 4.5715386 51.1313319, 4.5719681 51.1310737)",,,,,
23613804,,Koning-Albertstraat,residential,30,False,True,55.426,"LINESTRING (4.5707127 51.1318263, 4.5708733 51.1319579, 4.5709798 51.1320573, 4.5711379 51.1322457)",,,,,
175887626,,Koning-Albertstraat,residential,30,False,False,54.067,"LINESTRING (4.5707127 51.1318263, 4.570465 51.1316384, 4.5702236 51.1314492)",,,,,destination
23047762,,Predikherenlaan,residential,30,True,False,137.218,"LINESTRING (4.5748541 51.1319347, 4.5745462 51.1321724, 4.5744809 51.1322213, 4.5740771 51.1325237, 4.5735958 51.132883)",,,,,
"[1128327400, 29465402, 29465419, 29465421]",,De Heyderstraat,residential,30,False,True,45.387,"LINESTRING (4.5748541 51.1319347, 4.5749262 51.1318819, 4.5749642 51.1318481, 4.575156 51.1317661, 4.5753548 51.1316799)",yes,,,,
23453111,,De Heyderstraat,residential,30,False,False,21.203,"LINESTRING (4.5753548 51.1316799, 4.5756146 51.131581)",,,,,
23453116,,Oever,residential,30,False,True,92.655,"LINESTRING (4.5753548 51.1316799, 4.5755251 51.1317601, 4.5756303 51.1318091, 4.5757816 51.1318987, 4.5758577 51.1319533, 4.5759472 51.1320279, 4.5760892 51.1321549, 4.5762278 51.1322961)",,,,,
"[1128327400, 29465402, 29465419, 29465421]",,De Heyderstraat,residential,30,False,False,45.387,"LINESTRING (4.5753548 51.1316799, 4.575156 51.1317661, 4.5749642 51.1318481, 4.5749262 51.1318819, 4.5748541 51.1319347)",yes,,,,
23453111,,De Heyderstraat,residential,30,False,True,21.203,"LINESTRING (4.5756146 51.131581, 4.5753548 51.1316799)",,,,,
51844707,,De Heyderstraat,residential,30,False,False,32.33,"LINESTRING (4.5756146 51.131581, 4.5760454 51.131474)",,,,,
23047763,,Sint-Gummarusstraat,residential,30,False,False,135.729,"LINESTRING (4.5756146 51.131581, 4.5752998 51.1308829, 4.5752911 51.1307989, 4.5751454 51.1304794, 4.5750909 51.1304086)",,,,,
922461550,2,Berlaarsestraat,tertiary,30,False,True,48.591,"LINESTRING (4.5749347 51.1302657, 4.5755239 51.1300328)",,,,,
23047763,,Sint-Gummarusstraat,residential,30,False,True,19.323,"LINESTRING (4.5749347 51.1302657, 4.5749713 51.1303059, 4.575016 51.1303512, 4.5750909 51.1304086)",,,,,
51844709,,Heilige-Geeststraat,tertiary,30,True,False,75.107,"LINESTRING (4.5749347 51.1302657, 4.5747674 51.130298, 4.5746548 51.1303014, 4.5745117 51.1302951, 4.5743581 51.1302737, 4.5741479 51.1302408, 4.5738836 51.1302028)",,,,,
"[23047793, 150802701, 29464833]",,Lantaarnstraat,residential,30,False,False,129.18800000000002,"LINESTRING (4.5707865 51.1295417, 4.570681 51.1295868, 4.5706261 51.1296125, 4.5693852 51.1302999)",,,,,
4877345,,Eikelstraat,residential,30,False,False,66.86,"LINESTRING (4.5693852 51.1302999, 4.5693368 51.1302428, 4.5692852 51.1301861, 4.5691761 51.1300716, 4.5691259 51.1300055, 4.5689916 51.1298525, 4.5689195 51.1297747)",,,,,
4877345,,Eikelstraat,residential,30,False,True,58.665000000000006,"LINESTRING (4.5693852 51.1302999, 4.5694605 51.1304015, 4.5695681 51.1305399, 4.5697549 51.1307737)",,,,,
"[29464833, 150802701, 23047793]",,Lantaarnstraat,residential,30,False,True,129.188,"LINESTRING (4.5693852 51.1302999, 4.5706261 51.1296125, 4.570681 51.1295868, 4.5707865 51.1295417)",,,,,
5022960,1,Kartuizersvest,tertiary,30,True,False,52.897,"LINESTRING (4.5706397 51.1347016, 4.5700128 51.1344341)",,,,,
830750240,,Begijnhofstraat,residential,30,False,False,119.26400000000001,"LINESTRING (4.5674092 51.1284319, 4.5672351 51.128271, 4.5664453 51.1275462)",,,,,
"[830750240, 23047795]",,Begijnhofstraat,residential,30,False,True,127.10700000000001,"LINESTRING (4.5674092 51.1284319, 4.5674808 51.1284924, 4.5677988 51.1287687, 4.567893 51.1288596, 4.5682284 51.1291747, 4.5682999 51.1292324, 4.5684505 51.1293694)",,,,,
"[1075374442, 23047796]",,Kanunnik Davidlaan,residential,30,True,False,430.13300000000004,"LINESTRING (4.5674092 51.1284319, 4.5667792 51.1286359, 4.5661362 51.1288408, 4.565648 51.128989, 4.5652864 51.1291034, 4.5648891 51.1292291, 4.564255 51.129445, 4.5641994 51.1294776, 4.5641146 51.1295191, 4.5641071 51.1295242, 4.5640205 51.129581, 4.5638032 51.1297327, 4.563601 51.1299127, 4.5634923 51.1300388, 4.5634343 51.130108, 4.5631222 51.130561, 4.5630977 51.1305787, 4.5629225 51.1308371)",,,,,
830750240,,Begijnhofstraat,residential,30,False,True,119.26400000000001,"LINESTRING (4.5664453 51.1275462, 4.5672351 51.128271, 4.5674092 51.1284319)",,,,,
23047797,1,Rolwagenstraat,residential,30,False,False,95.894,"LINESTRING (4.5656474 51.1345296, 4.5652008 51.1342057, 4.5647442 51.1338796)",,,,,
23439433,2,Antwerpsestraat,tertiary,30,False,False,62.245000000000005,"LINESTRING (4.5656474 51.1345296, 4.5654127 51.1346679, 4.5653501 51.1347178, 4.5651172 51.1348517, 4.5650044 51.1349166)",,,,,
23439433,2,Antwerpsestraat,tertiary,30,False,True,86.904,"LINESTRING (4.5656474 51.1345296, 4.5664878 51.1340574, 4.5665752 51.1340082)",,,,,
419562691,,Vismarkt,residential,30,False,True,33.115,"LINESTRING (4.5719681 51.1310737, 4.5716772 51.1308384)",,,,,
"[23048009, 175887627]",,Vlietje,residential,30,False,True,121.149,"LINESTRING (4.5719681 51.1310737, 4.5715386 51.1313319, 4.5711628 51.1315585, 4.57101 51.1316493, 4.5707127 51.1318263)",,,,,
419562691,,Vismarkt,residential,30,False,False,54.949,"LINESTRING (4.5719681 51.1310737, 4.5722421 51.1313017, 4.5723209 51.1313751, 4.5724152 51.1314796)",,,,,
23052523,,Vervlietstraat,residential,30,False,True,92.54699999999998,"LINESTRING (4.5695532 51.1332425, 4.5691875 51.1334956, 4.5688375 51.1337564, 4.5687125 51.1338839)",,,,,
51844707,,De Heyderstraat,residential,30,False,True,32.33,"LINESTRING (4.5760454 51.131474, 4.5756146 51.131581)",,,,,
23422319,,Keldermansstraat,residential,30,False,True,43.5,"LINESTRING (4.5760454 51.131474, 4.5760939 51.1315558, 4.5762691 51.1317283, 4.5764013 51.131783)",,,,,
231097867,2,Mechelsestraat,tertiary,30,False,False,268.158,"LINESTRING (4.5629225 51.1308371, 4.5633087 51.1309723, 4.5635886 51.1310706, 4.5636537 51.1310937, 4.5643443 51.1313209, 4.5644105 51.1313391, 4.5644544 51.1313531, 4.5646051 51.1313973, 4.564636 51.131406, 4.5648015 51.1314544, 4.5649777 51.1314999, 4.5651451 51.1315517, 4.5653263 51.1315987, 4.5655848 51.1316427, 4.5658975 51.1316826, 4.5660221 51.1316844, 4.5661638 51.1316795, 4.5663056 51.1316631, 4.5664528 51.1316444)",,,,,yes
23047795,,Begijnhofstraat,residential,30,False,True,17.554,"LINESTRING (4.5684505 51.1293694, 4.5685904 51.1295006)",,,,,
"[830750240, 23047795]",,Begijnhofstraat,residential,30,False,False,127.107,"LINESTRING (4.5684505 51.1293694, 4.5682999 51.1292324, 4.5682284 51.1291747, 4.567893 51.1288596, 4.5677988 51.1287687, 4.5674808 51.1284924, 4.5674092 51.1284319)",,,,,
"[1037287369, 1037287370, 360338433, 23399471]",,"['Kalkovenstraat', 'Schapekoppenstraat']",residential,,False,True,96.20599999999999,"LINESTRING (4.5684505 51.1293694, 4.5685101 51.1293453, 4.5691469 51.1290631, 4.5692292 51.1290215, 4.5693073 51.1289825, 4.5695584 51.1288553)",,,building_passage,,
23613803,,Koning-Albertstraat,residential,30,False,False,14.114,"LINESTRING (4.5712167 51.1323626, 4.5711379 51.1322457)",,,,,
23047760,,Huibrechtstraat,residential,30,False,True,127.03800000000001,"LINESTRING (4.5712167 51.1323626, 4.5715739 51.1328892, 4.5717721 51.1331697, 4.57197 51.1334019)",,,,6.3,
23614222,,Kammenstraat,residential,30,False,True,80.194,"LINESTRING (4.5712167 51.1323626, 4.5708766 51.1324759, 4.5706904 51.1325213, 4.5702529 51.1326279, 4.5701597 51.1326399)",,,,,
23047794,,Kantstraat,residential,30,True,False,54.158,"LINESTRING (4.5701647 51.1350868, 4.5706397 51.1347016)",,,,,
23399691,,Kavesweg,residential,30,False,False,71.17,"LINESTRING (4.5701647 51.1350868, 4.5704966 51.1352477, 4.5706023 51.1352379, 4.5710543 51.1351132)",,,,,
23399691,,Kavesweg,residential,30,False,True,71.17,"LINESTRING (4.5710543 51.1351132, 4.5706023 51.1352379, 4.5704966 51.1352477, 4.5701647 51.1350868)",,,,,
23047797,1,Rolwagenstraat,residential,30,False,False,72.532,"LINESTRING (4.5647442 51.1338796, 4.5646108 51.1337795, 4.5643712 51.133913, 4.564502 51.1340053, 4.5647442 51.1338796)",,,,,
23047797,1,Rolwagenstraat,residential,30,False,True,72.532,"LINESTRING (4.5647442 51.1338796, 4.564502 51.1340053, 4.5643712 51.133913, 4.5646108 51.1337795, 4.5647442 51.1338796)",,,,,
23047797,1,Rolwagenstraat,residential,30,False,True,95.894,"LINESTRING (4.5647442 51.1338796, 4.5652008 51.1342057, 4.5656474 51.1345296)",,,,,
"[23400389, 23410911]",,Schapekoppenstraat,residential,30,False,True,64.352,"LINESTRING (4.5691878 51.128348, 4.5691888 51.1284708, 4.5692167 51.1285604, 4.5693306 51.1286573, 4.5695584 51.1288553)",,,,,
23453116,,Oever,residential,30,False,False,17.037,"LINESTRING (4.5762998 51.1324425, 4.5762278 51.1322961)",,,,,
23626776,,Keldermansstraat,residential,30,False,False,28.533,"LINESTRING (4.5762998 51.1324425, 4.5764591 51.1322859, 4.5764966 51.1322191)",,,,,
