osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction
42034010,True,Rue Victor Corne - Victor Cornestraat,tertiary,30,False,166.26,"LINESTRING (3.21928 50.7459638, 3.2192619 50.7460285, 3.2190853 50.7462756, 3.2190457 50.7463283, 3.218852 50.746579, 3.2186615 50.74682, 3.2183824 50.7471845, 3.2183465 50.7472333, 3.2182885 50.7473183)",,,
63971026,False,Rue de Courtrai - Kortrijkstraat,secondary,30,True,205.09599999999998,"LINESTRING (3.21928 50.7459638, 3.2191079 50.7459185, 3.2190045 50.7458797, 3.2186533 50.745748, 3.2175836 50.7453428, 3.2172912 50.7452373, 3.2171033 50.7451695, 3.2170533 50.7451514, 3.2168876 50.7450917, 3.216766 50.7450338)",N514,,
42205035,True,Rue des Courtils - Hovenstraat,residential,30,False,239.051,"LINESTRING (3.215412 50.7461957, 3.215484 50.746235, 3.2156253 50.7463083, 3.2160464 50.7464882, 3.2171797 50.7469957, 3.2172829 50.7470381, 3.217366 50.7470703, 3.2174438 50.7470966, 3.2175364 50.7471238, 3.2176236 50.7471484, 3.2181512 50.7472834, 3.2182048 50.747297, 3.2182885 50.7473183)",,,
43070711,False,Rue de Bruxelles - Brusselstraat,residential,30,False,89.46199999999999,"LINESTRING (3.215412 50.7461957, 3.2153376 50.7461674, 3.2147216 50.7459317, 3.2144243 50.7458179, 3.2143233 50.7457801)",,,
63971027,False,Rue de Menin - Menenstraat,tertiary,30,False,129.098,"LINESTRING (3.215412 50.7461957, 3.2153482 50.74626, 3.2148615 50.7467421, 3.214526 50.7470149, 3.2144544 50.7470695, 3.2143577 50.747144)",,,
63971027,False,Rue de Menin - Menenstraat,tertiary,30,True,59.321,"LINESTRING (3.215412 50.7461957, 3.2154543 50.7461526, 3.2158317 50.7457711, 3.2158591 50.7457434)",,,
63971928,False,Rue de Froidchamps - Froidchampsstraat,residential,30,False,26.483,"LINESTRING (3.2122451 50.7440291, 3.2124957 50.7442068)",,,
345394303,False,Rue du Val - Dalstraat,residential,30,True,81.07900000000001,"LINESTRING (3.2122451 50.7440291, 3.2122007 50.7439939, 3.2120944 50.7438897, 3.211959 50.7437568, 3.2116147 50.743419)",,,
"[345394264, 865049259, 42205606]",True,"['Rue de Tourcoing - Tourcoingstraat', 'Rue de Tourcoing']",tertiary,30,False,160.38000000000002,"LINESTRING (3.2122451 50.7440291, 3.2123045 50.7439949, 3.2125764 50.7438308, 3.2127888 50.7437031, 3.2128747 50.7436513, 3.2130113 50.7435646, 3.2130651 50.7435282, 3.2133222 50.7433536, 3.2134098 50.7432957, 3.2134332 50.7432814, 3.2135024 50.7432392, 3.2135719 50.7431981, 3.21378 50.7430752, 3.213873 50.7430203)",,,
250316478,True,Rue de Tourcoing - Tourcoingstraat,tertiary,30,False,32.644999999999996,"LINESTRING (3.2111166 50.7446103, 3.2111411 50.7446013, 3.2112372 50.7445661, 3.2113029 50.7445381, 3.2113539 50.7445152, 3.211493 50.7444401)",,,
