osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,junction
"[8305546, 8485605]","['2', '3']",N618,Avenue du Pont,secondary,False,"[False, True]",58.276,viaduct,"LINESTRING (5.6928037 50.7375756, 5.6927394 50.7375694, 5.6924286 50.7375357, 5.6923238 50.7375242, 5.6922021 50.7375107, 5.6919873 50.7374878)",,
35998204,2,N618,Avenue du Pont,secondary,False,False,67.363,,"LINESTRING (5.6928037 50.7375756, 5.6929454 50.737589, 5.6935505 50.7376495, 5.6937492 50.7376702)",50,
35998204,2,N618,Avenue du Pont,secondary,False,True,67.363,,"LINESTRING (5.6937492 50.7376702, 5.6935505 50.7376495, 5.6929454 50.737589, 5.6928037 50.7375756)",50,
112173364,2,N618,Avenue du Pont,secondary,False,False,78.585,,"LINESTRING (5.6937492 50.7376702, 5.6938912 50.737682, 5.6946726 50.737752, 5.6948543 50.7377715)",50,
112173366,1,,Rue des Récollets,residential,True,False,69.142,,"LINESTRING (5.6937492 50.7376702, 5.693697 50.737531, 5.6935022 50.7370684)",,
8301661,1,N653,Place Reine Astrid,secondary,True,False,41.506,,"LINESTRING (5.6948543 50.7377715, 5.6949074 50.7378845, 5.6950191 50.7381299)",50,
10890013,,,Place Reine Astrid,residential,True,False,60.884,,"LINESTRING (5.6948543 50.7377715, 5.6948232 50.7376836, 5.6948201 50.7376299, 5.6948038 50.7372263)",,
112173364,2,N618,Avenue du Pont,secondary,False,True,78.58500000000001,,"LINESTRING (5.6948543 50.7377715, 5.6946726 50.737752, 5.6938912 50.737682, 5.6937492 50.7376702)",50,
112173374,2,N608,Avenue Albert 1er,secondary,False,False,48.413000000000004,,"LINESTRING (5.6948543 50.7377715, 5.6950299 50.7377844, 5.6954056 50.7378111, 5.6955363 50.7378271)",50,
"[10878648, 223260677, 240641581]",2,N608,Avenue Albert 1er,secondary,False,False,102.459,,"LINESTRING (5.6955363 50.7378271, 5.6957036 50.7378414, 5.6964103 50.7379138, 5.6964616 50.7379187, 5.6968106 50.737952, 5.6969749 50.7379688)","['50', '30']",
"[54640168, 316135969]",1,,Place Reine Astrid,secondary,True,False,50.58200000000001,,"LINESTRING (5.6955363 50.7378271, 5.6954484 50.7379038, 5.6952316 50.738048, 5.6951599 50.7380943, 5.6950684 50.7381213, 5.6950191 50.7381299)",50,
112173374,2,N608,Avenue Albert 1er,secondary,False,True,48.413,,"LINESTRING (5.6955363 50.7378271, 5.6954056 50.7378111, 5.6950299 50.7377844, 5.6948543 50.7377715)",50,
279862792,,N653,Rempart des Arquebusiers,tertiary,True,False,12.776,,"LINESTRING (5.6968139 50.7338289, 5.6967332 50.7337845, 5.6966851 50.7337484)",,
"[361211732, 361211733]",,N653,Rempart des Arquebusiers,tertiary,True,False,184.063,,"LINESTRING (5.6968139 50.7338289, 5.6968209 50.7338892, 5.6966432 50.7344729, 5.6962601 50.7350914, 5.6960232 50.7353922)",50,
1017396665,2,,,secondary,False,False,9.594,yes,"LINESTRING (5.6939761 50.7317674, 5.6941124 50.7317689)",,
"[8301676, 134133805, 134133807]",2,,,secondary,False,True,31.031000000000002,yes,"LINESTRING (5.6939761 50.7317674, 5.693882 50.7317682, 5.6935778 50.731763, 5.6935561 50.7317595, 5.6935377 50.7317544)",,
145478383,1,,,motorway_link,True,False,191.41499999999996,,"LINESTRING (5.6939761 50.7317674, 5.6939682 50.7318287, 5.6938809 50.7326005, 5.6937958 50.7329869, 5.6936456 50.7333439, 5.6935276 50.7334461)",,
8305555,,,Avenue Franklin Roosevelt,tertiary,False,True,120.443,,"LINESTRING (5.6888924 50.736975, 5.6886583 50.7369629, 5.6885355 50.7369641, 5.6884128 50.7369668, 5.68829 50.7369687, 5.6881697 50.7369768, 5.6879127 50.7370013, 5.6876641 50.7370334, 5.6873668 50.7371408, 5.6872694 50.7371965)",,
151233777,,,Rue Basse Hermalle,tertiary,False,False,106.913,,"LINESTRING (5.6888924 50.736975, 5.688885 50.7368651, 5.6888909 50.7365996, 5.6889048 50.7360137)",50,
151233777,,,Rue Basse Hermalle,tertiary,False,False,317.269,,"LINESTRING (5.6887603 50.7352076, 5.6887547 50.7351057, 5.6887448 50.7349957, 5.6887517 50.7348882, 5.6887898 50.734709, 5.6888309 50.7345682, 5.6889712 50.7341167, 5.6889938 50.7337713, 5.6890307 50.7323678)",50,
