osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,access
305464853,Sint Bernardusstraat,residential,False,True,196.33499999999998,"LINESTRING (5.3726829 51.1384689, 5.3731679 51.1383461, 5.3738358 51.1381945, 5.3746769 51.1380379, 5.3753645 51.1379447)",,,,
"[377763460, 33115356]",Sint Bernardusstraat,unclassified,False,False,492.06199999999995,"LINESTRING (5.3823146 51.1378633, 5.3822418 51.1378759, 5.3816054 51.1379861, 5.3808641 51.1381049, 5.3803422 51.1381188, 5.3801956 51.1381218, 5.3787686 51.1381419, 5.3782466 51.1381364, 5.3779501 51.1381007, 5.3775672 51.1380212, 5.3772284 51.1379655, 5.3767792 51.1379115, 5.3763327 51.1378983, 5.3758526 51.1378989, 5.3753645 51.1379447)",,,,
158515092,Handwijzerstraat,unclassified,False,True,10.684,"LINESTRING (5.3823146 51.1378633, 5.38239 51.1378512, 5.382463 51.1378396)",,,,
225497017,Hechtelsebaan,secondary,False,False,456.422,"LINESTRING (5.3823146 51.1378633, 5.3822022 51.1377634, 5.382065 51.1376437, 5.3800065 51.1359853, 5.3783098 51.134618)",N747,70,,
225497017,Hechtelsebaan,secondary,False,True,456.42199999999997,"LINESTRING (5.3783098 51.134618, 5.3800065 51.1359853, 5.382065 51.1376437, 5.3822022 51.1377634, 5.3823146 51.1378633)",N747,70,,
"[41459275, 305464852]","['Hechtelsebaan', 'Ekselsebaan']",secondary,False,False,277.69,"LINESTRING (5.3783098 51.134618, 5.3777808 51.1341882, 5.3776265 51.1340644, 5.3774483 51.1339228, 5.3772227 51.1337555, 5.3770375 51.1336301, 5.3767858 51.1334887, 5.3764762 51.1333411, 5.3754394 51.1329282)",N747,70,2,
"[705266056, 23437511]",Zuidstraat,unclassified,False,False,465.50899999999996,"LINESTRING (5.3783098 51.134618, 5.3782523 51.1346617, 5.3781952 51.1347052, 5.377381 51.1353135, 5.3765219 51.1359882, 5.3765078 51.1360806, 5.3765883 51.1363758, 5.3765735 51.1365709, 5.3764708 51.136786, 5.3763259 51.1369787, 5.3762124 51.1370634, 5.3760413 51.1371298, 5.3753169 51.1373014, 5.3752574 51.1373395, 5.3752333 51.1373807, 5.3752697 51.1374941, 5.3753645 51.1379447)",,50,,
"[158514032, 26194657]",,unclassified,False,"[False, True]",761.1759999999999,"LINESTRING (5.382463 51.1378396, 5.3824444 51.137777, 5.3824474 51.1377007, 5.3825056 51.1373679, 5.3826004 51.1367958, 5.3826946 51.1363111, 5.3828317 51.1358264, 5.3829294 51.1353092, 5.3829532 51.1351627, 5.383024 51.1347951, 5.3830364 51.1347061, 5.383112 51.1341651, 5.383146 51.133969, 5.3831918 51.1337048, 5.3832491 51.1332495, 5.3832227 51.1330644, 5.3831686 51.1328853, 5.3829301 51.1323188, 5.3826408 51.1316838, 5.38244 51.1312364, 5.382379 51.1311675, 5.3822926 51.1311295)",,30,,destination
158515092,Handwijzerstraat,unclassified,False,False,10.684,"LINESTRING (5.382463 51.1378396, 5.38239 51.1378512, 5.3823146 51.1378633)",,,,
"[158514032, 26194657]",,unclassified,False,"[False, True]",761.176,"LINESTRING (5.3822926 51.1311295, 5.382379 51.1311675, 5.38244 51.1312364, 5.3826408 51.1316838, 5.3829301 51.1323188, 5.3831686 51.1328853, 5.3832227 51.1330644, 5.3832491 51.1332495, 5.3831918 51.1337048, 5.383146 51.133969, 5.383112 51.1341651, 5.3830364 51.1347061, 5.383024 51.1347951, 5.3829532 51.1351627, 5.3829294 51.1353092, 5.3828317 51.1358264, 5.3826946 51.1363111, 5.3826004 51.1367958, 5.3825056 51.1373679, 5.3824474 51.1377007, 5.3824444 51.137777, 5.382463 51.1378396)",,30,,destination
158515094,Oude Heerstraat,unclassified,False,False,598.4419999999999,"LINESTRING (5.3822926 51.1311295, 5.3822383 51.131152, 5.3821618 51.1311574, 5.3804469 51.1311439, 5.3786962 51.131131, 5.3784271 51.1311, 5.3782159 51.1310735, 5.3779375 51.131085, 5.3776047 51.1311105, 5.3770884 51.1311591, 5.3768895 51.1312118, 5.3767171 51.1312931, 5.376635 51.1313497, 5.3765722 51.1314054, 5.3763303 51.1317313, 5.3760965 51.1320652, 5.3756862 51.132621, 5.3754816 51.1328981, 5.3754394 51.1329282)",,50,,
"[41459275, 305464852]","['Hechtelsebaan', 'Ekselsebaan']",secondary,False,True,277.69,"LINESTRING (5.3754394 51.1329282, 5.3764762 51.1333411, 5.3767858 51.1334887, 5.3770375 51.1336301, 5.3772227 51.1337555, 5.3774483 51.1339228, 5.3776265 51.1340644, 5.3777808 51.1341882, 5.3783098 51.134618)",N747,70,2,
158515094,Oude Heerstraat,unclassified,False,True,598.4419999999999,"LINESTRING (5.3754394 51.1329282, 5.3754816 51.1328981, 5.3756862 51.132621, 5.3760965 51.1320652, 5.3763303 51.1317313, 5.3765722 51.1314054, 5.376635 51.1313497, 5.3767171 51.1312931, 5.3768895 51.1312118, 5.3770884 51.1311591, 5.3776047 51.1311105, 5.3779375 51.131085, 5.3782159 51.1310735, 5.3784271 51.1311, 5.3786962 51.131131, 5.3804469 51.1311439, 5.3821618 51.1311574, 5.3822383 51.131152, 5.3822926 51.1311295)",,50,,
305464851,Ekselsebaan,secondary,False,False,301.931,"LINESTRING (5.3754394 51.1329282, 5.3751237 51.1327927, 5.3747953 51.1326235, 5.3734803 51.131783, 5.3732129 51.1316238, 5.3729607 51.1315006, 5.3721465 51.1311881)",N747,70,2,
"[33080673, 705266055]",Verloren Eind,residential,False,True,277.05,"LINESTRING (5.3754394 51.1329282, 5.3753805 51.132951, 5.3752944 51.1329919, 5.3727228 51.1341754, 5.3721988 51.1343643)",,50,,
347763822,Ekselsebaan,secondary,False,True,4.198,"LINESTRING (5.3720946 51.131169, 5.3721465 51.1311881)",N747,70,2,
347763822,Ekselsebaan,secondary,False,False,86.53,"LINESTRING (5.3720946 51.131169, 5.3718728 51.1310859, 5.3710393 51.1307604)",N747,70,2,
"[48997480, 33081547]",Molenstraat,residential,False,True,172.054,"LINESTRING (5.3730241 51.1297493, 5.37293 51.1299872, 5.372839 51.1302041, 5.3727401 51.1304051, 5.3726496 51.1305433, 5.3725583 51.1306752, 5.372171 51.1311576, 5.3721465 51.1311881)",,50,,
347763822,Ekselsebaan,secondary,False,True,86.53,"LINESTRING (5.3710393 51.1307604, 5.3718728 51.1310859, 5.3720946 51.131169)",N747,70,2,
347763822,Ekselsebaan,secondary,False,False,4.198,"LINESTRING (5.3721465 51.1311881, 5.3720946 51.131169)",N747,70,2,
