osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,access
"[48997480, 33081547]",Molenstraat,residential,False,False,172.054,"LINESTRING (5.3721465 51.1311881, 5.372171 51.1311576, 5.3725583 51.1306752, 5.3726496 51.1305433, 5.3727401 51.1304051, 5.372839 51.1302041, 5.37293 51.1299872, 5.3730241 51.1297493)",,50,,
305464851,Ekselsebaan,secondary,False,True,301.931,"LINESTRING (5.3721465 51.1311881, 5.3729607 51.1315006, 5.3732129 51.1316238, 5.3734803 51.131783, 5.3747953 51.1326235, 5.3751237 51.1327927, 5.3754394 51.1329282)",N747,70,2,
"[705266056, 23437511]",Zuidstraat,unclassified,False,True,465.509,"LINESTRING (5.3753645 51.1379447, 5.3752697 51.1374941, 5.3752333 51.1373807, 5.3752574 51.1373395, 5.3753169 51.1373014, 5.3760413 51.1371298, 5.3762124 51.1370634, 5.3763259 51.1369787, 5.3764708 51.136786, 5.3765735 51.1365709, 5.3765883 51.1363758, 5.3765078 51.1360806, 5.3765219 51.1359882, 5.377381 51.1353135, 5.3781952 51.1347052, 5.3782523 51.1346617, 5.3783098 51.134618)",,50,,
305464853,Sint Bernardusstraat,residential,False,False,196.335,"LINESTRING (5.3753645 51.1379447, 5.3746769 51.1380379, 5.3738358 51.1381945, 5.3731679 51.1383461, 5.3726829 51.1384689)",,,,
"[33115356, 377763460]",Sint Bernardusstraat,unclassified,False,True,492.06199999999995,"LINESTRING (5.3753645 51.1379447, 5.3758526 51.1378989, 5.3763327 51.1378983, 5.3767792 51.1379115, 5.3772284 51.1379655, 5.3775672 51.1380212, 5.3779501 51.1381007, 5.3782466 51.1381364, 5.3787686 51.1381419, 5.3801956 51.1381218, 5.3803422 51.1381188, 5.3808641 51.1381049, 5.3816054 51.1379861, 5.3822418 51.1378759, 5.3823146 51.1378633)",,,,
"[33080673, 705266055]",Verloren Eind,residential,False,False,277.05000000000007,"LINESTRING (5.3721988 51.1343643, 5.3727228 51.1341754, 5.3752944 51.1329919, 5.3753805 51.132951, 5.3754394 51.1329282)",,50,,
686847218,De Heerdgang,residential,False,False,75.476,"LINESTRING (5.3721988 51.1343643, 5.3721267 51.1342846, 5.371947 51.1340695, 5.3716938 51.1337641)",,50,,
"[686847218, 686847220]",De Heerdgang,residential,False,"[False, True]",166.425,"LINESTRING (5.3716938 51.1337641, 5.3715447 51.1337093, 5.3714539 51.1335918, 5.3721099 51.132855, 5.3721765 51.1327455, 5.3724003 51.1324844)",,50,,
686847219,De Heerdgang,residential,False,False,217.12099999999998,"LINESTRING (5.3716938 51.1337641, 5.3725103 51.1333715, 5.3731596 51.1330656, 5.3731898 51.1330398, 5.3731978 51.1330158, 5.3731992 51.132996, 5.3731916 51.1329773, 5.3731774 51.1329538, 5.3724003 51.1324844)",,50,,
686847218,De Heerdgang,residential,False,True,75.476,"LINESTRING (5.3716938 51.1337641, 5.371947 51.1340695, 5.3721267 51.1342846, 5.3721988 51.1343643)",,50,,
686847220,De Heerdgang,residential,False,True,44.338,"LINESTRING (5.3724003 51.1324844, 5.3727085 51.1321357)",,50,,
686847219,De Heerdgang,residential,False,True,217.121,"LINESTRING (5.3724003 51.1324844, 5.3731774 51.1329538, 5.3731916 51.1329773, 5.3731992 51.132996, 5.3731978 51.1330158, 5.3731898 51.1330398, 5.3731596 51.1330656, 5.3725103 51.1333715, 5.3716938 51.1337641)",,50,,
"[686847218, 686847220]",De Heerdgang,residential,False,"[False, True]",166.42499999999998,"LINESTRING (5.3724003 51.1324844, 5.3721765 51.1327455, 5.3721099 51.132855, 5.3714539 51.1335918, 5.3715447 51.1337093, 5.3716938 51.1337641)",,50,,
686847220,De Heerdgang,residential,False,False,44.338,"LINESTRING (5.3727085 51.1321357, 5.3724003 51.1324844)",,50,,
