osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,access,tunnel
842750333,1,primary,roundabout,True,False,12.829,"LINESTRING (3.7724353 50.6341054, 3.7724953 50.634062, 3.7725783 50.6340385)",,,,,,
"[1099675872, 1099675873]","['1', '2']",primary,,True,False,243.677,"LINESTRING (3.7724353 50.6341054, 3.7724173 50.6340692, 3.7723694 50.6340187, 3.771919 50.6334887, 3.7716937 50.633233, 3.7712195 50.6327209, 3.771054 50.632541, 3.7707383 50.6321978)",N56,Boulevard de Mons,70,,,
"[1099675876, 408393532]","['1', '2']",primary,,True,False,98.44099999999999,"LINESTRING (3.7728081 50.6342347, 3.7728113 50.6342911, 3.772818 50.6343209, 3.7728516 50.6343914, 3.7729116 50.6344876, 3.773053 50.6347047, 3.773153 50.6348909, 3.7732304 50.6350745)",N56,,,,,
656556876,1,primary,roundabout,True,False,14.862,"LINESTRING (3.7728081 50.6342347, 3.7727649 50.6342698, 3.772706 50.6342941, 3.7726378 50.6343048)",,,,,,
23740044,2,secondary,,True,False,30.377,"LINESTRING (3.7725243 50.6342903, 3.7723694 50.6343035, 3.7722017 50.6343237, 3.7720981 50.6343269)",N7a,Chaussée de Tournai,50,,,
656556875,1,primary,roundabout,True,False,14.011,"LINESTRING (3.7725243 50.6342903, 3.7724831 50.6342728, 3.7724494 50.6342496, 3.7724251 50.6342221, 3.7724116 50.6341918)",,,,,,
656556875,1,primary,roundabout,True,False,9.911999999999999,"LINESTRING (3.7724116 50.6341918, 3.7724093 50.6341621, 3.7724174 50.6341328, 3.7724353 50.6341054)",,,,,,
767945905,,unclassified,,True,False,18.731,"LINESTRING (3.7723462 50.6282083, 3.7721131 50.6281276)",,Rue du Pont d'Or,,,,
22888216,,tertiary,,False,True,264.41600000000005,"LINESTRING (3.7723462 50.6282083, 3.7723556 50.6282549, 3.7723847 50.6283927, 3.7724089 50.6284901, 3.7724784 50.6286906, 3.7725717 50.6289714, 3.7727446 50.6292215, 3.7729426 50.6295126, 3.7729757 50.6295612, 3.7730012 50.6296274, 3.773023 50.6296942, 3.7731311 50.6302612, 3.7731834 50.6305095)",,Boulevard du Château,,,,
24148034,,tertiary,,True,False,20.546,"LINESTRING (3.7723462 50.6282083, 3.7723092 50.6280861, 3.7723158 50.6280259)",,Boulevard du Château,,,,
22888217,,residential,,False,False,44.576,"LINESTRING (3.7742993 50.6285759, 3.774754 50.6282975)",,Rue des Frères Descamps,30,,,
22888220,,residential,,False,True,57.099,"LINESTRING (3.7742993 50.6285759, 3.7741385 50.6284539, 3.7737811 50.6281814)",,Rue de Pintamont,30,,,
"[221244840, 319610340]",,residential,,False,False,56.592,"LINESTRING (3.7742993 50.6285759, 3.7744203 50.628669, 3.7748009 50.6289731)",,Rue de Pintamont,30,,,
319610352,,tertiary,,False,False,42.758,"LINESTRING (3.776142 50.6274329, 3.7755371 50.6274578)",,Rue de la Station,30,,,
22888217,,residential,,False,True,83.271,"LINESTRING (3.776142 50.6274329, 3.7759183 50.6275676, 3.7754675 50.627839, 3.7752989 50.6279566)",,Rue des Frères Descamps,30,,,
"[25165601, 577510531, 944681993, 408693841, 574131351]",2,tertiary,,False,True,334.32099999999997,"LINESTRING (3.776142 50.6274329, 3.7764394 50.6274186, 3.7764757 50.6274168, 3.7766162 50.62741, 3.776782 50.627402, 3.7768058 50.6274009, 3.7772115 50.6273814, 3.777528 50.6273555, 3.7777424 50.6273449, 3.7779069 50.6273367, 3.7785237 50.627307, 3.7790004 50.627295, 3.7792187 50.6272844, 3.7793565 50.6272779, 3.7794955 50.6272714, 3.779863 50.6272537, 3.7799788 50.6272488, 3.7803182 50.627233, 3.7803927 50.6272353, 3.780449 50.6272458, 3.7805156 50.6272758, 3.7807447 50.6274316)",,Rue de la Station,30,,,
"[122944866, 122944868, 24524351]",,tertiary,,False,True,36.082,"LINESTRING (3.7746167 50.6322899, 3.7745324 50.6323117, 3.774491 50.6323216, 3.7743401 50.6323573, 3.7743036 50.6323665, 3.7742459 50.6323804, 3.7741551 50.6324015, 3.7741386 50.6324053)",N7a,Pont de Brantignies,,yes,,
656556873,,tertiary,roundabout,True,False,7.492000000000001,"LINESTRING (3.7746167 50.6322899, 3.7746088 50.6322687, 3.7746114 50.6322536, 3.7746204 50.6322395, 3.7746351 50.6322275)",,,,,,
842750333,1,primary,roundabout,True,False,7.89,"LINESTRING (3.7725783 50.6340385, 3.7726341 50.634036, 3.772689 50.6340428)",,,,,,
319610352,,tertiary,,False,True,42.758,"LINESTRING (3.7755371 50.6274578, 3.776142 50.6274329)",,Rue de la Station,30,,,
23029720,,tertiary,,True,False,38.367999999999995,"LINESTRING (3.7755371 50.6274578, 3.7754647 50.6274842, 3.7750635 50.6276275)",,Rue Léon Trulin,30,,,
25669339,1,residential,,True,False,101.596,"LINESTRING (3.7766241 50.630407, 3.7775285 50.6300045, 3.777747 50.6299099, 3.7778057 50.6298845)",,Rue du Mouton,30,,,
840312951,,residential,,False,False,42.893,"LINESTRING (3.7766241 50.630407, 3.7767783 50.6305286, 3.7767926 50.6305458, 3.7768449 50.6306091, 3.7768547 50.6306398, 3.7768547 50.6306768, 3.7768385 50.6307465)",,Grand'Place,30,,,
840312953,,residential,,False,True,96.083,"LINESTRING (3.7766241 50.630407, 3.7761528 50.6300355, 3.7757701 50.6297338)",,Rue aux Gâdes,30,,,
319610293,,residential,,True,False,24.119,"LINESTRING (3.7768385 50.6307465, 3.7769798 50.6308225, 3.7771086 50.6308791)",N7a,Grand'Place,30,,,
840312951,,residential,,False,True,42.893,"LINESTRING (3.7768385 50.6307465, 3.7768547 50.6306768, 3.7768547 50.6306398, 3.7768449 50.6306091, 3.7767926 50.6305458, 3.7767783 50.6305286, 3.7766241 50.630407)",,Grand'Place,30,,,
"[23468136, 221244835, 23468139, 221396895]",,residential,,True,False,132.759,"LINESTRING (3.7756392 50.6318547, 3.7758316 50.631677, 3.7758773 50.6316464, 3.7759926 50.6315358, 3.7762443 50.6313434, 3.7764028 50.6311835, 3.7766168 50.6309669, 3.7766536 50.6309297, 3.776709 50.6308748)",N7a,"['Marché aux Toiles', ""Grand'Place"", 'Rue de France']",30,,,
24964183,,residential,,False,True,60.373,"LINESTRING (3.7756392 50.6318547, 3.7756821 50.63188, 3.7762588 50.6322293)",,Rue Coussin,30,,destination,
24524143,,residential,,False,False,144.816,"LINESTRING (3.7775699 50.6337365, 3.7774717 50.6337452, 3.7774433 50.6337542, 3.7773755 50.6337909, 3.777307 50.6338064, 3.776805 50.6339004, 3.7765906 50.6339405, 3.7760124 50.6340488, 3.7756184 50.6341224)",,Chemin des Lilas,,,,
"[408644312, 23095044, 408649221]",,tertiary,,False,True,44.169000000000004,"LINESTRING (3.7775699 50.6337365, 3.7775692 50.6336963, 3.777568 50.6336174, 3.7775674 50.6335753, 3.7775664 50.6335161, 3.7775651 50.6334293, 3.7775647 50.6334022, 3.7775638 50.6333393)",,Pont du Centenaire,,yes,,
