osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,tunnel,name,geometry,junction,width,bridge
"[626262777, 99377995, 1165473093, 28141615]",True,2,N4,primary,50,False,437.555,yes,Tunnel du Nord,"LINESTRING (4.8592227 50.4694303, 4.8593026 50.4693983, 4.8594007 50.4693778, 4.8595478 50.4693635, 4.8598096 50.4693767, 4.8636699 50.4696511, 4.8648938 50.4697409, 4.8653478 50.4697742)",,,
"[1149389608, 861183219, 1126356891]",True,,,secondary,50,False,60.135999999999996,,Place Léopold,"LINESTRING (4.8674087 50.4686051, 4.8674416 50.4686363, 4.8675324 50.4687506, 4.8675954 50.4688031, 4.8676362 50.4688252, 4.8676771 50.4688427, 4.8677815 50.4688736, 4.8678545 50.4688937, 4.8679768 50.4689283, 4.8680094 50.4689559)",,,
1149389602,False,2,,secondary,,False,25.035999999999998,,Place Léopold,"LINESTRING (4.8674087 50.4686051, 4.8675028 50.4685515, 4.8675505 50.4685311, 4.8676 50.4685162, 4.867708 50.4684906)",,,
1149389602,False,2,,secondary,,True,25.036,,Place Léopold,"LINESTRING (4.867708 50.4684906, 4.8676 50.4685162, 4.8675505 50.4685311, 4.8675028 50.4685515, 4.8674087 50.4686051)",,,
1163358137,True,1,,secondary,,False,26.352999999999998,,Place Léopold,"LINESTRING (4.867708 50.4684906, 4.867778 50.4684596, 4.8678557 50.468455, 4.8679492 50.4684515, 4.8680637 50.4684605)",,,
1099425932,True,,,primary,50,False,13.545,,Rond-Point de Bomel,"LINESTRING (4.8655402 50.4700593, 4.8656316 50.4700412, 4.8657271 50.4700447)",roundabout,,
"[1126360368, 28418185, 99378008, 99378020]",True,2,N4,primary,50,False,500.64000000000004,yes,Tunnel du Nord,"LINESTRING (4.8655402 50.4700593, 4.8654935 50.469921, 4.8654503 50.4698952, 4.8653977 50.469863, 4.8653092 50.4698392, 4.8646049 50.4697937, 4.8636518 50.4697222, 4.8597837 50.469446, 4.8595562 50.469434, 4.8594175 50.4694465, 4.8593186 50.4694758, 4.8592381 50.4695232, 4.8591854 50.469568, 4.8591401 50.4696461, 4.8591361 50.4696804, 4.8591418 50.4698098)",,,
"[1126360370, 1126360371]",True,2,,tertiary,30,False,58.17100000000001,,Boulevard du Nord,"LINESTRING (4.8643108 50.470141, 4.8644105 50.4701468, 4.8645074 50.4701515, 4.8646125 50.4701567, 4.8651301 50.4701827)",,,
"[27036851, 1126360372]",True,2,,tertiary,30,False,78.243,,Boulevard du Nord,"LINESTRING (4.8632092 50.4700817, 4.864111 50.4701284, 4.8642221 50.4701354, 4.8643108 50.470141)",,9,
835537542,True,2,,tertiary,30,False,101.15300000000002,,Boulevard du Nord,"LINESTRING (4.860142 50.4698808, 4.8601792 50.4698808, 4.8610277 50.4699342, 4.8611156 50.4699397, 4.8614166 50.4699586, 4.8615645 50.469968)",,9,
"[915021728, 1218109315]",False,2,,tertiary,30,"[False, True]",65.849,,Boulevard du Nord,"LINESTRING (4.860142 50.4698808, 4.8600704 50.4699087, 4.8598504 50.4699573, 4.859719 50.4699827, 4.8594647 50.4699783, 4.8593123 50.4699743, 4.8592433 50.4699699)",,9,
1126360373,True,2,N4,primary,50,False,34.783,,Boulevard Cauchy,"LINESTRING (4.8701178 50.4687857, 4.8696429 50.4688662)",,,
294432383,False,4,N4,primary,50,True,51.912,,Boulevard Cauchy,"LINESTRING (4.8701178 50.4687857, 4.8704882 50.4687321, 4.8708315 50.4686781)",,,
"[89488241, 1201675319]",True,,,residential,20,False,50.882,,Avenue Fernand Golenvaux,"LINESTRING (4.8698033 50.4624126, 4.8695946 50.4623944, 4.8694926 50.4624041, 4.8694008 50.4624261, 4.8691384 50.4625275)",,,
158387098,True,2,N92,primary,50,False,22.054000000000002,,Boulevard Isabelle Brunell,"LINESTRING (4.8698033 50.4624126, 4.8697187 50.4623802, 4.8696846 50.4623562, 4.8696458 50.4623227, 4.8696132 50.4622648)",,,
353978476,True,,N92,primary,50,False,2.431,,Avenue Baron Louis Huart,"LINESTRING (4.8696132 50.4622648, 4.8696348 50.4622478)",,,
26920701,True,,,residential,20,False,44.757,,Avenue Fernand Golenvaux,"LINESTRING (4.8691384 50.4625275, 4.8693546 50.4623833, 4.8694084 50.4623547, 4.869494 50.4623123, 4.8696132 50.4622648)",,,
"[1164197001, 104905355]",False,,,residential,20,"[False, True]",69.768,,Avenue Fernand Golenvaux,"LINESTRING (4.8691384 50.4625275, 4.8690811 50.4625551, 4.8688575 50.4626608, 4.8686522 50.4627608, 4.8685652 50.4628027, 4.8685415 50.4628143, 4.868376 50.462923)",,,
27036823,True,,,residential,20,False,101.628,,Rue Bas de la Place,"LINESTRING (4.868376 50.462923, 4.8684462 50.4629868, 4.8685642 50.4630015, 4.868823 50.4630263, 4.8691539 50.463055, 4.8692286 50.4630675, 4.8692744 50.4630795, 4.8693439 50.4631035, 4.8696095 50.4632325, 4.8696553 50.4632547)",,,
"[835887645, 28350694]",True,,,residential,20,False,104.56300000000002,,Rue de la Tour,"LINESTRING (4.868376 50.462923, 4.8683713 50.4629334, 4.8683509 50.4629756, 4.8683316 50.4630092, 4.8683044 50.4631104, 4.8682632 50.4632496, 4.8682215 50.4633501, 4.8681082 50.4635455, 4.8680131 50.4636866, 4.8679567 50.4637832, 4.8679368 50.4638174)",,,
"[1164197001, 104905355]",False,,,residential,20,"[False, True]",69.768,,Avenue Fernand Golenvaux,"LINESTRING (4.868376 50.462923, 4.8685415 50.4628143, 4.8685652 50.4628027, 4.8686522 50.4627608, 4.8688575 50.4626608, 4.8690811 50.4625551, 4.8691384 50.4625275)",,,
26920704,False,,,residential,20,False,20.127,,Rue de Gravière,"LINESTRING (4.8696553 50.4632547, 4.8698823 50.4633637)",,,
188475871,False,,,residential,20,True,141.142,,Rue Julie Billiart,"LINESTRING (4.8696553 50.4632547, 4.8695885 50.4632996, 4.8693126 50.4634939, 4.8690102 50.4636013, 4.8687248 50.4636611, 4.8683041 50.4637344, 4.8682354 50.4637431, 4.8680809 50.4637529, 4.8679883 50.4637871, 4.8679368 50.4638174)",,,
26920704,False,,,residential,20,True,20.127,,Rue de Gravière,"LINESTRING (4.8698823 50.4633637, 4.8696553 50.4632547)",,,
26920704,False,,,residential,20,False,30.393,,Rue de Gravière,"LINESTRING (4.8698823 50.4633637, 4.8701391 50.4635105, 4.8701722 50.4635598)",,,
27036822,True,,,residential,20,False,31.548,,Rue d'Harscamp,"LINESTRING (4.8698823 50.4633637, 4.8699894 50.4632596, 4.8701249 50.4631257)",,,
26920704,False,,,residential,20,True,30.393,,Rue de Gravière,"LINESTRING (4.8701722 50.4635598, 4.8701391 50.4635105, 4.8698823 50.4633637)",,,
27868748,True,,,residential,20,False,46.597,,Place l'Ilon,"LINESTRING (4.8701722 50.4635598, 4.870305 50.4636048, 4.8704409 50.4636308, 4.8706818 50.46366, 4.8708024 50.4636637)",,,
"[138472936, 1201687371, 26920703]",True,,,residential,20,False,190.17700000000002,,"['Rue Saint-Nicolas', ""Place l'Ilon""]","LINESTRING (4.8708024 50.4636637, 4.8709019 50.4636338, 4.8709902 50.4636138, 4.871057 50.463612, 4.8712445 50.4636552, 4.8713936 50.4637066, 4.8715163 50.4637593, 4.8716234 50.4638092, 4.8718048 50.4639395, 4.8720359 50.4641157, 4.8721724 50.4642044, 4.8726022 50.4644274, 4.8727874 50.4645021, 4.8728388 50.4645228, 4.8729255 50.4645579)",,,
852742598,True,2,N4j,primary,50,False,15.373999999999999,,Place Léopold,"LINESTRING (4.8679041 50.4690763, 4.8679392 50.46904, 4.8679545 50.4690132, 4.8679763 50.4689896, 4.8680094 50.4689559)",,,
"[852742600, 861183222, 852742599]",True,1,N4j,secondary,50,False,104.65700000000001,,Boulevard de Chiny,"LINESTRING (4.8679041 50.4690763, 4.8678406 50.469015, 4.8678101 50.4689894, 4.8677714 50.4689654, 4.8677319 50.4689485, 4.8676766 50.4689348, 4.8676227 50.4689274, 4.8675729 50.4689275, 4.867522 50.4689319, 4.8674576 50.4689484, 4.8673083 50.4689867, 4.8672417 50.4690008, 4.8671606 50.4690045, 4.8667062 50.4689631, 4.8665516 50.4689655)",,,
1099425934,True,,,primary,50,False,15.196000000000002,,Rond-Point de Bomel,"LINESTRING (4.8657738 50.4703658, 4.8657138 50.4703778, 4.8656511 50.4703805, 4.8655626 50.4703747)",roundabout,,
161232846,True,,,primary,50,False,7.235,,Rond-Point de Bomel,"LINESTRING (4.8655626 50.4703747, 4.8654816 50.470335)",roundabout,,
1126360369,False,,,tertiary,30,True,18.981,,Boulevard du Nord,"LINESTRING (4.8653977 50.470194, 4.8651301 50.4701827)",,,
353984607,True,,,primary,50,False,18.772000000000002,,Rond-Point de Bomel,"LINESTRING (4.8653977 50.470194, 4.8654122 50.4701528, 4.8654421 50.4701152, 4.8654857 50.4700833, 4.8655402 50.4700593)",roundabout,,
28139924,True,,,tertiary,50,False,144.45700000000002,,Boulevard d'Herbatte,"LINESTRING (4.8661762 50.4701639, 4.8665197 50.4702301, 4.8667047 50.470238, 4.8673686 50.47027, 4.8677542 50.4702529, 4.8680298 50.4702448, 4.8681924 50.4702165)",,,
"[441142076, 407874007]",True,2,N4,primary,50,False,118.521,,,"LINESTRING (4.8661762 50.4701639, 4.8666965 50.4701917, 4.8671281 50.4702097, 4.8673314 50.4702152, 4.8674728 50.4701969, 4.8676119 50.470156, 4.8676905 50.4701023, 4.867751 50.4700487)",,,yes
28134197,True,3,N4,primary,50,False,108.668,,Rue du Pont de Louvain,"LINESTRING (4.867751 50.4700487, 4.8679041 50.4690763)",,,yes
27945594,True,,,residential,20,False,80.688,,Rue de Marchovelette,"LINESTRING (4.8664414 50.4627522, 4.8668526 50.4627256, 4.867037 50.4627289, 4.8673699 50.4627684, 4.8675686 50.4627963)",,5,
29106009,False,,,residential,20,True,21.241999999999997,,Rue des Echasseurs,"LINESTRING (4.8664414 50.4627522, 4.8663512 50.4627089, 4.8662214 50.4626231)",,,
27036835,False,,,residential,20,False,58.817,,Rue du Séminaire,"LINESTRING (4.8593006 50.4638531, 4.8595222 50.4643629)",,,
30439865,False,,,residential,20,False,160.936,,Rue de l'Evêché,"LINESTRING (4.8593006 50.4638531, 4.8594714 50.4636174, 4.8595494 50.4634984, 4.8596124 50.4634269, 4.8596728 50.463389, 4.8599597 50.4632407, 4.8602167 50.4631292, 4.8602836 50.4631192, 4.8609831 50.4630967)",,,
27036835,False,,,residential,20,True,58.817,,Rue du Séminaire,"LINESTRING (4.8595222 50.4643629, 4.8593006 50.4638531)",,,
30439866,False,,,residential,20,False,21.428,,Place du Carillon,"LINESTRING (4.8595222 50.4643629, 4.8595368 50.4644063, 4.8594746 50.4644376, 4.8593311 50.4644727)",,,
30439866,False,,,residential,20,True,77.682,,Place du Carillon,"LINESTRING (4.8595222 50.4643629, 4.8596081 50.4643355, 4.8602548 50.4641811, 4.860516 50.464074)",,,
