osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,access
27090459,2,Rue de Sart,tertiary,False,False,24.466,"LINESTRING (4.5286785 50.5764672, 4.5288173 50.5766688)",,,
27090459,2,Rue de Sart,tertiary,False,True,94.413,"LINESTRING (4.5286785 50.5764672, 4.5286624 50.5764072, 4.5286425 50.5763457, 4.5285846 50.5761555, 4.5285034 50.5759986, 4.5284034 50.5758409, 4.5282604 50.5756666)",,,
"[27090459, 1032070581]",2,Rue de Sart,tertiary,False,True,38.997,"LINESTRING (4.5291601 50.5769404, 4.5290676 50.5768858, 4.5289366 50.5767867, 4.528869 50.5767352, 4.5288173 50.5766688)",30,,
26695356,,Rue de Sart,residential,True,False,29.62,"LINESTRING (4.5292735 50.5771931, 4.5291962 50.577083, 4.5291603 50.5770043, 4.5291601 50.5769404)",30,,
26966290,,Rue Jules Tarlier,residential,True,False,69.854,"LINESTRING (4.5292735 50.5771931, 4.5292069 50.5771639, 4.5290414 50.5770397, 4.5288011 50.5767889, 4.5288111 50.5767148, 4.5288173 50.5766688)",,,
23288950,,Bruyère du Culot,residential,False,False,239.46600000000004,"LINESTRING (4.532132 50.5735038, 4.5329056 50.573445, 4.5334794 50.5732779, 4.5337047 50.5732305, 4.5344425 50.5730576, 4.5352646 50.5728864, 4.5353076 50.572835)",,,
"[647022781, 27090246]",,Rue de Marbais,secondary,False,False,247.826,"LINESTRING (4.532132 50.5735038, 4.5326072 50.5732421, 4.5326878 50.5731987, 4.5328965 50.5730862, 4.5330076 50.5730343, 4.5332124 50.5729796, 4.5337188 50.5728488, 4.5339577 50.5728255, 4.5340999 50.5728117, 4.5346268 50.5728139, 4.5351285 50.5728324, 4.5353076 50.572835)",,N275,
27090246,,Rue de Marbais,secondary,False,True,67.99,"LINESTRING (4.532132 50.5735038, 4.5317468 50.5737089, 4.531505 50.5738505, 4.5314138 50.5739104)",,N275,
647022781,,Rue de Marbais,secondary,False,False,30.39,"LINESTRING (4.5353076 50.572835, 4.5357379 50.5728386)",,N275,
23288950,,Bruyère du Culot,residential,False,True,239.466,"LINESTRING (4.5353076 50.572835, 4.5352646 50.5728864, 4.5344425 50.5730576, 4.5337047 50.5732305, 4.5334794 50.5732779, 4.5329056 50.573445, 4.532132 50.5735038)",,,
"[647022781, 27090246]",,Rue de Marbais,secondary,False,True,247.826,"LINESTRING (4.5353076 50.572835, 4.5351285 50.5728324, 4.5346268 50.5728139, 4.5340999 50.5728117, 4.5339577 50.5728255, 4.5337188 50.5728488, 4.5332124 50.5729796, 4.5330076 50.5730343, 4.5328965 50.5730862, 4.5326878 50.5731987, 4.5326072 50.5732421, 4.532132 50.5735038)",,N275,
"[608999676, 23288940, 27766111, 27090283]",,Rue du Moulin d'Hollers,residential,False,False,413.33700000000005,"LINESTRING (4.5282604 50.5756666, 4.5284865 50.5756104, 4.5290752 50.5753683, 4.5295957 50.5751409, 4.5297142 50.5750973, 4.5297517 50.574974, 4.5298054 50.5747216, 4.5299616 50.5744632, 4.5299508 50.5743315, 4.5299212 50.5742324, 4.5298867 50.5741572, 4.5298741 50.5740732, 4.529892 50.5738841, 4.5299882 50.5737032, 4.5301316 50.5735568, 4.5306889 50.5731919, 4.5312968 50.5728499)",,,
27090459,2,Rue de Sart,tertiary,False,False,94.41299999999998,"LINESTRING (4.5282604 50.5756666, 4.5284034 50.5758409, 4.5285034 50.5759986, 4.5285846 50.5761555, 4.5286425 50.5763457, 4.5286624 50.5764072, 4.5286785 50.5764672)",,,
