osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,junction
37428432,True,1,N77,Maastrichterweg,secondary,50,False,41.510000000000005,"LINESTRING (5.6565218 50.8923288, 5.6562899 50.8924415, 5.6560333 50.8925384)",,
246417936,True,1,N77,Maastrichterweg,secondary,50,False,45.641000000000005,"LINESTRING (5.6560333 50.8925384, 5.6562465 50.8923987, 5.6565153 50.892264)",,
"[8519178, 384769708]",False,,,Broekstraat,residential,,False,351.07099999999997,"LINESTRING (5.6563903 50.8922035, 5.6563431 50.8921953, 5.6562926 50.8921961, 5.6552367 50.8922522, 5.6550179 50.8922637, 5.6548463 50.8922655, 5.6543128 50.8922605, 5.6538233 50.8922392, 5.6534293 50.8921823, 5.6530908 50.8921009, 5.6527135 50.8919707, 5.6525595 50.8919066, 5.6519201 50.891621, 5.6516963 50.89153)",,
"[384769709, 246417910]",False,,,De Merodelaan,residential,,True,11.302,"LINESTRING (5.6563903 50.8922035, 5.65644 50.8922176, 5.656468 50.8922309, 5.6564914 50.8922419, 5.6565153 50.892264)",,
246417912,True,,,De Merodelaan,residential,,False,67.118,"LINESTRING (5.6562372 50.8916289, 5.6561984 50.8917105, 5.6561885 50.8917514, 5.6562068 50.8918031, 5.6563506 50.8920181, 5.6563947 50.8920886, 5.6563912 50.8921626, 5.6563903 50.8922035)",,
246417928,True,,,Koning Albertlaan,residential,,False,64.71799999999999,"LINESTRING (5.6562372 50.8916289, 5.6563455 50.8916442, 5.6564312 50.8916757, 5.6568411 50.8918262, 5.6568864 50.8918426, 5.6570015 50.8918841, 5.6570466 50.8919022)",,
"[316752572, 316752573]",False,,,Koning Albertlaan,residential,,True,185.59500000000003,"LINESTRING (5.6562372 50.8916289, 5.6555533 50.891376, 5.6549753 50.8911642, 5.654685 50.8910531, 5.6539828 50.8907563)",,
"[208699779, 8519182]",True,,,Kerkplein,residential,,False,100.25399999999999,"LINESTRING (5.6508891 50.8900372, 5.6509469 50.8897556, 5.6511141 50.8895989, 5.6512221 50.8895238, 5.6514567 50.8893502, 5.6515643 50.8892778)",,
27085584,True,,,Bessemerstraat,residential,,False,54.525000000000006,"LINESTRING (5.6508891 50.8900372, 5.6507421 50.8901599, 5.6505089 50.8904626)",,
8519185,False,,,Stationsstraat,residential,30,False,25.256,"LINESTRING (5.6515643 50.8892778, 5.6513206 50.8891106)",,
18526043,True,,,Koning Albertlaan,residential,,False,41.139,"LINESTRING (5.6515643 50.8892778, 5.651961 50.8895503)",,
