osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,access,junction
"[58609382, 35599567]",,False,,N633,Rue de la Vaussale,secondary,"['50', '30']",False,125.51200000000001,"LINESTRING (5.6010161 50.6122711, 5.6008296 50.6121651, 5.6006761 50.6120822, 5.5998736 50.6117222, 5.5996463 50.6115583)",,,
196872481,,True,1,,Rue Vaudrée,residential,30,False,41.605999999999995,"LINESTRING (5.5886954 50.6134748, 5.5887893 50.6134828, 5.5889725 50.6134757, 5.5892833 50.6134636)",,,
8879494,,True,,,Rue Henri Dunant,residential,30,False,118.985,"LINESTRING (5.5899678 50.6134495, 5.5899877 50.6135146, 5.5902013 50.6144628, 5.5902008 50.6145087)",,,
45730926,,True,,,Rue Vaudrée,residential,50,False,70.856,"LINESTRING (5.5899678 50.6134495, 5.5900696 50.6134208, 5.590678 50.6133673, 5.5908412 50.6133529, 5.5909283 50.6133447, 5.5909538 50.6133423)",,,
8879488,,True,,,Rue du Fourchufossé,residential,50,False,56.81999999999999,"LINESTRING (5.5909538 50.6133423, 5.5909851 50.6133903, 5.5912208 50.6138243)",,,
"[353144522, 45730927]",,True,,,Rue Vaudrée,residential,"['50', '30']",False,275.81899999999996,"LINESTRING (5.5909538 50.6133423, 5.5910768 50.6133169, 5.5921181 50.6130895, 5.5928613 50.6129281, 5.5942323 50.6126208, 5.5945148 50.6125509, 5.5946484 50.6125359)",,,
"[45730928, 45730927]",,True,,,Rue Vaudrée,residential,"['30', '50']",False,61.266,"LINESTRING (5.5946484 50.6125359, 5.5948123 50.6125359, 5.5954133 50.6125816, 5.5955103 50.6125944)",,,
8879474,,False,,,Rue Jules Verne,residential,50,True,98.983,"LINESTRING (5.5955103 50.6125944, 5.5955124 50.6125431, 5.5955254 50.6122549, 5.5954911 50.6121406, 5.5952854 50.6117265)",,,
45730928,,True,,,Rue Vaudrée,residential,50,False,102.07300000000001,"LINESTRING (5.5955103 50.6125944, 5.5955949 50.6126003, 5.5961394 50.612639, 5.596948 50.6126962)",,,
58609384,,True,,,Rue Delhaise,residential,,False,101.73299999999999,"LINESTRING (5.5955103 50.6125944, 5.5955063 50.6126395, 5.5954494 50.6134601, 5.5954464 50.6135084)",,,
58609378,,True,,,Square de la Paix d'Angleur,residential,,False,68.119,"LINESTRING (5.596948 50.6126962, 5.5968881 50.6126119, 5.5966599 50.6123846, 5.5966122 50.6123184, 5.5965978 50.6122776, 5.596605 50.6121843, 5.5966062 50.6121417)",,,
"[149614952, 149614946]",,True,,,Rue Vaudrée,residential,50,False,138.134,"LINESTRING (5.596948 50.6126962, 5.5971305 50.6127051, 5.5973336 50.6126819, 5.5975153 50.6126282, 5.59779 50.6124366, 5.5983159 50.6120267, 5.5984049 50.6119695)",,,
8879488,,True,,,Rue du Fourchufossé,residential,50,False,59.56,"LINESTRING (5.5912208 50.6138243, 5.5914383 50.6142728, 5.5914643 50.6143371)",,,
8879500,,True,,,Rue Camille Lemonnier,residential,50,False,273.058,"LINESTRING (5.5912208 50.6138243, 5.5929402 50.6134436, 5.5948814 50.6130277)",,,
58609381,,True,,,Rue Gillieaux,residential,30,False,57.176,"LINESTRING (5.5948814 50.6130277, 5.5946608 50.6125897, 5.5946484 50.6125359)",,,
8879511,,True,,,Rue Gillieaux,residential,50,False,65.538,"LINESTRING (5.5951691 50.6135881, 5.5951364 50.6135207, 5.5948814 50.6130277)",,,
149614953,,True,,,Rue du Val-Benoît,residential,50,False,276.248,"LINESTRING (5.5951691 50.6135881, 5.5950561 50.6136127, 5.5942271 50.6137933, 5.5941817 50.6137802, 5.5927959 50.6140715, 5.5927768 50.6140949, 5.5920545 50.6142462, 5.5914643 50.6143371)",,,
149614953,,True,,,Rue du Val-Benoît,residential,50,False,22.138,"LINESTRING (5.5954464 50.6135084, 5.5954239 50.6135327, 5.5951691 50.6135881)",,,
28059682,,True,,,Rue de Belle-île,unclassified,30,False,35.145,"LINESTRING (5.5904935 50.6166467, 5.5905795 50.6166268, 5.5906736 50.6166413, 5.5907322 50.6166795, 5.5907473 50.6167568, 5.5906905 50.6168113)",,,roundabout
28059693,,False,,,Rue de Belle-île,unclassified,30,False,572.185,"LINESTRING (5.5904935 50.6166467, 5.590155 50.6163545, 5.590234 50.6162044, 5.5902818 50.6161864, 5.5904585 50.6161115, 5.5906687 50.6160224, 5.5908737 50.6159354, 5.5909913 50.6158856, 5.5910746 50.6158515, 5.5912384 50.6157836, 5.5913017 50.6157586, 5.5917106 50.6155938, 5.5931688 50.6150489, 5.5937906 50.6149862, 5.594102 50.6150329, 5.5952757 50.6150216, 5.5956826 50.6149492, 5.5962093 50.6149852, 5.5962797 50.615009, 5.5964426 50.6152215, 5.5965538 50.6154023)",,,
"[28059688, 353144523]",,False,,,Rue de Belle-île,unclassified,30,True,71.20400000000001,"LINESTRING (5.5906905 50.6168113, 5.5907436 50.6168582, 5.5909968 50.6170818, 5.5911602 50.6172252, 5.5912639 50.6173377)",,,
353144524,,True,,,Rue de Belle-Île,unclassified,30,False,35.475,"LINESTRING (5.5906905 50.6168113, 5.5905409 50.6168286, 5.5904508 50.6167838, 5.5904316 50.6167057, 5.5904935 50.6166467)",,,roundabout
"[28059688, 353144523]",,False,,,Rue de Belle-île,unclassified,30,False,71.20400000000001,"LINESTRING (5.5912639 50.6173377, 5.5911602 50.6172252, 5.5909968 50.6170818, 5.5907436 50.6168582, 5.5906905 50.6168113)",,,
28059690,,True,,,,unclassified,30,False,26.605999999999998,"LINESTRING (5.5965538 50.6154023, 5.5966023 50.6153874, 5.5966558 50.6153832, 5.5967085 50.6153901, 5.596755 50.6154074, 5.5967904 50.6154332, 5.5968108 50.6154648, 5.5968142 50.6154989)",,,roundabout
28059693,,False,,,Rue de Belle-île,unclassified,30,True,572.1850000000001,"LINESTRING (5.5965538 50.6154023, 5.5964426 50.6152215, 5.5962797 50.615009, 5.5962093 50.6149852, 5.5956826 50.6149492, 5.5952757 50.6150216, 5.594102 50.6150329, 5.5937906 50.6149862, 5.5931688 50.6150489, 5.5917106 50.6155938, 5.5913017 50.6157586, 5.5912384 50.6157836, 5.5910746 50.6158515, 5.5909913 50.6158856, 5.5908737 50.6159354, 5.5906687 50.6160224, 5.5904585 50.6161115, 5.5902818 50.6161864, 5.590234 50.6162044, 5.590155 50.6163545, 5.5904935 50.6166467)",,,
42670861,,False,2,,Quai des Vennes,unclassified,30,False,261.993,"LINESTRING (5.5968142 50.6154989, 5.5969082 50.6154505, 5.5971876 50.6153747, 5.5983272 50.6151243, 5.5985911 50.6150698, 5.6001883 50.614758, 5.6003115 50.614725)",,,
353144608,,True,,,,unclassified,30,False,23.096,"LINESTRING (5.5968142 50.6154989, 5.5967998 50.6155323, 5.5967692 50.6155609, 5.5967256 50.6155817, 5.5966737 50.6155924, 5.5966191 50.6155918, 5.5965678 50.61558)",,,roundabout
28059695,,True,,N633a,,secondary,50,False,13.178,"LINESTRING (5.5996814 50.6136367, 5.5996414 50.6135832, 5.5996426 50.6135239)",,,roundabout
28632385,,True,1,,,motorway_link,80,False,364.0559999999999,"LINESTRING (5.5996814 50.6136367, 5.599446 50.6136777, 5.5956569 50.614244, 5.5950447 50.6143142, 5.5946444 50.6143251)",,,
"[487117305, 28125109]",,True,"['2', '3']",N633a,,secondary,50,False,85.283,"LINESTRING (5.6000053 50.6134747, 5.6001631 50.6134631, 5.6004708 50.6134202, 5.600871 50.6133617, 5.6011849 50.6133105)",,,
353144621,,True,,N633a,,secondary,50,False,15.698,"LINESTRING (5.6000053 50.6134747, 5.6000397 50.6135164, 5.6000486 50.6135631, 5.6000309 50.6136088)",,,roundabout
28059703,,True,,,,secondary_link,50,False,63.266999999999996,"LINESTRING (5.6011849 50.6133105, 5.6012771 50.6132514, 5.6014445 50.6131998, 5.6014858 50.6131805, 5.6015185 50.6131626, 5.6015443 50.6131408, 5.601568 50.613115, 5.6015789 50.6130913, 5.6015876 50.6130607, 5.6015846 50.6130213, 5.6015715 50.6129851, 5.6015456 50.6129476, 5.6015087 50.6128739)",,,
303381715,,True,2,N633a,,secondary,50,False,33.351,"LINESTRING (5.6011849 50.6133105, 5.601486 50.6132687, 5.6016283 50.6132164)",,,
28216626,,False,,N633,,secondary,50,False,9.59,"LINESTRING (5.6013231 50.6126822, 5.6012651 50.6126042)",,,
28216627,,True,,N633,,secondary,50,False,56.713,"LINESTRING (5.6013231 50.6126822, 5.6014861 50.6127795, 5.6017342 50.6129616, 5.6018851 50.6130455)",,,
28125108,,True,2,,,secondary,50,False,24.94,"LINESTRING (5.6023113 50.6132806, 5.6022912 50.6133352, 5.60225 50.6133848, 5.6021903 50.6134261, 5.602116 50.6134565)",,,roundabout
"[28216624, 624397231]",yes,True,1,N633,Pont des Grosses Battes,secondary,50,False,42.581,"LINESTRING (5.602116 50.6134565, 5.6020215 50.6135554, 5.6019611 50.6136527, 5.6018999 50.6138107)",,,
303381716,,True,2,,,secondary,50,False,18.901000000000003,"LINESTRING (5.602116 50.6134565, 5.6020311 50.613474, 5.6019419 50.6134772, 5.6018545 50.6134657)",,,roundabout
303381717,,True,2,,,secondary,50,False,13.046,"LINESTRING (5.6018545 50.6134657, 5.6017983 50.6134497, 5.6017474 50.6134276, 5.6017036 50.6134001)",,,roundabout
303381718,,True,2,,,secondary,50,False,15.762,"LINESTRING (5.6018851 50.6130455, 5.6019589 50.6130393, 5.6020331 50.6130432, 5.6021043 50.6130571)",,,roundabout
353144631,,True,,,,secondary,50,False,12.695,"LINESTRING (5.6000309 50.6136088, 5.5999986 50.6136409, 5.5999532 50.6136657, 5.5998984 50.6136812)",,,roundabout
303381712,,True,2,,,secondary,50,False,9.751999999999999,"LINESTRING (5.6016283 50.6132164, 5.6016482 50.6131745, 5.601681 50.6131358)",,,roundabout
"[1237777099, 28125110]",,True,,N633a,,secondary,50,False,121.23500000000001,"LINESTRING (5.6017036 50.6134001, 5.6015193 50.6133814, 5.6004999 50.6135298, 5.6002069 50.6135725, 5.6000309 50.6136088)",,,
303381714,,True,2,,,secondary,50,False,21.747999999999998,"LINESTRING (5.6017036 50.6134001, 5.6016496 50.6133446, 5.6016238 50.6132815, 5.6016283 50.6132164)",,,roundabout
353144508,yes,True,2,N633,Pont des Grosses Battes,secondary,50,False,25.76,"LINESTRING (5.6013538 50.6151141, 5.6012595 50.6153379)",,,
28216621,yes,True,1,,Pont des Grosses Battes,secondary_link,50,False,27.788,"LINESTRING (5.6013538 50.6151141, 5.6013852 50.6151986, 5.601421 50.6152509, 5.6014541 50.6152855, 5.6015316 50.6153289)",,,
28216623,,True,1,,,secondary_link,50,False,50.849999999999994,"LINESTRING (5.6018698 50.6155018, 5.6015821 50.615518, 5.6015044 50.6155126, 5.6014396 50.6154754, 5.6014248 50.6154356, 5.601444 50.6154011, 5.6014913 50.6153554, 5.6015316 50.6153289)",,,
100347902,,True,2,N30,Quai des Ardennes,primary,50,False,51.298,"LINESTRING (5.6018698 50.6155018, 5.6013333 50.6156187, 5.6011823 50.6156519)",,,
1080640205,,False,2,N633,Rue de Tilff,secondary,50,False,71.18900000000001,"LINESTRING (5.6009656 50.60998, 5.6009127 50.6100301, 5.6003896 50.6105056)",,,
1080640205,,False,2,N633,Rue de Tilff,secondary,50,True,71.772,"LINESTRING (5.6009656 50.60998, 5.601534 50.6095316, 5.6016024 50.6094767)",,,
104905375,,False,,N633,Place Andréa Jadoulle,secondary,30,True,9.15,"LINESTRING (5.5994753 50.6112923, 5.5995544 50.6112271)",,,
353144545,,False,,N633,Rue de la Vaussale,secondary,30,True,33.300000000000004,"LINESTRING (5.5994753 50.6112923, 5.5994637 50.6113569, 5.59951 50.6114273, 5.5995853 50.6115165, 5.5996463 50.6115583)",,,
1080640205,,False,2,N633,Rue de Tilff,secondary,50,False,71.772,"LINESTRING (5.6016024 50.6094767, 5.601534 50.6095316, 5.6009656 50.60998)",,,
303381719,,True,2,,,secondary,50,False,30.711,"LINESTRING (5.6021043 50.6130571, 5.6021962 50.6130941, 5.6022654 50.6131474, 5.6023051 50.6132117, 5.6023113 50.6132806)",,,roundabout
100347887,,True,,N633,,secondary,50,False,32.786,"LINESTRING (5.601681 50.6131358, 5.6016802 50.6130873, 5.601673 50.6130401, 5.601659 50.613006, 5.6016344 50.6129732, 5.6015087 50.6128739)",,,
303381713,,True,2,,,secondary,50,False,17.914,"LINESTRING (5.601681 50.6131358, 5.6017366 50.6130953, 5.601806 50.6130646, 5.6018851 50.6130455)",,,roundabout
"[487117306, 28632396]",,True,"['1', '2']",,,motorway_link,80,False,358.661,"LINESTRING (5.5947165 50.6142213, 5.5948101 50.6141571, 5.5953681 50.6140357, 5.5976224 50.6137092, 5.5990255 50.6135999, 5.5992061 50.6135772, 5.5994048 50.6135595, 5.5995409 50.6135441, 5.5996426 50.6135239)",,,
28059695,,True,,N633a,,secondary,50,False,32.352999999999994,"LINESTRING (5.5996426 50.6135239, 5.5996743 50.6134798, 5.5997292 50.613446, 5.5997997 50.6134273, 5.5998761 50.6134261, 5.5999479 50.6134427, 5.6000053 50.6134747)",,,roundabout
58609383,,False,,N633,Rue de Tilff,secondary,30,True,15.866,"LINESTRING (5.600273 50.6106276, 5.6003896 50.6105056)",,,
28854651,,True,,,Rue Collée,residential,50,False,60.577,"LINESTRING (5.600273 50.6106276, 5.6003565 50.6106544, 5.6010468 50.6108635)",,,
58609383,,False,,N633,Rue de Tilff,secondary,30,False,52.119,"LINESTRING (5.600273 50.6106276, 5.5998937 50.6109615, 5.5998408 50.6110077)",,,
24813973,,True,1,,Quai des Ardennes,secondary,50,False,87.794,"LINESTRING (5.5980938 50.6160902, 5.5992937 50.6158811)",,,
"[100348069, 30179991]",yes,True,1,N633,"['Quai des Ardennes', 'Pont des Grosses Battes']",secondary,50,False,240.681,"LINESTRING (5.5980938 50.6160902, 5.5982647 50.6160303, 5.5984527 50.6159759, 5.6007089 50.6154933, 5.6008901 50.6154203, 5.601024 50.6153216, 5.6011665 50.615225)",,,
353144601,,False,,,Rue du Vallon,residential,30,True,20.817,"LINESTRING (5.5887824 50.6123997, 5.589054 50.6123266)",,,
58609377,,False,,,Rue du Vallon,residential,30,True,28.579,"LINESTRING (5.5903702 50.6119778, 5.5907574 50.6119024)",,,
52907883,,True,,,Rue de la Résidence,residential,30,False,152.41899999999998,"LINESTRING (5.5903702 50.6119778, 5.5907432 50.612533, 5.5908139 50.6125587, 5.5908726 50.61256, 5.5917665 50.6123907, 5.5918901 50.6123548)",,,
58609377,,False,,,Rue du Vallon,residential,30,False,100.65,"LINESTRING (5.5903702 50.6119778, 5.5896682 50.612159, 5.589054 50.6123266)",,,
58609377,,False,,,Rue du Vallon,residential,30,False,28.579,"LINESTRING (5.5907574 50.6119024, 5.5903702 50.6119778)",,,
"[246214244, 58609380, 52907870]",,False,,,Rue du Vallon,residential,30,False,193.14100000000002,"LINESTRING (5.5907574 50.6119024, 5.5907758 50.6117748, 5.5909345 50.6111973, 5.5909532 50.6111294, 5.5910297 50.6110047, 5.5911171 50.6109116, 5.5911921 50.6108481, 5.5913265 50.6107406, 5.5917695 50.610507, 5.5918487 50.6104449, 5.591869 50.6103971)",,,
192607383,,True,1,,Rue du Fourneau,residential,50,False,31.211000000000002,"LINESTRING (5.6011823 50.6156519, 5.601125 50.6157798, 5.6011237 50.6158586, 5.6011471 50.6159259)",,,
623809098,,True,1,N30,Quai des Ardennes,primary,50,False,36.522999999999996,"LINESTRING (5.6011823 50.6156519, 5.6009276 50.6157192, 5.6006982 50.6157676)",,,
30629344,,True,1,,Rue du Fourneau,residential,50,False,37.42100000000001,"LINESTRING (5.6011471 50.6159259, 5.6010519 50.615864, 5.600931 50.6158048, 5.6008232 50.6157794, 5.6006982 50.6157676)",,,
55148180,,False,,,Rue du Fourneau,tertiary,50,True,149.9,"LINESTRING (5.6011471 50.6159259, 5.6014262 50.6160539, 5.6014797 50.6160819, 5.6015783 50.6161624, 5.6016064 50.616199, 5.6016252 50.6162368, 5.6016587 50.6163053, 5.6016848 50.6165359, 5.6017407 50.6170853, 5.6017455 50.617135)",,,
32938289,,True,,,Place Andréa Jadoulle,residential,30,False,38.596000000000004,"LINESTRING (5.5998408 50.6110077, 5.5999156 50.6110314, 5.6003205 50.6111744)",,,
58609383,,False,,N633,Rue de Tilff,secondary,30,True,52.119,"LINESTRING (5.5998408 50.6110077, 5.5998937 50.6109615, 5.600273 50.6106276)",,,
353144530,,False,,N633,Place Andréa Jadoulle,secondary,30,False,31.683,"LINESTRING (5.5998408 50.6110077, 5.599605 50.6111858, 5.5995544 50.6112271)",,,
32938289,,True,,,Place Andréa Jadoulle,residential,30,False,64.054,"LINESTRING (5.6003205 50.6111744, 5.6002285 50.6112434, 5.5997031 50.6115216, 5.5996463 50.6115583)",,,
"[32938290, 1064318119]",,True,,,"['Rue Burton', 'Place Andréa Jadoulle']",residential,50,False,72.116,"LINESTRING (5.6003205 50.6111744, 5.600533 50.6112317, 5.6005962 50.6112243, 5.6006855 50.61117, 5.6010468 50.6108635)",,,
"[58609382, 35599567]",,False,,N633,Rue de la Vaussale,secondary,"['30', '50']",True,125.512,"LINESTRING (5.5996463 50.6115583, 5.5998736 50.6117222, 5.6006761 50.6120822, 5.6008296 50.6121651, 5.6010161 50.6122711)",,,
353144545,,False,,N633,Rue de la Vaussale,secondary,30,False,33.3,"LINESTRING (5.5996463 50.6115583, 5.5995853 50.6115165, 5.59951 50.6114273, 5.5994637 50.6113569, 5.5994753 50.6112923)",,,
32938290,,True,,,Rue Burton,residential,50,False,87.36500000000001,"LINESTRING (5.6010468 50.6108635, 5.6010627 50.6104809, 5.601233 50.6100927)",,,
28854650,,True,,,Rue Ferdinand Desoer,residential,50,False,22.744,"LINESTRING (5.601233 50.6100927, 5.6010574 50.6100294, 5.6009656 50.60998)",,,
55688253,,True,,,Rue Ovide Decroly,residential,50,False,117.76400000000001,"LINESTRING (5.5984204 50.6103747, 5.5982412 50.6104557, 5.5971102 50.6110304)",,,
82435542,,False,,,Rue Triolet,residential,50,True,128.31,"LINESTRING (5.5984204 50.6103747, 5.5985137 50.6103314, 5.5996945 50.609951, 5.5999608 50.6098631, 5.6000279 50.6098374)",,,
82435542,,False,,,Rue Triolet,residential,50,False,62.925,"LINESTRING (5.6012232 50.6092208, 5.6008545 50.6094393, 5.6005451 50.6095871)",,,
52907880,,True,,,Rue du Vallon,residential,30,False,29.317,"LINESTRING (5.589054 50.6123266, 5.5890945 50.612589)",,,
353144601,,False,,,Rue du Vallon,residential,30,False,20.817,"LINESTRING (5.589054 50.6123266, 5.5887824 50.6123997)",,,
58609377,,False,,,Rue du Vallon,residential,30,True,100.65,"LINESTRING (5.589054 50.6123266, 5.5896682 50.612159, 5.5903702 50.6119778)",,,
52907878,,True,,,Rue Sous le Bois,residential,30,False,31.225,"LINESTRING (5.5890945 50.612589, 5.588958 50.6125466, 5.5887824 50.6123997)",,,
52907880,,True,,,Rue du Vallon,residential,30,False,98.187,"LINESTRING (5.5890945 50.612589, 5.589148 50.6127731, 5.5892491 50.6132858, 5.5892833 50.6134636)",,,
1237753694,,True,1,,Rue Vaudrée,residential,30,False,48.757999999999996,"LINESTRING (5.5892833 50.6134636, 5.5893867 50.6134609, 5.5894929 50.6134797, 5.5898121 50.6134604, 5.5899678 50.6134495)",,,
52907884,,False,,,Rue du Prince Régent,residential,50,False,54.334,"LINESTRING (5.5971102 50.6110304, 5.5976016 50.6114066)",,,
55688253,,True,,,Rue Ovide Decroly,residential,50,False,63.783,"LINESTRING (5.5971102 50.6110304, 5.5964176 50.611399)",,,
668297357,,True,,,Rue Ovide Decroly,residential,50,False,47.945,"LINESTRING (5.5959323 50.6115946, 5.5952854 50.6117265)",,,
52907884,,False,,,Rue du Prince Régent,residential,50,True,54.334,"LINESTRING (5.5976016 50.6114066, 5.5971102 50.6110304)",,,
52907886,,False,,,Rue de Grâce-Berleur,residential,50,False,77.186,"LINESTRING (5.5976016 50.6114066, 5.5984326 50.6109552)",,,
52907884,,False,,,Rue du Prince Régent,residential,50,False,85.08800000000001,"LINESTRING (5.5976016 50.6114066, 5.5979226 50.6116993, 5.5979946 50.6117479, 5.5983557 50.6119434, 5.5984049 50.6119695)",,,
