osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
857754756,N671,Rue du Roi Albert,secondary,50,False,False,50.48,"LINESTRING (5.6492364 50.7061659, 5.6492427 50.7062196, 5.6493416 50.7065264, 5.649367 50.7066119)",,
857754756,N671,Rue du Roi Albert,secondary,50,False,True,13.559999999999999,"LINESTRING (5.6492364 50.7061659, 5.6492344 50.7061071, 5.6492532 50.7060451)",,
"[893774208, 893774209, 813383947]",,Rue Curé Labie,residential,,False,False,188.10799999999998,"LINESTRING (5.6492364 50.7061659, 5.649097 50.7061921, 5.6488844 50.7062328, 5.6488265 50.7062244, 5.6485363 50.7062762, 5.6484858 50.7063076, 5.6484768 50.7063544, 5.6485271 50.7064483, 5.6485298 50.7064848, 5.6485135 50.706518, 5.6484696 50.7065762, 5.6483788 50.7066778, 5.6483166 50.7067175, 5.6482286 50.7067528, 5.6481886 50.7067862, 5.6481663 50.7068272, 5.6481634 50.7068758, 5.6483985 50.7073854)",building_passage,
893781085,N671,Rue du Roi Albert,secondary,50,False,False,69.959,"LINESTRING (5.6493988 50.707019, 5.6493413 50.7070965, 5.6492714 50.7071601, 5.6492025 50.7072068, 5.6490935 50.7072574, 5.6488528 50.7073093, 5.6486163 50.7073512)",,
893781086,N671,Rue du Roi Albert,secondary,50,False,True,45.730999999999995,"LINESTRING (5.6493988 50.707019, 5.649426 50.7069266, 5.6494159 50.7068095, 5.649367 50.7066119)",,
55954300,,Rue du Tiège,residential,,False,False,153.018,"LINESTRING (5.6423011 50.7096098, 5.6422819 50.7096805, 5.6422153 50.709729, 5.641705 50.7099259, 5.6405488 50.7103803)",,
150785312,,Avenue Reine Astrid,tertiary,,False,False,104.58,"LINESTRING (5.6423011 50.7096098, 5.6421286 50.7096259, 5.6417719 50.7096354, 5.6414109 50.7096286, 5.6409107 50.7096118, 5.6408191 50.7096084)",,
150785312,,Avenue Reine Astrid,tertiary,,False,True,113.476,"LINESTRING (5.6423011 50.7096098, 5.6426153 50.7095565, 5.6428541 50.7094954, 5.6431703 50.7093848, 5.6435063 50.7092692, 5.6436098 50.7092554, 5.6437889 50.7092609)",,
240638090,N671,Rue du Roi Albert,secondary,50,False,False,114.757,"LINESTRING (5.6455193 50.7108932, 5.6457623 50.7111404, 5.6459799 50.7113381, 5.6461037 50.7114429, 5.6462276 50.7115476, 5.6464698 50.7117298)",,
893781083,N671,Rue du Roi Albert,secondary,,False,True,78.27000000000001,"LINESTRING (5.6455193 50.7108932, 5.6454068 50.7107745, 5.6449841 50.7102764)",,
150785315,,Rue d'Heure-le-Romain,residential,50,False,False,160.379,"LINESTRING (5.6433269 50.7107613, 5.6434611 50.7104087, 5.6435217 50.7101138, 5.6436107 50.7097236, 5.6436374 50.7096618, 5.6437023 50.709587, 5.6437989 50.7094908, 5.6438924 50.7093812)",,
893774196,,Rue Haute Voie,residential,,False,False,66.766,"LINESTRING (5.6433269 50.7107613, 5.6434027 50.7107956, 5.6434569 50.7108335, 5.6437651 50.7112833)",,
893781081,,Rue d'Heure-le-Romain,residential,50,False,True,165.38,"LINESTRING (5.6433269 50.7107613, 5.6432479 50.7109071, 5.6428919 50.7115487, 5.6426458 50.7118949, 5.6424357 50.7121338)",,
150785315,,Rue d'Heure-le-Romain,residential,50,False,True,160.379,"LINESTRING (5.6438924 50.7093812, 5.6437989 50.7094908, 5.6437023 50.709587, 5.6436374 50.7096618, 5.6436107 50.7097236, 5.6435217 50.7101138, 5.6434611 50.7104087, 5.6433269 50.7107613)",,
893781082,N671,,secondary,,True,False,15.934000000000001,"LINESTRING (5.6438924 50.7093812, 5.6438564 50.7093639, 5.6438269 50.7093421, 5.6438052 50.709317, 5.6437924 50.7092895, 5.6437889 50.7092609)",,roundabout
150785312,,Avenue Reine Astrid,tertiary,,False,False,113.476,"LINESTRING (5.6437889 50.7092609, 5.6436098 50.7092554, 5.6435063 50.7092692, 5.6431703 50.7093848, 5.6428541 50.7094954, 5.6426153 50.7095565, 5.6423011 50.7096098)",,
150785313,N671,,secondary,,True,False,17.628,"LINESTRING (5.6437889 50.7092609, 5.6437962 50.7092295, 5.6438148 50.7092001, 5.6438437 50.7091742, 5.6438812 50.7091532, 5.6439254 50.7091383)",,roundabout
"[150785318, 150785319]",N671,Rue du Roi Albert,secondary,50,False,True,294.662,"LINESTRING (5.6441429 50.7091617, 5.644251 50.7090861, 5.6443288 50.7090217, 5.6445001 50.7088922, 5.6445586 50.7088609, 5.6447239 50.708774, 5.6448399 50.7087321, 5.6448579 50.7087246, 5.6456281 50.708413, 5.645795 50.7083464, 5.6460154 50.7082584, 5.6462758 50.7081495, 5.6469564 50.7078554, 5.6475134 50.7076146)",,
353258308,N671,,secondary,,True,False,26.114999999999995,"LINESTRING (5.6441429 50.7091617, 5.6441747 50.7091831, 5.6441984 50.7092083, 5.6442131 50.7092361, 5.6442179 50.7092653, 5.6442128 50.7092945, 5.6441979 50.7093223, 5.6441739 50.7093474, 5.6441419 50.7093687)",,roundabout
150785313,N671,,secondary,,True,False,16.282,"LINESTRING (5.6439254 50.7091383, 5.6439701 50.7091307, 5.6440163 50.7091293, 5.6440619 50.7091342, 5.6441047 50.7091452, 5.6441429 50.7091617)",,roundabout
150785314,,Rue Visé-Voie,residential,30,False,False,176.502,"LINESTRING (5.6439254 50.7091383, 5.6438389 50.7090408, 5.6437384 50.7089146, 5.6433956 50.708538, 5.6431721 50.7083275, 5.6428619 50.7081016, 5.6425902 50.7079201, 5.6424855 50.7078502)",,
150785317,N671,Rue du Roi Albert,secondary,,False,False,117.485,"LINESTRING (5.6441419 50.7093687, 5.6442509 50.7094404, 5.6445346 50.7097263, 5.6449013 50.7101765, 5.6449841 50.7102764)",,
353258306,N671,,secondary,,True,False,18.764,"LINESTRING (5.6441419 50.7093687, 5.6440972 50.7093871, 5.6440468 50.709398, 5.6439936 50.7094006, 5.6439411 50.7093949, 5.6438924 50.7093812)",,roundabout
53018507,,Rue du Chêne,residential,,False,False,83.362,"LINESTRING (5.6418926 50.7074638, 5.6416713 50.7075334, 5.6408442 50.7078119)",,
53018508,,Rue Jean Hubin,residential,,False,True,347.38599999999997,"LINESTRING (5.6418926 50.7074638, 5.642197 50.7073579, 5.6439697 50.7068024, 5.6442823 50.7067089, 5.6445367 50.7066321, 5.6454751 50.7063295, 5.6459329 50.706172, 5.6462925 50.7060521)",,
150785314,,Rue Visé-Voie,residential,30,False,False,117.522,"LINESTRING (5.6418926 50.7074638, 5.6415831 50.7073367, 5.6410271 50.7071176, 5.6407381 50.7070083, 5.6405152 50.7069354, 5.6404639 50.7069187)",,
150785314,,Rue Visé-Voie,residential,30,False,True,59.924,"LINESTRING (5.6418926 50.7074638, 5.6420112 50.7075356, 5.6420616 50.7075663, 5.6424855 50.7078502)",,
43112239,,Rue Perreau,residential,,False,True,84.88,"LINESTRING (5.6487378 50.7053779, 5.6488441 50.7055667, 5.6489593 50.7057647, 5.6490298 50.7058863, 5.6490818 50.7059618, 5.64914 50.7060085, 5.6492532 50.7060451)",,
"[53018508, 857754766]",,Rue Jean Hubin,residential,,False,False,189.007,"LINESTRING (5.6487378 50.7053779, 5.6485761 50.7054114, 5.6475689 50.7056151, 5.6474817 50.7056312, 5.6472164 50.7056981, 5.6471622 50.7057171, 5.6470062 50.7057718, 5.6464733 50.7059856, 5.6462925 50.7060521)",,
150785314,,Rue Visé-Voie,residential,30,False,True,4.07,"LINESTRING (5.6404156 50.7068986, 5.6404639 50.7069187)",,
848609909,,Rue Jules Destrée,residential,,False,False,180.274,"LINESTRING (5.6404156 50.7068986, 5.6425794 50.7060322)",,
150785314,,Rue Visé-Voie,residential,30,False,False,106.27,"LINESTRING (5.6404156 50.7068986, 5.6400403 50.7067702, 5.6398727 50.7066715, 5.6396677 50.7064889, 5.6394484 50.7062044)",,
