osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,junction
25552633,True,trunk_link,False,286.129,"LINESTRING (5.5468816 50.5872584, 5.5467381 50.587435, 5.546187 50.5878483, 5.5445131 50.5890825, 5.5444134 50.589156, 5.544284 50.589225)",,,,,,
326492939,True,trunk,False,522.669,"LINESTRING (5.5468816 50.5872584, 5.5465253 50.5874768, 5.5456875 50.5880239, 5.5446685 50.5886835, 5.5442257 50.5889817, 5.5439196 50.5892094, 5.5435499 50.5895174, 5.5430976 50.5900112, 5.5427903 50.5904846, 5.5425076 50.590972)",2,N63,Chaussée du Sart Tilman,120,,
25552623,False,tertiary,True,19.52,"LINESTRING (5.543674 50.5888883, 5.5434632 50.5887747)",2,,Avenue du Beau Site,,,
"[28690195, 142831019, 28690196]",False,tertiary,False,57.062999999999995,"LINESTRING (5.543674 50.5888883, 5.543773 50.5889436, 5.5442024 50.5891794, 5.544284 50.589225)",2,,Avenue du Beau Site,,yes,
142831022,True,trunk_link,False,316.655,"LINESTRING (5.543674 50.5888883, 5.543782 50.588806, 5.5443555 50.5883719, 5.544897 50.5880016, 5.5455224 50.5877129, 5.5462755 50.5874043, 5.5468326 50.5871236, 5.5470449 50.5870427)",,,,,,
"[28690195, 28690196, 142831019]",False,tertiary,True,57.062999999999995,"LINESTRING (5.544284 50.589225, 5.5442024 50.5891794, 5.543773 50.5889436, 5.543674 50.5888883)",2,,Avenue du Beau Site,,yes,
142831021,True,trunk_link,False,232.04999999999998,"LINESTRING (5.544284 50.589225, 5.5442444 50.5892966, 5.543696 50.5897376, 5.5432406 50.5901714, 5.5426654 50.5908431, 5.5425076 50.590972)",1,,,,,
"[25552659, 611979903]",True,trunk_link,False,258.48600000000005,"LINESTRING (5.5422446 50.5911633, 5.5422132 50.5910223, 5.5424351 50.5904426, 5.5426642 50.5899836, 5.5428504 50.5896754, 5.5430713 50.5894034, 5.5433337 50.5891642, 5.5435051 50.5890252)","['1', '2']",,,,,
"[175901824, 143758722]",True,trunk,False,579.025,"LINESTRING (5.5422446 50.5911633, 5.5426604 50.5904609, 5.5429356 50.5900088, 5.5432025 50.5896805, 5.5434491 50.5894384, 5.5438024 50.5891253, 5.5441497 50.5888709, 5.5456209 50.5879627, 5.5470449 50.5870427)","['2', '3']",N63,Chaussée du Sart Tilman,120,,
28690115,False,tertiary,False,46.003,"LINESTRING (5.5427499 50.5883824, 5.542644 50.5883576, 5.5425248 50.5883291, 5.5423699 50.588313, 5.5421179 50.5882908)",,,Avenue du Beau Site,,,
303305684,True,tertiary,False,15.584,"LINESTRING (5.5427499 50.5883824, 5.5427907 50.5883589, 5.542841 50.5883444, 5.5428958 50.5883403, 5.54295 50.5883471)",,,Avenue du Centenaire,,,roundabout
28690124,False,tertiary,False,21.816,"LINESTRING (5.5421186 50.5890909, 5.5420612 50.5891466, 5.5419631 50.5892603)",,,Avenue du Centenaire,50,,
28690124,False,tertiary,True,62.025000000000006,"LINESTRING (5.5421186 50.5890909, 5.5422036 50.5890184, 5.542321 50.5889148, 5.5424471 50.5888096, 5.5426579 50.5886509)",,,Avenue du Centenaire,50,,
131757046,False,living_street,False,60.198,"LINESTRING (5.5421186 50.5890909, 5.5427216 50.5893032, 5.5428655 50.5893521)",,,Avenue du Centenaire,,,
28690124,False,tertiary,False,65.575,"LINESTRING (5.5394531 50.5933351, 5.5393103 50.5934851, 5.5391245 50.5936802, 5.5389591 50.5938343)",,,Avenue du Centenaire,50,,
