osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,access
38922060,Sint-Maternuswal,primary,50,True,False,13.371,2,R72,"LINESTRING (5.4621262 50.7829941, 5.4623082 50.783029)",
243284575,Bilzersteenweg,secondary,30,False,True,7.914,,N730,"LINESTRING (5.4621262 50.7829941, 5.462112 50.7830647)",
"[1016561219, 39877895]",de Tieckenstraat,residential,30,True,False,84.55,,,"LINESTRING (5.4621262 50.7829941, 5.462141 50.7828852, 5.4621495 50.7828321, 5.4621596 50.7826379, 5.4622445 50.7822381)",
505273868,Bilzersteenweg,secondary,30,False,True,12.637,2,N730,"LINESTRING (5.4621723 50.7836353, 5.4621864 50.7837486)",
9703176,Bilzersteenweg,secondary,30,False,False,63.61800000000001,3,N730,"LINESTRING (5.4621723 50.7836353, 5.4621245 50.7833076, 5.4621148 50.7831577, 5.462112 50.7830647)",
30053296,Nevenstraat,residential,50,False,True,83.66100000000002,,,"LINESTRING (5.4621723 50.7836353, 5.4622822 50.7836126, 5.4624449 50.7835663, 5.4624971 50.7835514, 5.462636 50.7835223, 5.4627659 50.7835189, 5.4631552 50.7834963, 5.4632333 50.7834712, 5.4633152 50.7834599)",
21332239,de Schaetzengaarde,residential,50,True,False,147.675,,,"LINESTRING (5.458868 50.7776269, 5.4587942 50.7776677, 5.4580448 50.7780088, 5.4577237 50.7781276, 5.4573763 50.7782221, 5.4570577 50.7782732)",
245328791,Koninksemsteenweg,tertiary,50,False,True,62.209999999999994,,,"LINESTRING (5.458868 50.7776269, 5.4590464 50.7777075, 5.4594661 50.7778941, 5.4595894 50.7779508)",
20744717,Maastrichterstraat,primary,30,True,False,10.039,1,,"LINESTRING (5.4706655 50.7832002, 5.4705391 50.7831582)",
29202545,Leopoldwal,primary,50,False,False,15.443,2,R72,"LINESTRING (5.4706655 50.7832002, 5.4707609 50.7830751)",
217152956,Achttiende - Oogstwal,primary,50,False,False,19.123,2,R72,"LINESTRING (5.4706655 50.7832002, 5.4705902 50.783284, 5.4705263 50.7833479)",
"[25449620, 148819078]",Kielenstraat,residential,30,True,False,177.76600000000002,,,"LINESTRING (5.4655305 50.7818314, 5.4656469 50.7817304, 5.4657137 50.781678, 5.4657765 50.7816341, 5.4659492 50.7815255, 5.4660875 50.7814534, 5.466278 50.7813739, 5.4666138 50.7812673, 5.4676171 50.7809762)",
148819441,Maastrichterstraat,residential,30,True,False,183.742,,,"LINESTRING (5.4655305 50.7818314, 5.4657285 50.781945, 5.4658824 50.7820296, 5.4659944 50.7820702, 5.4668419 50.7823471, 5.4671473 50.7824175, 5.4676594 50.7825327, 5.4678464 50.7825557)",
20748917,Kloosterstraat,residential,30,True,False,90.36,,,"LINESTRING (5.4648108 50.7816074, 5.4648802 50.7811993, 5.4647962 50.7811669, 5.4642938 50.7810458)",
148819238,Maastrichterstraat,residential,30,True,False,56.951,,,"LINESTRING (5.4648108 50.7816074, 5.4649989 50.7816355, 5.465174 50.7816901, 5.4654319 50.7817836, 5.4655305 50.7818314)",
1008949980,Maastrichterstraat,residential,30,True,False,39.829,,,"LINESTRING (5.4639499 50.7814001, 5.4640003 50.7814364, 5.4640165 50.781448, 5.4640688 50.7814674, 5.4641599 50.7814974, 5.4644434 50.7815637)",
20744584,Maastrichterstraat,residential,30,True,False,55.845,,,"LINESTRING (5.4634153 50.7810491, 5.4634544 50.7810449, 5.4634937 50.7810548, 5.4637349 50.7812212, 5.4639009 50.7813593, 5.4639499 50.7814001)",
"[505273864, 38931673, 26291389, 38931606]","['Stadhuisplein', 'Grote Markt', 'Vlasmarkt']",residential,30,True,False,138.489,,,"LINESTRING (5.4634153 50.7810491, 5.4634216 50.7809838, 5.4634207 50.7808896, 5.4634532 50.7807747, 5.4635384 50.7806579, 5.4637152 50.7805252, 5.4637394 50.780506, 5.4641619 50.780217, 5.4643272 50.7801345, 5.4644585 50.7800539)",
25586780,Riddersstraat,residential,30,True,False,61.323,,,"LINESTRING (5.4676171 50.7809762, 5.4670395 50.7806739, 5.4669372 50.7806314)",
26291869,Predikherenstraat,residential,30,False,False,103.057,,,"LINESTRING (5.4676171 50.7809762, 5.4677632 50.7810374, 5.4686547 50.7814675, 5.468792 50.78153)",
256920065,Kielenstraat,residential,30,True,False,222.239,,,"LINESTRING (5.4700597 50.7797164, 5.4694253 50.7800231, 5.4689524 50.7803314, 5.4683258 50.7806733, 5.4676171 50.7809762)",
651728104,Kielenstraat,residential,30,True,False,80.717,,,"LINESTRING (5.4709758 50.7792835, 5.4706617 50.779462, 5.4705007 50.7795443, 5.4703862 50.7795961, 5.4700597 50.7797164)",
20744948,Sint-Catharinastraat,residential,30,True,False,42.619,,,"LINESTRING (5.4683107 50.7793604, 5.4688868 50.7794796)",
20744948,Sint-Catharinastraat,residential,30,True,False,19.181,,,"LINESTRING (5.4680483 50.7793132, 5.4683107 50.7793604)",
20748560,Slachthuisstraat,residential,30,False,False,21.67,,,"LINESTRING (5.4680483 50.7793132, 5.4680586 50.7792899, 5.4681478 50.7791288)",
25586870,Koolkuil,residential,30,True,False,97.042,,,"LINESTRING (5.4670636 50.7791435, 5.4664377 50.7791528, 5.4663228 50.7791406, 5.4662063 50.7791028, 5.4658176 50.7788973)",
651727996,Corversstraat,residential,30,True,False,108.81500000000001,,,"LINESTRING (5.4670636 50.7791435, 5.4672626 50.7789386, 5.4673503 50.7788241, 5.4674464 50.7787273, 5.4678203 50.7784147, 5.4679054 50.7783249)",
1008949978,Sint-Catharinastraat,residential,30,True,False,71.93900000000001,,,"LINESTRING (5.4670636 50.7791435, 5.4673449 50.7791708, 5.4680483 50.7793132)",
20746471,Plein,residential,30,True,False,56.230999999999995,,,"LINESTRING (5.4631833 50.7792721, 5.4632023 50.7791973, 5.4632077 50.779172, 5.4632297 50.7790538, 5.4632487 50.7789801, 5.463286 50.7789026, 5.463326 50.7788437, 5.4633878 50.778791)",
"[25603824, 1085967068, 25449902, 256920063]","['Grote Markt', 'Plein', 'Hondsstraat']",residential,30,True,False,220.809,1,,"LINESTRING (5.4631833 50.7792721, 5.4632501 50.7793026, 5.4633017 50.779362, 5.4633371 50.7794029, 5.4634696 50.7795439, 5.4635051 50.7795851, 5.4634974 50.7796345, 5.4634793 50.7796836, 5.4633789 50.779893, 5.4633704 50.7799146, 5.463283 50.7801367, 5.4631732 50.7801189, 5.4630593 50.7800872, 5.462731 50.7799372, 5.4625429 50.7798474, 5.4622493 50.7797546, 5.4618953 50.7795943)",
20745893,Hemelingenstraat,residential,30,True,False,84.104,,,"LINESTRING (5.4622445 50.7822381, 5.461066 50.7821082)",
256920064,Hemelingenstraat,residential,30,True,False,157.24599999999998,,,"LINESTRING (5.4622445 50.7822381, 5.4622937 50.7821114, 5.4623701 50.7819968, 5.4626122 50.7817315, 5.46271 50.7816132, 5.4628362 50.7815079, 5.4631249 50.781297, 5.4634153 50.7810491)",
41381217,Hemelingenstraat,residential,30,False,False,21.524,,,"LINESTRING (5.461066 50.7821082, 5.4609109 50.7821557, 5.4607901 50.7821921)",
155326063,Nieuwstraat,residential,30,False,False,200.603,,,"LINESTRING (5.461066 50.7821082, 5.4609321 50.7818608, 5.4609066 50.781783, 5.4609015 50.781699, 5.4611075 50.7813354, 5.4613621 50.7809974, 5.461409 50.7809352, 5.4614907 50.7808587, 5.4615336 50.7808207, 5.4616663 50.7807531, 5.4618653 50.7806565, 5.46194 50.7806028, 5.4619888 50.780537)",
20872928,Kleine Hondsstraat,residential,30,True,False,55.568,,,"LINESTRING (5.4607498 50.7790589, 5.4611405 50.7786245)",
20872919,Hondsstraat,residential,30,False,False,25.81,,,"LINESTRING (5.4607498 50.7790589, 5.4604988 50.7789499, 5.4604362 50.7789498)",
20872919,Hondsstraat,residential,30,False,True,100.155,,,"LINESTRING (5.4607498 50.7790589, 5.4614997 50.7794077, 5.4618953 50.7795943)",
20746303,Jekerstraat,residential,30,True,False,116.41199999999999,,,"LINESTRING (5.4615236 50.7787514, 5.4615245 50.7787156, 5.4615374 50.7786427, 5.4618027 50.7782257, 5.4621605 50.777793)",
29202462,Putstraat,residential,30,True,False,130.75,,,"LINESTRING (5.4615236 50.7787514, 5.4618711 50.7788608, 5.4620677 50.7789281, 5.4621551 50.7789611, 5.4623638 50.7790256, 5.4625589 50.7790998, 5.4628577 50.7791986, 5.4630058 50.7792471, 5.4630927 50.7792625, 5.4631833 50.7792721)",
20746210,Putstraat,residential,50,False,True,10.713,,,"LINESTRING (5.4604051 50.7782733, 5.4602869 50.7782125)",
25494743,Elisabethwal,residential,50,True,False,11.422,1,,"LINESTRING (5.4604051 50.7782733, 5.4604083 50.778376)",
28304791,Putstraat,residential,30,True,False,21.924,,,"LINESTRING (5.4604051 50.7782733, 5.4604732 50.7783145, 5.4606576 50.7783875)",
20746303,Jekerstraat,residential,30,True,False,12.259,,,"LINESTRING (5.4621605 50.777793, 5.4622516 50.777699)",
20746634,Regulierenplein,residential,30,True,False,66.585,,,"LINESTRING (5.4621605 50.777793, 5.4621036 50.7777726, 5.4613364 50.777498)",
25467652,Luikerstraat,residential,30,True,False,123.85,,,"LINESTRING (5.463215 50.7767602, 5.46304 50.7766701, 5.4628935 50.7766012, 5.4626632 50.7765114, 5.4623456 50.7764209, 5.4618334 50.7762742, 5.4616645 50.7762539)",
20746713,Albertwal,residential,50,True,False,119.28299999999999,1,,"LINESTRING (5.4616645 50.7762539, 5.4615891 50.7763243, 5.4615829 50.7763304, 5.4614283 50.7764823, 5.4612448 50.7766626, 5.4611952 50.7767139, 5.461149 50.7767788, 5.4609972 50.7769522, 5.4608978 50.7770789, 5.4608246 50.7771836)",
245328796,Luikerstraat,residential,50,True,False,22.935000000000002,,,"LINESTRING (5.4616645 50.7762539, 5.4615105 50.7762466, 5.4614401 50.7762407, 5.4613395 50.7762374)",
20746450,Looiersstraat,residential,30,True,False,71.732,,,"LINESTRING (5.4641442 50.7770252, 5.4633464 50.7768079, 5.463215 50.7767602)",
20746450,Looiersstraat,residential,30,True,False,88.717,,,"LINESTRING (5.4653375 50.7772831, 5.4651879 50.7772415, 5.4641442 50.7770252)",
38820538,Looiersstraat,residential,30,True,False,25.862000000000002,,,"LINESTRING (5.4656934 50.7773343, 5.4655782 50.7773314, 5.4653375 50.7772831)",
30052389,Albertwal,residential,50,True,False,112.786,1,,"LINESTRING (5.4607495 50.7772868, 5.4606781 50.777388, 5.4606217 50.777516, 5.4605218 50.777769, 5.4604851 50.7779161, 5.4604407 50.7781523, 5.4604051 50.7782733)",
20746634,Regulierenplein,residential,30,True,False,47.487,,,"LINESTRING (5.4613364 50.777498, 5.460818 50.777309, 5.4607495 50.7772868)",
20747096,Minderbroedersstraat,residential,30,True,False,59.705000000000005,,,"LINESTRING (5.4648801 50.7785841, 5.464763 50.7785611, 5.4646207 50.7785344, 5.4642868 50.778403, 5.4641914 50.7783626, 5.4641333 50.7783379)",
27190575,Piepelpoel,residential,30,True,False,81.298,,,"LINESTRING (5.4649084 50.7797429, 5.4651346 50.7799413, 5.4652034 50.7800097, 5.4652984 50.7800764, 5.4654746 50.7801563, 5.4657111 50.780254)",
38578762,Wijngaardstraat,residential,30,True,False,113.781,,,"LINESTRING (5.4649084 50.7797429, 5.4651304 50.7795516, 5.4652443 50.7794434, 5.4652946 50.7793862, 5.4654374 50.7792428, 5.4656178 50.7790677, 5.4658176 50.7788973)",
21337950,Kastanjewal,residential,30,True,False,74.144,,,"LINESTRING (5.4668668 50.7779347, 5.4660124 50.7775439)",
"[29202505, 743141250]",Kastanjewal,residential,30,False,False,84.955,,,"LINESTRING (5.4668668 50.7779347, 5.4673372 50.7781189, 5.4678454 50.7783037, 5.4679054 50.7783249)",
20748507,Repenstraat,residential,30,True,False,175.49699999999999,,,"LINESTRING (5.4669372 50.7806314, 5.4674575 50.780392, 5.4676026 50.7802816, 5.4677636 50.7801279, 5.4679883 50.7798737, 5.4681172 50.7796685, 5.4683107 50.7793604)",
"[880648329, 27190564]","['Riddersstraat', 'Piepelpoel']",residential,30,True,False,96.35900000000001,,,"LINESTRING (5.4669372 50.7806314, 5.4666062 50.7805628, 5.4663051 50.7804622, 5.4660102 50.7803479, 5.4659289 50.7803177, 5.4658476 50.7803029, 5.4657111 50.780254)",
26291869,Predikherenstraat,residential,30,False,True,103.057,,,"LINESTRING (5.468792 50.78153, 5.4686547 50.7814675, 5.4677632 50.7810374, 5.4676171 50.7809762)",
148819077,Clarissenstraat,residential,30,False,True,158.71200000000002,,,"LINESTRING (5.468792 50.78153, 5.4690098 50.7815777, 5.4691267 50.781607, 5.4694037 50.7816765, 5.4695021 50.7816989, 5.4709203 50.7820051)",
729373696,Schuttersgang,living_street,20,False,False,67.309,,,"LINESTRING (5.4652447 50.7825964, 5.4648662 50.7831293, 5.4648525 50.7831486)",
729377504,Sint-Lutgartstraat,residential,30,False,False,15.591,,,"LINESTRING (5.4660124 50.7775439, 5.465882 50.7776573)",
21337950,Kastanjewal,residential,30,True,False,33.711,,,"LINESTRING (5.4660124 50.7775439, 5.4657948 50.7774624, 5.4656934 50.7773343)",
20748150,Bulkerstraat,residential,30,True,False,39.434,,,"LINESTRING (5.4638676 50.7773335, 5.4640225 50.7771723, 5.4641442 50.7770252)",
20748150,Bulkerstraat,residential,30,True,False,122.295,,,"LINESTRING (5.4628119 50.7782017, 5.4629018 50.7781309, 5.4633662 50.7776692, 5.4636048 50.7775023, 5.4638676 50.7773335)",
25467603,Muntstraat,residential,30,True,False,64.651,,,"LINESTRING (5.4628119 50.7782017, 5.4626029 50.7780458, 5.4622006 50.7778159, 5.4621605 50.777793)",
26291597,Corversstraat,residential,30,True,False,37.654,,,"LINESTRING (5.466734 50.7794104, 5.4670636 50.7791435)",
256920062,Agnetenberg,residential,,False,False,59.466,,,"LINESTRING (5.466734 50.7794104, 5.4670017 50.7795534, 5.4671712 50.7796356, 5.4673433 50.7797063, 5.4674075 50.7797326)",
"[38820976, 38820975]",Kastanjewal,residential,30,False,False,65.365,,,"LINESTRING (5.4679054 50.7783249, 5.4680355 50.7783698, 5.4681395 50.7784012, 5.4683792 50.7784686, 5.4685148 50.7785057, 5.4687518 50.7785671)",
"[29202505, 743141250]",Kastanjewal,residential,30,False,True,84.955,,,"LINESTRING (5.4679054 50.7783249, 5.4678454 50.7783037, 5.4673372 50.7781189, 5.4668668 50.7779347)",
"[38820865, 38820573]",Sint-Ursulastraat,residential,30,True,False,38.049,,,"LINESTRING (5.4684224 50.7786825, 5.4688871 50.7787764, 5.4689377 50.778787)",
38933721,Slachthuisstraat,residential,30,False,True,46.778,,,"LINESTRING (5.4684224 50.7786825, 5.468238 50.7790111, 5.4681858 50.7790751)",
20748954,Onze-Lieve-Vrouwestraat,residential,30,True,False,46.224,,,"LINESTRING (5.4642938 50.7810458, 5.4639499 50.7814001)",
875211047,Stadhuisplein,residential,30,False,False,6.35,,,"LINESTRING (5.4642938 50.7810458, 5.4642233 50.7810101)",
28304791,Putstraat,residential,30,True,False,42.98,,,"LINESTRING (5.4606576 50.7783875, 5.4611405 50.7786245)",
20749380,Kattenstraat,residential,30,True,False,110.065,,,"LINESTRING (5.4606576 50.7783875, 5.4607362 50.7783244, 5.4608184 50.7782126, 5.4610239 50.7779253, 5.4611839 50.7776931, 5.4613364 50.777498)",
155326232,Sacramentstraat,residential,50,True,False,89.814,,,"LINESTRING (5.4690856 50.7848869, 5.4685759 50.7847041, 5.4679602 50.784505)",
687554404,Achttiende - Oogstwal,residential,50,False,True,77.77300000000001,,,"LINESTRING (5.4690856 50.7848869, 5.4691541 50.7848254, 5.4696889 50.7843007)",
"[39528751, 337726101, 38921983]",Hasseltsesteenweg,primary,"['50', '30']",False,False,172.32,"['2', '3']",N20,"LINESTRING (5.4582352 50.7831436, 5.4584269 50.7830725, 5.4589137 50.7828934, 5.4596959 50.7826055, 5.4599994 50.7824882, 5.4603458 50.7823558)",
39585909,Hasseltsesteenweg,primary,50,False,True,88.062,2,N20,"LINESTRING (5.4582352 50.7831436, 5.4580186 50.7832232, 5.4571498 50.7835389)",
30053296,Nevenstraat,residential,50,False,False,83.661,,,"LINESTRING (5.4633152 50.7834599, 5.4632333 50.7834712, 5.4631552 50.7834963, 5.4627659 50.7835189, 5.462636 50.7835223, 5.4624971 50.7835514, 5.4624449 50.7835663, 5.4622822 50.7836126, 5.4621723 50.7836353)",
"[1016561220, 38922029]",Sint-Maternuswal,residential,50,True,False,71.094,,,"LINESTRING (5.4633152 50.7834599, 5.4632254 50.7833476, 5.4630666 50.7833002, 5.4626001 50.7832208, 5.4625622 50.7831806, 5.4625216 50.7831374)",
505273868,Bilzersteenweg,secondary,30,False,False,12.637,2,N730,"LINESTRING (5.4621864 50.7837486, 5.4621723 50.7836353)",
39423175,Bilzersteenweg,secondary,30,False,True,92.565,2,N730,"LINESTRING (5.4621864 50.7837486, 5.462224 50.7838862, 5.4622958 50.7841488, 5.4624106 50.7845689)",
20871069,Keversstraat,residential,30,True,False,207.268,,,"LINESTRING (5.4603458 50.7823558, 5.4603728 50.7823991, 5.4606062 50.7827495, 5.4606901 50.7828535, 5.4607325 50.7828933, 5.4608944 50.7830369, 5.4611112 50.7831969, 5.4615082 50.7834425, 5.4619039 50.7836528, 5.462088 50.7837383, 5.4621864 50.7837486)",
337726101,Hasseltsesteenweg,primary,30,False,False,27.795,3,N20,"LINESTRING (5.4603458 50.7823558, 5.4605162 50.7822911, 5.4606881 50.7822308)",
"[38921983, 337726101, 39528751]",Hasseltsesteenweg,primary,"['30', '50']",False,True,172.32,"['2', '3']",N20,"LINESTRING (5.4603458 50.7823558, 5.4599994 50.7824882, 5.4596959 50.7826055, 5.4589137 50.7828934, 5.4584269 50.7830725, 5.4582352 50.7831436)",
20872919,Hondsstraat,residential,30,False,True,25.81,,,"LINESTRING (5.4604362 50.7789498, 5.4604988 50.7789499, 5.4607498 50.7790589)",
25494743,Elisabethwal,residential,50,True,False,74.133,1,,"LINESTRING (5.4604362 50.7789498, 5.4604301 50.7794363, 5.4604156 50.7795324, 5.460348 50.7796043)",
28304791,Putstraat,residential,30,True,False,30.467999999999996,,,"LINESTRING (5.4611405 50.7786245, 5.4613708 50.7787056, 5.4614458 50.7787332, 5.4615236 50.7787514)",
"[155326232, 40691730]",Sacramentstraat,residential,"['50', '30']",True,False,189.41799999999998,,,"LINESTRING (5.4679602 50.784505, 5.467844 50.7844692, 5.4675863 50.7843877, 5.4665764 50.7840481, 5.4665324 50.7840333, 5.4663619 50.7839782, 5.4662429 50.7839397, 5.4660557 50.783879, 5.4659121 50.7838392, 5.4657649 50.783808, 5.4655411 50.7837614)",
39423175,Bilzersteenweg,secondary,30,False,False,92.565,2,N730,"LINESTRING (5.4624106 50.7845689, 5.4622958 50.7841488, 5.462224 50.7838862, 5.4621864 50.7837486)",
346098169,Eeuwfeestwal,residential,30,True,False,34.507,,,"LINESTRING (5.4599582 50.7810727, 5.4600024 50.7809405, 5.4600681 50.7808529, 5.4601637 50.7808032)",
322931344,Sint-Truidersteenweg,primary,30,False,True,5.91,2,N79,"LINESTRING (5.4586912 50.7796902, 5.4586107 50.7796749)",
21328226,Kogelstraat,residential,50,True,False,203.52999999999997,,,"LINESTRING (5.4586912 50.7796902, 5.458721 50.7796315, 5.4595534 50.7779956, 5.4595894 50.7779508)",
"[322931344, 39663204]",Sint-Truidersteenweg,primary,"['30', '50']",False,False,109.38,2,N79,"LINESTRING (5.4586912 50.7796902, 5.4593877 50.7798203, 5.4599659 50.7799314, 5.4601817 50.779972)",
245328791,Koninksemsteenweg,tertiary,50,False,False,62.209999999999994,,,"LINESTRING (5.4595894 50.7779508, 5.4594661 50.7778941, 5.4590464 50.7777075, 5.458868 50.7776269)",
245328791,Koninksemsteenweg,tertiary,50,False,True,38.796,,,"LINESTRING (5.4595894 50.7779508, 5.4599288 50.7780968, 5.4600502 50.7781425)",
21332136,de Schaetzengaarde,residential,50,False,False,83.29599999999999,,,"LINESTRING (5.4570577 50.7782732, 5.4578464 50.7786404, 5.4580139 50.7787154)",
39585909,Hasseltsesteenweg,primary,50,False,True,13.539,2,N20,"LINESTRING (5.4571498 50.7835389, 5.4569824 50.7835991)",
21334310,Kanjelstraat,residential,50,False,False,132.619,,,"LINESTRING (5.4571498 50.7835389, 5.4571757 50.7835935, 5.4573011 50.7840476, 5.4573238 50.7841279, 5.4574299 50.7842209, 5.457666 50.7844292, 5.4579247 50.7845796)",
39585909,Hasseltsesteenweg,primary,50,False,False,88.062,2,N20,"LINESTRING (5.4571498 50.7835389, 5.4580186 50.7832232, 5.4582352 50.7831436)",
38922606,Sint-Rosastraat,residential,30,True,False,36.759,,,"LINESTRING (5.4704876 50.7792401, 5.4706274 50.7792266, 5.4708259 50.7792222, 5.4708716 50.7792281, 5.4709758 50.7792835)",
25566542,Sint-Jozefsstraat,residential,30,False,True,31.031,,,"LINESTRING (5.4698685 50.7789361, 5.4698585 50.7792151)",
27886589,Sint-Ursulastraat,residential,30,True,False,73.68599999999999,,,"LINESTRING (5.4698685 50.7789361, 5.4703679 50.778909, 5.4703904 50.778916, 5.4704876 50.7792401)",
1008949974,Sint-Ursulastraat,residential,30,True,False,48.015,,,"LINESTRING (5.4692004 50.7788467, 5.4698685 50.7789361)",
25566519,Brouwersstraat,residential,30,False,False,30.689999999999998,,,"LINESTRING (5.4692004 50.7788467, 5.4691918 50.7788731, 5.4690967 50.7790855, 5.4690963 50.7791138)",
722793856,Onder de Linde,residential,30,False,True,17.597,,,"LINESTRING (5.4679649 50.778561, 5.4681092 50.7784317)",
722794510,Sint-Ursulastraat,residential,30,True,False,34.889,,,"LINESTRING (5.4679649 50.778561, 5.4684224 50.7786825)",
1008949976,Onder de Linde,residential,30,False,False,32.255,,,"LINESTRING (5.4679649 50.778561, 5.4678243 50.7787297, 5.4677413 50.7788141)",
39423172,Maastrichterstraat,residential,30,True,False,26.284,,,"LINESTRING (5.4644434 50.7815637, 5.4648108 50.7816074)",
"[25448909, 1128509883, 1128509884, 729373693, 1128509885]",Vermeulenstraat,residential,30,False,False,190.207,,,"LINESTRING (5.4644434 50.7815637, 5.46437 50.7817073, 5.4642538 50.7818613, 5.4641855 50.7819457, 5.4639979 50.7821803, 5.4637967 50.7824428, 5.4636548 50.7826566, 5.4636477 50.7826673, 5.4633579 50.7831284)",emergency
25378406,Sint-Maternuswal,residential,50,True,False,95.034,,,"LINESTRING (5.4633579 50.7831284, 5.4638077 50.783208, 5.4641815 50.7832366, 5.4645299 50.7832387, 5.4646234 50.7832375, 5.4646891 50.7832427)",
"[25448909, 1128509883, 1128509884, 729373693, 1128509885]",Vermeulenstraat,residential,30,False,True,190.207,,,"LINESTRING (5.4633579 50.7831284, 5.4636477 50.7826673, 5.4636548 50.7826566, 5.4637967 50.7824428, 5.4639979 50.7821803, 5.4641855 50.7819457, 5.4642538 50.7818613, 5.46437 50.7817073, 5.4644434 50.7815637)",emergency
25467698,Wijngaardstraat,residential,30,True,False,46.897999999999996,,,"LINESTRING (5.4644585 50.7800539, 5.4646529 50.7799308, 5.4649084 50.7797429)",
729373689,Vlasmarkt,residential,30,False,True,31.125,,,"LINESTRING (5.4644585 50.7800539, 5.4646817 50.7802651, 5.4647059 50.780286)",
25448986,Graanmarkt,residential,30,False,False,18.991999999999997,,,"LINESTRING (5.4651167 50.7805425, 5.4650935 50.7805508, 5.4648922 50.7806374)",
25448987,Koppelkist,residential,30,True,False,40.934,,,"LINESTRING (5.4651167 50.7805425, 5.464797 50.7803729, 5.4647059 50.780286)",
"[38820928, 25449592]",Vrijthof,residential,30,False,True,56.717,,,"LINESTRING (5.4651167 50.7805425, 5.4651322 50.7805491, 5.4651802 50.7805703, 5.4657111 50.780254)",
21328161,Watertorenstraat,residential,30,True,False,155.35799999999998,,,"LINESTRING (5.4580525 50.7804523, 5.4581322 50.7804696, 5.4587553 50.7805916, 5.4591342 50.7806813, 5.4592663 50.7807289, 5.4593656 50.7807842, 5.4595198 50.7808917, 5.4596844 50.7810236, 5.4598408 50.7810677, 5.4599582 50.7810727)",
25449548,Sint-Jansstraat,residential,30,True,False,11.491,,,"LINESTRING (5.4633878 50.778791, 5.463516 50.7787269)",
25467603,Muntstraat,residential,30,True,False,77.315,,,"LINESTRING (5.4633878 50.778791, 5.4633566 50.7787393, 5.4631128 50.7784622, 5.4630516 50.7783995, 5.4629751 50.7783355, 5.4628119 50.7782017)",
