osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,access
31859633,Rue Joseph Wauters,tertiary,False,False,5.543,"LINESTRING (4.2824708 50.4741224, 4.2824395 50.4740767)",,,,,
89520156,Rue Paul Pastur,residential,True,False,135.428,"LINESTRING (4.2824708 50.4741224, 4.28259 50.474116, 4.2835919 50.4740712, 4.2838185 50.4740755, 4.2838335 50.4740755, 4.2843815 50.4740749)",,,,,
868640864,Rue du Chêne,tertiary,False,False,61.423,"LINESTRING (4.2766326 50.4755108, 4.2772908 50.4751507)",,,,,
89526982,Rue Pastur,residential,False,True,453.854,"LINESTRING (4.2766326 50.4755108, 4.2787823 50.4753404, 4.2793938 50.4752821, 4.2795474 50.4752633, 4.279701 50.4752396, 4.2797999 50.4752235, 4.2799014 50.4752058, 4.2800166 50.4751821, 4.280114 50.4751559, 4.2802202 50.4751226, 4.2803298 50.475075, 4.2810033 50.4747518, 4.2814145 50.4745545, 4.2821067 50.4742264, 4.2824395 50.4740767)",,,,,
436356628,Rue de la Hestre,secondary,False,True,17.905,"LINESTRING (4.2747055 50.4675552, 4.2744531 50.467566)",2,N583,50,,
868640853,Rue de la Hestre,secondary,False,False,9.998,"LINESTRING (4.2747055 50.4675552, 4.2748467 50.4675525)",,N583,,,
665423881,,residential,True,False,15.965,"LINESTRING (4.2747055 50.4675552, 4.2745909 50.4675297, 4.2745587 50.467516, 4.2745209 50.467482)",,,,,
664909400,Rue de la Station,residential,True,False,70.827,"LINESTRING (4.2757669 50.4678028, 4.2755347 50.4677396, 4.2748467 50.4675525)",,,,,
666671039,Rue des Déportés,residential,True,False,70.256,"LINESTRING (4.2757669 50.4678028, 4.2755812 50.4680835, 4.2754716 50.4682458, 4.2754078 50.4683454, 4.2753877 50.4683865)",,,,,
89520157,Rue des Brasseurs,residential,True,False,188.791,"LINESTRING (4.2837152 50.469267, 4.2838371 50.4692775, 4.284055 50.4692964, 4.2845579 50.4693687, 4.2847636 50.4694048, 4.2848995 50.4694286, 4.2851089 50.4694707, 4.285305 50.4695156, 4.2853992 50.4695368, 4.285448 50.4695478, 4.2856535 50.4696059, 4.285894 50.4696739, 4.2860244 50.4697255, 4.2860883 50.469762, 4.2861225 50.4697865, 4.2861834 50.4698338)",,,,,
