osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,access
652905164,True,1,Hoogstraat,secondary,50,False,40.302,"LINESTRING (5.498601 50.9635425, 5.498833 50.9635458, 5.4991764 50.9635444)",,,
27329794,True,1,Grotestraat,secondary,50,False,10.024,"LINESTRING (5.4980734 50.9634745, 5.4982144 50.96349)",,,
913835527,True,1,Nieuwstraat,tertiary,50,False,15.594,"LINESTRING (5.4980734 50.9634745, 5.4980928 50.9634364, 5.4981411 50.9633409)",,,
32346795,True,1,Grotestraat,residential,30,False,7.141,"LINESTRING (5.4968832 50.9635193, 5.4969725 50.9635503)",,,
1229110556,True,1,Grotestraat,secondary,50,False,16.788,"LINESTRING (5.4968832 50.9635193, 5.4968949 50.9635114, 5.4969231 50.9634924, 5.4969856 50.9634764, 5.4970982 50.9634868)",,,
32346795,True,1,Grotestraat,residential,30,False,106.66000000000001,"LINESTRING (5.4953673 50.963471, 5.4955182 50.9634727, 5.4957028 50.9634748, 5.4964593 50.9634833, 5.4965498 50.9634906, 5.4966255 50.9634967, 5.4966973 50.9634964, 5.4967744 50.9634971, 5.4968832 50.9635193)",,,
204049754,False,2,Steeneikstraat,residential,30,True,125.501,"LINESTRING (5.4953673 50.963471, 5.4953692 50.9634375, 5.495392 50.9630368, 5.4953653 50.9629384, 5.4953056 50.9628699, 5.4951858 50.9627939, 5.4950774 50.9627536, 5.4946021 50.9626151)",,,
11408820,True,,Stationsstraat,residential,,False,6.951,"LINESTRING (5.501872 50.9659922, 5.5018162 50.9659405)",,,
200300230,True,2,Europalaan,secondary,50,False,15.193999999999999,"LINESTRING (5.501872 50.9659922, 5.5019157 50.965972, 5.5019663 50.9659597, 5.5020203 50.9659563, 5.5020738 50.965962)",N75,roundabout,
913466019,False,,Stationsstraat,residential,30,True,6.166,"LINESTRING (5.5001492 50.9644218, 5.5002038 50.9644653)",,,
"[11964794, 11964748]",True,1,"['Klokstraat', 'Winterslagstraat']",residential,30,False,274.1929999999999,"LINESTRING (5.5001492 50.9644218, 5.5001521 50.9644848, 5.5001454 50.9644993, 5.5001306 50.9645315, 5.5000899 50.9645712, 5.4998083 50.9646504, 5.499788 50.9646561, 5.4994857 50.9647299, 5.4986784 50.9649155, 5.4985998 50.9648899, 5.4985757 50.9648246, 5.4985483 50.9647503, 5.49851 50.9645906, 5.4984845 50.9644319, 5.4984699 50.9643117, 5.4984877 50.964186, 5.4985352 50.9639033, 5.4985798 50.9636591, 5.49859 50.9636031)",,,
11965392,True,1,Molenstraat,residential,30,False,43.939,"LINESTRING (5.5001492 50.9644218, 5.5002449 50.9644341, 5.5002569 50.9644351, 5.5003737 50.9644353, 5.5007719 50.9644064)",,,
11987664,True,1,Hoogstraat,residential,50,False,144.97799999999998,"LINESTRING (5.499874 50.9635304, 5.499867 50.9634843, 5.4998745 50.96343, 5.5000168 50.9632969, 5.5002887 50.9630927, 5.5005317 50.9629366, 5.5007403 50.962824, 5.5008824 50.9627645, 5.5010501 50.9627064, 5.501149 50.962676, 5.501273 50.9626375)",,,
892354043,True,1,Berglaan,secondary,50,False,24.954,"LINESTRING (5.499874 50.9635304, 5.4999348 50.9635327, 5.5002301 50.9635376)",,,
30037358,False,2,Berglaan,secondary,50,True,9.471,"LINESTRING (5.5008543 50.9634586, 5.5009841 50.9634347)",,,
30037358,False,2,Berglaan,secondary,50,False,43.79600000000001,"LINESTRING (5.5008543 50.9634586, 5.5007135 50.9634778, 5.5004237 50.9635168, 5.5002413 50.9635361)",,,
"[11989424, 1226421533]",False,2,Berglaan,residential,50,False,73.95,"LINESTRING (5.5008543 50.9634586, 5.5008566 50.9634137, 5.5008638 50.9633826, 5.5008871 50.9633613, 5.500963 50.9633154, 5.5011034 50.9632271, 5.5012018 50.9631564, 5.5013379 50.9630404, 5.5014415 50.9629241)",,,
11408941,True,1,Berglaan,secondary,50,False,50.30199999999999,"LINESTRING (5.5019685 50.962452, 5.5019358 50.9625366, 5.5017429 50.962727, 5.5017321 50.9627397, 5.5016767 50.9628044, 5.5016514 50.9628534)",,,
27329652,False,2,Hoogstraat,secondary,50,False,26.936999999999998,"LINESTRING (5.5019685 50.962452, 5.502033 50.9623929, 5.5020632 50.9623642, 5.5021145 50.9623155, 5.5021834 50.9622511)",,,
947718421,False,2,Kempenlaan,residential,30,False,13.543,"LINESTRING (5.5019685 50.962452, 5.501856 50.9624114, 5.5017938 50.9624027)",,,
932463350,False,2,Reinpadstraat,tertiary,50,False,5.262,"LINESTRING (5.5031593 50.9678913, 5.5031072 50.9678572)",,,
