osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,access
"[377967544, 146411653]",1,,Kerkhofdreef,residential,"['30', '50']",3,True,False,141.94,"LINESTRING (3.9992194 51.023162, 3.9991397 51.0227763, 3.9990971 51.0225597, 3.9990137 51.0221727, 3.9989812 51.0220261, 3.998942 51.0218977)",
146411681,2,,Warande,residential,50,4,False,False,281.591,"LINESTRING (3.9992194 51.023162, 4.0007624 51.0224134, 4.0024093 51.021617)",
128396271,2,,Hoogstraat,tertiary,50,3,False,False,11.452,"LINESTRING (3.9979494 51.0237772, 3.9978125 51.0237207)",
"[1063267328, 128396271]",2,,Hoogstraat,tertiary,"['50', '30']",3,False,True,98.799,"LINESTRING (3.9979494 51.0237772, 3.9982735 51.0239088, 3.9991226 51.024272)",
146411680,2,,Warande,residential,30,4,True,False,112.12,"LINESTRING (3.9979494 51.0237772, 3.9984943 51.0235075, 3.9992194 51.023162)",
146411646,2,,Hoogstraat,tertiary,30,3,False,False,13.086,"LINESTRING (3.9994894 51.0244282, 3.9993358 51.024361)",
146411647,2,,Dorp,tertiary,30,,False,True,159.48999999999998,"LINESTRING (3.9994894 51.0244282, 3.99962 51.0244787, 4.0000035 51.024627, 4.0002632 51.0247277, 4.0003397 51.0247336, 4.0006897 51.0248863, 4.0007567 51.0249419, 4.0009146 51.0249982, 4.0010559 51.025043, 4.0011383 51.0250635, 4.0014542 51.0251225)",
"[374747370, 146411652]",1,,Kerkhofdreef,residential,30,3,True,False,142.067,"LINESTRING (3.9994894 51.0244282, 3.9994254 51.0241369, 3.9993886 51.023921, 3.9992194 51.023162)",
1146794308,2,N467,Nieuwstraat,secondary,50,4,False,False,13.593,"LINESTRING (3.9983269 51.028311, 3.9985164 51.0282838)",
146411674,2,,Turfputstraat,residential,50,3,False,False,93.89200000000001,"LINESTRING (3.9983269 51.028311, 3.9982836 51.0282477, 3.9973754 51.0277232)",
146411645,2,,Bollewerkstraat,residential,50,4,False,True,10.652,"LINESTRING (4.0029529 51.0210409, 4.003105 51.0210362)",
146411645,2,,Bollewerkstraat,residential,50,4,False,False,60.528000000000006,"LINESTRING (4.0029529 51.0210409, 4.0027416 51.021058, 4.0020904 51.021082)",
146411645,2,,Bollewerkstraat,residential,50,4,False,False,10.652,"LINESTRING (4.003105 51.0210362, 4.0029529 51.0210409)",
146465318,2,,Bollewerkstraat,residential,50,4,False,True,65.527,"LINESTRING (4.003105 51.0210362, 4.0040222 51.0209162)",
146465346,2,,Warande,residential,50,3,False,False,69.882,"LINESTRING (4.003105 51.0210362, 4.0031304 51.0211462, 4.0031586 51.0216632)",
146465347,2,,Warande,residential,50,3,False,True,47.659,"LINESTRING (4.003105 51.0210362, 4.0030564 51.0210954, 4.0027528 51.0214029)",
146411645,2,,Bollewerkstraat,residential,50,4,False,False,54.237,"LINESTRING (3.9997532 51.0211002, 3.9990989 51.021014, 3.9989947 51.0209989)",
146411645,2,,Bollewerkstraat,residential,50,4,False,True,163.72899999999998,"LINESTRING (3.9997532 51.0211002, 3.9998749 51.0211105, 4.0002233 51.0211278, 4.0020904 51.021082)",
377967547,2,,Molenhoek,residential,50,3,False,True,96.539,"LINESTRING (3.9997532 51.0211002, 3.9990281 51.0217892, 3.9989714 51.0218112)",
146411659,2,,Molenhoek,residential,50,3,True,False,9.836,"LINESTRING (3.9989714 51.0218112, 3.998942 51.0218977)",
377967547,2,,Molenhoek,residential,50,3,False,False,96.539,"LINESTRING (3.9989714 51.0218112, 3.9990281 51.0217892, 3.9997532 51.0211002)",
146411646,2,,Hoogstraat,tertiary,30,3,False,True,13.086,"LINESTRING (3.9993358 51.024361, 3.9994894 51.0244282)",
"[1063267328, 146411646]",2,,Hoogstraat,tertiary,30,3,False,False,17.898000000000003,"LINESTRING (3.9993358 51.024361, 3.9992233 51.0243153, 3.9991226 51.024272)",
146411668,2,,Spinnerijstraat,residential,30,3,False,True,125.975,"LINESTRING (3.9993358 51.024361, 3.9994275 51.0249505, 3.9994369 51.0250082, 3.9994058 51.0250444, 3.9993638 51.0250757, 3.9993203 51.0251021, 3.999241 51.0251158, 3.9990307 51.0251278, 3.9987488 51.0251426)",
128396271,2,,Hoogstraat,tertiary,50,3,False,True,11.452,"LINESTRING (3.9978125 51.0237207, 3.9979494 51.0237772)",
146411657,2,,Leopolddreef,residential,30,4,False,False,218.626,"LINESTRING (3.9978125 51.0237207, 3.9978398 51.0237063, 3.9978614 51.0236901, 3.9978917 51.0236579, 3.9982773 51.0232066, 3.9983995 51.0230364, 3.9984864 51.0228863, 3.9985583 51.0227157, 3.9987407 51.0220296, 3.9987772 51.0218771)",
89691663,2,N467,Frankrijkstraat,secondary,50,5,False,False,7.017,"LINESTRING (4.0062329 51.0207127, 4.0062028 51.0207729)",
146465318,2,,Bollewerkstraat,residential,50,4,False,False,156.895,"LINESTRING (4.0062329 51.0207127, 4.0060117 51.0207011, 4.005915 51.0206999, 4.0058219 51.020704, 4.0050133 51.0207985, 4.0042313 51.0208931, 4.0040222 51.0209162)",
"[373635556, 146383335]",2,,Kerkveld,residential,50,3,False,True,68.999,"LINESTRING (4.0041277 51.0289779, 4.0037589 51.0292361, 4.0035474 51.029475)",
376733493,2,,Gaver,tertiary,50,3,False,True,70.481,"LINESTRING (4.0077876 51.0287051, 4.0080887 51.0281002)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,True,98.414,"LINESTRING (4.0077876 51.0287051, 4.0067172 51.0285907, 4.0063978 51.0285677)",
146383343,1,,Melkerijstraat,residential,50,2,False,False,20.291,"LINESTRING (4.0082715 51.0213311, 4.0084827 51.0214562)",
146383329,2,,Heide,residential,50,4,False,False,20.621,"LINESTRING (4.0081299 51.0216969, 4.0079233 51.0218292)",
146383329,2,,Heide,residential,50,4,False,True,36.404,"LINESTRING (4.0081299 51.0216969, 4.0084827 51.0214562)",
146465340,1,,Mandemakersstraat,residential,50,2,False,False,13.791,"LINESTRING (4.0081299 51.0216969, 4.008245 51.0217976)",destination
146465340,1,,Mandemakersstraat,residential,50,2,False,True,166.219,"LINESTRING (4.0081299 51.0216969, 4.0080331 51.021652, 4.0069995 51.0214698, 4.005873 51.0212431)",destination
1030050462,2,,Turfputstraat,residential,50,3,False,False,33.788,"LINESTRING (3.9987969 51.0285206, 3.9985662 51.0283825, 3.9985164 51.0282838)",
1030050462,2,,Turfputstraat,residential,50,3,False,True,107.101,"LINESTRING (3.9987969 51.0285206, 3.9993889 51.0289058, 3.9998555 51.0292166)",
146411654,2,,Kerkveld,residential,50,3,False,False,147.876,"LINESTRING (3.9998555 51.0292166, 4.0012654 51.0282255)",
1030050462,2,,Turfputstraat,residential,50,3,False,False,107.101,"LINESTRING (3.9998555 51.0292166, 3.9993889 51.0289058, 3.9987969 51.0285206)",
131799108,,,Kerkveld,residential,,,False,False,120.409,"LINESTRING (4.0012654 51.0282255, 4.0025665 51.0289347)",
146411654,2,,Kerkveld,residential,50,3,False,False,63.661,"LINESTRING (4.0012654 51.0282255, 4.0018457 51.0277844)",
146411654,2,,Kerkveld,residential,50,3,False,True,147.876,"LINESTRING (4.0012654 51.0282255, 3.9998555 51.0292166)",
131799097,,,Kerkwegel,residential,30,,False,False,176.19200000000004,"LINESTRING (4.004358 51.0264921, 4.0043855 51.0264056, 4.0044048 51.0263417, 4.0044266 51.0262457, 4.0043943 51.0262096, 4.003938 51.0259567, 4.0038073 51.025884, 4.0036267 51.0257965, 4.0034354 51.0257272, 4.0033478 51.0256811, 4.0032999 51.025644, 4.0032742 51.0255858, 4.0033071 51.0252481)",
146465318,2,,Bollewerkstraat,residential,50,4,False,False,65.527,"LINESTRING (4.0040222 51.0209162, 4.003105 51.0210362)",
146465318,2,,Bollewerkstraat,residential,50,4,False,True,156.89499999999998,"LINESTRING (4.0040222 51.0209162, 4.0042313 51.0208931, 4.0050133 51.0207985, 4.0058219 51.020704, 4.005915 51.0206999, 4.0060117 51.0207011, 4.0062329 51.0207127)",
"[146383321, 150750687]",2,,Fred De Bruynestraat,residential,50,3,False,True,160.255,"LINESTRING (4.0044043 51.0283481, 4.0041833 51.0283334, 4.0039508 51.0283148, 4.0035918 51.0282863, 4.0034902 51.0283003, 4.0033579 51.0283726, 4.0025665 51.0289347)",
"[373634731, 146383324]",2,,Fred De Bruynestraat,residential,50,3,False,False,53.802,"LINESTRING (4.0044043 51.0283481, 4.0045311 51.0284278, 4.0051168 51.0284728)",
373634730,2,,Fred De Bruynestraat,residential,50,3,False,False,54.21999999999999,"LINESTRING (4.0044043 51.0283481, 4.0049428 51.0283829, 4.0050543 51.0284147, 4.0051168 51.0284728)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,True,85.456,"LINESTRING (4.0063978 51.0285677, 4.0051833 51.028483)",
146383319,2,,Fred De Bruynestraat,residential,50,3,False,False,85.526,"LINESTRING (4.0063978 51.0285677, 4.00626 51.029059, 4.0059839 51.0292661)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,False,98.414,"LINESTRING (4.0063978 51.0285677, 4.0067172 51.0285907, 4.0077876 51.0287051)",
146383412,,,Fred De Bruynestraat,residential,,,False,False,46.267,"LINESTRING (4.0051833 51.028483, 4.0050843 51.0288944)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,False,85.456,"LINESTRING (4.0051833 51.028483, 4.0063978 51.0285677)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,True,4.787,"LINESTRING (4.0051833 51.028483, 4.0051168 51.0284728)",
146383420,,,Gaver,residential,,,False,True,42.268,"LINESTRING (4.0085806 51.0283173, 4.008297 51.028168, 4.0080887 51.0281002)",
376733493,2,,Gaver,tertiary,50,3,False,False,70.481,"LINESTRING (4.0080887 51.0281002, 4.0077876 51.0287051)",
"[146383328, 1146794309, 146383325]",2,,Gaver,tertiary,"['50', '30']",3,False,True,335.5799999999999,"LINESTRING (4.0080887 51.0281002, 4.0081076 51.0280187, 4.0081124 51.027959, 4.0081101 51.0278947, 4.0080567 51.0276925, 4.008021 51.027556, 4.0079751 51.0274047, 4.0079274 51.0272933, 4.0076052 51.0267135, 4.0075823 51.0266851, 4.0075644 51.0266653, 4.0074162 51.0265316, 4.007371 51.0264986, 4.0073332 51.0264711, 4.0071377 51.0263699, 4.0069361 51.0262746, 4.0067122 51.0261739, 4.0065426 51.0260854, 4.0065095 51.0260625, 4.0064885 51.0260412, 4.0064799 51.0260117, 4.0064787 51.0259784, 4.0064655 51.0255186, 4.006459 51.0254886, 4.0064407 51.0254668, 4.0064161 51.0254493)",
146383420,,,Gaver,residential,,,False,False,42.268,"LINESTRING (4.0080887 51.0281002, 4.008297 51.028168, 4.0085806 51.0283173)",
146383334,1,,Heidewegel,residential,50,2,False,True,54.598,"LINESTRING (4.0090092 51.0218187, 4.0086838 51.0215946, 4.0084827 51.0214562)",
"[376689353, 378129621]",2,,Van Tieghemstraat,residential,50,3,False,False,53.503,"LINESTRING (4.0090092 51.0218187, 4.0086823 51.0218097, 4.008245 51.0217976)",
48542451,,,Bollewerkstraat,residential,,,False,False,59.016,"LINESTRING (4.0027528 51.0214029, 4.0021306 51.0211279, 4.0020904 51.021082)",
146465347,2,,Warande,residential,50,3,False,False,47.659,"LINESTRING (4.0027528 51.0214029, 4.0030564 51.0210954, 4.003105 51.0210362)",
1238957517,2,,Warande,residential,50,3,False,True,33.893,"LINESTRING (4.0027528 51.0214029, 4.002635 51.0214897, 4.0024093 51.021617)",
48542451,,,Bollewerkstraat,residential,,,False,True,59.016,"LINESTRING (4.0020904 51.021082, 4.0021306 51.0211279, 4.0027528 51.0214029)",
146411645,2,,Bollewerkstraat,residential,50,4,False,False,163.72899999999998,"LINESTRING (4.0020904 51.021082, 4.0002233 51.0211278, 3.9998749 51.0211105, 3.9997532 51.0211002)",
146411645,2,,Bollewerkstraat,residential,50,4,False,True,60.528000000000006,"LINESTRING (4.0020904 51.021082, 4.0027416 51.021058, 4.0029529 51.0210409)",
146465340,1,,Mandemakersstraat,residential,50,2,False,True,13.791,"LINESTRING (4.008245 51.0217976, 4.0081299 51.0216969)",destination
378129622,2,,Van Tieghemstraat,residential,50,3,False,False,22.774,"LINESTRING (4.008245 51.0217976, 4.0079233 51.0218292)",
"[376689353, 378129621]",2,,Van Tieghemstraat,residential,50,3,False,True,53.503,"LINESTRING (4.008245 51.0217976, 4.0086823 51.0218097, 4.0090092 51.0218187)",
131799174,,,Dorp,tertiary,30,,False,True,151.186,"LINESTRING (4.0042821 51.025249, 4.004444 51.0252651, 4.0049445 51.0253294, 4.0056129 51.0254075, 4.0059442 51.0254195, 4.0063062 51.0254369, 4.006375 51.0254412, 4.0064161 51.0254493)",
373685850,1,,Dorp,tertiary,30,,True,False,39.483999999999995,"LINESTRING (4.0042821 51.025249, 4.0039932 51.0252374, 4.0037815 51.0251997, 4.0037343 51.0251819)",
128396274,2,N467,Dorp,secondary,30,3,False,True,14.185,"LINESTRING (4.0038267 51.0250724, 4.0038134 51.025117, 4.0037781 51.0251527, 4.0037343 51.0251819)",
146383318,,,Dorp,tertiary,30,,True,False,37.838,"LINESTRING (4.0038267 51.0250724, 4.0039898 51.0251205, 4.0040775 51.0251793, 4.0042821 51.025249)",
"[89697105, 373685849, 996362156, 215114756]",2,N467,"['Dorp', 'Frankrijkstraat']",secondary,"['30', '50']","['4', '3']",False,False,372.987,"LINESTRING (4.0038267 51.0250724, 4.0038268 51.0250099, 4.0038257 51.0249807, 4.0037845 51.0249075, 4.00372 51.0248274, 4.0036485 51.0247686, 4.0035896 51.0247109, 4.0034881 51.0246196, 4.0034378 51.0245507, 4.0034125 51.0244757, 4.0034126 51.0242749, 4.0034351 51.0241597, 4.0034689 51.0239868, 4.0034889 51.0237968, 4.0034928 51.0237598, 4.0035615 51.0235125, 4.0036177 51.02332, 4.0037229 51.0230609, 4.0038481 51.022909, 4.0040122 51.0227313, 4.0043286 51.022497, 4.0045991 51.022281, 4.0049102 51.0220576)",
128396274,2,N467,Dorp,secondary,30,3,False,False,14.184999999999999,"LINESTRING (4.0037343 51.0251819, 4.0037781 51.0251527, 4.0038134 51.025117, 4.0038267 51.0250724)",
"[215114755, 128396270]",2,N467,Dorp,secondary,30,3,False,True,31.349,"LINESTRING (4.0037343 51.0251819, 4.0036431 51.0252146, 4.0035356 51.0252386, 4.0033581 51.0252484, 4.0033071 51.0252481)",
"[215114755, 128396270]",2,N467,Dorp,secondary,30,3,False,False,31.348999999999997,"LINESTRING (4.0033071 51.0252481, 4.0033581 51.0252484, 4.0035356 51.0252386, 4.0036431 51.0252146, 4.0037343 51.0251819)",
131799097,,,Kerkwegel,residential,30,,False,True,176.19199999999998,"LINESTRING (4.0033071 51.0252481, 4.0032742 51.0255858, 4.0032999 51.025644, 4.0033478 51.0256811, 4.0034354 51.0257272, 4.0036267 51.0257965, 4.0038073 51.025884, 4.003938 51.0259567, 4.0043943 51.0262096, 4.0044266 51.0262457, 4.0044048 51.0263417, 4.0043855 51.0264056, 4.004358 51.0264921)",
"[373634729, 124437939]",2,N467,Dorp,secondary,30,3,False,True,61.59100000000001,"LINESTRING (4.0033071 51.0252481, 4.0030427 51.025245, 4.0029431 51.0252454, 4.0024268 51.0252346)",
"[373634729, 124437939]",2,N467,Dorp,secondary,30,3,False,False,61.59100000000001,"LINESTRING (4.0024268 51.0252346, 4.0029431 51.0252454, 4.0030427 51.025245, 4.0033071 51.0252481)",
124437945,2,N467,Nieuwstraat,secondary,50,4,False,True,267.73199999999997,"LINESTRING (4.0024268 51.0252346, 4.0023831 51.0253656, 4.0021737 51.025766, 4.0019696 51.0261578, 4.0018693 51.0263036, 4.001772 51.0264255, 4.0016249 51.0265716, 4.0014651 51.0267116, 4.0013354 51.0268061, 4.0010905 51.0269814, 4.0006045 51.0272998)",
146411647,2,,Dorp,tertiary,30,,False,False,69.161,"LINESTRING (4.0024268 51.0252346, 4.0022354 51.0252153, 4.00185 51.0251712, 4.0014542 51.0251225)",
131799174,,,Dorp,tertiary,30,,False,False,151.18599999999998,"LINESTRING (4.0064161 51.0254493, 4.006375 51.0254412, 4.0063062 51.0254369, 4.0059442 51.0254195, 4.0056129 51.0254075, 4.0049445 51.0253294, 4.004444 51.0252651, 4.0042821 51.025249)",
"[146383328, 146383325, 1146794309]",2,,Gaver,tertiary,"['30', '50']",3,False,False,335.5799999999999,"LINESTRING (4.0064161 51.0254493, 4.0064407 51.0254668, 4.006459 51.0254886, 4.0064655 51.0255186, 4.0064787 51.0259784, 4.0064799 51.0260117, 4.0064885 51.0260412, 4.0065095 51.0260625, 4.0065426 51.0260854, 4.0067122 51.0261739, 4.0069361 51.0262746, 4.0071377 51.0263699, 4.0073332 51.0264711, 4.007371 51.0264986, 4.0074162 51.0265316, 4.0075644 51.0266653, 4.0075823 51.0266851, 4.0076052 51.0267135, 4.0079274 51.0272933, 4.0079751 51.0274047, 4.008021 51.027556, 4.0080567 51.0276925, 4.0081101 51.0278947, 4.0081124 51.027959, 4.0081076 51.0280187, 4.0080887 51.0281002)",
131799108,,,Kerkveld,residential,,,False,True,120.409,"LINESTRING (4.0025665 51.0289347, 4.0012654 51.0282255)",
131799198,,,Kerkveld,residential,,,False,True,110.37100000000001,"LINESTRING (4.0025665 51.0289347, 4.0024496 51.0290491, 4.002436 51.029083, 4.0024548 51.0291143, 4.0024866 51.0291375, 4.0034256 51.0294765, 4.0035474 51.029475)",
"[146383321, 150750687]",2,,Fred De Bruynestraat,residential,50,3,False,False,160.255,"LINESTRING (4.0025665 51.0289347, 4.0033579 51.0283726, 4.0034902 51.0283003, 4.0035918 51.0282863, 4.0039508 51.0283148, 4.0041833 51.0283334, 4.0044043 51.0283481)",
131799198,,,Kerkveld,residential,,,False,False,110.37100000000001,"LINESTRING (4.0035474 51.029475, 4.0034256 51.0294765, 4.0024866 51.0291375, 4.0024548 51.0291143, 4.002436 51.029083, 4.0024496 51.0290491, 4.0025665 51.0289347)",
"[373635556, 146383335]",2,,Kerkveld,residential,50,3,False,False,68.999,"LINESTRING (4.0035474 51.029475, 4.0037589 51.0292361, 4.0041277 51.0289779)",
89691663,2,N467,Frankrijkstraat,secondary,50,5,False,True,7.017,"LINESTRING (4.0062028 51.0207729, 4.0062329 51.0207127)",
89691663,2,N467,Frankrijkstraat,secondary,50,5,False,False,57.184999999999995,"LINESTRING (4.0062028 51.0207729, 4.006085 51.0209574, 4.0059773 51.0211146, 4.005873 51.0212431)",
146383329,2,,Heide,residential,50,4,False,False,36.404,"LINESTRING (4.0084827 51.0214562, 4.0081299 51.0216969)",
146383343,1,,Melkerijstraat,residential,50,2,False,True,20.291,"LINESTRING (4.0084827 51.0214562, 4.0082715 51.0213311)",
146383334,1,,Heidewegel,residential,50,2,False,False,54.598,"LINESTRING (4.0084827 51.0214562, 4.0086838 51.0215946, 4.0090092 51.0218187)",
146383329,2,,Heide,residential,50,4,False,True,20.621,"LINESTRING (4.0079233 51.0218292, 4.0081299 51.0216969)",
378129622,2,,Van Tieghemstraat,residential,50,3,False,True,22.774,"LINESTRING (4.0079233 51.0218292, 4.008245 51.0217976)",
"[378129622, 378129623]",2,,Van Tieghemstraat,residential,50,3,False,False,212.04999999999998,"LINESTRING (4.0079233 51.0218292, 4.0061533 51.0221126, 4.0058841 51.0221257, 4.0056564 51.0221291, 4.0052305 51.0220834, 4.0050874 51.0220378, 4.0050618 51.0220297, 4.0049847 51.0220052)",
373634731,2,,Fred De Bruynestraat,residential,50,3,False,False,4.787,"LINESTRING (4.0051168 51.0284728, 4.0051833 51.028483)",
373634730,2,,Fred De Bruynestraat,residential,50,3,False,True,54.22,"LINESTRING (4.0051168 51.0284728, 4.0050543 51.0284147, 4.0049428 51.0283829, 4.0044043 51.0283481)",
"[373634731, 146383324]",2,,Fred De Bruynestraat,residential,50,3,False,True,53.802,"LINESTRING (4.0051168 51.0284728, 4.0045311 51.0284278, 4.0044043 51.0283481)",
146383412,,,Fred De Bruynestraat,residential,,,False,True,46.267,"LINESTRING (4.0050843 51.0288944, 4.0051833 51.028483)",
146383319,2,,Fred De Bruynestraat,residential,50,3,False,True,85.526,"LINESTRING (4.0059839 51.0292661, 4.00626 51.029059, 4.0063978 51.0285677)",
146411658,2,,Leopolddreef,residential,50,4,False,False,9.565,"LINESTRING (3.9987772 51.0218771, 3.9988028 51.0217926)",
146411657,2,,Leopolddreef,residential,30,4,False,True,218.62599999999998,"LINESTRING (3.9987772 51.0218771, 3.9987407 51.0220296, 3.9985583 51.0227157, 3.9984864 51.0228863, 3.9983995 51.0230364, 3.9982773 51.0232066, 3.9978917 51.0236579, 3.9978614 51.0236901, 3.9978398 51.0237063, 3.9978125 51.0237207)",
377967544,1,,Kerkhofdreef,residential,50,3,True,False,11.754,"LINESTRING (3.998942 51.0218977, 3.9988398 51.0218838, 3.9987772 51.0218771)",
"[1063267328, 128396271]",2,,Hoogstraat,tertiary,"['30', '50']",3,False,False,98.799,"LINESTRING (3.9991226 51.024272, 3.9982735 51.0239088, 3.9979494 51.0237772)",
"[1063267328, 146411646]",2,,Hoogstraat,tertiary,30,3,False,True,17.898000000000003,"LINESTRING (3.9991226 51.024272, 3.9992233 51.0243153, 3.9993358 51.024361)",
"[777705763, 146411644]",1,,"['Bauteneirshof', 'Bauteneirswegel']",residential,30,2,False,True,116.035,"LINESTRING (4.0014542 51.0251225, 4.0014066 51.0252076, 4.0013348 51.0252355, 4.0008288 51.0253259, 4.0003342 51.025356, 4.0003379 51.025398, 4.0003687 51.0256119)",
146411647,2,,Dorp,tertiary,30,,False,False,159.49,"LINESTRING (4.0014542 51.0251225, 4.0011383 51.0250635, 4.0010559 51.025043, 4.0009146 51.0249982, 4.0007567 51.0249419, 4.0006897 51.0248863, 4.0003397 51.0247336, 4.0002632 51.0247277, 4.0000035 51.024627, 3.99962 51.0244787, 3.9994894 51.0244282)",
146411647,2,,Dorp,tertiary,30,,False,True,69.161,"LINESTRING (4.0014542 51.0251225, 4.00185 51.0251712, 4.0022354 51.0252153, 4.0024268 51.0252346)",
146411668,2,,Spinnerijstraat,residential,30,3,False,False,125.97500000000001,"LINESTRING (3.9987488 51.0251426, 3.9990307 51.0251278, 3.999241 51.0251158, 3.9993203 51.0251021, 3.9993638 51.0250757, 3.9994058 51.0250444, 3.9994369 51.0250082, 3.9994275 51.0249505, 3.9993358 51.024361)",
146411668,2,,Spinnerijstraat,residential,30,3,False,True,12.747,"LINESTRING (3.9987488 51.0251426, 3.9986688 51.0251515, 3.998611 51.025172, 3.9985893 51.025189)",
153878632,,,Spinnerijstraat,residential,,,False,False,18.33,"LINESTRING (3.9987488 51.0251426, 3.9987067 51.0251095, 3.9986597 51.0250902, 3.9986037 51.0250867, 3.9985224 51.0250947)",
153878629,2,,Spinnerijstraat,residential,50,3,False,True,72.056,"LINESTRING (3.9975359 51.0251975, 3.9975845 51.0251514, 3.9984577 51.0250965, 3.9985224 51.0250947)",
146411654,2,,Kerkveld,residential,50,3,False,True,63.661,"LINESTRING (4.0018457 51.0277844, 4.0012654 51.0282255)",
124437945,2,N467,Nieuwstraat,secondary,50,4,False,False,267.73199999999997,"LINESTRING (4.0006045 51.0272998, 4.0010905 51.0269814, 4.0013354 51.0268061, 4.0014651 51.0267116, 4.0016249 51.0265716, 4.001772 51.0264255, 4.0018693 51.0263036, 4.0019696 51.0261578, 4.0021737 51.025766, 4.0023831 51.0253656, 4.0024268 51.0252346)",
146414341,1,,Schuttersweg,living_street,,3,True,False,103.40899999999999,"LINESTRING (4.0006045 51.0272998, 4.0005654 51.027267, 3.9998211 51.0266404, 3.9997788 51.0266112, 3.9997178 51.0265885, 3.9996822 51.0265845)",
1146794308,2,N467,Nieuwstraat,secondary,50,4,False,True,113.51,"LINESTRING (4.0006045 51.0272998, 3.9996235 51.0279229, 3.9995304 51.0279748, 3.999444 51.0280117)",
146414337,1,,Nieuwstraat,residential,50,2,True,False,73.491,"LINESTRING (3.999444 51.0280117, 3.9993557 51.0281555, 3.9987969 51.0285206)",
1146794308,2,N467,Nieuwstraat,secondary,50,4,False,False,113.50999999999999,"LINESTRING (3.999444 51.0280117, 3.9995304 51.0279748, 3.9996235 51.0279229, 4.0006045 51.0272998)",
1146794308,2,N467,Nieuwstraat,secondary,50,4,False,True,71.897,"LINESTRING (3.999444 51.0280117, 3.9992971 51.0280693, 3.9990795 51.0281482, 3.9986841 51.028253, 3.9985164 51.0282838)",
89691663,2,N467,Frankrijkstraat,secondary,50,5,False,False,105.217,"LINESTRING (4.005873 51.0212431, 4.0058201 51.0213026, 4.0057491 51.0213797, 4.0056946 51.0214256, 4.0050532 51.0219479, 4.0049847 51.0220052)",
89691663,2,N467,Frankrijkstraat,secondary,50,5,False,True,57.185,"LINESTRING (4.005873 51.0212431, 4.0059773 51.0211146, 4.006085 51.0209574, 4.0062028 51.0207729)",
146465340,1,,Mandemakersstraat,residential,50,2,False,False,166.21900000000002,"LINESTRING (4.005873 51.0212431, 4.0069995 51.0214698, 4.0080331 51.021652, 4.0081299 51.0216969)",destination
146465346,2,,Warande,residential,50,3,False,True,69.882,"LINESTRING (4.0031586 51.0216632, 4.0031304 51.0211462, 4.003105 51.0210362)",
"[376689354, 146465348]",2,,Warande,residential,50,4,False,False,132.07000000000002,"LINESTRING (4.0031586 51.0216632, 4.0033077 51.0216736, 4.0037639 51.0217241, 4.0039206 51.0217436, 4.0040723 51.0217655, 4.0042121 51.0217997, 4.0049102 51.0220576)",
