osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,tunnel,access
"[587096184, 868062264, 587096183]",,,Brouwerijstraat,residential,30,False,False,132.727,"LINESTRING (3.4473018 51.0841341, 3.4471888 51.0841034, 3.4466044 51.0839431, 3.4463295 51.0838677, 3.4462666 51.0838504, 3.4460167 51.0837819, 3.4457915 51.0837201, 3.4457393 51.083709, 3.4455525 51.0836693)",,,,
42769408,,,Sint-Gerolflaan,residential,30,False,True,59.906,"LINESTRING (3.4465948 51.0852677, 3.4467191 51.0852285, 3.4467707 51.0852001, 3.4467814 51.0851896, 3.4468062 51.0851635, 3.4468865 51.085025, 3.4469196 51.084969, 3.4469744 51.0848762, 3.4469866 51.0848555, 3.4470073 51.0848206)",,,,
"[398310157, 67061535]",,,Sint-Gerolflaan,"['residential', 'living_street']","['20', '30']",False,True,41.218,"LINESTRING (3.4465948 51.0852677, 3.4466054 51.0853496, 3.4465124 51.0855475, 3.4464963 51.0855819, 3.4464315 51.085604)",,,,
465726080,,,Sint-Gerolflaan,residential,30,True,False,126.751,"LINESTRING (3.4465948 51.0852677, 3.4466605 51.0852838, 3.4466867 51.0853094, 3.4466983 51.0853207, 3.4466978 51.085367, 3.4466723 51.085435, 3.4465212 51.0856946, 3.4462737 51.0861165, 3.4461554 51.0863124)",,,,
"[725461552, 142766119]",,,Bellemstraat,residential,30,True,False,204.524,"LINESTRING (3.4556264 51.0858121, 3.4554812 51.0857523, 3.4549023 51.0855409, 3.4547702 51.0854932, 3.4538128 51.0851562, 3.4533622 51.0849916, 3.4532883 51.0849648, 3.4530903 51.0848932)",,,,
"[43035432, 725461553]",,,Molenstraat,tertiary,30,False,False,126.88499999999999,"LINESTRING (3.4556264 51.0858121, 3.4555398 51.0859136, 3.4546865 51.0867884)",,5.2,,
725464493,,N499,Stationsstraat,tertiary,30,False,True,9.329,"LINESTRING (3.4483084 51.087383, 3.4482869 51.0874658)",,,,
"[724613320, 42828375]",,,Kouter,unclassified,30,True,False,183.97099999999998,"LINESTRING (3.4483084 51.087383, 3.4482007 51.0873531, 3.4481424 51.0873357, 3.4478151 51.0872382, 3.4474888 51.0871372, 3.4468666 51.0869443, 3.4466969 51.0868972, 3.4459625 51.0867453, 3.4458931 51.0867309)",,,,
"[158906114, 725467370, 725464494, 710987984, 589850422, 227896154, 227742013]",,N499,Stationsstraat,tertiary,30,False,False,198.003,"LINESTRING (3.4483084 51.087383, 3.4483282 51.0872985, 3.4483358 51.0872529, 3.4483451 51.0871966, 3.4483512 51.0871175, 3.4483472 51.0870341, 3.4482962 51.0867548, 3.4482978 51.0867226, 3.4483009 51.0866575, 3.4482787 51.0865572, 3.4482673 51.0865079, 3.4482569 51.0864626, 3.4482478 51.086415, 3.4482466 51.0864082, 3.4482398 51.0863854, 3.4482379 51.0863789, 3.448229 51.0863399, 3.4482188 51.0862951, 3.4481477 51.0859797, 3.4481233 51.0858937, 3.4481027 51.0857694, 3.4480966 51.0857399, 3.4480909 51.0856831, 3.4480916 51.085615)",,,,
720857853,,,Kouter,unclassified,30,False,False,6.735,"LINESTRING (3.4458931 51.0867309, 3.4458016 51.0867118)",,,,
82717905,,,Sint-Gerolflaan,residential,30,False,True,50.126000000000005,"LINESTRING (3.4458931 51.0867309, 3.4459156 51.0866875, 3.4460685 51.0864186, 3.4461227 51.08636, 3.4461554 51.0863124)",,,,
137096176,,,Kouter,unclassified,30,False,True,97.24,"LINESTRING (3.4431369 51.0865428, 3.4431939 51.0865485, 3.4437834 51.0866069, 3.4438529 51.0866136, 3.4440021 51.08662, 3.444284 51.0866221, 3.4443816 51.0866189, 3.4444655 51.0866161, 3.4445196 51.0866143)",,,,
227741986,2,,Europalaan,tertiary,50,False,False,181.453,"LINESTRING (3.4431369 51.0865428, 3.4431141 51.0866086, 3.4430905 51.0866884, 3.4430682 51.0867604, 3.4430493 51.0868165, 3.442935 51.0871565, 3.4427908 51.0875916, 3.4426069 51.0881403)",,,,
417986230,2,,Europalaan,tertiary,30,False,True,155.648,"LINESTRING (3.4431369 51.0865428, 3.4431942 51.0863923, 3.4432382 51.0862863, 3.4432868 51.0861768, 3.4433354 51.0860743, 3.4433892 51.085967, 3.4434966 51.0857738, 3.4436888 51.0854777, 3.4438645 51.0852226)",,,,
42828378,,,Maria-Middelareslaan,residential,30,True,False,180.29500000000002,"LINESTRING (3.4441266 51.0847949, 3.4442033 51.0848156, 3.4443024 51.0848392, 3.4446394 51.0849015, 3.4452552 51.0850173, 3.4452685 51.0850198, 3.4455945 51.0850803, 3.4458309 51.0851241, 3.4459709 51.0851501, 3.4459799 51.0851518, 3.4465525 51.0852597, 3.4465948 51.0852677)",,,,
"[519826720, 1068439366, 772434902, 194073052, 519826719]",2,,Europalaan,tertiary,30,False,False,50.994,"LINESTRING (3.4441266 51.0847949, 3.4441141 51.0848247, 3.4440778 51.0848912, 3.4439377 51.0851064, 3.4439029 51.0851597, 3.4438645 51.0852226)",,,,
"[468110928, 772434901, 417986229]",2,,Europalaan,tertiary,30,False,True,145.28699999999995,"LINESTRING (3.4441266 51.0847949, 3.4441734 51.0847044, 3.4441986 51.0846557, 3.444413 51.0841818, 3.4444521 51.0840968, 3.4444648 51.0840692, 3.4444882 51.0840177, 3.4445935 51.0837855, 3.4446496 51.0836597, 3.4446641 51.0836008, 3.4446648 51.0835701, 3.4446586 51.0835359)",,,,
43114614,,N499,Stationsstraat,tertiary,30,True,False,81.96600000000001,"LINESTRING (3.4480916 51.085615, 3.4481063 51.0855153, 3.4481858 51.0851923, 3.4482983 51.0849317, 3.448318 51.0848935)",,,,
"[158906114, 725467370, 725464494, 710987984, 589850422, 227896154, 227742013]",,N499,Stationsstraat,tertiary,30,False,True,198.00300000000004,"LINESTRING (3.4480916 51.085615, 3.4480909 51.0856831, 3.4480966 51.0857399, 3.4481027 51.0857694, 3.4481233 51.0858937, 3.4481477 51.0859797, 3.4482188 51.0862951, 3.448229 51.0863399, 3.4482379 51.0863789, 3.4482398 51.0863854, 3.4482466 51.0864082, 3.4482478 51.086415, 3.4482569 51.0864626, 3.4482673 51.0865079, 3.4482787 51.0865572, 3.4483009 51.0866575, 3.4482978 51.0867226, 3.4482962 51.0867548, 3.4483472 51.0870341, 3.4483512 51.0871175, 3.4483451 51.0871966, 3.4483358 51.0872529, 3.4483282 51.0872985, 3.4483084 51.087383)",,,,
227741985,,,Boomgaard,residential,30,False,False,30.549,"LINESTRING (3.4492882 51.0857928, 3.449172 51.086021, 3.4491532 51.0860541)",,,,
"[642105170, 42828757]",,,Boomgaard,residential,30,True,False,85.887,"LINESTRING (3.4492882 51.0857928, 3.4490363 51.0857554, 3.4489595 51.085744, 3.4481857 51.085629, 3.4480916 51.085615)",,,,
227741985,,,Boomgaard,residential,30,False,True,30.549,"LINESTRING (3.4491532 51.0860541, 3.449172 51.086021, 3.4492882 51.0857928)",,,,
43114614,,N499,Stationsstraat,tertiary,30,True,False,81.29799999999999,"LINESTRING (3.448318 51.0848935, 3.4485607 51.0843168, 3.4485782 51.0842696, 3.4485818 51.0842365, 3.4485539 51.0841865)",,,,
465616137,,,Dwarsstraat,residential,30,False,False,91.92999999999999,"LINESTRING (3.448318 51.0848935, 3.4482171 51.0848877, 3.4477603 51.084854, 3.4476533 51.0848493, 3.4470073 51.0848206)",,,,
42769408,,,Sint-Gerolflaan,residential,30,False,False,59.906000000000006,"LINESTRING (3.4470073 51.0848206, 3.4469866 51.0848555, 3.4469744 51.0848762, 3.4469196 51.084969, 3.4468865 51.085025, 3.4468062 51.0851635, 3.4467814 51.0851896, 3.4467707 51.0852001, 3.4467191 51.0852285, 3.4465948 51.0852677)",,,,
42769408,,,Sint-Gerolflaan,residential,30,False,True,79.074,"LINESTRING (3.4470073 51.0848206, 3.4470862 51.0846522, 3.4471098 51.0845842, 3.4471673 51.0844574, 3.4472805 51.0841849, 3.4473018 51.0841341)",,,,
465616137,,,Dwarsstraat,residential,30,False,True,91.92999999999999,"LINESTRING (3.4470073 51.0848206, 3.4476533 51.0848493, 3.4477603 51.084854, 3.4482171 51.0848877, 3.448318 51.0848935)",,,,
141827097,,,Weibroekdreef,tertiary,30,False,True,14.729,"LINESTRING (3.4514413 51.0882494, 3.4516452 51.0882832)",,,,
42944976,,,Teerlingstraat,residential,30,False,False,179.24400000000003,"LINESTRING (3.4514413 51.0882494, 3.4515433 51.0879929, 3.4516099 51.0877419, 3.451629 51.087695, 3.4516512 51.0876608, 3.4520925 51.0871478, 3.452125 51.0871008, 3.4521841 51.0869871, 3.4522507 51.0868551, 3.452273 51.0868016, 3.4522659 51.0867417)",,,,
141827097,,,Weibroekdreef,tertiary,30,False,False,185.472,"LINESTRING (3.4514413 51.0882494, 3.4509476 51.0881557, 3.4504795 51.0880516, 3.4503964 51.0880286, 3.4500865 51.0879446, 3.4496505 51.0878223, 3.4489706 51.0876431)",,,,
42944974,,,Mergelput,residential,30,False,False,144.715,"LINESTRING (3.4489706 51.0876431, 3.449161 51.0873714, 3.4491857 51.0873361, 3.4495947 51.0867595, 3.4496277 51.0867143, 3.4496517 51.0866813, 3.449704 51.0866093, 3.4498814 51.0865603, 3.449934 51.0865256)",,,,
141827097,,,Weibroekdreef,tertiary,30,False,True,185.47199999999998,"LINESTRING (3.4489706 51.0876431, 3.4496505 51.0878223, 3.4500865 51.0879446, 3.4503964 51.0880286, 3.4504795 51.0880516, 3.4509476 51.0881557, 3.4514413 51.0882494)",,,,
"[725464492, 885983150]",,,Weibroekdreef,tertiary,30,False,False,51.663,"LINESTRING (3.4489706 51.0876431, 3.4484646 51.0875107, 3.4483885 51.0874908, 3.4482869 51.0874658)",,,,
42944976,,,Teerlingstraat,residential,30,False,False,17.247,"LINESTRING (3.4522659 51.0867417, 3.4523407 51.0866283, 3.4523604 51.0865984)",,,,
42944976,,,Teerlingstraat,residential,30,False,True,179.244,"LINESTRING (3.4522659 51.0867417, 3.452273 51.0868016, 3.4522507 51.0868551, 3.4521841 51.0869871, 3.452125 51.0871008, 3.4520925 51.0871478, 3.4516512 51.0876608, 3.451629 51.087695, 3.4516099 51.0877419, 3.4515433 51.0879929, 3.4514413 51.0882494)",,,,
42944977,,,Teerlingstraat,residential,30,False,False,62.205,"LINESTRING (3.4522659 51.0867417, 3.4522073 51.0867087, 3.451842 51.0865914, 3.4516506 51.0868132)",,,,
42944976,,,Teerlingstraat,residential,30,False,False,52.414,"LINESTRING (3.4523604 51.0865984, 3.4523814 51.0866058, 3.4524175 51.0866117, 3.4524575 51.0866099, 3.4524942 51.0866001, 3.4525238 51.0865831, 3.4525428 51.086561, 3.4525493 51.0865362, 3.4525424 51.0865115, 3.4525229 51.0864895, 3.452493 51.0864729, 3.452457 51.0864634, 3.452418 51.0864617, 3.4523803 51.0864679, 3.4523478 51.0864814, 3.4523239 51.0865008, 3.4523111 51.0865239, 3.4523108 51.0865485, 3.4523231 51.0865717, 3.4523466 51.0865913, 3.4523604 51.0865984)",,,,
42944976,,,Teerlingstraat,residential,30,False,True,52.41400000000001,"LINESTRING (3.4523604 51.0865984, 3.4523466 51.0865913, 3.4523231 51.0865717, 3.4523108 51.0865485, 3.4523111 51.0865239, 3.4523239 51.0865008, 3.4523478 51.0864814, 3.4523803 51.0864679, 3.452418 51.0864617, 3.452457 51.0864634, 3.452493 51.0864729, 3.4525229 51.0864895, 3.4525424 51.0865115, 3.4525493 51.0865362, 3.4525428 51.086561, 3.4525238 51.0865831, 3.4524942 51.0866001, 3.4524575 51.0866099, 3.4524175 51.0866117, 3.4523814 51.0866058, 3.4523604 51.0865984)",,,,
42944976,,,Teerlingstraat,residential,30,False,True,17.247,"LINESTRING (3.4523604 51.0865984, 3.4523407 51.0866283, 3.4522659 51.0867417)",,,,
42944977,,,Teerlingstraat,residential,30,False,True,62.205,"LINESTRING (3.4516506 51.0868132, 3.451842 51.0865914, 3.4522073 51.0867087, 3.4522659 51.0867417)",,,,
43339486,,,Verbroederingslaan,residential,30,False,True,65.143,"LINESTRING (3.4426069 51.0881403, 3.4426607 51.0881496, 3.4429573 51.0882008, 3.4432327 51.0882504, 3.4433772 51.0882868, 3.4434909 51.0883225)",,,,
227741986,2,,Europalaan,tertiary,50,False,True,181.45300000000003,"LINESTRING (3.4426069 51.0881403, 3.4427908 51.0875916, 3.442935 51.0871565, 3.4430493 51.0868165, 3.4430682 51.0867604, 3.4430905 51.0866884, 3.4431141 51.0866086, 3.4431369 51.0865428)",,,,
43403090,,,Kerkem,residential,50,False,False,135.41000000000003,"LINESTRING (3.4484853 51.0801697, 3.4482358 51.0802, 3.4475489 51.0802685, 3.4473073 51.0802821, 3.4470625 51.0802721, 3.4467378 51.0802536, 3.4465685 51.0802261)",,,,
"[43403090, 763058420]",,,Kerkem,residential,50,False,True,155.111,"LINESTRING (3.4484853 51.0801697, 3.4489664 51.0801028, 3.4491639 51.080077, 3.4493706 51.080061, 3.4496981 51.0800386, 3.4497655 51.080034, 3.450461 51.0799424, 3.4506664 51.0799154)",,,,
43405316,,,Rerum Novarumstraat,residential,50,False,True,68.158,"LINESTRING (3.4484853 51.0801697, 3.4483971 51.0798793, 3.4483596 51.0796068, 3.4483599 51.079563)",,,,
400553909,,,Kerkem,residential,50,False,False,23.403,"LINESTRING (3.4465685 51.0802261, 3.4464608 51.0804254)",,,,
43403090,,,Kerkem,residential,50,False,True,135.41000000000003,"LINESTRING (3.4465685 51.0802261, 3.4467378 51.0802536, 3.4470625 51.0802721, 3.4473073 51.0802821, 3.4475489 51.0802685, 3.4482358 51.0802, 3.4484853 51.0801697)",,,,
43405316,,,Rerum Novarumstraat,residential,50,False,False,346.09700000000004,"LINESTRING (3.4465685 51.0802261, 3.446589 51.0801885, 3.4466699 51.0800638, 3.4467203 51.0799912, 3.4467764 51.0799279, 3.4469642 51.0797159, 3.4476377 51.0789877, 3.4479783 51.0787258, 3.4481232 51.0786215, 3.4481547 51.0786097, 3.4481957 51.0786039, 3.4482372 51.0786072, 3.4482801 51.0786207, 3.4486702 51.0788242, 3.4486902 51.0788415, 3.4487044 51.0788615, 3.4487115 51.0788822, 3.4487114 51.078905, 3.4487037 51.0789265, 3.4485564 51.0791051, 3.4485497 51.0791304, 3.4485537 51.0791569, 3.4485671 51.0791805, 3.4485778 51.0792058, 3.4485792 51.0792336, 3.4485678 51.0792644, 3.4484142 51.0794523, 3.4483807 51.0795112, 3.4483599 51.079563)",,,,
"[119945361, 468041653]",,,Bellemstraat,residential,30,True,False,47.08,"LINESTRING (3.4512299 51.0842837, 3.4510078 51.0842177, 3.4507692 51.0841467, 3.4507577 51.0841433, 3.4507328 51.0841387, 3.4506122 51.0841166)",,,,
"[43403093, 1111163807]",,,Vrijhofstraat,residential,50,False,False,137.498,"LINESTRING (3.4512299 51.0842837, 3.4513647 51.0841967, 3.4519094 51.0838873, 3.452018 51.0838191, 3.4521254 51.0837104, 3.4524383 51.0833286)",,,,
"[725467369, 142766119]",,,Bellemstraat,residential,30,True,False,146.731,"LINESTRING (3.4530903 51.0848932, 3.4527324 51.0847617, 3.4522276 51.0845763, 3.4521049 51.0845363, 3.4518836 51.0844689, 3.4513772 51.0843254, 3.4512299 51.0842837)",,,,
"[794821490, 43403094]",,,Hagepreekstraat,residential,30,False,False,141.39800000000002,"LINESTRING (3.4530903 51.0848932, 3.4530147 51.084984, 3.452444 51.0856698, 3.4523961 51.0856993, 3.4523666 51.0857033, 3.4523308 51.0857082, 3.4522614 51.0857061, 3.4518812 51.0855855)",,,,
43403094,,,Hagepreekstraat,residential,30,False,True,24.372,"LINESTRING (3.4510804 51.0853305, 3.4513921 51.085429)",,,,
"[43035432, 725461553]",,,Molenstraat,tertiary,30,False,True,126.88499999999999,"LINESTRING (3.4546865 51.0867884, 3.4555398 51.0859136, 3.4556264 51.0858121)",,5.2,,
43403095,,,Kleine Warande,residential,30,False,False,141.79399999999998,"LINESTRING (3.4546865 51.0867884, 3.4543559 51.0866566, 3.4543056 51.0866195, 3.4542641 51.0864987, 3.4542319 51.0864482, 3.4541778 51.0864053, 3.453735 51.0862199, 3.4536982 51.0861777, 3.4537109 51.0861272, 3.4539872 51.0858652)",,4.4,,
43403095,,,Kleine Warande,residential,30,False,True,141.794,"LINESTRING (3.4539872 51.0858652, 3.4537109 51.0861272, 3.4536982 51.0861777, 3.453735 51.0862199, 3.4541778 51.0864053, 3.4542319 51.0864482, 3.4542641 51.0864987, 3.4543056 51.0866195, 3.4543559 51.0866566, 3.4546865 51.0867884)",,4.4,,
207083911,,,Bellemstraat,residential,30,False,False,36.507999999999996,"LINESTRING (3.4501066 51.0840393, 3.4502052 51.0840585, 3.4504141 51.084075, 3.4506122 51.0841166)",,,,
43339486,,,Verbroederingslaan,residential,30,False,False,65.143,"LINESTRING (3.4434909 51.0883225, 3.4433772 51.0882868, 3.4432327 51.0882504, 3.4429573 51.0882008, 3.4426607 51.0881496, 3.4426069 51.0881403)",,,,
